#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T18:51:56 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T18:51:56	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/861/49/table2&-out=AGC,Name,Vhel,HIflux,e_HIflux,SNR,Dist,e_Dist,logMHI,e_logMHI,HI&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18610049
#Name: J/ApJ/861/49
#Title: ALFALFA extragalactic HI source catalog (Haynes+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	creator=Haynes M.P.	    First author or institution
#INFO	cites=bibcode:2018ApJ...861...49H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/861/49	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18610049	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_861_49_table2:
#Name: J/ApJ/861/49/table2
#Title: ALFALFA extragalactic HI source catalog; corrected version (August 2019)
#Column	AGC	(A6)	[1/749512] UGC/AGC number (1)	[ucd=meta.id;meta.main]
#Column	Name	(A8)	Common name of the optical counterpart	[ucd=meta.id]
#Column	Vhel	(I5)	[-430/17823] Heliocentric velocity of the HI profile midpoint	[ucd=spect.dopplerVeloc;em.line.HI]
#Column	HIflux	(F6.2)	[-7.7/999.9] HI line flux density	[ucd=phot.flux]
#Column	e_HIflux	(F5.2)	[0.02/1.2] Uncertainty in HIflux	[ucd=stat.error]
#Column	SNR	(F5.1)	[1.2/964] Ratio of peak flux to rms noise	[ucd=instr.det.noise]
#Column	Dist	(F5.1)	[0.3/259.6] Adopted distance, where applicable	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F4.1)	[0/31] Uncertainty in Dist	[ucd=stat.error]
#Column	logMHI	(F5.2)	[3.7/11] log HI mass where distance has been adopted	[ucd=phys.mass]
#Column	e_logMHI	(F5.2)	[0.04/1.2] Uncertainty in logMHI	[ucd=stat.error]
#Column	HI	(I1)	[1/2] HI source code (2)	[ucd=meta.code]
AGC	Name	Vhel	HIflux	e_HIflux	SNR	Dist	e_Dist	logMHI	e_logMHI	HI
005709	094-078 	 6208	  4.57	 0.14	 17.8	 93.3	 2.3	 9.97	 0.05	1
722257	        	 6194	  1.72	 0.10	 10.1	 92.8	 2.2	 9.54	 0.05	1
204132	        	13519	  1.07	 0.11	  5.5	198.2	 2.2	10.00	 0.06	2
203713	        	10951	  0.83	 0.08	  6.8	161.5	 2.3	 9.71	 0.06	1
205157	        	 6086	  0.96	 0.08	  7.0	 91.7	 2.3	 9.28	 0.06	1
203516	        	14395	  0.60	 0.07	  6.0	210.6	 2.4	 9.80	 0.07	2
718922	        	13175	  0.97	 0.10	  5.0	192.8	 2.4	 9.93	 0.06	2
204935	        	 8539	  1.19	 0.10	  7.0	127.1	 2.3	 9.66	 0.06	1
722261	        	14051	  0.79	 0.09	  5.1	205.0	 2.3	 9.89	 0.07	2
200877	037-063 	11511	  1.77	 0.10	  9.6	169.5	 2.3	10.08	 0.05	1
206508	        	 6508	  0.78	 0.05	  8.8	 96.9	 2.3	 9.24	 0.06	1
005711	N3270   	 6253	 15.71	 0.12	 64.2	 93.7	 2.2	10.51	 0.05	1
203714	        	 9375	  1.26	 0.07	 11.1	139.0	 2.3	 9.76	 0.05	1
205748	        	10391	  0.39	 0.06	  5.2	153.6	 2.4	 9.34	 0.08	2
005712	        	10836	  2.89	 0.09	 18.7	158.8	 2.3	10.23	 0.05	1
200445	065-048 	 9967	  2.75	 0.10	 15.4	147.3	 2.2	10.15	 0.05	1
005710	        	12453	  1.76	 0.13	  6.5	182.3	 2.3	10.14	 0.06	1
206510	        	13267	  1.22	 0.08	  8.0	193.3	 2.2	10.03	 0.05	1
739507	        	10232	  0.68	 0.08	  4.8	150.8	 2.3	 9.56	 0.07	2
005715	009-072 	 8583	  3.50	 0.12	 15.3	127.8	 2.3	10.13	 0.05	1
202552	        	 9415	  0.38	 0.04	  5.3	139.4	 2.3	 9.24	 0.06	2
204548	        	 9199	  2.44	 0.11	 11.8	136.5	 2.2	10.03	 0.05	1
722268	        	 6320	  0.81	 0.06	  8.0	 94.5	 2.3	 9.23	 0.06	1
208703	094-082a	16386	  2.02	 0.12	  9.0	238.8	 2.2	10.43	 0.05	2
201041	094-083a	13895	  1.81	 0.12	  8.3	203.1	 2.4	10.25	 0.05	1
005713	124-035 	 6319	  3.00	 0.11	 13.9	 94.6	 2.3	 9.80	 0.05	1
201489	037-066 	 8953	  1.16	 0.06	 11.6	133.0	 2.3	 9.68	 0.05	1
204348	        	13661	  2.24	 0.12	 10.2	200.2	 2.3	10.33	 0.05	1
005716	D500-02 	 1276	 12.25	 0.06	117.5	 21.1	 2.4	 9.11	 0.11	1
203928	        	 6878	  1.00	 0.08	  7.6	103.3	 2.3	 9.40	 0.06	1
202244	        	 1288	  2.06	 0.06	 22.3	 21.3	 2.2	 8.34	 0.10	1
204137	        	12061	  0.62	 0.07	  5.1	177.4	 2.3	 9.66	 0.07	2
204138	        	11891	  0.89	 0.08	  6.0	175.0	 2.3	 9.81	 0.06	2
739509	        	 1212	  0.88	 0.05	 11.9	 20.1	 2.1	 7.93	 0.10	1
739510	        	13653	  0.56	 0.07	  4.7	199.7	 2.4	 9.72	 0.07	2
206512	        	 5692	  1.26	 0.08	  8.9	 83.1	 2.2	 9.31	 0.06	1
201490	037-067 	 8232	  0.55	 0.05	  9.2	122.6	 2.2	 9.29	 0.06	1
718931	        	13184	  1.06	 0.12	  5.2	192.9	 2.2	 9.97	 0.07	2
722274	        	13065	  1.06	 0.08	  7.7	190.7	 2.3	 9.96	 0.06	1
201492	        	 6145	  1.02	 0.08	  6.6	 92.9	 2.3	 9.32	 0.06	1
203716	        	13964	  0.96	 0.12	  4.6	204.5	 2.3	 9.98	 0.07	2
202015	LeG01   	 2827	  0.43	 0.05	  6.5	 43.1	 2.2	 8.28	 0.08	1
718936	        	12663	  1.55	 0.10	  8.2	185.5	 2.5	10.10	 0.05	1
731457	        	  454	  0.62	 0.04	 11.5	 11.1	 1.1	 7.26	 0.10	1
739514	        	 1183	  1.27	 0.06	 13.1	 19.7	 2.1	 8.06	 0.11	1
204940	        	 8548	  1.18	 0.11	  6.1	127.3	 2.3	 9.65	 0.06	2
206514	        	 6599	  0.61	 0.05	  7.3	 98.3	 2.3	 9.14	 0.06	1
204139	        	 1147	  0.46	 0.05	  5.4	 18.7	 2.3	 7.58	 0.13	2
718940	        	12161	  3.28	 0.07	 29.3	178.3	 2.4	10.39	 0.05	1
203105	        	 9627	  0.83	 0.08	  6.1	142.3	 2.3	 9.60	 0.06	2
718942	        	12106	  1.81	 0.11	 10.1	177.5	 2.3	10.13	 0.05	1
208854	        	10959	  0.58	 0.04	  9.2	160.5	 2.2	 9.55	 0.05	1
731458	        	 6302	  0.95	 0.07	  8.1	 94.4	 2.4	 9.30	 0.06	1
205158	        	 3159	  0.70	 0.05	  9.3	 47.8	 2.2	 8.58	 0.07	1
200448	065-049 	 9533	  1.24	 0.09	  8.3	141.1	 2.3	 9.76	 0.06	1
005721	N3274   	  541	 50.32	 0.09	353.0	  6.5	 0.6	 8.70	 0.10	1
205159	        	 6647	  1.00	 0.09	  6.3	 99.7	 2.2	 9.37	 0.06	1
202078	FGC1091 	13928	  2.46	 0.14	  9.4	203.6	 2.3	10.38	 0.05	1
718946	        	13966	  1.46	 0.12	  6.7	204.1	 2.3	10.16	 0.06	1
205751	        	12350	  0.96	 0.08	  6.9	181.5	 2.3	 9.87	 0.06	1
731459	        	 6398	  0.89	 0.05	 11.0	 95.7	 2.2	 9.28	 0.05	1
005726	        	 6593	  2.41	 0.08	 16.2	 99.3	 2.3	 9.75	 0.05	1
200449	154-025 	12072	  1.15	 0.09	  7.1	176.7	 2.2	 9.93	 0.06	1
204352	        	 6225	  1.14	 0.08	  8.1	 94.0	 2.4	 9.38	 0.06	1
718947	        	 7820	  0.58	 0.05	  7.0	116.3	 2.2	 9.27	 0.06	1
202221	        	 3160	  2.03	 0.05	 31.2	 47.9	 2.2	 9.04	 0.06	1
201494	094-085 	10240	  0.91	 0.10	  4.9	150.9	 2.3	 9.69	 0.07	2
207043	124-036 	 7837	  1.35	 0.04	 20.5	116.6	 2.3	 9.64	 0.05	1
722284	        	16993	  0.89	 0.07	  7.4	247.1	 2.2	10.11	 0.06	1
200452	065-050 	 9878	  2.01	 0.10	 10.9	146.0	 2.4	10.00	 0.05	1
739524	        	16199	  0.91	 0.10	  5.2	236.1	 2.3	10.08	 0.07	2
005729	094-086 	13036	  3.31	 0.10	 16.7	190.8	 2.4	10.45	 0.05	1
718953	        	12895	  0.94	 0.11	  4.6	188.8	 2.2	 9.90	 0.07	2
208562	        	 1809	  0.67	 0.05	  9.0	 28.6	 2.3	 8.11	 0.09	1
005730	I 616   	 5779	  2.59	 0.08	 18.6	 87.3	 2.3	 9.67	 0.05	1
204141	        	 8962	  0.69	 0.11	  3.3	133.1	 2.7	 9.46	 0.08	2
208592	        	 1747	  0.67	 0.05	  8.3	 27.9	 2.2	 8.09	 0.09	1
203521	        	10761	  0.53	 0.06	  4.8	158.7	 2.2	 9.50	 0.07	2
005731	N3277   	 1420	  3.22	 0.08	 23.5	 22.0	 4.3	 8.56	 0.17	1
202247	        	 8243	  0.84	 0.12	  4.0	122.6	 2.3	 9.47	 0.08	2
208760	        	 4287	  1.58	 0.07	 13.1	 63.6	 2.2	 9.18	 0.06	1
206528	        	 7433	  0.69	 0.06	  7.2	110.2	 2.2	 9.30	 0.06	1
718957	        	13219	  1.62	 0.09	  9.7	193.3	 2.4	10.15	 0.05	1
203522	        	10886	  2.68	 0.10	 18.2	160.5	 2.3	10.21	 0.05	1
739526	        	 1292	  0.45	 0.05	  5.3	 21.4	 2.2	 7.69	 0.11	2
206530	        	10989	  1.03	 0.08	  6.8	161.0	 2.3	 9.80	 0.06	1
718958	        	12316	  0.68	 0.08	  4.5	180.5	 2.3	 9.72	 0.07	2
208428	        	 6658	  0.86	 0.07	  8.0	100.1	 2.4	 9.31	 0.06	1
204357	        	12386	  1.71	 0.13	  7.3	182.0	 2.3	10.13	 0.06	1
722285	        	12587	  1.25	 0.10	  7.2	184.1	 2.3	10.00	 0.06	1
202081	FGC1094 	12803	  1.93	 0.10	  9.5	186.8	 2.3	10.20	 0.05	1
731460	        	 5273	  0.45	 0.05	  5.8	 77.4	 2.2	 8.80	 0.07	2
201112	FGC1095 	13630	  0.96	 0.08	  6.9	198.9	 2.3	 9.95	 0.06	1
200456	065-052 	 9823	  1.38	 0.07	 10.7	145.2	 2.3	 9.84	 0.05	1
206532	        	 3794	  1.04	 0.11	  5.1	 56.2	 2.2	 8.89	 0.07	2
208307	        	 8218	  0.58	 0.05	  7.0	122.5	 2.4	 9.31	 0.06	1
200457	065-053 	10092	  1.41	 0.05	 14.2	149.1	 2.3	 9.87	 0.05	1
202016	LeG02   	 1433	  0.62	 0.06	  6.8	 23.3	 2.3	 7.90	 0.11	1
206536	        	12687	  0.87	 0.06	  8.5	185.2	 2.4	 9.85	 0.05	1
201504	        	 8757	  2.30	 0.11	 11.7	130.2	 2.3	 9.96	 0.05	1
739531	        	 1352	  0.41	 0.05	  7.0	 22.3	 2.3	 7.68	 0.11	1
204724	        	 8659	  0.69	 0.07	  7.5	128.8	 2.3	 9.43	 0.06	1
206535	        	12946	  1.58	 0.08	 11.1	189.0	 2.2	10.12	 0.05	1
203341	        	14763	  0.48	 0.06	  5.6	215.9	 2.3	 9.72	 0.07	2
203107	        	 9904	  1.22	 0.08	  8.4	146.3	 2.5	 9.79	 0.05	1
204554	        	 8585	  0.97	 0.08	  6.9	127.8	 2.4	 9.57	 0.06	2
200466	I 620a  	10113	  2.93	 0.10	 16.0	149.4	 2.4	10.19	 0.05	1
718965	        	10942	  1.22	 0.12	  5.8	160.8	 2.4	 9.87	 0.06	2
200463	I 620b  	10115	  2.67	 0.06	 25.9	149.4	 2.2	10.15	 0.05	1
202558	        	10096	  2.88	 0.08	 27.1	149.1	 2.3	10.18	 0.05	1
201509	037-077 	 8385	  2.04	 0.06	 21.1	124.9	 2.3	 9.87	 0.05	1
202083	FGC1097 	 6160	  2.47	 0.11	 12.5	 92.7	 2.2	 9.70	 0.05	1
739543	        	13976	  0.55	 0.04	  8.3	204.3	 2.1	 9.73	 0.05	1
200461	        	16466	  0.96	 0.08	  6.9	239.4	 2.4	10.11	 0.06	1
739541	        	12768	  0.90	 0.09	  5.9	186.9	 2.3	 9.87	 0.06	2
722292	        	11889	  1.11	 0.10	  6.0	174.1	 2.3	 9.90	 0.06	1
204555	        	 8633	  1.88	 0.06	 19.5	128.4	 2.4	 9.86	 0.05	1
712924	        	10349	  0.37	 0.04	  7.0	152.8	 2.3	 9.31	 0.07	2
739544	        	 4233	  0.59	 0.06	  6.6	 62.8	 2.3	 8.74	 0.07	1
718970	        	10994	  0.90	 0.06	  8.6	161.5	 2.4	 9.74	 0.05	1
208893	        	 7382	  0.96	 0.07	  7.8	109.5	 2.2	 9.43	 0.06	1
005735	065-056 	 7561	  6.55	 0.11	 33.0	112.9	 2.2	10.29	 0.05	1
202002	124-037 	 5339	  1.79	 0.09	 10.9	 78.3	 2.3	 9.41	 0.05	1
005737	065-057 	14956	  3.68	 0.12	 16.7	218.6	 2.2	10.62	 0.05	1
718972	        	12001	  1.29	 0.09	  7.6	176.0	 2.3	 9.97	 0.05	1
208593	        	 6263	  0.74	 0.06	  6.8	 94.2	 2.3	 9.19	 0.06	1
205062	        	 6607	  0.79	 0.05	 10.8	 99.2	 2.4	 9.26	 0.06	1
205160	        	 6626	  1.40	 0.08	 11.3	 99.5	 2.3	 9.51	 0.05	1
203932	        	 9320	  0.84	 0.10	  4.6	138.2	 2.2	 9.58	 0.07	2
718974	        	 8031	  0.76	 0.08	  5.7	119.2	 2.2	 9.41	 0.07	2
205161	        	 1218	  1.10	 0.06	 10.0	 20.3	 2.3	 8.03	 0.11	1
718975	        	13438	  1.98	 0.12	  9.9	196.6	 2.3	10.26	 0.05	1
201510	094-089 	10200	  3.16	 0.10	 17.0	150.3	 2.3	10.23	 0.05	1
208861	        	11151	  0.85	 0.07	  7.0	163.7	 2.3	 9.73	 0.06	1
202839	        	11796	  0.57	 0.06	  5.4	173.4	 2.3	 9.61	 0.06	2
203214	        	14990	  0.32	 0.05	  4.6	219.1	 2.2	 9.56	 0.08	2
203933	        	13286	  0.32	 0.04	  5.7	194.9	 2.2	 9.46	 0.07	1
722296	        	12813	  0.94	 0.08	  6.3	187.2	 2.3	 9.89	 0.06	1
718976	        	12036	  0.77	 0.08	  5.2	176.5	 2.4	 9.75	 0.06	2
203524	        	 6692	  0.79	 0.07	  8.7	100.6	 2.2	 9.28	 0.06	1
739553	        	14755	  0.87	 0.08	  6.0	215.5	 2.3	 9.98	 0.06	2
202842	        	 8080	  0.87	 0.07	  6.8	120.3	 2.3	 9.47	 0.06	1
005739	065-058 	 2968	  2.25	 0.10	 12.0	 45.4	 4.2	 9.04	 0.09	1
204362	        	 8030	  1.16	 0.08	  8.0	119.8	 2.3	 9.59	 0.06	1
208395	        	 9456	  0.43	 0.05	  7.9	140.2	 2.4	 9.30	 0.07	1
206548	        	12841	  1.00	 0.10	  5.4	187.6	 2.2	 9.92	 0.06	2
749409	        	 5282	  1.05	 0.07	 13.9	 77.5	 2.3	 9.17	 0.06	1
718978	        	12634	  0.84	 0.07	  6.3	185.1	 2.2	 9.83	 0.06	2
005738	183-028 	 1522	  3.87	 0.08	 28.4	 33.3	 6.4	 9.00	 0.17	1
200960	        	10121	  0.58	 0.05	  7.1	149.5	 2.4	 9.49	 0.06	1
206549	        	 6420	  0.89	 0.05	  9.8	 95.8	 2.3	 9.28	 0.05	1
202048	ADBS    	 1237	  4.47	 0.05	 56.4	 20.6	 2.2	 8.65	 0.10	1
739556	        	13869	  0.79	 0.06	  7.2	202.7	 2.3	 9.88	 0.06	1
204557	        	11403	  1.51	 0.11	  8.7	168.0	 2.3	10.00	 0.05	1
202223	        	 5855	  1.58	 0.05	 33.3	 88.4	 2.3	 9.46	 0.05	1
203527	        	 3776	  0.44	 0.06	  4.6	 56.8	 2.3	 8.53	 0.08	2
202845	        	 9683	  1.17	 0.08	  8.5	143.2	 2.2	 9.75	 0.05	1
005741	I 622   	 1389	  4.23	 0.08	 24.9	 33.4	 6.7	 9.05	 0.18	1
206552	        	13251	  0.56	 0.06	  5.1	193.5	 2.2	 9.69	 0.06	2
722307	        	12140	  1.01	 0.07	  8.2	177.7	 2.3	 9.88	 0.05	1
005742	N3287   	 1295	  8.07	 0.08	 59.7	 14.8	 2.8	 8.62	 0.17	1
205647	        	  908	  0.51	 0.06	  5.8	 14.8	 2.3	 7.42	 0.15	2
005743	        	 5155	  2.52	 0.09	 16.2	 75.7	 2.2	 9.53	 0.05	1
749317	        	 5439	  0.79	 0.07	  6.6	 79.7	 2.3	 9.07	 0.06	1
722308	        	 1310	  0.78	 0.04	 12.7	 21.6	 2.4	 7.93	 0.11	1
206555	        	 9900	  0.92	 0.06	  9.2	145.4	 2.3	 9.66	 0.05	1
204559	        	11378	  0.61	 0.06	  5.6	167.7	 2.4	 9.61	 0.06	2
739560	        	 8908	  0.95	 0.20	  6.9	132.0	 2.1	 9.59	 0.10	1
201520	094-092 	 6157	  2.60	 0.07	 21.9	 92.8	 2.2	 9.72	 0.05	1
203937	        	 8719	  1.78	 0.09	 11.7	129.6	 2.3	 9.85	 0.05	1
202248	        	 1177	  0.67	 0.06	  6.2	 11.1	 2.2	 7.29	 0.18	1
203938	        	 9601	  1.22	 0.07	 10.5	142.2	 2.4	 9.76	 0.05	1
204152	        	13689	  0.75	 0.05	  9.3	200.6	 2.2	 9.85	 0.05	1
722313	        	17315	  1.97	 0.13	  7.5	251.7	 2.3	10.47	 0.05	2
205756	        	 6411	  0.91	 0.13	  4.4	 96.7	 2.2	 9.30	 0.08	2
722318	        	13689	  1.37	 0.08	  9.3	199.9	 2.2	10.11	 0.05	1
204156	        	 8875	  0.52	 0.05	  6.2	131.9	 2.2	 9.33	 0.06	2
722317	        	 5257	  0.65	 0.06	  6.4	 77.1	 2.2	 8.96	 0.06	1
722316	        	13101	  0.78	 0.07	  6.5	191.4	 2.3	 9.83	 0.06	1
205400	        	10001	  0.64	 0.08	  4.2	148.0	 2.3	 9.52	 0.07	2
739562	        	16386	  0.97	 0.09	  6.2	238.8	 2.2	10.11	 0.06	2
202085	FGC1101 	14005	  2.18	 0.12	  9.4	204.7	 2.3	10.33	 0.05	1
203044	        	 9828	  1.91	 0.11	  9.5	145.3	 2.3	 9.98	 0.05	1
722322	        	10593	  0.77	 0.08	  5.1	155.6	 2.2	 9.64	 0.06	2
208879	        	 6399	  0.50	 0.05	  6.8	 95.5	 2.2	 9.03	 0.06	1
202565	        	14967	  0.70	 0.07	  5.9	218.7	 2.1	 9.90	 0.06	2
005748	I 623   	 6570	  1.74	 0.11	  8.8	 99.0	 2.3	 9.60	 0.06	1
749410	        	 1368	  0.91	 0.04	 17.6	 22.5	 2.4	 8.04	 0.10	1
208862	        	 3168	  0.70	 0.06	  7.1	 47.7	 2.3	 8.57	 0.07	1
202851	        	10851	  0.75	 0.10	  4.1	159.9	 2.2	 9.65	 0.07	2
203939	        	 9487	  0.84	 0.10	  4.8	140.6	 2.3	 9.59	 0.07	2
208851	        	10899	  1.41	 0.11	  7.3	159.6	 2.4	 9.93	 0.06	1
204726	        	 6547	  1.39	 0.09	  8.0	 98.7	 2.2	 9.50	 0.06	1
202850	        	 9226	  1.25	 0.09	  7.6	136.7	 2.2	 9.74	 0.06	1
206563	        	10604	  1.07	 0.08	  7.2	155.5	 2.2	 9.79	 0.06	1
201620	154-027a	15035	  1.67	 0.11	  8.5	219.1	 2.4	10.28	 0.05	1
205088	        	 7166	  0.73	 0.06	  6.8	107.0	 2.2	 9.29	 0.06	1
204562	        	12159	  0.97	 0.12	  4.8	178.8	 2.5	 9.86	 0.07	2
722328	        	12790	  1.26	 0.08	  8.3	186.9	 2.3	10.02	 0.05	1
005749	154-028 	 4425	  1.76	 0.06	 17.5	 65.3	 2.1	 9.25	 0.05	1
206565	        	10177	  0.89	 0.05	 12.3	149.4	 2.3	 9.67	 0.05	1
718996	        	 6722	  1.24	 0.06	 12.5	100.6	 2.3	 9.47	 0.05	1
722330	        	 4430	  1.44	 0.08	 10.3	 65.3	 2.3	 9.16	 0.06	1
201527	037-087 	 8159	  2.46	 0.10	 14.7	121.6	 2.2	 9.93	 0.05	1
201524	124-041 	 1401	  1.83	 0.06	 20.6	 23.0	 2.3	 8.36	 0.10	1
201529	        	16494	  1.76	 0.08	 13.3	240.2	 2.2	10.38	 0.05	1
202086	FGC1102 	16401	  1.79	 0.28	  7.3	238.9	 2.3	10.38	 0.08	1
208863	        	12515	  1.04	 0.08	  7.0	183.3	 2.4	 9.92	 0.06	1
005750	        	 4168	  3.08	 0.07	 26.0	 61.9	 2.2	 9.44	 0.05	1
005751	124-040 	 7029	  8.65	 0.11	 47.6	105.0	 2.3	10.35	 0.05	1
205162	        	14417	  0.54	 0.05	  6.4	210.8	 2.5	 9.75	 0.06	1
719001	        	16235	  1.01	 0.08	  7.2	236.5	 2.3	10.12	 0.06	1
719004	        	14002	  1.87	 0.14	  8.4	204.6	 2.2	10.27	 0.06	1
204368	        	 8250	  1.01	 0.10	  5.2	123.0	 2.2	 9.56	 0.06	2
202017	LeG03   	 1158	  2.11	 0.06	 22.7	 11.1	 2.3	 7.79	 0.18	1
201103	124-043 	 6873	  2.47	 0.06	 25.1	102.8	 2.3	 9.79	 0.05	1
719006	        	12817	  0.30	 0.04	  5.8	187.7	 2.2	 9.40	 0.07	2
722332	        	14422	  1.31	 0.12	  6.1	210.4	 2.1	10.14	 0.06	2
722333	        	15459	  0.57	 0.06	  5.9	225.2	 2.3	 9.83	 0.06	2
731464	        	 4408	  1.25	 0.04	 21.1	 65.0	 2.3	 9.09	 0.05	1
202566	        	10390	  0.90	 0.08	  6.2	153.3	 2.1	 9.70	 0.06	2
202854	        	11307	  0.76	 0.08	  5.6	166.4	 2.3	 9.70	 0.06	2
739569	        	 9399	  2.33	 0.08	 16.7	139.0	 2.2	10.03	 0.05	1
201531	094-095 	 9221	  1.70	 0.07	 13.0	136.5	 2.3	 9.87	 0.05	1
202855	        	10351	  1.03	 0.13	  4.1	152.8	 2.1	 9.75	 0.07	2
005758	        	 2957	  1.27	 0.06	 11.9	 45.4	 4.2	 8.79	 0.09	1
201989	KK 92   	 1369	  3.47	 0.06	 38.1	 22.5	 2.3	 8.62	 0.10	1
203049	        	 9962	  0.87	 0.05	 13.9	147.2	 2.3	 9.65	 0.05	1
208594	        	 5748	  1.26	 0.10	  6.9	 86.9	 2.4	 9.35	 0.06	1
201737	        	12890	  1.06	 0.09	  6.6	188.7	 2.5	 9.95	 0.06	1
722346	        	12795	  0.84	 0.09	  5.2	187.0	 2.4	 9.84	 0.06	2
722343	        	13019	  0.96	 0.07	  7.8	190.2	 2.2	 9.91	 0.05	1
201532	124-044 	 7715	  1.91	 0.10	  9.9	114.8	 2.3	 9.77	 0.05	1
208308	        	 5164	  0.42	 0.04	  9.4	 76.3	 2.3	 8.76	 0.07	1
200484	065-062 	 6647	  0.88	 0.08	  7.4	 99.8	 2.3	 9.32	 0.06	1
739574	        	 9341	  1.17	 0.09	  7.3	138.2	 2.1	 9.72	 0.06	1
005760	065-063 	 3000	  4.48	 0.10	 23.1	 45.4	 4.2	 9.34	 0.09	1
005761	N3299   	  604	  3.97	 0.06	 36.1	 11.1	 2.2	 8.06	 0.18	1
202856	        	10074	  1.72	 0.09	 10.4	148.8	 2.4	 9.95	 0.05	1
204951	        	 8766	  2.17	 0.14	  8.6	130.4	 2.3	 9.94	 0.05	1
005762	        	10479	  1.81	 0.11	  9.3	154.2	 2.3	10.01	 0.05	1
204371	        	 8419	  1.31	 0.09	  8.5	125.4	 2.3	 9.69	 0.05	2
715637	        	15026	 -7.61	 0.82	 13.5	219.8	 2.3	10.94	 0.06	1
206579	        	11470	  1.46	 0.08	  9.9	167.8	 2.3	 9.99	 0.05	1
204372	037-091 	 8421	  1.39	 0.08	  9.7	125.4	 2.3	 9.71	 0.05	1
203942	        	 3921	  0.63	 0.04	 10.4	 58.9	 2.3	 8.71	 0.06	1
205095	        	 9789	  1.29	 0.10	  7.7	144.8	 2.3	 9.80	 0.06	1
200487	037-092 	 3510	  0.91	 0.09	  5.6	 53.0	 2.3	 8.78	 0.07	2
205163	        	 5844	  0.70	 0.06	  7.0	 88.3	 2.1	 9.11	 0.06	1
005763	I2591   	 6786	  6.26	 0.12	 28.3	100.8	 2.3	10.18	 0.05	1
208762	        	 7646	  0.74	 0.06	  7.8	113.8	 2.1	 9.35	 0.06	1
205758	        	 4449	  0.82	 0.07	  6.3	 66.5	 2.2	 8.93	 0.06	1
005764	154-031 	  582	 12.61	 0.06	118.2	  8.3	 2.5	 8.31	 0.26	1
202858	        	10024	  1.04	 0.09	  7.0	148.1	 2.5	 9.73	 0.06	1
202249	        	 2926	  0.41	 0.05	  4.8	 44.5	 2.2	 8.28	 0.08	2
201736	        	13983	  1.59	 0.08	 11.4	204.3	 2.3	10.19	 0.05	1
749411	        	 6209	  0.87	 0.08	  6.0	 93.1	 2.3	 9.25	 0.06	1
739577	        	 9518	  0.92	 0.08	  6.0	140.7	 2.4	 9.63	 0.06	1
200489	065-067 	 9691	  1.93	 0.16	  5.8	143.4	 2.1	 9.97	 0.06	2
739579	        	 5524	  1.10	 0.05	 15.5	 81.0	 2.3	 9.23	 0.05	1
202410	        	 8181	  1.80	 0.10	  9.9	121.8	 2.4	 9.80	 0.05	1
202250	        	 2985	  2.84	 0.07	 23.9	 45.4	 2.4	 9.14	 0.06	1
205164	        	 5946	  0.96	 0.09	  6.4	 89.9	 2.3	 9.26	 0.06	1
203220	        	11428	  0.38	 0.06	  4.9	168.2	 2.2	 9.40	 0.08	2
005772	009-086 	 8767	  4.09	 0.15	 15.3	130.4	 2.2	10.21	 0.05	1
722361	        	12976	  1.29	 0.10	  6.9	189.6	 2.3	10.04	 0.06	1
202226	        	 9757	  0.93	 0.08	  6.2	144.4	 2.2	 9.66	 0.06	1
005773	N3303   	 6282	  2.49	 0.10	 12.5	 94.4	 2.1	 9.72	 0.05	1
731466	        	12916	  0.62	 0.05	  7.3	188.7	 2.2	 9.72	 0.06	1
203345	        	10812	  0.33	 0.05	  4.2	159.5	 2.2	 9.30	 0.08	2
005769	124-046a	12935	  2.34	 0.09	 14.2	189.4	 2.4	10.30	 0.05	1
206589	        	 6496	  0.67	 0.06	  6.3	 96.8	 2.2	 9.17	 0.06	2
719034	        	 7719	  2.37	 0.09	 16.6	114.9	 2.3	 9.87	 0.05	1
205165	        	  724	  0.30	 0.03	  6.5	 11.1	 2.2	 6.94	 0.19	1
719033	        	10041	  0.42	 0.06	  4.8	148.1	 2.3	 9.34	 0.08	2
