#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:34:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:34:31	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/211/21/zspec&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22110021
#Name: J/ApJS/211/21
#Title: Spectroscopic redshifts of galaxies in MACS (Ebeling+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	creator=Ebeling H.	    First author or institution
#INFO	cites=bibcode:2014ApJS..211...21E	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/211/21	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22110021	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-07-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_211_21_zspec:
#Name: J/ApJS/211/21/zspec
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MACSg	(A19)	Galaxy identifier (JHHMMSS.ss+DDMMSS.s) <MACSg JHHHMMSS.ss+DDMMSS.s> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascention in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	EmLT	(A3)	Spectral type (1)	[ucd=src.spType]
#Column	Inst	(A1)	Instrument (2)	[ucd=meta.id;instr]
#Column	CXO	(A3)	X-ray counterpart flag (XPS = Chandra X-ray point source)	[ucd=meta.code]
#Column	MACS	(A12)	Massive galaxy cluster name (<MCS JHHMM.m+DDMM> in SIMBAD)	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     963	J071803.06+374639.0	109.512749	+37.777500	 0.9662	 0.0003	A  	D	   	J0717.5+3745	Simbad
     964	J071803.14+373700.3	109.513084	+37.616749	 0.4971	 0.0003	E  	D	   	J0717.5+3745	Simbad
     965	J071803.33+374749.6	109.513878	+37.797112	 0.8065	 0.0003	E  	D	   	J0717.5+3745	Simbad
     966	J071803.37+373450.4	109.514038	+37.580669	 0.5481	 0.0003	E  	D	   	J0717.5+3745	Simbad
     967	J071803.46+373459.1	109.514412	+37.583092	 0.5453	 0.0005	E  	D	   	J0717.5+3745	Simbad
     968	J071803.48+374756.6	109.514503	+37.799061	 0.6412	 0.0010	E  	D	   	J0717.5+3745	Simbad
     969	J071803.49+374315.7	109.514542	+37.721031	 0.5134	 0.0005	E  	D	   	J0717.5+3745	Simbad
     970	J071803.50+373812.3	109.514580	+37.636749	 0.5484	 0.0005	E  	D	   	J0717.5+3745	Simbad
     971	J071803.52+374309.7	109.514664	+37.719360	 0.5140	 0.0003	E  	D	   	J0717.5+3745	Simbad
     972	J071803.70+375150.8	109.515411	+37.864101	 2.3860	 0.0010	E  	D	   	J0717.5+3745	Simbad
     973	J071803.71+374531.2	109.515457	+37.758671	 0.5911	 0.0003	A  	D	   	J0717.5+3745	Simbad
     974	J071803.81+373934.9	109.515877	+37.659691	 0.5469	 0.0003	E  	D	   	J0717.5+3745	Simbad
     975	J071804.16+373619.0	109.517349	+37.605270	 0.1023	 0.0010	E  	D	   	J0717.5+3745	Simbad
     976	J071804.22+373614.6	109.517586	+37.604061	 0.5483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     977	J071804.29+373627.1	109.517868	+37.607529	 0.5444	 0.0010	E  	D	   	J0717.5+3745	Simbad
     978	J071804.35+375025.9	109.518127	+37.840530	 0.3812	 0.0005	E  	D	   	J0717.5+3745	Simbad
     979	J071804.51+373804.8	109.518791	+37.634670	 0.5555	 0.0003	E  	D	   	J0717.5+3745	Simbad
     980	J071804.53+373728.8	109.518875	+37.624668	 0.3407	 0.0003	E  	D	   	J0717.5+3745	Simbad
     981	J071804.61+374552.7	109.519211	+37.764641	 0.6656	 0.0003	E  	D	   	J0717.5+3745	Simbad
     982	J071804.70+374026.2	109.519585	+37.673939	 0.5415	 0.0003	E  	D	   	J0717.5+3745	Simbad
     983	J071804.74+373449.2	109.519753	+37.580330	 0.5297	 0.0003	E  	D	   	J0717.5+3745	Simbad
     984	J071804.93+373901.8	109.520538	+37.650501	 0.5429	 0.0005	E  	D	   	J0717.5+3745	Simbad
     985	J071805.18+373613.1	109.521584	+37.603642	 0.5560	 0.0003	A  	D	   	J0717.5+3745	Simbad
     986	J071805.19+374011.5	109.521622	+37.669861	 0.5415	 0.0003	E  	D	   	J0717.5+3745	Simbad
     987	J071805.33+374022.0	109.522209	+37.672779	 0.5434	 0.0003	E  	D	   	J0717.5+3745	Simbad
     988	J071805.35+373754.7	109.522293	+37.631859	 0.5427	 0.0005	E  	D	   	J0717.5+3745	Simbad
     989	J071805.39+374605.5	109.522461	+37.768200	 0.5223	 0.0003	E  	D	   	J0717.5+3745	Simbad
     990	J071805.39+373319.5	109.522461	+37.555420	 0.5465	 0.0003	E  	D	   	J0717.5+3745	Simbad
     991	J071805.40+374706.5	109.522499	+37.785141	 0.5226	 0.0005	E  	D	   	J0717.5+3745	Simbad
     992	J071805.75+374927.8	109.523956	+37.824390	 0.4904	 0.0003	E  	D	   	J0717.5+3745	Simbad
     993	J071805.94+374259.2	109.524750	+37.716450	 0.6937	 0.0003	E  	D	   	J0717.5+3745	Simbad
     994	J071805.95+374754.4	109.524780	+37.798439	 0.7200	 0.0010	E  	D	   	J0717.5+3745	Simbad
     995	J071805.99+373857.2	109.524956	+37.649220	 0.1372	 0.0003	E  	D	   	J0717.5+3745	Simbad
     996	J071806.00+373509.6	109.525009	+37.586010	 0.5554	 0.0005	A  	D	   	J0717.5+3745	Simbad
     997	J071806.02+373546.2	109.525078	+37.596180	 0.5436	 0.0003	A  	D	   	J0717.5+3745	Simbad
     998	J071806.06+373559.9	109.525238	+37.599960	 0.5538	 0.0003	A  	D	   	J0717.5+3745	Simbad
     999	J071806.06+374338.7	109.525253	+37.727421	 0.6912	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1000	J071806.07+373602.2	109.525291	+37.600609	 0.5557	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1001	J071806.14+373810.8	109.525581	+37.636330	 0.5437	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1002	J071806.17+374839.5	109.525711	+37.810970	 0.5242	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1003	J071806.20+373950.9	109.525833	+37.664139	 0.4529	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1004	J071806.22+374042.5	109.525902	+37.678478	 0.0696	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1005	J071806.36+373555.1	109.526497	+37.598640	 0.5534	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1006	J071806.44+374737.1	109.526833	+37.793640	 0.6414	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1007	J071806.80+373609.8	109.528336	+37.602718	 0.3875	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1008	J071806.80+374405.1	109.528336	+37.734749	 0.5141	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1009	J071806.84+373531.1	109.528503	+37.591969	 0.7161	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1010	J071806.86+373533.0	109.528580	+37.592499	 0.5519	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1011	J071806.89+373924.6	109.528717	+37.656830	 0.5440	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1012	J071806.93+373910.9	109.528877	+37.653030	 0.5428	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1013	J071806.96+374224.1	109.528999	+37.706699	 0.6651	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1014	J071807.03+374802.9	109.529289	+37.800800	 0.6637	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1015	J071807.04+373806.6	109.529335	+37.635170	 0.4969	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1016	J071807.14+373706.6	109.529747	+37.618500	 0.5532	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1017	J071807.28+374157.3	109.530334	+37.699249	 0.5536	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1018	J071807.31+373439.7	109.530449	+37.577702	 0.5454	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1019	J071807.33+374149.1	109.530540	+37.696972	 0.5498	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1020	J071807.33+375028.1	109.530540	+37.841141	 0.3874	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1021	J071807.51+373442.9	109.531288	+37.578579	 0.7186	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1022	J071807.55+373759.0	109.531456	+37.633060	 0.5421	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1023	J071807.64+374636.8	109.531830	+37.776890	 0.6890	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1024	J071807.70+373940.3	109.532082	+37.661190	 0.5408	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1025	J071807.71+373513.3	109.532127	+37.587029	 0.5447	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1026	J071807.84+373300.8	109.532669	+37.550220	 0.5495	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1027	J071807.92+373738.3	109.532997	+37.627300	 0.6594	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1028	J071807.99+374113.5	109.533287	+37.687080	 0.2844	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1029	J071808.02+373835.8	109.533417	+37.643280	 0.5478	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1030	J071808.12+373835.7	109.533836	+37.643250	 0.5494	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1031	J071808.27+373333.6	109.534462	+37.559330	 0.5491	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1032	J071808.36+374727.3	109.534836	+37.790920	 0.3148	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1033	J071808.47+373425.2	109.535294	+37.573669	 0.5530	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1034	J071808.51+374816.5	109.535461	+37.804581	 0.3063	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1035	J071808.68+373650.1	109.536163	+37.613911	 0.1550	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1036	J071808.73+373401.7	109.536369	+37.567150	 0.8327	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1037	J071808.93+374931.4	109.537209	+37.825390	 0.7651	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1038	J071808.94+373429.3	109.537247	+37.574810	 0.5513	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1039	J071808.95+374009.5	109.537292	+37.669300	 0.5485	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1040	J071808.96+373405.6	109.537331	+37.568218	 0.5507	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1041	J071809.14+374108.2	109.538086	+37.685612	 0.5422	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1042	J071809.27+373851.3	109.538612	+37.647579	 0.5401	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1043	J071809.40+373829.8	109.539169	+37.641609	 0.5498	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1044	J071809.42+373227.8	109.539253	+37.541050	 0.5479	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1045	J071809.54+373612.9	109.539749	+37.603580	 0.3868	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1046	J071809.81+373552.6	109.540878	+37.597950	 0.5497	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1047	J071809.91+374201.9	109.541290	+37.700531	 0.5419	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1048	J071810.11+374713.5	109.542122	+37.787079	 1.0294	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1049	J071810.15+373931.2	109.542282	+37.658680	 0.2863	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1050	J071810.25+374050.4	109.542709	+37.680672	 0.5415	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1051	J071810.35+374514.0	109.543121	+37.753891	 0.2408	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1052	J071810.54+374716.8	109.543915	+37.787998	 0.4913	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1053	J071810.56+374927.1	109.543999	+37.824200	 0.4930	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1054	J071810.63+374443.7	109.544289	+37.745468	 0.6410	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1055	J071810.82+374926.9	109.545067	+37.824150	 0.4913	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1056	J071810.82+373856.0	109.545074	+37.648899	 0.2817	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1057	J071810.92+374136.6	109.545502	+37.693501	 0.5452	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1058	J071810.97+374346.7	109.545708	+37.729641	 0.6899	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1059	J071811.05+374932.8	109.546043	+37.825779	 0.4910	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1060	J071811.05+374932.8	109.546043	+37.825779	 0.4919	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1061	J071811.11+374643.5	109.546295	+37.778751	 0.2354	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1062	J071811.13+374643.5	109.546371	+37.778751	 0.4989	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1063	J071811.34+374416.7	109.547249	+37.737968	 0.6886	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1064	J071811.48+373132.4	109.547836	+37.525669	 0.3496	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1065	J071811.51+374332.7	109.547958	+37.725750	 0.6874	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1066	J071811.61+373402.4	109.548378	+37.567329	 0.4695	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1067	J071811.67+373548.2	109.548622	+37.596722	 0.5522	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1068	J071811.67+374032.4	109.548622	+37.675671	 0.8074	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1069	J071811.67+374736.9	109.548622	+37.793579	 0.3802	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1070	J071811.71+373741.7	109.548790	+37.628250	 0.5493	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1071	J071811.76+374331.9	109.549004	+37.725529	 0.6899	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1072	J071811.92+373528.7	109.549667	+37.591301	 0.5524	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1073	J071811.93+374025.5	109.549706	+37.673752	 0.5404	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1074	J071811.96+373637.9	109.549835	+37.610531	 0.5504	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1075	J071812.00+374422.1	109.550003	+37.739471	 0.5490	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1076	J071812.09+374331.2	109.550377	+37.725330	 0.6903	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1077	J071812.13+374649.0	109.550545	+37.780281	 0.3638	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1078	J071812.21+373702.1	109.550873	+37.617249	 0.5449	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1079	J071812.23+373742.0	109.550957	+37.628330	 0.5450	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1080	J071812.32+373540.0	109.551331	+37.594440	 0.3870	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1081	J071812.47+373305.7	109.551956	+37.551579	 0.5563	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1082	J071812.55+373639.0	109.552292	+37.610828	 0.4545	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1083	J071812.59+373600.0	109.552467	+37.599998	 0.3880	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1084	J071812.64+373243.3	109.552666	+37.545361	 0.6349	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1085	J071812.73+375006.0	109.553040	+37.834999	 0.3473	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1086	J071812.96+373645.6	109.554001	+37.612671	 0.5488	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1087	J071812.99+373648.2	109.554138	+37.613400	 0.5528	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1088	J071813.31+374954.4	109.555458	+37.831779	 0.4917	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1089	J071813.38+374148.4	109.555748	+37.696781	 0.5402	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1090	J071813.39+373436.6	109.555794	+37.576832	 0.5500	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1091	J071813.43+374716.7	109.555962	+37.787971	 0.7637	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1092	J071813.56+374059.5	109.556503	+37.683189	 0.5518	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1093	J071813.58+373526.0	109.556580	+37.590561	 0.4613	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1094	J071813.60+374103.6	109.556664	+37.684330	 0.5420	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1095	J071813.75+373752.0	109.557289	+37.631111	 0.5417	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1096	J071813.75+373513.0	109.557289	+37.586941	 0.5488	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1097	J071813.77+373758.2	109.557373	+37.632832	 0.5445	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1098	J071813.86+374118.2	109.557747	+37.688389	 0.5419	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1099	J071813.90+374116.2	109.557915	+37.687832	 0.5425	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1100	J071813.92+373828.5	109.557999	+37.641251	 0.5455	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1101	J071814.02+373412.5	109.558418	+37.570141	 0.5542	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1102	J071814.03+373658.8	109.558464	+37.616329	 0.3403	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1103	J071814.10+373609.3	109.558746	+37.602581	 0.5487	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1104	J071814.26+374718.8	109.559418	+37.788559	 0.5939	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1105	J071814.33+373151.5	109.559708	+37.530972	 0.5511	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1106	J071814.36+373424.9	109.559830	+37.573582	 0.5561	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1107	J071814.39+373455.3	109.559959	+37.582031	 0.6899	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1108	J071814.52+373636.4	109.560501	+37.610111	 0.5486	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1109	J071814.55+373749.0	109.560623	+37.630280	 0.5430	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1110	J071814.64+374353.1	109.560997	+37.731411	 0.5442	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1111	J071814.66+373412.5	109.561081	+37.570141	 0.5479	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1112	J071814.85+373715.2	109.561874	+37.620892	 0.5497	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1113	J071814.88+374530.3	109.561996	+37.758419	 0.6392	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1114	J071814.90+374629.7	109.562080	+37.774921	 0.4095	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1115	J071815.05+374200.9	109.562706	+37.700249	 0.5395	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1116	J071815.10+373349.2	109.562920	+37.563671	 0.5431	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1117	J071815.18+374556.7	109.563248	+37.765751	 0.9247	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1118	J071815.21+373158.1	109.563377	+37.532810	 0.6733	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1119	J071815.33+374607.1	109.563873	+37.768639	 0.5411	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1120	J071815.41+373205.1	109.564209	+37.534752	 0.4574	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1121	J071815.47+373751.6	109.564461	+37.631001	 0.5442	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1122	J071815.59+373446.4	109.564957	+37.579559	 0.5488	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1123	J071815.62+373459.9	109.565086	+37.583309	 0.7129	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1124	J071815.66+374648.2	109.565247	+37.780060	 0.4094	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1125	J071815.70+374215.5	109.565414	+37.704300	 0.4299	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1126	J071815.78+374539.4	109.565750	+37.760941	 0.5505	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1127	J071815.95+373635.7	109.566460	+37.609921	 0.5438	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1128	J071815.98+373959.8	109.566582	+37.666611	 0.7130	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1129	J071815.98+374822.8	109.566582	+37.806332	 0.5786	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1130	J071815.99+374109.6	109.566628	+37.686001	 0.5422	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1131	J071816.08+373426.4	109.567001	+37.574001	 0.5455	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1132	J071816.08+374107.8	109.567001	+37.685501	 0.5411	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1133	J071816.16+374108.1	109.567337	+37.685589	 0.5407	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1134	J071816.35+373905.5	109.568123	+37.651531	 0.5430	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1135	J071816.40+374006.6	109.568336	+37.668499	 0.4219	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1136	J071816.42+374505.7	109.568428	+37.751579	 0.9236	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1137	J071816.47+374842.9	109.568626	+37.811920	 0.5127	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1138	J071816.58+374434.1	109.569084	+37.742809	 0.3645	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1139	J071816.74+374105.4	109.569748	+37.684830	 0.4973	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1140	J071816.79+374359.5	109.569962	+37.733200	 0.5428	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1141	J071816.81+373400.0	109.570045	+37.566669	 0.5437	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1142	J071816.89+374639.5	109.570374	+37.777641	 0.6373	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1143	J071816.97+373438.3	109.570709	+37.577301	 0.5405	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1144	J071817.04+374203.6	109.570999	+37.701000	 0.5380	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1145	J071817.14+374211.9	109.571419	+37.703300	 0.5465	 0.0010	A  	D	   	J0717.5+3745	Simbad
    1146	J071817.16+373315.5	109.571503	+37.554310	 0.3400	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1147	J071817.28+373827.8	109.571999	+37.641060	 0.5411	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1148	J071817.52+374725.8	109.572998	+37.790501	 0.5526	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1149	J071817.65+373955.4	109.573540	+37.665390	 0.4309	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1150	J071817.66+374949.8	109.573586	+37.830502	 0.5932	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1151	J071817.68+373753.0	109.573669	+37.631390	 0.3905	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1152	J071817.79+374011.1	109.574127	+37.669750	 1.3465	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1153	J071817.94+374627.1	109.574753	+37.774189	 0.2366	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1154	J071818.08+373406.5	109.575333	+37.568470	 0.5437	 0.0005	E+A	D	   	J0717.5+3745	Simbad
    1155	J071818.12+373952.3	109.575493	+37.664520	 0.4225	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1156	J071818.36+374058.7	109.576500	+37.682968	 0.5428	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1157	J071818.45+374245.8	109.576874	+37.712719	 0.7651	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1158	J071818.49+374016.5	109.577042	+37.671249	 0.5236	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1159	J071818.52+374911.3	109.577164	+37.819809	 0.3883	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1160	J071818.70+374856.1	109.577919	+37.815578	 0.6775	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1161	J071818.72+373828.5	109.578003	+37.641251	 0.4982	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1162	J071818.73+374607.6	109.578041	+37.768780	 0.2415	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1163	J071818.86+374109.3	109.578583	+37.685921	 0.5417	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1164	J071819.00+374112.5	109.579170	+37.686810	 0.5386	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1165	J071819.06+374043.6	109.579414	+37.678780	 0.5423	 0.0005	A  	D	   	J0717.5+3745	Simbad
    1166	J071819.10+374118.0	109.579582	+37.688332	 0.5020	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1167	J071819.13+374119.9	109.579712	+37.688862	 0.5442	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1168	J071819.22+373747.8	109.580086	+37.629940	 0.5414	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1169	J071819.34+374047.8	109.580582	+37.679939	 0.3419	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1170	J071819.42+374915.8	109.580917	+37.821060	 0.2996	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1171	J071819.43+374620.2	109.580956	+37.772282	 0.2402	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1172	J071819.56+373610.7	109.581497	+37.602970	 0.5489	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1173	J071819.60+374904.8	109.581665	+37.818001	 0.6762	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1174	J071819.66+375028.8	109.581917	+37.841331	 0.4910	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1175	J071819.75+373720.3	109.582291	+37.622311	 0.5625	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1176	J071819.78+373603.2	109.582420	+37.600891	 0.5449	 0.0003	E  	D	   	J0717.5+3745	Simbad
