#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
    1401	  1555	342.201182	-44.532567	 0.3000	 0.30	 0.206	 0.370	 0.2300	       	  1.000000	 1.80620e+00	    1.378	 0.3000	 1.00000e+00	     0.0	5190084	 -4.251
    1402	  1556	342.195449	-44.532079	 2.2600	 2.26	 2.098	 2.342	 2.3300	       	  4.181398	 1.32820e+00	    1.661	 2.2600	 9.99990e-01	     2.4	4079633	 -3.906
    1403	  1557	342.182083	-44.531673	 3.5600	 3.56	 3.457	 3.930	 3.5300	       	  0.298346	 2.71280e+00	   36.070	 3.5600	 1.00000e+00	     2.8	3936791	 -0.849
    1404	  1558	342.190373	-44.531555	 0.7500	 0.65	 0.425	 0.717	 0.6200	 0.7500	  2.741982	 1.37380e+00	    0.046	 0.7500	 9.99970e-01	     0.1	 445927	 -6.896
    1405	  1559	342.162266	-44.531618	 0.2400	 0.24	 0.130	 0.807	 0.2500	       	  1.000000	 1.17650e+00	    0.048	 0.2400	 9.99970e-01	     0.0	5186069	 -7.805
    1406	  1560	342.188445	-44.531157	 3.5600	 3.56	 0.889	 5.672	 1.9700	       	  1.149506	 4.21000e-01	    2.325	 3.5600	 4.21000e-01	     0.1	4698875	 -3.764
    1407	  1561	342.190791	-44.531268	 0.4100	 0.41	 0.231	 3.663	 0.3900	       	  1.149035	 9.08630e-01	    0.013	 0.4100	 9.08630e-01	     0.0	 529152	 -7.222
    1408	  1562	342.169286	-44.531156	 5.3000	 5.30	 4.636	 6.228	 1.8300	       	 26.512729	 6.54110e-01	    0.255	 5.3000	 6.54110e-01	    11.1	2741066	 -4.645
    1409	  1563	342.202146	-44.531383	 0.1000	 0.10	 0.051	 0.151	 0.0100	       	  1.000000	 1.77140e+01	    0.028	 0.1000	 9.99980e-01	     0.0	   5706	 -8.430
    1410	  1564	342.180273	-44.531193	 4.5300	 4.53	 2.602	 5.197	 3.0000	       	  0.480201	 1.93400e+00	   45.940	 4.5300	 9.99980e-01	     4.6	4671455	 -0.518
    1411	  1565	342.199694	-44.531404	 0.8500	 0.85	 0.237	 1.857	 1.8100	       	  1.728704	 1.35840e+00	    0.014	 0.8500	 9.99980e-01	     0.7	1895777	 -4.636
    1412	  1566	342.190426	-44.531275	 3.5200	 3.52	 0.719	 4.299	 3.5600	       	  2.342101	 3.71770e-01	    1.771	 3.5200	 3.71770e-01	     0.6	4131332	 -4.126
    1413	  1567	342.201147	-44.531273	 5.7700	 5.77	 4.479	 6.340	 5.2300	       	  3.280931	 1.90200e+00	    8.713	 5.7700	 1.00000e+00	     2.7	3741445	 -2.302
    1414	  1568	342.176794	-44.531126	 4.7700	 4.77	 3.085	 5.653	 3.5100	       	  1.210251	 7.09510e-01	    4.334	 4.7700	 7.09510e-01	     0.7	5259275	 -3.073
    1415	  1569	342.162667	-44.531240	 1.0000	 1.00	 0.458	 4.705	 0.1200	       	  1.883256	 7.90850e-01	    0.021	 1.0000	 7.90850e-01	     0.1	1036980	 -5.830
    1416	  1570	342.180063	-44.531127	 2.9900	 2.99	 0.593	 3.800	 3.0800	       	  0.569874	 3.31030e-01	    1.578	 2.9900	 3.31030e-01	     0.4	4066654	 -4.232
    1417	  1571	342.209566	-44.531053	 6.1300	 6.13	 5.606	 6.325	 6.7101	       	  1.960227	 3.52000e+01	    0.536	 6.1300	 1.00000e+00	    15.4	6155707	 -4.177
    1418	  1572	342.171904	-44.531282	 0.9300	 0.93	 0.645	 5.894	 5.1500	       	  3.273105	 6.16220e-01	    0.092	 0.9300	 6.16220e-01	     0.0	4867123	 -7.156
    1419	  1573	342.179914	-44.531053	 3.8200	 3.82	 1.129	 4.578	 3.7400	       	  0.563861	 3.46010e-01	   27.110	 3.8200	 3.46010e-01	     1.0	4734076	 -1.112
    1420	  1574	342.205940	-44.530966	 3.2900	 3.29	 2.185	 3.726	 2.7700	       	  2.187494	 6.41430e-01	    0.005	 3.2900	 6.41430e-01	     0.5	2634026	 -2.798
    1421	  1576	342.194764	-44.531424	 0.5800	 0.58	 0.437	 0.664	 0.5800	       	  1.498219	 8.31780e-01	    0.046	 0.5800	 8.31780e-01	     0.3	1094972	 -3.162
    1422	  1577	342.162382	-44.531101	 4.2000	 4.20	 3.225	 6.039	 5.2200	       	  2.944818	 2.14160e+00	   12.580	 4.2000	 1.00000e+00	     6.3	6924828	 -1.609
    1423	  1578	342.160693	-44.531077	 4.4400	 4.44	 0.974	 5.999	 4.9900	       	  2.905143	 5.05150e-01	    0.728	 4.4400	 5.05150e-01	     0.5	4282001	 -5.051
    1424	  1580	342.186957	-44.530935	 1.3100	 1.31	 0.567	 5.631	 1.1900	       	  1.202926	 6.38550e-01	    0.055	 1.3100	 6.38550e-01	     1.2	1498186	 -4.050
    1425	  1582	342.188116	-44.532804	 0.3387	 0.49	 0.452	 0.521	 0.5200	 0.3387	  1.000000	 1.95310e+00	    6.016	 0.3387	 1.00000e+00	     0.0	5232878	 -2.555
    1426	  1583	342.190236	-44.530943	 5.0510	 4.83	 4.573	 5.282	 4.7000	 5.0510	  1.578129	 1.19760e+00	    0.047	 5.0510	 9.99980e-01	     2.6	2888261	 -6.260
    1427	  1584	342.166894	-44.531059	 6.1500	 6.15	 5.920	 6.276	 6.0300	       	  6.566013	 1.84400e+01	  135.500	 6.1500	 9.99980e-01	    57.6	3794095	  0.696
    1428	  1585	342.155806	-44.530988	 0.7700	 0.77	 0.468	 0.858	 0.7100	       	  1.453680	 1.21330e+00	    0.413	 0.7700	 9.99980e-01	     0.1	4978863	 -5.582
    1429	  1586	342.172595	-44.530846	 4.9100	 4.91	 0.862	 6.074	 0.6800	       	  6.906054	 1.89000e-01	    0.261	 4.9100	 1.89000e-01	     3.3	3503658	 -5.522
    1430	  1587	342.173687	-44.532770	 0.3588	 0.35	 0.231	 0.391	 0.3700	 0.3588	  1.041234	 1.36850e+00	   11.410	 0.3588	 1.00000e+00	     0.2	5125498	 -2.037
    1431	  1588	342.189369	-44.530937	 4.1600	 4.16	 3.670	 4.686	 0.3300	       	  1.298466	 9.78240e-01	    0.878	 4.1600	 9.78240e-01	    33.1	2664243	 -3.434
    1432	  1589	342.209589	-44.530868	 5.7200	 5.72	 5.484	 6.085	 8.0201	       	  1.977336	 3.40430e+01	    0.309	 5.7200	 1.00000e+00	    21.8	3042674	 -4.010
    1433	  1590	342.199721	-44.530789	 1.8400	 1.84	 0.859	 4.553	 0.1900	       	  2.957639	 3.46910e-01	    0.043	 1.8400	 3.46910e-01	     0.3	3378797	 -6.664
    1434	  1591	342.193100	-44.530813	 3.3100	 3.31	 1.149	 4.644	 3.1400	       	  5.736257	 6.24100e-01	    0.026	 3.3100	 6.24100e-01	     2.7	2644626	 -1.001
    1435	  1592	342.175284	-44.531402	 0.3398	 3.57	 3.535	 3.837	 3.5100	 0.3398	  1.000000	 1.64350e+00	    1.280	 0.3398	 1.00000e+00	     0.0	5194951	 -4.267
    1436	  1593	342.181094	-44.531241	 0.9600	 0.96	 0.212	 1.065	 0.9700	       	  0.877375	 2.71490e+00	    0.980	 0.9600	 1.00000e+00	    10.7	1210579	 -1.639
    1437	  1594	342.195737	-44.530748	 3.1500	 3.15	 2.234	 5.159	 3.1800	       	 26.171160	 2.89620e-01	    0.393	 3.1500	 2.89620e-01	     0.1	4062563	 -5.750
    1438	  1595	342.160679	-44.530950	 4.5800	 4.58	 4.349	 4.811	 4.5400	       	  2.894903	 7.85710e-01	    0.362	 4.5800	 7.85710e-01	     6.1	3565452	 -2.952
    1439	  1596	342.167466	-44.531111	 5.7800	 5.78	 5.682	 5.941	 1.3400	       	  7.807925	 2.78030e+01	    3.000	 5.7800	 1.00000e+00	    67.1	3580076	 -2.490
    1440	  1597	342.188409	-44.530983	 3.8800	 3.88	 3.523	 4.590	 3.5400	       	  1.025881	 1.16200e+00	   24.430	 3.8800	 9.99970e-01	     7.2	6920706	 -1.087
    1441	  1598	342.195444	-44.532462	 0.3401	 0.21	 0.177	 0.247	 0.2100	 0.3401	  1.000000	 5.49630e+00	    4.519	 0.3401	 9.99990e-01	     0.0	5230183	 -2.880
    1442	  1599	342.187206	-44.530822	 1.3800	 1.38	 0.357	 6.068	 0.0300	       	  1.182541	 3.24430e-01	    0.045	 1.3800	 3.24430e-01	     4.6	2631188	 -0.366
    1443	  1600	342.187725	-44.530700	 0.9100	 0.91	 0.561	 6.192	 5.1900	       	  3.157697	 7.69320e-01	    0.288	 0.9100	 7.69320e-01	     0.0	5024370	 -6.013
    1444	  1601	342.194799	-44.530647	 5.1900	 5.19	 4.355	 5.990	 3.3200	       	  8.773593	 9.43540e-01	    2.982	 5.1900	 9.43540e-01	     0.7	3703703	 -3.478
    1445	  1602	342.176213	-44.530682	 4.2000	 4.20	 3.374	 4.761	 0.5300	       	  1.752326	 6.68380e-01	    2.507	 4.2000	 6.68380e-01	     0.3	4664532	 -3.674
    1446	  1603	342.208243	-44.532606	 0.4700	 0.47	 0.014	 0.537	 0.5100	       	  1.146006	 5.95870e+00	    0.436	 0.4700	 1.00000e+00	     0.4	 371595	 -4.003
    1447	  1604	342.164408	-44.530932	 1.2200	 1.22	 0.633	 1.531	 1.0700	       	  2.280595	 6.84490e-01	    0.111	 1.2200	 6.84490e-01	     0.1	6897503	 -5.430
    1448	  1605	342.206897	-44.531077	 0.6900	 0.69	 0.568	 5.036	 0.7200	       	  1.376454	 3.13950e+00	    0.027	 0.6900	 1.00000e+00	     0.7	1652374	 -2.919
    1449	  1606	342.177533	-44.530596	 4.5000	 4.50	 3.339	 6.012	 3.8200	       	  1.182696	 2.14680e-01	   11.350	 4.5000	 2.14680e-01	     1.1	4671545	 -2.047
    1450	  1607	342.180114	-44.530764	 3.0000	 3.00	 0.419	 4.674	 3.8900	       	  0.620017	 3.52290e-01	    3.223	 3.0000	 3.52290e-01	     6.0	3975245	 -2.496
    1451	  1608	342.167802	-44.531804	 0.3400	 0.34	 0.288	 0.479	 0.0100	       	  1.000000	 3.91230e+00	    0.866	 0.3400	 1.00000e+00	     0.0	   5191	 -4.679
    1452	  1609	342.196891	-44.530689	 0.7600	 0.76	 0.458	 3.801	 0.6300	       	  1.956861	 2.02410e+00	    0.037	 0.7600	 9.99990e-01	     0.0	6906230	 -5.500
    1453	  1610	342.179012	-44.530608	 3.5500	 3.55	 0.592	 4.661	 0.4600	       	  0.813409	 5.97860e-01	   11.540	 3.5500	 5.97860e-01	     7.0	6886721	 -1.645
    1454	  1613	342.180702	-44.530811	 0.6000	 0.60	 0.141	 1.485	 0.0100	       	 28.509729	 1.48980e+00	    0.047	 0.6000	 1.00000e+00	     4.8	2642572	 -0.348
    1455	  1614	342.172176	-44.530821	 1.0200	 1.02	 0.865	 1.093	 1.0200	       	  3.402581	 9.06820e-01	    0.069	 1.0200	 9.06820e-01	     1.2	5987804	 -4.817
    1456	  1615	342.184552	-44.530936	 2.8100	 2.81	 0.724	 4.938	 3.9800	       	  0.323241	 7.26480e-01	   10.980	 2.8100	 7.26480e-01	     1.5	3998379	 -2.145
    1457	  1617	342.201819	-44.531561	 0.4500	 0.45	 0.427	 0.464	 0.0200	       	  1.155770	 2.64320e+01	   64.110	 0.4500	 1.00000e+00	     0.0	5223675	 -0.067
    1458	  1618	342.200428	-44.531835	 0.3300	 0.33	 0.239	 0.393	 0.3100	       	  1.000000	 3.27350e+00	    2.147	 0.3300	 1.00000e+00	     0.0	5139820	 -3.634
    1459	  1619	342.209520	-44.530578	 1.7800	 1.78	 0.957	 8.233	 7.8101	       	  1.752037	 9.81650e-01	    0.628	 1.7800	 9.81650e-01	     0.0	4855428	 -5.126
    1460	  1621	342.171787	-44.530887	 0.4100	 0.41	 0.124	 0.484	 0.2100	       	  1.140901	 6.30550e-01	    0.023	 0.4100	 6.30550e-01	     0.0	 561656	 -5.461
    1461	  1623	342.192084	-44.530796	 0.3200	 0.32	 0.186	 0.443	 0.2600	       	  1.000000	 6.53200e-01	    0.005	 0.3200	 6.53200e-01	     0.1	1671366	 -4.446
    1462	  1625	342.180871	-44.531218	 0.0500	 0.05	 0.015	 0.770	 0.2100	       	  1.000000	 5.14870e+00	    0.009	 0.0500	 1.00000e+00	     0.0	7444545	 -9.296
    1463	  1626	342.195665	-44.530498	 3.3500	 3.35	 2.478	 4.720	 3.2100	       	 87.391529	 3.21720e-01	    0.025	 3.3500	 3.21720e-01	     2.6	2644627	 -1.014
    1464	  1627	342.164244	-44.531461	 0.0100	 0.01	 0.010	 0.025	 0.3100	       	  1.000000	 1.00000e+30	    0.000	 0.0100	 1.00000e+30	     0.0	      0	  0.000
    1465	  1628	342.172301	-44.530590	 0.8500	 0.85	 0.711	 1.094	 1.0700	       	  2.482770	 1.32600e+00	    0.009	 0.8500	 9.99970e-01	     0.2	1400177	 -6.262
    1466	  1629	342.180810	-44.530974	 0.7000	 0.70	 0.112	 0.862	 0.5700	       	  2.761925	 3.53770e+00	    0.132	 0.7000	 9.99990e-01	    13.6	2622574	  0.219
    1467	  1631	342.206892	-44.530502	 1.8200	 1.82	 1.217	 2.716	 2.0900	       	  1.944807	 5.00180e-01	    0.208	 1.8200	 5.00180e-01	     0.0	  96900	 -5.945
    1468	  1632	342.169421	-44.530408	 0.2400	 0.24	 0.141	 2.759	 1.9000	       	  1.000000	 2.04900e+00	    0.000	 0.2400	 1.00000e+00	     0.0	5876789	 -8.136
    1469	  1633	342.180901	-44.530709	 0.7000	 0.70	 0.184	 0.959	 0.6600	       	  3.512930	 1.71170e+00	    0.058	 0.7000	 9.99980e-01	     5.9	2612974	 -0.678
    1470	  1634	342.197452	-44.530598	 3.3000	 3.30	 0.308	 3.461	 2.9500	       	  7.896758	 1.56180e+00	    0.008	 3.3000	 1.00000e+00	     0.8	2629026	 -2.244
    1471	  1635	342.176438	-44.530346	 4.3300	 4.33	 3.454	 4.867	 3.9900	       	  1.876403	 1.80990e-01	    3.660	 4.3300	 1.80990e-01	     0.4	6875271	 -3.258
    1472	  1636	342.184397	-44.530448	 3.3100	 3.31	 0.552	 4.694	 3.4000	       	  0.252903	 3.55870e-01	    3.308	 3.3100	 3.55870e-01	    41.4	3499826	 -2.770
    1473	  1637	342.198681	-44.530454	 4.7300	 4.73	 4.088	 5.863	 0.4600	       	  7.118761	 1.04100e+00	    2.456	 4.7300	 9.99960e-01	     0.4	5256675	 -3.668
    1474	  1638	342.185951	-44.530912	 0.3300	 0.33	 0.204	 0.436	 0.2800	       	  1.000000	 2.18090e+00	    0.297	 0.3300	 1.00000e+00	     0.0	5114407	 -5.793
    1475	  1639	342.173822	-44.530377	 4.8000	 4.80	 4.129	 5.343	 3.2300	       	  5.730708	 1.37100e+00	    1.144	 4.8000	 1.00000e+00	     0.2	5256576	 -4.509
    1476	  1640	342.181083	-44.530566	 0.8000	 0.80	 0.202	 4.780	 0.2200	       	  1.944329	 5.34880e-01	    0.051	 0.8000	 5.34880e-01	     5.2	2622376	 -0.817
    1477	  1641	342.209859	-44.530615	 0.5300	 0.53	 0.433	 0.611	 0.0100	       	  1.215007	 2.85240e+00	    0.022	 0.5300	 9.99990e-01	     2.3	2640571	 -1.073
    1478	  1642	342.171724	-44.530433	 1.1400	 1.14	 0.231	 1.400	 0.0100	       	  3.360802	 1.03650e+00	    0.168	 1.1400	 1.00000e+00	     0.1	5261603	 -6.398
    1479	  1643	342.169876	-44.530529	 2.7600	 2.76	 2.353	 2.856	 2.3700	       	  7.307146	 1.41620e+00	    0.230	 2.7600	 1.00000e+00	     0.6	5415895	 -2.676
    1480	  1644	342.196552	-44.530397	 3.5600	 3.56	 0.764	 4.573	 0.3800	       	 24.603578	 7.29810e-01	    0.978	 3.5600	 7.29810e-01	     0.7	5266451	 -4.255
    1481	  1645	342.168058	-44.531417	 1.4000	 1.40	 1.385	 1.579	 1.8200	       	  3.501420	 9.69810e+00	    4.424	 1.4000	 1.00000e+00	     1.0	6953836	 -2.980
    1482	  1646	342.185655	-44.531256	 0.3490	 0.41	 0.260	 0.491	 0.4400	 0.3490	  1.002980	 1.38280e+00	    1.918	 0.3490	 9.99970e-01	     0.0	5171083	 -3.884
    1483	  1648	342.167135	-44.531292	 0.6100	 0.61	 0.588	 0.633	 0.6100	       	  1.556546	 5.11590e+01	  176.900	 0.6100	 9.99990e-01	     0.0	5203368	  0.986
    1484	  1649	342.161168	-44.531248	 2.8600	 2.86	 2.641	 3.000	 2.8600	       	  2.690134	 2.25190e+00	    1.366	 2.8600	 1.00000e+00	     1.3	3951849	 -4.209
    1485	  1650	342.178603	-44.530234	 4.5500	 4.55	 0.894	 6.061	 0.8900	       	  0.967533	 2.25950e-01	    0.355	 4.5500	 2.25950e-01	     2.3	3417251	 -5.479
    1486	  1651	342.178310	-44.530235	 3.6600	 3.66	 2.050	 5.242	 3.4000	       	  1.122935	 1.36900e-01	    1.988	 3.6600	 1.36900e-01	     0.8	4747394	 -3.666
    1487	  1652	342.196078	-44.530591	 0.4500	 0.45	 0.382	 0.595	 0.4900	       	  1.228277	 8.25670e-01	    0.115	 0.4500	 8.25670e-01	     0.0	5090313	 -6.947
    1488	  1653	342.189467	-44.530251	 4.3100	 4.31	 3.313	 4.699	 3.7600	       	  1.016441	 5.75460e-01	    5.684	 4.3100	 5.75460e-01	     0.6	6875270	 -2.797
    1489	  1654	342.172268	-44.530715	 1.0500	 1.05	 0.985	 1.124	 1.0400	       	  3.488789	 2.54210e-01	    0.027	 1.0500	 2.54210e-01	     0.9	1688581	 -4.349
    1490	  1655	342.203381	-44.531235	 0.4100	 0.41	 0.217	 0.472	 0.3200	       	  1.095354	 2.43420e+00	    0.377	 0.4100	 1.00000e+00	     0.0	5091203	 -5.721
    1491	  1656	342.174181	-44.528372	 1.4290	 1.43	 1.364	 1.505	 1.4500	 1.4290	  2.888514	 1.41660e+00	   40.270	 1.4290	 9.99990e-01	    45.4	 421769	  1.147
    1492	  1658	342.171942	-44.530700	 2.6200	 2.62	 1.575	 2.750	 1.6300	       	 42.114302	 1.55880e+00	    0.057	 2.6200	 1.00000e+00	     5.9	2634212	 -0.154
    1493	  1659	342.205533	-44.530512	 0.5900	 0.59	 0.423	 0.682	 0.6200	       	  1.324996	 1.30560e+00	    0.028	 0.5900	 1.00000e+00	     0.0	 462916	 -7.008
    1494	  1660	342.209332	-44.531007	 0.0700	 0.07	 0.012	 0.113	 0.0100	       	  1.000000	 2.80450e+01	    0.036	 0.0700	 9.99990e-01	     0.0	5251302	 -8.945
    1495	  1662	342.202708	-44.530782	 0.7300	 0.73	 0.459	 0.905	 0.6500	       	  1.539669	 2.97050e+00	    0.345	 0.7300	 9.99990e-01	     0.0	5015631	 -5.657
    1496	  1667	342.179363	-44.530605	 1.1000	 1.10	 0.079	 1.310	 0.1500	       	  1.869816	 1.09640e+00	    0.172	 1.1000	 9.99970e-01	    11.3	3015182	 -2.353
    1497	  1668	342.180478	-44.531002	 0.2700	 0.27	 0.049	 0.802	 0.0100	       	  1.000000	 4.08860e+00	    0.240	 0.2700	 1.00000e+00	     0.0	6829917	 -6.274
    1498	  1669	342.205723	-44.530158	 3.9200	 3.92	 2.850	 4.769	 3.3600	       	  2.503492	 6.06230e-01	    0.814	 3.9200	 6.06230e-01	     0.0	3873198	 -4.958
    1499	  1670	342.195207	-44.530096	 5.2800	 5.28	 4.492	 7.648	 4.3400	       	  6.566035	 5.10740e-01	    0.241	 5.2800	 5.10740e-01	    24.6	2578466	 -0.315
    1500	  1672	342.159020	-44.531805	 0.6100	 0.44	 0.417	 0.533	 0.5700	 0.6100	  1.426663	 1.61590e+00	   18.010	 0.6100	 1.00000e+00	     6.6	 110292	  0.193
    1501	  1673	342.167752	-44.530610	 1.4200	 1.42	 1.406	 1.793	 1.8200	       	  2.929393	 2.37710e+00	    0.022	 1.4200	 1.00000e+00	     1.8	2423388	 -1.997
    1502	  1674	342.160165	-44.530080	12.0000	12.00	 3.245	12.000	 2.6500	       	  2.994005	 1.00000e+30	    0.000	12.0000	 1.00000e+30	     0.0	      0	  0.000
    1503	  1675	342.191714	-44.530526	 2.3300	 0.31	 0.276	 0.371	 3.1700	 2.3300	  3.171320	 7.23390e+00	    0.111	 2.3300	 1.00000e+00	     3.7	1698007	 -2.778
    1504	  1676	342.202258	-44.530232	 2.8700	 2.87	 1.255	 3.669	 2.7800	       	  3.082214	 4.58720e-01	    0.127	 2.8700	 4.58720e-01	     0.1	4013577	 -6.753
    1505	  1677	342.165173	-44.530612	 0.4500	 0.45	 0.425	 0.553	 0.5100	       	  1.188952	 5.26220e+00	    0.212	 0.4500	 1.00000e+00	     0.0	5102121	 -6.288
    1506	  1678	342.186642	-44.531088	 0.3475	 0.23	 0.199	 0.334	 0.2400	 0.3475	  1.000000	 1.43430e+00	    4.336	 0.3475	 9.99990e-01	     0.0	5178583	 -3.004
    1507	  1679	342.156333	-44.530296	 2.8900	 2.89	 2.739	 2.980	 2.8700	       	  1.961051	 6.84040e-01	    3.923	 2.8900	 6.84040e-01	     2.9	3887340	 -3.075
    1508	  1680	342.179329	-44.530905	 0.3100	 0.31	 0.078	 1.104	 0.1300	       	  1.000000	 4.03510e+00	    0.634	 0.3100	 1.00000e+00	     0.0	5238036	 -5.160
    1509	  1681	342.193407	-44.530305	 0.4000	 0.40	 0.216	 4.062	 0.2000	       	  1.135800	 5.85950e-01	    0.013	 0.4000	 5.85950e-01	     0.0	 371315	 -7.686
    1510	  1682	342.186572	-44.530298	 0.3347	 0.41	 0.167	 3.008	 3.0500	 0.3347	  1.000000	 1.22950e+00	    0.004	 0.3347	 9.99980e-01	     0.0	 804967	 -6.368
    1511	  1683	342.172839	-44.530185	 3.9900	 3.99	 0.609	 4.927	 0.5600	       	 21.878323	 5.13040e-01	    0.141	 3.9900	 5.13040e-01	    14.4	2635240	  0.843
    1512	  1687	342.206694	-44.530096	 3.8000	 3.80	 0.458	 4.489	 3.3700	       	  2.370859	 1.08880e+00	    0.254	 3.8000	 1.00000e+00	    26.1	2635236	  1.481
    1513	  1689	342.202569	-44.531422	 0.0200	 0.02	 0.012	 1.560	 0.4500	       	  1.000000	 1.00000e+30	    0.000	 0.0200	 1.00000e+30	     0.0	      0	  0.000
    1514	  1690	342.164364	-44.530232	 6.1200	 6.12	 1.246	 6.503	 6.1000	       	  3.843930	 5.56680e-01	    1.554	 6.1200	 5.56680e-01	     2.2	3866714	 -3.475
    1515	  1691	342.170264	-44.530593	 0.4000	 0.40	 0.238	 0.422	 0.4600	       	  1.109781	 4.19590e+00	    0.308	 0.4000	 9.99990e-01	     0.0	5133032	 -5.881
    1516	  1692	342.180478	-44.529960	 3.9000	 3.90	 3.190	 4.683	 3.2400	       	  0.744549	 8.77250e-01	    7.541	 3.9000	 8.77250e-01	     0.5	6914238	 -2.486
    1517	  1693	342.156297	-44.529941	 0.4900	 0.49	 0.319	 0.629	 0.5100	       	  1.185614	 1.08760e+00	    0.037	 0.4900	 1.00000e+00	     0.0	 407650	 -6.910
    1518	  1694	342.209662	-44.530136	 8.1000	 8.10	 7.326	 8.264	 7.7101	       	  2.152288	 8.07230e+00	    0.753	 8.1000	 1.00000e+00	    58.1	6625746	 -2.953
    1519	  1695	342.166869	-44.530183	 0.6800	 0.68	 0.166	 1.049	 0.0500	       	  1.600831	 9.91000e-01	    0.131	 0.6800	 9.91000e-01	     0.0	4992878	 -6.768
    1520	  1696	342.161232	-44.530558	 0.2400	 0.24	 0.154	 2.699	 2.4200	       	  1.000000	 4.35410e+00	    0.012	 0.2400	 1.00000e+00	     0.0	6908404	 -6.573
    1521	  1698	342.209702	-44.530030	 7.7100	 7.71	 6.587	 8.272	 7.3501	       	  2.160940	 1.18220e+00	    0.218	 7.7100	 1.00000e+00	    22.3	2629114	  1.310
