#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m0717cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m0717cla:
#Name: J/A+A/607/A30/m0717cla
#Title: Photometric catalogue (magnitudes) of MACSJ-0717 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
    2070	  2070	109.398125	+37.751488	 	28.273200	 	27.318300	 	27.399900	 2.49449e+01	-	28.870900	 	24.490400	 	23.830000	 	19.931635	 	20.699175	 	20.558279	 0.344000	 1.58600e-01	 1.48200e-01	 1.69800e-02	 1.08600e+00	 1.86800e-02	 1.16000e-02	 2.44290300e-01	 6.09854300e-01	 0.329195000
    2071	  2071	109.395782	+37.751457	-	29.215600	 	28.062600	 	26.857500	 2.60920e+01	 	25.977200	 	25.865800	 	25.768200	-	23.615643	 	24.605297	-	28.192566	 1.086000	 3.38300e-01	 7.94100e-02	 2.74500e-02	 3.03900e-02	 2.97700e-02	 3.62000e-02	 1.08570000e+00	 3.86061400e-01	 1.085700000
    2072	  2072	109.410454	+37.751389	 	28.004600	 	28.389300	 	28.416100	 2.73154e+01	 	27.340400	 	27.161000	 	26.813900	-	24.321917	 	25.276752	-	28.748518	 0.341100	 4.46200e-01	 3.41400e-01	 8.50800e-02	 1.25900e-01	 9.84400e-02	 8.44000e-02	 1.08570000e+00	 3.03809300e-01	 1.085700000
    2073	  2073	109.377693	+37.751232	 	28.685000	 	27.350800	 	26.032100	 2.52446e+01	 	25.084400	 	25.010700	 	24.796900	 	24.665419	 	24.587896	 	24.678106	 1.037000	 2.80700e-01	 5.98100e-02	 2.10800e-02	 2.59700e-02	 2.29500e-02	 2.23000e-02	 2.57409800e-01	 2.95331400e-01	 0.282607300
    2074	  2074	109.373787	+37.750954	 	         	 	         	 	         	            	 	         	 	         	 	         	 	25.270954	 	24.873575	 	25.032728	         	            	            	            	            	            	            	 5.27969700e-01	 2.71236600e-01	 0.341080200
    2075	  2075	109.404243	+37.750912	 	         	 	         	 	         	            	 	         	 	         	-	29.391200	 	20.606052	-	21.103489	 	19.592695	         	            	            	            	            	            	 1.08600e+00	 1.13240800e-02	 1.08570000e+00	 1.071422000
    2076	  2076	109.404854	+37.751717	-	29.854400	-	29.928400	-	30.267400	 3.01160e+01	-	30.548400	-	30.315000	 	28.401300	-	23.446234	-	25.295399	 	22.888361	 1.086000	 1.08600e+00	 1.08600e+00	 6.64200e-01	 1.08600e+00	 1.08600e+00	 1.64100e-01	 1.08570000e+00	 1.08570000e+00	 0.588313800
    2077	  2077	109.409492	+37.751736	 	28.694500	 	28.896800	 	28.368700	 2.79147e+01	 	27.491000	 	27.313300	 	27.314900	-	24.452335	-	28.911503	-	28.606014	 0.616600	 6.97600e-01	 3.13400e-01	 1.39300e-01	 1.48900e-01	 1.07100e-01	 1.35900e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2078	  2078	109.400276	+37.751221	 	         	 	         	 	         	            	 	         	 	         	 	         	-	23.543865	-	28.043772	 	25.106550	         	            	            	            	            	            	            	 1.08570000e+00	 1.08570000e+00	 0.564450400
    2079	  2079	109.359047	+37.751801	 	27.298800	 	26.941300	 	27.015800	 2.80051e+01	 	26.972500	 	26.372500	 	26.030400	 	26.536625	 	24.959202	 	24.927336	 0.118800	 8.24900e-02	 5.89100e-02	 6.57800e-01	 2.67700e-01	 1.64700e-01	 1.73500e-01	 8.08245700e-01	 1.44584200e-01	 0.173598000
    2080	  2080	109.400253	+37.750988	 	         	 	         	 	         	            	 	         	 	         	 	         	-	22.637850	-	27.327724	 	23.917482	         	            	            	            	            	            	            	 1.08570000e+00	 1.08570000e+00	 0.342908600
    2081	  2081	109.389778	+37.750992	 	27.217900	 	26.207700	 	24.864200	 2.43073e+01	 	24.069400	 	23.935000	 	23.876300	 	24.084538	-	26.558065	-	26.888411	 0.294900	 1.02200e-01	 2.08200e-02	 8.44300e-03	 9.33800e-03	 7.96100e-03	 7.20000e-03	 1.95490700e-01	 1.08570000e+00	 1.085700000
    2082	  2082	109.376442	+37.751835	-	29.499800	 	29.505100	 	28.823200	 2.83631e+01	 	27.855200	 	28.017200	 	27.737000	 	25.925396	 	25.053507	 	25.435116	 1.086000	 1.03600e+00	 3.85900e-01	 1.72700e-01	 1.48600e-01	 1.66900e-01	 2.32500e-01	 6.03001500e-01	 5.55587400e-01	 0.637893700
    2083	  2083	109.407951	+37.751839	-	29.947800	 	29.070700	 	28.795500	 2.89044e+01	 	29.115200	 	28.258200	 	28.401000	-	24.254555	-	28.461506	-	28.448689	 1.086000	 4.62800e-01	 2.62600e-01	 1.96200e-01	 2.32500e-01	 1.45000e-01	 1.85400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2084	  2084	109.373749	+37.751263	 	         	 	         	 	         	            	 	         	 	         	 	         	 	25.342947	 	25.106936	 	25.352526	         	            	            	            	            	            	            	 6.28836600e-01	 4.25397100e-01	 0.494921000
    2085	  2085	109.392776	+37.751236	-	28.076100	 	26.940600	 	25.437100	 2.46840e+01	 	24.444100	 	24.379900	 	24.121800	 	24.125898	 	24.281315	 	24.668991	 1.086000	 3.28600e-01	 5.85200e-02	 1.55600e-02	 1.68800e-02	 1.56500e-02	 1.42000e-02	 2.15862300e-01	 1.77732400e-01	 0.252383200
    2086	  2086	109.401283	+37.751766	-	27.969600	 	27.851500	 	27.012000	 2.64788e+01	 	26.085500	 	26.118900	 	25.514400	-	23.984138	 	24.878176	 	25.177198	 1.086000	 8.84600e-01	 2.96200e-01	 1.23100e-01	 1.19200e-01	 1.19000e-01	 5.47000e-02	 1.08570000e+00	 3.16342100e-01	 0.402183700
    2087	  2087	109.378220	+37.752468	 	25.373800	 	22.982300	 	21.637900	 2.10579e+01	 	20.787000	 	20.623000	 	20.463600	 	20.215071	 	20.555527	 	20.674343	 0.136900	 1.48900e-02	 2.96600e-03	 1.15400e-03	 1.48300e-03	 1.02800e-03	 7.00000e-04	 5.04031600e-03	 2.58406100e-02	 0.019261670
    2088	  2088	109.379486	+37.751915	-	29.883300	 	29.761800	 	28.794600	 2.85742e+01	 	28.968700	 	28.131800	 	28.011300	-	24.521755	 	26.372766	-	28.747854	 1.086000	 9.08500e-01	 2.65200e-01	 1.46400e-01	 3.43800e-01	 1.28600e-01	 1.53800e-01	 1.08570000e+00	 9.47528100e-01	 1.085700000
    2089	  2089	109.366692	+37.751736	 	28.484300	 	26.506800	 	25.589600	 2.50673e+01	 	24.742800	 	24.508200	 	24.492700	 	24.790545	-	27.180132	-	27.595127	 0.887200	 1.40400e-01	 4.41100e-02	 8.36800e-02	 1.05400e-01	 5.23300e-02	 9.22000e-02	 2.55395200e-01	 1.08570000e+00	 1.085700000
    2090	  2090	109.386215	+37.751919	-	29.140800	-	29.266400	 	28.566300	 2.64847e+01	 	26.538600	 	26.495300	 	26.371300	-	24.233194	-	28.938967	-	28.667048	 1.086000	 1.08600e+00	 4.09300e-01	 4.09300e-02	 5.77200e-02	 5.50100e-02	 5.75000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2091	  2091	109.410545	+37.752033	-	29.781700	 	29.397100	 	28.395700	 2.83412e+01	 	28.310000	 	28.887100	 	28.155800	-	24.576773	-	29.065887	-	28.832924	 1.086000	 7.18800e-01	 2.12900e-01	 1.38900e-01	 2.41200e-01	 3.09800e-01	 1.59800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2092	  2092	109.380470	+37.751457	 	26.379300	 	25.961600	 	25.030500	 2.47250e+01	 	24.588700	 	24.496000	 	24.451000	 	24.379086	 	24.311144	 	24.545563	 0.125600	 7.94900e-02	 2.34000e-02	 1.18900e-02	 1.55000e-02	 1.28000e-02	 1.50000e-02	 2.06478400e-01	 1.19005900e-01	 0.191112500
    2093	  2093	109.407387	+37.752064	-	30.041900	-	30.112200	 	29.166800	 2.94397e+01	 	29.625900	 	28.844700	 	28.655700	-	24.049191	-	27.513968	 	24.431662	 1.086000	 1.08600e+00	 3.33600e-01	 2.92800e-01	 5.13700e-01	 2.28100e-01	 2.13400e-01	 1.08570000e+00	 1.08570000e+00	 0.449379000
    2094	  2094	109.388039	+37.751522	-	28.406100	 	27.231400	 	25.439000	 2.46171e+01	 	24.298300	 	24.119400	 	24.120500	 	24.280989	-	27.491165	 	24.815109	 1.086000	 3.26100e-01	 4.47000e-02	 1.41700e-02	 1.43900e-02	 1.19900e-02	 1.35000e-02	 2.59015100e-01	 1.08570000e+00	 0.581768400
    2095	  2095	109.387978	+37.751842	-	29.083100	 	27.585900	 	26.462600	 2.61273e+01	 	25.734300	 	25.651800	 	25.632100	 	24.863152	 	24.107138	 	24.817642	 1.086000	 2.46400e-01	 6.15300e-02	 3.09600e-02	 3.38900e-02	 2.64600e-02	 3.19000e-02	 3.38086600e-01	 2.72771100e-01	 0.464691800
    2096	  2096	109.381653	+37.751240	 	28.016700	 	27.082100	 	25.846300	 2.53343e+01	 	25.062400	 	25.025600	 	24.829700	 	24.562523	 	25.040878	 	25.194536	 0.517400	 2.01000e-01	 4.56000e-02	 1.92500e-02	 1.99900e-02	 1.93000e-02	 2.29000e-02	 2.62377900e-01	 2.42424800e-01	 0.357074300
    2097	  2097	109.402061	+37.754818	 	         	 	         	 	         	            	 	         	 	         	-	27.029500	 	22.834053	 	23.260778	-	27.020794	         	            	            	            	            	            	 1.08600e+00	 3.39431400e-01	 3.25212100e-01	 1.085700000
    2098	  2098	109.400871	+37.751373	 	         	 	         	 	         	            	 	         	 	         	 	         	 	23.357235	 	24.234705	 	23.388756	         	            	            	            	            	            	            	 2.13357700e-01	 2.37416500e-01	 0.110651800
    2099	  2099	109.374313	+37.752094	-	29.448800	 	28.611100	 	28.159000	 2.75658e+01	 	27.439700	 	27.181800	 	27.068200	-	24.386557	 	24.427008	-	27.990154	 1.086000	 4.74400e-01	 2.24700e-01	 9.05300e-02	 1.33200e-01	 8.49900e-02	 9.12000e-02	 1.08570000e+00	 4.56086700e-01	 1.085700000
    2100	  2100	109.374130	+37.752144	 	28.902300	 	28.079500	 	27.686600	 2.74343e+01	 	27.454100	 	27.382200	 	27.259200	-	24.433378	-	27.763926	 	24.703022	 0.578700	 2.55300e-01	 1.26900e-01	 6.92400e-02	 8.77000e-02	 8.87200e-02	 9.61000e-02	 1.08570000e+00	 1.08570000e+00	 0.425285300
    2101	  2101	109.379288	+37.752148	 	28.640800	 	28.256600	 	28.166500	 2.83253e+01	 	28.529800	 	28.237000	 	27.722100	-	24.320515	-	27.355602	-	27.544870	 0.437300	 2.88400e-01	 1.82200e-01	 1.42200e-01	 3.07400e-01	 1.75200e-01	 1.09600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2102	  2102	109.366051	+37.751846	 	28.104100	 	26.164700	 	25.137400	 2.47015e+01	 	24.583100	 	24.452800	 	24.280000	 	24.525255	-	27.771477	-	27.968782	 0.422400	 7.01300e-02	 1.95500e-02	 3.98600e-02	 5.55800e-02	 3.31200e-02	 4.72000e-02	 1.72296200e-01	 1.08570000e+00	 1.085700000
    2103	  2103	109.369240	+37.751274	 	26.858400	 	24.689200	 	23.604000	 2.29881e+01	 	22.750900	 	22.658200	 	22.494000	 	22.419737	 	22.776701	 	22.965033	 0.277400	 3.72600e-02	 9.77600e-03	 8.78700e-03	 9.60300e-03	 8.21700e-03	 9.00000e-03	 3.58238100e-02	 3.96375700e-02	 0.044591800
    2104	  2104	109.388809	+37.752163	 	24.109400	 	23.711300	 	23.369500	 2.28505e+01	 	22.470600	 	22.325100	 	22.258300	 	22.349556	 	21.936876	 	21.940367	 0.029240	 1.80800e-02	 8.60000e-03	 3.52400e-03	 3.62800e-03	 2.89500e-03	 3.00000e-03	 4.54755600e-02	 4.92346900e-02	 0.037364500
    2105	  2105	109.405769	+37.751812	 	         	 	         	 	         	            	 	         	 	         	 	         	-	19.804049	 	21.271465	 	19.429070	         	            	            	            	            	            	            	 1.08570000e+00	 3.36677600e-01	 0.052208810
    2106	  2106	109.407913	+37.752735	 	         	 	         	 	         	            	 	         	 	         	 	         	 	20.590183	 	20.915707	 	21.126066	         	            	            	            	            	            	            	 1.00134300e-02	 1.50880900e-02	 0.014375980
    2107	  2107	109.398499	+37.751762	 	         	 	         	 	         	            	 	         	 	         	 	         	 	20.281965	 	20.895483	 	20.437698	         	            	            	            	            	            	            	 8.42493900e-02	 2.19242000e-01	 0.093067650
    2108	  2108	109.365150	+37.751560	 	25.243200	 	22.994300	 	21.664800	 2.11023e+01	 	20.815200	 	20.668700	 	20.474500	 	20.187815	 	20.436451	 	20.649305	 0.071190	 9.85900e-03	 1.94100e-03	 3.52700e-03	 3.80400e-03	 2.56100e-03	 2.30000e-03	 3.80900500e-03	 1.43684000e-02	 0.011979530
    2109	  2109	109.379784	+37.751415	 	         	 	         	 	         	            	 	         	 	         	 	         	 	22.948160	 	23.211851	 	23.464384	         	            	            	            	            	            	            	 6.17535600e-02	 4.66730000e-02	 0.072448470
    2110	  2110	109.365906	+37.754929	 	23.502800	 	21.110600	 	19.847200	 1.93223e+01	 	19.061200	 	18.892400	 	18.725600	 	18.480879	 	18.828457	 	19.027573	 0.041910	 4.87200e-03	 1.05500e-03	 2.14900e-03	 3.11700e-03	 1.57200e-03	 1.70000e-03	 1.82034800e-03	 7.66603800e-03	 0.006713116
    2111	  2111	109.376732	+37.752026	 	27.882500	 	27.174200	 	27.209700	 2.72254e+01	 	26.913100	 	26.336100	 	26.015500	-	24.274214	 	24.614208	 	24.843157	 0.301900	 1.51400e-01	 1.07400e-01	 7.37900e-02	 8.52700e-02	 4.32600e-02	 4.42000e-02	 1.08570000e+00	 2.94980100e-01	 0.334487300
    2112	  2112	109.397034	+37.752178	-	30.256200	 	30.053600	 	28.865000	 2.91928e+01	 	28.892100	 	28.521000	 	28.809800	-	23.503553	-	27.033463	-	27.403118	 1.086000	 8.19500e-01	 1.94900e-01	 1.79500e-01	 1.35300e-01	 1.31300e-01	 2.62900e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2113	  2113	109.399361	+37.754589	 	24.673000	 	22.888100	 	27.013600	 2.49029e+01	 	24.246900	 	24.049500	 	22.883700	 	18.788223	-	22.950691	 	20.541094	 0.013550	 2.97200e-03	 7.63400e-02	 8.52400e-03	 6.96000e-03	 5.72400e-03	 2.36000e-02	 1.02345300e-01	 1.08570000e+00	 0.669787900
    2114	  2114	109.405464	+37.753990	 	         	 	         	 	         	            	 	         	 	         	 	         	 	21.258289	 	21.524744	 	21.805584	         	            	            	            	            	            	            	 1.70286100e-02	 1.85616200e-02	 0.023191980
    2115	  2115	109.372772	+37.752197	-	29.356100	 	28.827500	 	27.906800	 2.74600e+01	 	27.291600	 	26.993400	 	26.809600	-	24.551378	-	28.830061	-	28.871592	 1.086000	 6.34300e-01	 1.96100e-01	 1.05600e-01	 1.32100e-01	 9.36900e-02	 1.00600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2116	  2116	109.383377	+37.751774	-	28.467800	 	28.082000	 	26.375500	 2.48693e+01	 	24.683900	 	24.635200	 	24.688000	-	23.594517	-	27.640507	-	27.734140	 1.086000	 7.02200e-01	 1.03800e-01	 1.91400e-02	 2.32500e-02	 2.03700e-02	 3.98000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2117	  2117	109.397507	+37.753860	 	25.844500	 	23.514200	 	22.424600	 2.12838e+01	 	21.028600	 	20.903500	 	20.536200	 	19.854443	 	20.603233	 	20.478344	 0.282100	 3.05800e-02	 7.98200e-03	 1.97200e-03	 2.09200e-03	 1.91800e-03	 1.60000e-03	 5.20844800e-02	 6.85815400e-02	 0.047136590
    2118	  2118	109.404381	+37.751431	 	         	 	         	 	         	            	 	         	 	         	-	29.328700	 	23.884329	 	21.071617	 	21.224430	         	            	            	            	            	            	 1.08600e+00	 2.45980700e-01	 5.82922800e-01	 0.502989200
    2119	  2119	109.380844	+37.752247	-	29.666000	-	29.743100	 	28.749200	 2.86599e+01	 	28.349500	 	28.039100	 	27.828700	-	24.483200	-	29.163811	 	25.767899	 1.086000	 1.08600e+00	 3.12000e-01	 1.99700e-01	 2.44100e-01	 1.49000e-01	 1.30100e-01	 1.08570000e+00	 1.08570000e+00	 0.534022200
    2120	  2120	109.392441	+37.752247	 	27.919000	 	27.035800	 	27.131600	 2.72214e+01	 	27.379400	 	27.037700	 	26.955700	-	24.250891	-	28.601662	 	25.654932	 0.603100	 2.37900e-01	 1.79000e-01	 1.30700e-01	 2.21400e-01	 1.47600e-01	 1.33300e-01	 1.08570000e+00	 1.08570000e+00	 0.641416800
    2121	  2121	109.395752	+37.751801	 	26.036300	 	24.245800	 	23.585400	 2.32402e+01	 	23.142300	 	23.142600	 	22.949800	 	22.838522	 	24.091223	 	24.097244	 0.161300	 2.90800e-02	 1.08400e-02	 5.37600e-03	 6.87800e-03	 6.58500e-03	 6.10000e-03	 1.29777000e-01	 3.08136400e-01	 0.270911600
    2122	  2122	109.382256	+37.753002	 	26.715700	 	24.246400	 	22.964100	 2.22403e+01	 	21.977700	 	21.880400	 	21.713100	 	21.536108	 	21.915531	 	22.284674	 0.432200	 4.15400e-02	 8.99500e-03	 3.09500e-03	 2.32100e-03	 2.96200e-03	 2.70000e-03	 2.30351000e-02	 5.21637900e-02	 0.062349900
    2123	  2123	109.414711	+37.753525	 	         	 	         	 	         	            	 	         	 	         	 	         	 	22.091352	 	21.063408	-	27.572088	         	            	            	            	            	            	            	 4.82441400e-02	 2.92372000e-02	 1.085700000
    2124	  2124	109.360435	+37.751949	 	25.257200	 	22.910800	 	21.689300	 2.12324e+01	 	20.995500	 	20.899000	 	20.720900	 	20.558722	 	20.812737	 	20.981779	 0.076540	 9.69900e-03	 2.11300e-03	 6.34400e-03	 5.64000e-03	 9.15200e-03	 5.70000e-03	 6.82460000e-03	 1.10550000e-02	 0.011224150
    2125	  2125	109.379402	+37.752205	 	28.754200	 	27.976200	 	27.775800	 2.78928e+01	 	27.658700	 	27.581000	 	27.216300	-	24.177666	-	27.700436	-	27.792805	 0.523800	 2.39000e-01	 1.40100e-01	 1.06000e-01	 1.35300e-01	 1.05700e-01	 1.26400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2126	  2126	109.404655	+37.751518	 	         	 	         	 	         	            	 	         	 	         	-	29.102800	-	23.146784	-	24.557936	-	25.037418	         	            	            	            	            	            	 1.08600e+00	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2127	  2127	109.404739	+37.752151	 	         	 	         	 	         	            	 	         	 	         	 	         	-	23.288254	 	22.779428	 	23.996037	         	            	            	            	            	            	            	 1.08570000e+00	 1.82954500e-01	 0.383893500
    2128	  2128	109.377922	+37.753452	 	26.252500	 	23.538700	 	24.136000	 2.37934e+01	 	22.898600	 	22.147300	 	22.466900	 	20.281231	 	20.897242	-	24.581093	 0.137300	 1.13800e-02	 1.31400e-02	 7.00600e-03	 3.99500e-03	 2.07300e-03	 1.67000e-02	 4.35717500e-02	 3.81879800e-01	 1.085700000
    2129	  2129	109.359467	+37.752342	 	26.897700	 	26.594500	 	26.480600	 2.64115e+01	 	25.594200	 	25.852800	 	25.367700	 	25.457516	 	24.311754	 	24.171345	 0.131100	 9.57000e-02	 5.92000e-02	 2.78600e-01	 1.24600e-01	 2.63800e-01	 1.88800e-01	 3.53358500e-01	 1.34807700e-01	 0.118484800
    2130	  2130	109.372849	+37.751686	 	         	 	         	 	         	            	 	         	 	         	 	         	 	24.147514	 	24.460648	 	24.982689	         	            	            	            	            	            	            	 1.32284800e-01	 1.88217600e-01	 0.284193300
    2131	  2131	109.380150	+37.752419	-	29.090100	 	29.012600	 	28.099900	 2.75451e+01	 	27.602400	 	27.030400	 	26.929100	-	24.415049	-	28.738575	-	28.538525	 1.086000	 9.37500e-01	 2.89500e-01	 1.18600e-01	 1.40700e-01	 9.66900e-02	 1.20200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    2132	  2132	109.367050	+37.752068	 	26.115100	 	24.459400	 	22.949100	 2.19767e+01	 	21.526300	 	21.315100	 	21.028500	 	20.272207	 	19.833241	 	19.956867	 0.173200	 3.69600e-02	 6.69400e-03	 8.43300e-03	 9.15500e-03	 4.77600e-03	 5.20000e-03	 6.04923300e-03	 1.23358300e-02	 0.009948472
    2133	  2133	109.408722	+37.751999	-	29.040000	 	27.177300	 	26.204200	 2.56658e+01	 	25.471000	 	25.459600	 	25.224200	 	25.261253	 	25.204996	 	26.088413	 1.086000	 1.85100e-01	 5.54700e-02	 2.28600e-02	 2.42400e-02	 2.51700e-02	 2.77000e-02	 4.77456000e-01	 3.41370300e-01	 0.857042800
    2134	  2134	109.370499	+37.752453	 	26.140800	 	24.381500	 	23.352500	 2.29838e+01	 	22.772100	 	22.600200	 	22.483100	 	22.541321	 	22.727409	 	24.031195	 0.050130	 1.40400e-02	 2.71800e-03	 4.80500e-03	 6.19700e-03	 3.46800e-03	 3.70000e-03	 2.55564600e-02	 3.41940300e-01	 0.757358000
    2135	  2135	109.389664	+37.755493	 	23.765300	 	20.574200	 	22.925800	 2.20766e+01	 	23.028500	 	20.924500	 	20.357900	 	16.801601	-	21.111597	-	21.671011	 0.043900	 6.12100e-03	 2.08100e-02	 6.81700e-03	 4.58000e-02	 3.52200e-03	 1.90000e-03	 2.04868200e-02	 1.08570000e+00	 1.085700000
    2136	  2136	109.391960	+37.752132	 	27.784200	 	28.246300	 	26.760200	 2.57790e+01	 	25.662200	 	25.534700	 	25.151200	 	25.463261	 	24.936432	 	25.401197	 0.589300	 7.76700e-01	 1.40200e-01	 3.18600e-02	 4.08400e-02	 3.40200e-02	 2.77000e-02	 6.42433400e-01	 3.39166300e-01	 0.572003900
    2137	  2137	109.399086	+37.752563	-	29.315100	 	27.085300	 	26.064500	 2.55587e+01	 	25.424200	 	25.160600	 	25.124900	 	25.045752	-	26.231441	-	26.690472	 1.086000	 1.35400e-01	 3.63400e-02	 1.89900e-02	 2.53000e-02	 1.78300e-02	 1.53000e-02	 9.22388700e-01	 1.08570000e+00	 1.085700000
    2138	  2138	109.375221	+37.752129	 	         	 	         	 	         	            	 	         	 	         	 	         	 	25.327282	 	24.086061	-	27.851805	         	            	            	            	            	            	            	 6.85401400e-01	 4.10790300e-01	 1.085700000
    2139	  2139	109.405205	+37.752064	 	         	 	         	 	         	            	 	         	 	         	 	         	 	23.317455	 	22.716154	 	22.221643	         	            	            	            	            	            	            	 4.05324300e-01	 3.67054800e-01	 0.157554600
    2140	  2140	109.379822	+37.752579	-	29.667300	-	29.765500	 	28.936500	 2.82339e+01	 	28.100400	 	27.624000	 	27.662100	-	24.505548	-	28.966719	-	28.767225	 1.086000	 1.08600e+00	 3.62100e-01	 1.28100e-01	 1.62200e-01	 9.71800e-02	 1.22100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
