#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/871/129/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18710129
#Name: J/ApJ/871/129
#Title: A redshift catalog of the galaxy cluster A2029 (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...871..129S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/871/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18710129	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-07-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_871_129_table1:
#Name: J/ApJ/871/129/table1
#Title: The redshift galaxy catalog of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I19)	Object identifier from SDSS (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[227/229] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[5.1/6.5] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F5.2)	[13.5/22.5] Composite model r band magnitude (G1)	[ucd=phot.mag;em.opt.R]
#Column	z	(F8.5)	[0.004/6.4] Redshift	[ucd=src.redshift]
#Column	e_z	(F8.5)	[1e-05/1]? Error in z	[ucd=stat.error;src.redshift]
#Column	r_z	(A3)	Reference code(s) for z (2)	[ucd=meta.ref;pos.frame]
#Column	Mm	(A1)	[N/Y] Membership determined based on the caustics (Y)es (1054 occurrences); or (N)o	[ucd=meta.code.member]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 if any	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR12 or DR7 data for this object	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
recno	objID	RAJ2000	DEJ2000	rmag	z	e_z	r_z	Mm	T13	Sloan	SimbadName
    2173	1237662268073836913	227.433121	+05.760513	20.57	 0.33646	 0.00009	1  	N	  0	Sloan	SDSS J150943.94+054537.8
    2174	1237662268073836916	227.445164	+05.871903	16.66	 0.08294	 0.00007	2,3	Y	  1	Sloan	SDSS J150946.83+055218.8
    2175	1237662268073836917	227.447589	+05.877915	17.97	 0.09820	 0.00003	1  	N	  0	Sloan	SDSS J150947.42+055240.4
    2176	1237662268073836925	227.439146	+05.782535	18.06	 0.22669	 0.00009	2  	N	  0	Sloan	SDSS J150945.39+054657.1
    2177	1237662268073836935	227.445148	+05.780830	21.63	 0.17158	        	4  	N	  0	Sloan	SDSS J150946.83+054650.9
    2178	1237662268073836941	227.466693	+05.949048	17.13	 0.07818	 0.00002	3  	Y	  0	Sloan	SDSS J150952.00+055656.5
    2179	1237662268073836992	227.366113	+05.819109	19.20	 0.32286	 0.00008	3  	N	  0	Sloan	SDSS J150927.86+054908.7
    2180	1237662268073837007	227.404644	+05.767664	18.97	 0.21002	 0.00010	1  	N	  0	Sloan	SDSS J150937.11+054603.5
    2181	1237662268073837013	227.437153	+05.946268	18.75	 0.28892	 0.00010	1,2	N	  0	Sloan	SDSS J150944.91+055646.5
    2182	1237662268073837019	227.448164	+05.758851	18.61	 0.35895	 0.00014	2,3	N	  0	Sloan	SDSS J150947.55+054531.8
    2183	1237662268073837022	227.451111	+05.768822	18.33	 0.09886	 0.00008	1  	N	  0	Sloan	SDSS J150948.26+054607.7
    2184	1237662268073837089	227.385524	+05.916510	20.17	 0.32333	 0.00002	1  	N	  0	Sloan	SDSS J150932.52+055459.4
    2185	1237662268073837097	227.401440	+05.889972	20.22	 0.45423	 0.00011	1  	N	  0	Sloan	SDSS J150936.34+055323.8
    2186	1237662268073837098	227.404527	+05.888847	20.80	 0.86253	 0.00018	3  	N	  0	Sloan	SDSS J150937.08+055319.8
    2187	1237662268073837103	227.409566	+05.837751	19.40	 0.22676	 0.00002	1  	N	  0	Sloan	SDSS J150938.29+055015.9
    2188	1237662268073837118	227.430756	+05.865215	19.91	 0.21783	 0.00003	1  	N	  0	Sloan	SDSS J150943.38+055154.7
    2189	1237662268073837125	227.433995	+05.800424	19.78	 0.21759	 0.00014	1  	N	  0	Sloan	SDSS J150944.15+054801.5
    2190	1237662268073837128	227.435121	+05.804288	19.86	 0.24434	 0.00005	1  	N	  0	Sloan	SDSS J150944.42+054815.4
    2191	1237662268073837132	227.448744	+05.811466	19.93	 0.39598	 0.00004	1  	N	  0	Sloan	SDSS J150947.69+054841.2
    2192	1237662268073837342	227.341697	+05.783616	19.87	 0.32386	 0.00017	1  	N	  0	Sloan	SDSS J150922.00+054701.0
    2193	1237662268073837361	227.354524	+05.872379	20.49	 0.22739	 0.00017	1  	N	  0	Sloan	SDSS J150925.08+055220.5
    2194	1237662268073837383	227.355001	+05.842372	20.00	 0.22472	 0.00025	1  	N	  0	Sloan	SDSS J150925.20+055032.5
    2195	1237662268073837388	227.355118	+05.829838	20.63	 0.18189	 0.00006	1  	N	  0	Sloan	SDSS J150925.22+054947.4
    2196	1237662268073837396	227.353432	+05.792368	20.30	 0.36597	 0.00016	1  	N	  0	Sloan	SDSS J150924.82+054732.5
    2197	1237662268073837398	227.351410	+05.778310	19.74	 0.07949	 0.00006	1  	Y	  0	Sloan	SDSS J150924.33+054641.9
    2198	1237662268073837409	227.363967	+05.889074	20.00	 0.25115	 0.00013	1  	N	  0	Sloan	SDSS J150927.35+055320.6
    2199	1237662268073837416	227.365991	+05.900541	20.16	 0.55462	 0.00020	3  	N	  0	Sloan	SDSS J150927.83+055401.9
    2200	1237662268073837443	227.362541	+05.798695	19.19	 0.21004	 0.00012	1  	N	  0	Sloan	SDSS J150927.00+054755.3
    2201	1237662268073837444	227.359952	+05.773925	20.72	 0.32178	 0.00023	1  	N	  0	Sloan	SDSS J150926.38+054626.1
    2202	1237662268073837469	227.375922	+05.886570	20.15	 0.36641	 0.00017	1  	N	  0	Sloan	SDSS J150930.22+055311.6
    2203	1237662268073837476	227.381859	+05.936039	19.80	 0.07696	 0.00003	1  	Y	  0	Sloan	SDSS J150931.64+055609.7
    2204	1237662268073837482	227.370681	+05.807012	19.07	 0.32167	 0.00012	1  	N	  0	Sloan	SDSS J150928.96+054825.2
    2205	1237662268073837502	227.371422	+05.774106	19.49	 0.36711	 0.00015	1  	N	  0	Sloan	SDSS J150929.14+054626.7
    2206	1237662268073837506	227.377677	+05.835398	19.93	 0.36688	 0.00009	1  	N	  0	Sloan	SDSS J150930.64+055007.4
    2207	1237662268073837507	227.378499	+05.843456	20.89	 0.50062	 0.00012	1  	N	  0	Sloan	SDSS J150930.83+055036.4
    2208	1237662268073837521	227.391426	+05.944949	20.54	 0.38984	 0.00010	1  	N	  0	Sloan	SDSS J150933.94+055641.8
    2209	1237662268073837523	227.390693	+05.947070	20.39	 0.32378	 0.00016	1  	N	  0	Sloan	SDSS J150933.76+055649.4
    2210	1237662268073837529	227.378165	+05.779231	20.44	 0.36740	 0.00011	1  	N	  0	Sloan	SDSS J150930.75+054645.2
    2211	1237662268073837533	227.392804	+05.941926	20.42	 0.31856	 0.00013	1  	N	  0	Sloan	SDSS J150934.27+055630.9
    2212	1237662268073837535	227.379983	+05.792244	19.91	 0.29049	 0.00014	1  	N	  0	Sloan	SDSS J150931.19+054732.0
    2213	1237662268073837552	227.381628	+05.779594	20.72	 0.36740	 0.00022	1  	N	  0	Sloan	SDSS J150931.59+054646.5
    2214	1237662268073837563	227.386622	+05.821601	20.29	 3.23123	 0.00045	3  	N	  0	Sloan	SDSS J150932.78+054917.7
    2215	1237662268073837569	227.399547	+05.946225	20.64	 0.31860	 0.00007	1  	N	  0	Sloan	SDSS J150935.89+055646.4
    2216	1237662268073837572	227.386252	+05.789167	20.85	 0.36108	 0.00027	1  	N	  0	Sloan	SDSS J150932.70+054721.0
    2217	1237662268073837574	227.400126	+05.939135	20.21	 0.38902	 0.00018	1  	N	  0	Sloan	SDSS J150936.03+055620.8
    2218	1237662268073837576	227.390365	+05.806660	19.10	 0.07789	 0.00012	1  	Y	  0	Sloan	SDSS J150933.68+054823.9
    2219	1237662268073837578	227.390727	+05.809950	20.61	 0.36742	 0.00015	1  	N	  0	Sloan	SDSS J150933.77+054835.8
    2220	1237662268073837599	227.397866	+05.854685	19.46	 0.36553	 0.00013	1  	N	  0	Sloan	SDSS J150935.48+055116.8
    2221	1237662268073837600	227.400171	+05.854377	20.16	 0.21737	 0.00013	1  	N	  0	Sloan	SDSS J150936.04+055115.7
    2222	1237662268073837605	227.408565	+05.949828	19.40	 0.39158	 0.00014	1  	N	  0	Sloan	SDSS J150938.05+055659.3
    2223	1237662268073837614	227.412040	+05.964447	20.09	 0.24538	 0.00003	1  	N	  0	Sloan	SDSS J150938.88+055752.0
    2224	1237662268073837621	227.396652	+05.788154	19.86	 0.35788	 0.00013	1  	N	  0	Sloan	SDSS J150935.19+054717.3
    2225	1237662268073837626	227.395916	+05.782636	19.83	 0.36055	 0.00010	1  	N	  0	Sloan	SDSS J150935.01+054657.4
    2226	1237662268073837633	227.406750	+05.872479	20.59	 0.54670	 0.00016	1  	N	  0	Sloan	SDSS J150937.61+055220.9
    2227	1237662268073837640	227.417609	+05.972590	20.86	 0.12698	 0.00007	1  	N	  0	Sloan	SDSS J150940.22+055821.3
    2228	1237662268073837683	227.418822	+05.903172	20.59	 0.34823	 0.00013	1  	N	  0	Sloan	SDSS J150940.51+055411.4
    2229	1237662268073837691	227.413972	+05.831423	20.34	 0.24517	 0.00015	1  	N	  0	Sloan	SDSS J150939.35+054953.1
    2230	1237662268073837692	227.415352	+05.843078	18.72	 0.24585	 0.00008	1  	N	  0	Sloan	SDSS J150939.68+055035.0
    2231	1237662268073837694	227.408830	+05.765525	21.80	 0.82836	 0.00004	3  	N	  0	Sloan	SDSS J150938.11+054555.8
    2232	1237662268073837699	227.414379	+05.826440	20.55	 0.36089	 0.00015	1  	N	  0	Sloan	SDSS J150939.45+054935.1
    2233	1237662268073837701	227.418472	+05.872514	21.09	 0.52716	 0.00017	1  	N	  0	Sloan	SDSS J150940.43+055221.0
    2234	1237662268073837703	227.414768	+05.798449	19.72	 0.24325	 0.00012	1  	N	  0	Sloan	SDSS J150939.54+054754.4
    2235	1237662268073837704	227.412512	+05.796657	18.93	 0.36802	 0.00018	1  	N	  0	Sloan	SDSS J150939.00+054747.9
    2236	1237662268073837705	227.412025	+05.797719	21.11	 0.36813	 0.00018	1  	N	  0	Sloan	SDSS J150938.88+054751.7
    2237	1237662268073837710	227.418941	+05.855961	20.82	 0.32011	 0.00014	1  	N	  0	Sloan	SDSS J150940.54+055121.4
    2238	1237662268073837733	227.431141	+05.941924	19.67	 0.23990	 0.00019	1  	N	  0	Sloan	SDSS J150943.47+055630.9
    2239	1237662268073837741	227.424436	+05.860014	19.73	 0.31893	 0.00011	1  	N	  0	Sloan	SDSS J150941.86+055136.0
    2240	1237662268073837750	227.422889	+05.812591	20.67	 0.36082	 0.00017	1  	N	  0	Sloan	SDSS J150941.49+054845.3
    2241	1237662268073837760	227.430639	+05.870991	19.44	 0.35890	 0.00010	1  	N	  0	Sloan	SDSS J150943.35+055215.5
    2242	1237662268073837771	227.437763	+05.940124	21.41	 0.45255	 0.00009	1  	N	  0	Sloan	SDSS J150945.06+055624.4
    2243	1237662268073837773	227.439080	+05.952456	20.54	 0.20360	 0.00004	1  	N	  0	Sloan	SDSS J150945.37+055708.8
    2244	1237662268073837785	227.431456	+05.834174	21.04	 0.36194	 0.00019	1  	N	  0	Sloan	SDSS J150943.54+055003.0
    2245	1237662268073837793	227.442365	+05.937197	20.52	 0.45167	 0.00008	1  	N	  0	Sloan	SDSS J150946.16+055613.9
    2246	1237662268073837806	227.447823	+05.961573	20.71	 0.18894	 0.00007	1  	N	  0	Sloan	SDSS J150947.47+055741.6
    2247	1237662268073837829	227.439156	+05.811131	20.16	 0.36107	 0.00013	1  	N	  0	Sloan	SDSS J150945.39+054840.0
    2248	1237662268073837841	227.437512	+05.777578	20.92	 0.36790	 0.00017	1  	N	  0	Sloan	SDSS J150945.00+054639.2
    2249	1237662268073837848	227.440178	+05.800386	20.49	 0.07578	 0.00018	1  	Y	  0	Sloan	SDSS J150945.64+054801.3
    2250	1237662268073837849	227.448012	+05.886900	19.87	 0.21052	 0.00010	1  	N	  0	Sloan	SDSS J150947.52+055312.8
    2251	1237662268073837856	227.446380	+05.851738	20.74	 0.32487	 0.00020	1  	N	  0	Sloan	SDSS J150947.13+055106.2
    2252	1237662268073837857	227.457216	+05.968776	21.19	 0.56103	 0.00017	1  	N	  0	Sloan	SDSS J150949.73+055807.5
    2253	1237662268073837876	227.443751	+05.767002	19.69	 0.21016	 0.00016	1  	N	  0	Sloan	SDSS J150946.50+054601.2
    2254	1237662268073837877	227.442612	+05.767868	20.24	 0.33740	 0.00012	1  	N	  0	Sloan	SDSS J150946.22+054604.3
    2255	1237662268073837879	227.446645	+05.792088	19.15	 0.36004	 0.00010	3  	N	  0	Sloan	SDSS J150947.19+054731.5
    2256	1237662268073837881	227.443983	+05.759960	19.39	 0.33721	 0.00014	1  	N	  0	Sloan	SDSS J150946.55+054535.8
    2257	1237662268073837901	227.449764	+05.779245	20.34	 0.35858	 0.00011	1  	N	  0	Sloan	SDSS J150947.94+054645.2
    2258	1237662268073837905	227.457248	+05.859642	20.21	 0.32367	 0.00020	1  	N	  0	Sloan	SDSS J150949.73+055134.7
    2259	1237662268073902097	227.473201	+05.879946	21.14	 0.50095	 0.00014	1  	N	  0	Sloan	SDSS J150953.56+055247.8
    2260	1237662268073902319	227.458639	+05.840070	20.17	 0.52488	        	4  	N	  0	Sloan	SDSS J150950.07+055024.2
    2261	1237662268073902333	227.460164	+05.830886	17.27	 0.09808	 0.00012	2,3	N	  0	Sloan	SDSS J150950.43+054951.1
    2262	1237662268073902347	227.477726	+05.964168	17.92	 0.07796	 0.00005	1  	Y	  0	Sloan	SDSS J150954.65+055751.0
    2263	1237662268073902365	227.482116	+05.951151	18.31	 0.09654	 0.00003	1  	N	  0	Sloan	SDSS J150955.70+055704.1
    2264	1237662268073902381	227.497370	+05.934132	16.42	 0.09615	 0.00005	2,3	N	  0	Sloan	SDSS J150959.36+055602.8
    2265	1237662268073902408	227.523326	+05.952456	16.71	 0.07487	 0.00001	3  	Y	  0	Sloan	SDSS J151005.59+055708.8
    2266	1237662268073902643	227.462993	+05.867706	20.77	 0.17154	 0.00005	1  	N	  0	Sloan	SDSS J150951.11+055203.7
    2267	1237662268073902648	227.470927	+05.900425	19.88	 0.07596	 0.00003	1  	Y	  0	Sloan	SDSS J150953.02+055401.5
    2268	1237662268073902758	227.453372	+05.773345	19.71	 0.36883	 0.00012	1  	N	  0	Sloan	SDSS J150948.80+054624.0
    2269	1237662268073902760	227.465148	+05.900592	20.56	 0.12782	 0.00016	1  	N	  0	Sloan	SDSS J150951.63+055402.1
    2270	1237662268073902778	227.465356	+05.859771	19.51	 0.45113	 0.00010	1  	N	  0	Sloan	SDSS J150951.68+055135.1
    2271	1237662268073902820	227.480147	+05.939989	19.39	 0.07849	 0.00009	1  	Y	  0	Sloan	SDSS J150955.23+055623.9
    2272	1237662268073902828	227.480240	+05.923296	20.55	 0.22485	 0.00004	1  	N	  0	Sloan	SDSS J150955.25+055523.8
    2273	1237662268073902869	227.489112	+05.922286	19.78	 0.07934	 0.00013	1  	Y	  0	Sloan	SDSS J150957.38+055520.2
    2274	1237662268073902886	227.495030	+05.965553	20.42	 0.09333	 0.00003	1  	N	  0	Sloan	SDSS J150958.80+055755.9
    2275	1237662268073902937	227.500800	+05.943579	20.69	 0.54412	 0.00016	1  	N	  0	Sloan	SDSS J151000.19+055636.8
    2276	1237662268073903509	227.453139	+05.775483	20.68	 0.54761	 0.00017	1  	N	  0	Sloan	SDSS J150948.75+054631.7
    2277	1237662268074098741	228.037662	+05.835147	17.95	 0.27387	 0.00016	2,3	N	  0	Sloan	SDSS J151209.03+055006.5
    2278	1237662268074098742	228.036279	+05.835007	19.64	 0.07952	 0.00005	1  	Y	  0	Sloan	SDSS J151208.70+055006.0
    2279	1237662268074098756	228.054119	+05.806254	20.80	 2.42916	 0.00044	3  	N	  0	Sloan	SDSS J151212.98+054822.5
    2280	1237662268074098961	228.042264	+05.881626	18.94	 0.07734	 0.00007	2  	Y	  1	Sloan	SDSS J151210.14+055253.8
    2281	1237662268074099081	228.039152	+05.769376	18.60	 0.26842	 0.00014	1  	N	  0	Sloan	SDSS J151209.39+054609.7
    2282	1237662268074099163	228.017314	+05.871637	19.32	 0.17284	 0.00001	2  	N	  0	Sloan	SDSS J151204.15+055217.8
    2283	1237662268074099172	228.023244	+05.881114	20.32	 0.18716	 0.00002	1  	N	  0	Sloan	SDSS J151205.57+055252.0
    2284	1237662268074099176	228.024863	+05.840007	19.79	 0.17301	 0.00002	1  	N	  0	Sloan	SDSS J151205.96+055024.0
    2285	1237662268074099193	228.036663	+05.757553	19.99	 0.26649	 0.00008	1  	N	  0	Sloan	SDSS J151208.79+054527.1
    2286	1237662268074099196	228.055315	+05.895802	18.91	 0.07890	 0.00005	2  	Y	  1	Sloan	SDSS J151213.27+055344.8
    2287	1237662268074099595	228.011060	+05.916791	20.42	 0.55745	 0.00006	1  	N	  0	Sloan	SDSS J151202.65+055500.4
    2288	1237662268074099597	228.011661	+05.914832	20.54	 0.55748	 0.00013	1  	N	  0	Sloan	SDSS J151202.79+055453.3
    2289	1237662268074099622	228.015588	+05.919266	19.90	 0.22919	 0.00020	1  	N	  0	Sloan	SDSS J151203.74+055509.3
    2290	1237662268074099628	228.014114	+05.871736	20.42	 0.17332	 0.00006	1  	N	  0	Sloan	SDSS J151203.38+055218.2
    2291	1237662268074099649	228.020024	+05.897232	19.44	 0.04375	 0.00010	2  	N	  0	Sloan	SDSS J151204.80+055350.0
    2292	1237662268074099662	228.025264	+05.898637	19.14	 0.26602	 0.00010	2  	N	  0	Sloan	SDSS J151206.06+055355.0
    2293	1237662268074099689	228.028216	+05.881402	21.02	 0.49212	 0.00010	1  	N	  0	Sloan	SDSS J151206.77+055253.0
    2294	1237662268074099698	228.029034	+05.849103	18.67	 0.21986	 0.00013	1,2	N	  0	Sloan	SDSS J151206.96+055056.7
    2295	1237662268074099712	228.041808	+05.909166	20.12	 0.17376	 0.00012	1  	N	  0	Sloan	SDSS J151210.03+055432.9
    2296	1237662268074099719	228.037917	+05.850673	20.72	 0.22916	 0.00013	1  	N	  0	Sloan	SDSS J151209.10+055102.4
    2297	1237662268074099728	228.039612	+05.845491	20.14	 0.27299	 0.00018	1  	N	  0	Sloan	SDSS J151209.50+055043.7
    2298	1237662268074099743	228.045938	+05.850266	20.72	 0.48760	 0.00010	1  	N	  0	Sloan	SDSS J151211.02+055100.9
    2299	1237662268074099762	228.044442	+05.802446	20.05	 0.07795	 0.00018	1  	Y	  0	Sloan	SDSS J151210.66+054808.8
    2300	1237662268074099770	228.042455	+05.757356	19.83	 0.39069	 0.00019	1  	N	  0	Sloan	SDSS J151210.18+054526.4
    2301	1237662268074099773	228.051934	+05.851382	19.42	 0.29895	 0.00006	1  	N	  0	Sloan	SDSS J151212.46+055104.9
    2302	1237662268074099804	228.048408	+05.723087	20.67	 0.26618	 0.00003	1  	N	  0	Sloan	SDSS J151211.61+054323.1
    2303	1237662268074099807	228.053594	+05.762709	19.81	 0.26287	 0.00018	1  	N	  0	Sloan	SDSS J151212.86+054545.7
    2304	1237662268074099810	228.057487	+05.800652	19.89	 0.26299	 0.00016	1  	N	  0	Sloan	SDSS J151213.79+054802.3
    2305	1237662268074099815	228.064597	+05.882315	20.52	 0.27381	 0.00003	1  	N	  0	Sloan	SDSS J151215.50+055256.3
    2306	1237662268074164234	228.062990	+05.814081	19.12	 0.20711	 0.00013	1  	N	  0	Sloan	SDSS J151215.11+054850.6
    2307	1237662268074164245	228.074598	+05.840444	20.16	 0.44592	 0.00019	1,3	N	  0	Sloan	SDSS J151217.90+055025.5
    2308	1237662268074164250	228.078206	+05.815776	16.88	 0.07553	 0.00008	2,3	Y	  1	Sloan	SDSS J151218.76+054856.7
    2309	1237662268074164251	228.080545	+05.813736	18.83	 0.20717	 0.00009	1  	N	  0	Sloan	SDSS J151219.33+054849.4
    2310	1237662268074164252	228.077562	+05.813073	18.29	 0.20773	 0.00015	1  	N	  0	Sloan	SDSS J151218.61+054847.0
    2311	1237662268074164254	228.074253	+05.811238	19.00	 0.04140	 0.00016	1  	N	  0	Sloan	SDSS J151217.82+054840.4
    2312	1237662268074164276	228.070486	+05.752230	20.57	 0.39096	 0.00011	1  	N	  0	Sloan	SDSS J151216.91+054508.0
    2313	1237662268074164485	228.087819	+05.819777	20.32	 0.08016	 0.00003	1  	Y	  1	Sloan	SDSS J151221.07+054911.1
    2314	1237662268074164497	228.104457	+05.741881	18.34	 0.17408	 0.00011	2  	N	  0	Sloan	SDSS J151225.06+054430.7
    2315	1237662268074164507	228.105636	+05.702391	19.43	 0.22862	 0.00017	1  	N	  0	Sloan	SDSS J151225.35+054208.6
    2316	1237662268074164533	228.128497	+05.801140	18.25	 0.14091	 0.00003	2  	N	  0	Sloan	SDSS J151230.83+054804.1
    2317	1237662268074164537	228.135737	+05.844036	17.41	 0.14130	 0.00006	2,3	N	  0	Sloan	SDSS J151232.57+055038.5
    2318	1237662268074164564	228.134146	+05.731883	19.23	 0.39033	 0.00008	3  	N	  0	Sloan	SDSS J151232.19+054354.7
    2319	1237662268074164679	228.068767	+05.820991	18.99	 0.22153	 0.00012	1  	N	  0	Sloan	SDSS J151216.50+054915.5
    2320	1237662268074164688	228.094088	+05.849124	19.30	 0.43013	 0.00007	1  	N	  0	Sloan	SDSS J151222.58+055056.8
    2321	1237662268074164742	228.066951	+05.841981	19.52	 0.05175	 0.00003	1  	N	  0	Sloan	SDSS J151216.06+055031.1
    2322	1237662268074164755	228.104782	+05.788281	19.61	 0.26850	 0.00015	1  	N	  0	Sloan	SDSS J151225.14+054717.8
    2323	1237662268074164757	228.112935	+05.884325	20.70	 0.79812	 0.00015	3  	N	  0	Sloan	SDSS J151227.10+055303.5
    2324	1237662268074164758	228.116389	+05.910022	20.05	 0.26831	 0.00014	1  	N	  0	Sloan	SDSS J151227.93+055436.0
    2325	1237662268074164875	228.058938	+05.714138	20.49	 0.32222	 0.00014	1  	N	  0	Sloan	SDSS J151214.14+054250.8
    2326	1237662268074164879	228.059438	+05.710546	19.14	 0.19070	 0.00013	1  	N	  0	Sloan	SDSS J151214.26+054237.9
    2327	1237662268074164881	228.073088	+05.852657	19.68	 0.05274	 0.00015	1  	N	  0	Sloan	SDSS J151217.54+055109.5
    2328	1237662268074164885	228.076154	+05.878366	20.99	 0.44575	 0.00015	1  	N	  0	Sloan	SDSS J151218.27+055242.1
    2329	1237662268074164889	228.064081	+05.732704	19.50	 0.20721	 0.00011	1  	N	  0	Sloan	SDSS J151215.37+054357.7
    2330	1237662268074164902	228.083876	+05.912464	20.53	 0.14062	 0.00011	1  	N	  0	Sloan	SDSS J151220.13+055444.8
    2331	1237662268074164930	228.073976	+05.727707	21.81	 0.96267	        	4  	N	  0	Sloan	SDSS J151217.75+054339.7
    2332	1237662268074164931	228.081752	+05.802529	20.40	 0.21909	 0.00013	1  	N	  0	Sloan	SDSS J151219.62+054809.1
    2333	1237662268074164935	228.086397	+05.842375	20.22	 0.29810	 0.00008	1  	N	  0	Sloan	SDSS J151220.73+055032.5
    2334	1237662268074164947	228.093547	+05.890515	21.78	 0.35259	        	4  	N	  0	Sloan	SDSS J151222.45+055325.8
    2335	1237662268074164949	228.084438	+05.799043	20.40	 0.08291	 0.00003	1  	Y	  0	Sloan	SDSS J151220.26+054756.5
    2336	1237662268074164954	228.079135	+05.724654	20.52	 0.39150	 0.00012	1  	N	  0	Sloan	SDSS J151218.99+054328.7
    2337	1237662268074164956	228.087453	+05.815052	20.36	 0.20784	 0.00016	1  	N	  0	Sloan	SDSS J151220.98+054854.1
    2338	1237662268074164966	228.096286	+05.901230	20.80	 0.48662	 0.00016	1  	N	  0	Sloan	SDSS J151223.10+055404.4
    2339	1237662268074164970	228.086886	+05.786528	19.33	 0.27702	 0.00016	1  	N	  0	Sloan	SDSS J151220.85+054711.5
    2340	1237662268074164982	228.085180	+05.736877	20.36	 0.33669	 0.00013	1  	N	  0	Sloan	SDSS J151220.44+054412.7
    2341	1237662268074164996	228.092779	+05.789710	19.72	 0.29155	 0.00012	1  	N	  0	Sloan	SDSS J151222.26+054722.9
    2342	1237662268074164997	228.092200	+05.791253	19.81	 0.09732	 0.00011	1  	N	  0	Sloan	SDSS J151222.12+054728.5
    2343	1237662268074165017	228.096463	+05.784094	20.88	 0.27583	 0.00024	1  	N	  0	Sloan	SDSS J151223.15+054702.7
    2344	1237662268074165023	228.095745	+05.752633	20.30	 0.42710	 0.00010	1  	N	  0	Sloan	SDSS J151222.97+054509.4
    2345	1237662268074165025	228.104384	+05.865953	20.08	 0.51955	 0.00010	3  	N	  0	Sloan	SDSS J151225.05+055157.4
    2346	1237662268074165028	228.105702	+05.892631	18.98	 0.14227	 0.00014	1  	N	  0	Sloan	SDSS J151225.36+055333.4
    2347	1237662268074165029	228.107307	+05.890915	21.54	 0.84088	        	4  	N	  0	Sloan	SDSS J151225.75+055327.2
    2348	1237662268074165058	228.111295	+05.874371	20.48	 0.42971	 0.00019	1  	N	  0	Sloan	SDSS J151226.71+055227.7
    2349	1237662268074165064	228.101968	+05.759458	19.69	 0.10778	 0.00012	1  	N	  0	Sloan	SDSS J151224.47+054534.0
    2350	1237662268074165071	228.102014	+05.732530	20.89	 0.39044	 0.00022	1  	N	  0	Sloan	SDSS J151224.48+054357.1
    2351	1237662268074165076	228.110519	+05.819495	20.13	 0.26849	 0.00013	1  	N	  0	Sloan	SDSS J151226.52+054910.1
    2352	1237662268074165081	228.113797	+05.837799	19.06	 0.42995	 0.00017	1  	N	  0	Sloan	SDSS J151227.31+055016.0
    2353	1237662268074165091	228.120206	+05.879329	19.89	 0.08262	 0.00014	1  	Y	  0	Sloan	SDSS J151228.84+055245.5
    2354	1237662268074165120	228.124565	+05.851835	20.67	 0.42914	 0.00009	1  	N	  0	Sloan	SDSS J151229.89+055106.6
    2355	1237662268074165157	228.137068	+05.872327	20.19	 0.14064	 0.00009	1  	N	  0	Sloan	SDSS J151232.89+055220.3
    2356	1237662268074165162	228.122928	+05.705825	19.81	 0.38923	 0.00021	1  	N	  0	Sloan	SDSS J151229.50+054220.9
    2357	1237662268074165166	228.125292	+05.711219	20.77	 0.38908	 0.00016	1  	N	  0	Sloan	SDSS J151230.07+054240.3
    2358	1237662268074165167	228.124220	+05.712511	20.45	 0.39281	 0.00019	1  	N	  0	Sloan	SDSS J151229.81+054245.0
    2359	1237662268074165177	228.132912	+05.807177	19.96	 0.14195	 0.00028	1  	N	  0	Sloan	SDSS J151231.89+054825.8
