#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:27 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149cla:
#Name: J/A+A/607/A30/m1149cla
#Title: Photometric catalogue (magnitudes) of MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
    1917	  1917	177.381897	+22.400026	 	27.741800	 	27.349700	 	26.963700	 2.69118e+01	 	26.835500	 	26.629000	 	26.495100	 	25.726437	-	29.289375	-	29.440073	 0.367800	 1.66500e-01	 1.00500e-01	 8.35400e-02	 8.75300e-02	 1.03600e-01	 7.54000e-02	 7.08967000e-01	 1.08570000e+00	 1.085700000
    1918	  1918	177.407379	+22.399996	 	27.228300	 	26.378800	 	25.496500	 2.52571e+01	 	25.109000	 	24.960000	 	24.864100	 	24.880024	 	24.581989	 	24.928802	 0.234300	 7.26500e-02	 2.63700e-02	 1.81500e-02	 1.75100e-02	 2.23900e-02	 1.60000e-02	 3.26120200e-01	 1.38573200e-01	 0.184593200
    1919	  1919	177.384750	+22.399803	 	28.062600	 	26.433800	 	25.083000	 2.45504e+01	 	24.312800	 	24.117000	 	23.994200	 	23.560871	 	24.273836	 	25.454758	 0.623400	 9.25600e-02	 2.33300e-02	 1.23500e-02	 1.09600e-02	 1.35800e-02	 9.00000e-03	 1.11042100e-01	 2.43944700e-01	 0.389005000
    1920	  1920	177.411240	+22.400196	 	27.569500	 	27.326300	 	26.829400	 2.65687e+01	 	26.729800	 	26.588000	 	26.745500	-	24.233089	 	26.324242	 	27.040871	 0.219200	 1.13500e-01	 6.02100e-02	 4.15700e-02	 5.38800e-02	 6.80800e-02	 7.31000e-02	 1.08570000e+00	 4.94328000e-01	 0.995832000
    1921	  1921	177.415604	+22.400339	 	27.683200	 	27.545600	 	27.145900	 2.68617e+01	 	26.819100	 	26.828000	 	26.893200	-	24.347319	-	29.483528	 	26.724712	 0.174900	 1.01000e-01	 5.86400e-02	 3.98600e-02	 4.57800e-02	 6.24800e-02	 6.41000e-02	 1.08570000e+00	 1.08570000e+00	 0.746594500
    1922	  1922	177.407837	+22.400208	 	28.485500	 	28.130600	 	26.904900	 2.67319e+01	 	26.518800	 	26.267000	 	26.130100	 	25.898354	-	29.044041	 	26.671825	 0.639200	 3.03500e-01	 8.12500e-02	 5.95200e-02	 5.56700e-02	 6.26500e-02	 4.85000e-02	 8.41706000e-01	 1.08570000e+00	 1.027125000
    1923	  1923	177.415146	+22.399900	 	28.328400	 	26.937400	 	25.672400	 2.52749e+01	 	25.060500	 	24.860000	 	24.796600	 	24.912947	 	24.816519	 	24.894300	 0.621700	 1.17200e-01	 3.16500e-02	 1.91600e-02	 1.80500e-02	 2.12300e-02	 1.62000e-02	 3.32382400e-01	 1.15111500e-01	 0.128760200
    1924	  1924	177.420654	+22.400351	 	28.347600	 	27.219500	 	26.965600	 2.70871e+01	 	26.991000	 	26.988000	 	26.782200	-	24.260925	 	26.135483	-	29.627819	 0.452300	 1.08900e-01	 7.30500e-02	 7.67300e-02	 8.58500e-02	 1.09700e-01	 1.09300e-01	 1.08570000e+00	 3.45588500e-01	 1.085700000
    1925	  1925	177.391342	+22.400219	 	26.885700	 	27.117500	 	26.862800	 2.64527e+01	 	26.393400	 	26.248000	 	26.164500	 	25.895218	 	25.555651	 	25.373810	 0.125200	 9.61000e-02	 6.25300e-02	 3.77700e-02	 3.97800e-02	 5.07400e-02	 4.10000e-02	 7.66146600e-01	 4.28470800e-01	 0.286382300
    1926	  1926	177.380905	+22.400299	 	27.727700	 	27.454500	 	27.750100	 2.73525e+01	 	27.271300	 	26.755000	 	26.762100	-	24.299816	 	26.694153	-	29.458664	 0.250300	 1.25100e-01	 1.38600e-01	 1.00100e-01	 9.44700e-02	 9.31500e-02	 7.77000e-02	 1.08570000e+00	 8.33756300e-01	 1.085700000
    1927	  1927	177.406128	+22.399115	-	28.095300	 	25.302400	 	23.867100	 2.34340e+01	 	23.173100	 	22.954000	 	22.827100	 	22.507732	 	22.762289	 	23.088430	 1.086000	 5.50000e-02	 1.22300e-02	 6.45400e-03	 5.72900e-03	 6.81900e-03	 3.80000e-03	 4.69839100e-02	 3.37969500e-02	 0.039340510
    1928	  1928	177.388077	+22.400408	 	29.773500	 	29.790700	 	29.902500	 2.92212e+01	 	29.029800	 	28.923000	 	28.518100	-	24.374681	 	26.690117	 	26.117107	 1.061000	 6.98600e-01	 6.63700e-01	 3.08300e-01	 3.00200e-01	 3.79000e-01	 1.86000e-01	 1.08570000e+00	 8.74565100e-01	 0.456157200
    1929	  1929	177.379364	+22.400202	-	29.037300	 	27.041800	 	25.766100	 2.50729e+01	 	25.117400	 	         	 	24.676800	 	24.466766	 	24.844067	 	25.138107	 1.086000	 1.15500e-01	 3.10300e-02	 1.06200e-01	 3.11300e-02	            	 3.91000e-02	 2.05250600e-01	 1.59829500e-01	 0.189720300
    1930	  1930	177.423584	+22.400074	 	25.259100	 	24.605900	 	24.343100	            	 	23.987400	 	         	 	23.013800	 	24.464167	 	24.213303	 	23.860104	 0.123700	 4.65300e-02	 2.96400e-02	            	 1.30100e-01	            	 5.59000e-02	 2.38958300e-01	 8.14915600e-02	 0.060765830
    1931	  1931	177.413712	+22.400179	 	27.817600	 	27.742500	 	27.460200	 2.81014e+01	 	27.488000	 	26.532000	 	26.386100	-	24.202032	 	25.671843	 	26.199594	 0.396600	 2.43200e-01	 1.59700e-01	 2.54700e-01	 1.64200e-01	 9.65900e-02	 9.56000e-02	 1.08570000e+00	 4.45418000e-01	 0.719849600
    1932	  1932	177.414734	+22.400269	 	26.946500	 	26.990400	 	26.721700	 2.64107e+01	 	26.513600	 	26.443000	 	26.300800	 	26.065344	 	25.391273	 	26.794775	 0.126900	 8.67900e-02	 5.65600e-02	 3.71700e-02	 4.60600e-02	 6.14500e-02	 4.90000e-02	 8.62869600e-01	 2.00206500e-01	 0.790755900
    1933	  1933	177.409302	+22.400326	 	27.621000	 	27.817200	 	27.978900	 2.80077e+01	 	28.081900	 	27.933000	 	27.328300	-	24.291674	-	28.890198	-	28.958698	 0.193700	 1.44300e-01	 1.39600e-01	 1.24000e-01	 1.49600e-01	 1.85900e-01	 1.00000e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1934	  1934	177.386230	+22.402407	 	21.950000	 	20.038400	 	18.266500	 1.75167e+01	 	17.311100	 	17.253000	 	17.163300	 	17.218111	 	17.908558	 	18.392731	 0.010480	 1.52000e-03	 3.13800e-04	 1.17400e-04	 7.38300e-05	 1.90900e-04	 0.00000e+00	 2.78627500e-04	 1.19667100e-02	 0.010315560
    1935	  1935	177.394531	+22.400623	 	25.066800	 	23.804400	 	22.706500	 2.23118e+01	 	22.083100	 	21.859000	 	21.747800	 	21.228100	 	21.538277	 	21.957342	 0.094090	 1.93900e-02	 5.97400e-03	 3.50500e-03	 3.13300e-03	 3.82300e-03	 2.20000e-03	 1.93596000e-02	 2.41062800e-02	 0.024887950
    1936	  1936	177.393311	+22.399567	 	25.132200	 	24.327700	 	23.742600	 2.36749e+01	 	23.620400	 	23.427000	 	23.386400	 	23.019613	 	23.372040	 	23.466343	 0.066490	 2.08600e-02	 9.92000e-03	 7.87200e-03	 8.30100e-03	 1.01800e-02	 6.90000e-03	 8.78441000e-02	 5.14171100e-02	 0.046997220
    1937	  1937	177.411987	+22.400461	-	29.796900	 	29.814300	 	29.972200	 2.93369e+01	 	28.953500	 	28.440000	 	28.812400	-	24.512243	-	29.264336	-	29.265532	 1.086000	 7.41200e-01	 7.22400e-01	 3.60800e-01	 2.85700e-01	 2.50300e-01	 2.53300e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1938	  1938	177.418839	+22.400486	-	29.079200	-	29.500200	 	27.250400	 2.72749e+01	 	27.495400	 	27.149000	 	26.996600	-	24.283226	 	25.207964	 	26.576931	 1.086000	 1.08600e+00	 1.20800e-01	 1.12600e-01	 1.67400e-01	 1.57900e-01	 1.49000e-01	 1.08570000e+00	 2.26905400e-01	 0.744022800
    1939	  1939	177.394089	+22.400494	 	29.066500	 	29.903700	 	28.320500	 2.79262e+01	 	27.887700	 	27.389000	 	27.435100	-	24.301676	 	25.427582	-	28.760860	 0.739500	 1.00100e+00	 1.99200e-01	 1.20800e-01	 1.30300e-01	 1.18700e-01	 1.01100e-01	 1.08570000e+00	 7.52877600e-01	 1.085700000
    1940	  1940	177.423248	+22.400120	 	25.733900	 	24.457000	 	23.655800	            	 	23.168100	 	         	 	22.871900	 	23.639383	 	23.387056	 	24.027460	 0.104700	 2.33800e-02	 9.26500e-03	            	 3.33500e-02	            	 4.02000e-02	 1.13595700e-01	 3.76542000e-02	 0.070422230
    1941	  1941	177.381500	+22.400568	-	29.227000	 	29.300900	 	28.064100	 2.77447e+01	 	27.481200	 	27.244000	 	27.230700	 	26.314228	-	29.142403	 	26.653229	 1.086000	 7.61400e-01	 2.13400e-01	 1.37800e-01	 1.21400e-01	 1.39400e-01	 1.44900e-01	 9.95371000e-01	 1.08570000e+00	 0.730727100
    1942	  1942	177.414352	+22.400574	-	29.664100	 	29.114800	 	28.801300	 2.89593e+01	 	28.596200	 	28.580000	 	28.604000	-	24.479097	 	25.684990	-	29.456280	 1.086000	 4.49700e-01	 2.87800e-01	 2.90200e-01	 2.32800e-01	 3.27300e-01	 2.57300e-01	 1.08570000e+00	 2.54451900e-01	 1.085700000
    1943	  1943	177.402817	+22.400576	-	29.856600	-	30.424700	 	30.259200	 2.92651e+01	 	29.847600	 	28.954000	 	28.711800	-	24.448944	-	28.704914	 	26.666744	 1.086000	 1.08600e+00	 8.01800e-01	 2.66000e-01	 5.14700e-01	 3.19700e-01	 1.92000e-01	 1.08570000e+00	 1.08570000e+00	 1.034783000
    1944	  1944	177.375839	+22.400581	 	28.939800	 	27.623400	 	26.328400	 2.60443e+01	 	25.883300	 	         	 	25.641100	 	25.991302	-	29.068567	-	29.380180	 0.631500	 1.26500e-01	 3.27000e-02	 1.86500e-01	 5.63700e-02	            	 7.62000e-02	 6.72592400e-01	 1.08570000e+00	 1.085700000
    1945	  1945	177.378647	+22.400578	 	27.797100	 	28.027200	 	28.024500	 2.68743e+01	 	27.128300	 	         	 	26.698900	-	24.332346	 	25.910526	-	29.498482	 0.238200	 1.83100e-01	 1.53200e-01	 4.00900e-01	 1.28500e-01	            	 1.62700e-01	 1.08570000e+00	 3.69353600e-01	 1.085700000
    1946	  1946	177.383301	+22.399784	 	25.130000	 	25.048300	 	24.566000	 2.40443e+01	 	24.084500	 	23.806000	 	23.716200	 	23.439154	 	23.190901	 	23.521288	 0.045450	 2.66300e-02	 1.43300e-02	 7.67100e-03	 8.64200e-03	 1.01200e-02	 6.20000e-03	 8.74274400e-02	 4.07622000e-02	 0.047373700
    1947	  1947	177.379211	+22.400597	-	29.603700	 	29.610900	 	28.658300	 2.81299e+01	 	28.251200	 	         	 	27.438800	-	24.475063	-	29.068624	-	29.166689	 1.086000	 7.05000e-01	 2.53800e-01	 1.06800e+00	 3.27500e-01	            	 2.30800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1948	  1948	177.403244	+22.400629	-	29.443600	 	29.571300	 	28.919400	 2.85795e+01	 	28.368000	 	27.858000	 	28.051600	 	26.341440	 	26.172293	 	26.383657	 1.086000	 7.34300e-01	 3.41700e-01	 2.08600e-01	 1.94600e-01	 1.71900e-01	 1.48400e-01	 9.43443800e-01	 9.37264900e-01	 0.933046500
    1949	  1949	177.408829	+22.400301	 	26.655000	 	27.053100	 	26.424600	 2.61296e+01	 	26.066700	 	25.860000	 	25.863700	 	25.509365	 	26.146662	 	25.976437	 0.122300	 1.12700e-01	 5.19600e-02	 3.43500e-02	 3.62200e-02	 4.31000e-02	 3.73000e-02	 5.75484700e-01	 9.50665800e-01	 0.798140400
    1950	  1950	177.396408	+22.400269	 	         	 	         	 	         	            	 	         	 	         	 	         	 	23.214006	 	23.246374	 	23.940788	         	            	            	            	            	            	            	 1.82171200e-01	 1.51549700e-01	 0.237765700
    1951	  1951	177.408310	+22.400640	-	30.063200	-	30.500800	-	30.704000	 3.02760e+01	 	29.685900	-	30.300000	 	29.045200	-	24.426632	-	29.035393	-	29.015224	 1.086000	 1.08600e+00	 1.08600e+00	 6.55700e-01	 4.34800e-01	 1.08600e+00	 2.78400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1952	  1952	177.391464	+22.400640	-	29.661500	-	30.142400	 	28.972000	 2.87923e+01	 	28.133600	 	28.675000	 	28.337600	-	24.344870	-	28.235634	-	28.836330	 1.086000	 1.08600e+00	 3.15600e-01	 2.35200e-01	 1.45300e-01	 3.41200e-01	 2.90000e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1953	  1953	177.425354	+22.400671	 	25.678400	 	24.635500	 	24.187600	            	 	23.651200	 	         	 	23.319800	 	25.714527	 	24.208752	 	23.819145	 0.173600	 4.77200e-02	 2.51600e-02	            	 1.31700e-01	            	 9.54000e-01	 7.66294500e-01	 7.04717200e-02	 0.052047510
    1954	  1954	177.396011	+22.400677	-	28.411100	-	28.895300	 	27.639800	 2.81218e+01	 	27.328800	 	26.860000	 	26.624200	-	24.122311	-	27.091301	-	27.462070	 1.086000	 1.08600e+00	 2.90300e-01	 3.92200e-01	 2.13000e-01	 1.96800e-01	 1.04200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1955	  1955	177.386734	+22.400684	-	29.977100	-	30.431200	 	29.657800	 2.94345e+01	 	29.460900	 	28.876000	 	28.676700	-	24.424767	-	29.276190	-	29.437750	 1.086000	 1.08600e+00	 4.58300e-01	 3.25000e-01	 3.80400e-01	 3.16700e-01	 1.86300e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1956	  1956	177.405746	+22.400684	-	29.297100	 	29.096700	 	28.177300	 2.76047e+01	 	27.574900	 	27.043000	 	27.094100	-	24.271528	 	25.757290	 	26.461433	 1.086000	 5.77800e-01	 2.02700e-01	 1.02000e-01	 1.14200e-01	 9.74100e-02	 8.97000e-02	 1.08570000e+00	 3.78884300e-01	 0.676149700
    1957	  1957	177.410889	+22.400688	 	29.018600	 	29.695600	 	29.165100	 2.90499e+01	 	28.763700	 	28.258000	 	28.481800	-	24.460985	-	29.400585	-	29.394917	 0.687300	 8.30200e-01	 4.30600e-01	 3.36500e-01	 2.93500e-01	 2.63100e-01	 1.94500e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1958	  1958	177.390274	+22.400112	 	26.763100	 	27.391100	 	26.962600	 2.63089e+01	 	26.039500	 	26.004000	 	26.012600	 	25.897795	-	28.775326	 	25.576115	 0.178300	 1.97600e-01	 1.12800e-01	 6.32400e-02	 5.20100e-02	 7.60300e-02	 5.82000e-02	 9.20752300e-01	 1.08570000e+00	 0.406351900
    1959	  1959	177.396164	+22.400723	-	28.214000	 	27.912100	 	27.288000	 2.74865e+01	 	27.311900	 	26.930000	 	26.775200	-	24.141703	-	26.920147	-	27.232069	 1.086000	 5.29300e-01	 2.50100e-01	 2.61900e-01	 2.50400e-01	 2.49800e-01	 1.15000e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1960	  1960	177.396683	+22.400763	-	29.171800	-	29.644900	 	28.698600	 2.86907e+01	 	28.375700	 	28.030000	 	27.676400	-	24.243471	-	27.590883	-	27.924374	 1.086000	 1.08600e+00	 3.83800e-01	 3.35400e-01	 2.85400e-01	 2.88900e-01	 1.90300e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1961	  1961	177.388428	+22.399933	 	26.870000	 	25.576600	 	24.258500	 2.37852e+01	 	23.540900	 	23.335000	 	23.217600	 	22.895493	 	23.149401	 	23.550997	 0.248100	 5.02000e-02	 1.29700e-02	 7.14500e-03	 6.31500e-03	 7.83000e-03	 4.40000e-03	 5.96462200e-02	 4.87003500e-02	 0.059684980
    1962	  1962	177.410126	+22.399845	 	26.579600	 	25.754100	 	24.797700	 2.45994e+01	 	24.454700	 	24.276000	 	24.211000	 	24.146032	 	24.777349	 	24.892534	 0.192500	 5.95600e-02	 2.07500e-02	 1.49900e-02	 1.46200e-02	 1.80100e-02	 1.42000e-02	 2.19526700e-01	 1.98487800e-01	 0.220999500
    1963	  1963	177.415833	+22.400667	 	28.512400	 	28.800800	 	27.613000	 2.71638e+01	 	27.167000	 	26.915000	 	27.022800	-	24.232288	 	25.844986	 	26.068527	 0.464400	 3.99400e-01	 1.16000e-01	 6.79300e-02	 8.21300e-02	 8.64500e-02	 8.58000e-02	 1.08570000e+00	 3.41891600e-01	 0.434644800
    1964	  1964	177.399963	+22.400827	-	29.755400	 	29.442500	 	28.363100	 2.81260e+01	 	28.068300	 	27.766000	 	27.571100	-	24.335938	 	24.756275	 	25.361115	 1.086000	 4.94300e-01	 1.55200e-01	 1.04000e-01	 1.11700e-01	 1.20300e-01	 1.03300e-01	 1.08570000e+00	 3.42612700e-01	 0.504558000
    1965	  1965	177.380630	+22.400839	-	29.601400	 	29.561500	 	28.088500	 2.82780e+01	 	28.725100	 	28.359000	 	28.131900	-	24.428175	-	28.570864	 	26.152163	 1.086000	 6.82900e-01	 1.56200e-01	 2.18200e-01	 3.30900e-01	 3.89700e-01	 2.78700e-01	 1.08570000e+00	 1.08570000e+00	 0.732505600
    1966	  1966	177.382385	+22.400280	 	26.541000	 	26.775300	 	26.921700	 2.68990e+01	 	26.296500	 	25.886000	 	26.240400	-	24.054512	 	25.679642	 	26.356880	 0.111800	 8.74000e-02	 8.50400e-02	 7.27300e-02	 4.63900e-02	 4.64200e-02	 5.71000e-02	 1.08570000e+00	 3.26590400e-01	 0.533809000
    1967	  1967	177.380005	+22.400682	 	26.700900	 	26.589300	 	26.585100	 2.67920e+01	 	26.655100	 	26.269000	 	25.349000	 	25.381596	-	29.205528	 	26.182289	 0.109200	 6.26900e-02	 5.16100e-02	 7.97400e-02	 7.07600e-02	 8.00500e-02	 2.74000e-02	 4.18985200e-01	 1.08570000e+00	 0.500354500
    1968	  1968	177.403259	+22.400871	-	29.698300	-	30.251400	 	29.008500	 2.86605e+01	 	28.667200	 	28.348000	 	28.332400	-	24.429014	-	28.881718	 	26.194174	 1.086000	 1.08600e+00	 2.92200e-01	 1.76700e-01	 2.03900e-01	 2.13400e-01	 1.67800e-01	 1.08570000e+00	 1.08570000e+00	 0.682116000
    1969	  1969	177.418793	+22.400820	-	29.396100	 	27.080200	 	26.579900	 2.65750e+01	 	26.607200	 	26.443000	 	26.423900	 	25.606716	 	24.551075	 	24.908056	 1.086000	 9.08300e-02	 4.85900e-02	 4.34100e-02	 5.45000e-02	 6.08000e-02	 5.62000e-02	 5.41047200e-01	 1.14101400e-01	 0.163904400
    1970	  1970	177.419861	+22.400923	-	29.896900	-	30.342200	 	30.017000	 2.87593e+01	 	28.494100	 	28.701000	 	28.083200	-	24.433493	 	26.339367	-	29.158470	 1.086000	 1.08600e+00	 6.95600e-01	 3.00500e-01	 2.62400e-01	 4.42600e-01	 2.97200e-01	 1.08570000e+00	 6.51559200e-01	 1.085700000
    1971	  1971	177.379700	+22.400928	 	28.423600	 	27.234400	 	26.970000	 2.67492e+01	 	26.839400	 	26.018000	 	26.563100	 	26.004311	-	29.197701	-	29.349077	 0.429400	 9.61200e-02	 6.31200e-02	 1.17400e-01	 8.28300e-02	 1.45000e-01	 1.07300e-01	 7.01013600e-01	 1.08570000e+00	 1.085700000
    1972	  1972	177.377396	+22.400955	 	27.641100	 	27.639700	 	27.687700	 2.75174e+01	 	27.189000	 	         	 	27.077600	-	24.389500	-	29.374142	-	29.492634	 0.151000	 9.51300e-02	 7.84700e-02	 5.01700e-01	 1.00500e-01	            	 1.76900e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1973	  1973	177.397949	+22.400949	-	29.578800	-	29.952100	 	28.850100	 2.65082e+01	 	27.626900	 	28.368000	 	25.350100	 	21.666206	-	23.067307	 	20.893675	 1.086000	 1.08600e+00	 3.50100e-01	 4.24900e-02	 1.43700e-01	 4.08600e-01	 1.10000e-02	 2.43001500e-01	 1.08570000e+00	 1.064497000
    1974	  1974	177.413269	+22.399958	 	27.220000	 	25.346200	 	24.070200	 2.35771e+01	 	23.317900	 	23.093000	 	22.985200	 	22.730858	 	22.829165	 	23.306761	 0.402300	 4.85400e-02	 1.29200e-02	 7.26800e-03	 6.45400e-03	 7.67000e-03	 4.60000e-03	 5.42339900e-02	 2.32319600e-02	 0.034682260
    1975	  1975	177.416412	+22.401012	 	28.171600	 	27.603300	 	27.173300	 2.70716e+01	 	27.000200	 	26.868000	 	26.789600	-	24.235779	-	28.333294	-	28.514364	 0.390500	 1.54800e-01	 8.89000e-02	 7.30100e-02	 8.27700e-02	 9.71500e-02	 7.31000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1976	  1976	177.390152	+22.399887	 	26.078800	 	26.417900	 	26.079700	 2.56579e+01	 	25.253200	 	25.137000	 	25.181500	 	25.094469	 	24.458204	 	24.774710	 0.107500	 9.15500e-02	 5.67400e-02	 3.37500e-02	 2.57300e-02	 3.34400e-02	 2.88000e-02	 5.22785100e-01	 1.77090600e-01	 0.202538700
    1977	  1977	177.405167	+22.399771	 	27.254100	 	24.421100	 	23.009300	 2.25227e+01	 	22.225700	 	21.998000	 	21.844200	 	21.473108	 	21.667105	 	22.042164	 0.550100	 2.69500e-02	 6.07800e-03	 3.12000e-03	 2.58700e-03	 3.25200e-03	 1.40000e-03	 1.59773600e-02	 1.42988800e-02	 0.015580310
    1978	  1978	177.407944	+22.400921	-	29.228200	 	28.954900	 	27.428000	 2.68566e+01	 	26.692000	 	26.606000	 	26.394100	-	24.166410	-	28.201748	-	28.411449	 1.086000	 5.60500e-01	 1.14200e-01	 5.91600e-02	 5.67600e-02	 7.55300e-02	 4.94000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    1979	  1979	177.397949	+22.401075	-	29.642800	-	29.758100	 	29.185300	 2.78738e+01	-	29.388700	 	28.867000	 	25.777300	-	20.694836	-	22.644045	 	19.611439	 1.086000	 1.08600e+00	 7.73800e-01	 2.18000e-01	 1.08600e+00	 1.00200e+00	 1.20000e-02	 1.08570000e+00	 1.08570000e+00	 0.449743300
    1980	  1980	177.386398	+22.401058	 	28.516600	 	28.038400	 	27.759400	 2.81130e+01	 	28.005100	 	27.864000	 	27.876900	-	24.326599	-	29.011200	 	26.687927	 0.411600	 1.72700e-01	 1.13500e-01	 1.35900e-01	 1.37600e-01	 1.72700e-01	 1.40900e-01	 1.08570000e+00	 1.08570000e+00	 0.843039800
    1981	  1981	177.381104	+22.400833	 	26.407500	 	25.809000	 	25.374200	 2.51763e+01	 	25.106000	 	25.000000	 	24.909400	 	25.379612	-	28.497326	 	26.151451	 0.113700	 4.30400e-02	 2.43000e-02	 1.77200e-02	 1.82300e-02	 2.45800e-02	 1.84000e-02	 5.20901300e-01	 1.08570000e+00	 0.793420500
