#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table3&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table3:
#Name: J/A+A/582/A86/table3
#Title: Properties of spiral arms in the S4G; corrected version sent by the author
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a24)	Morphological classification	[ucd=src.morph]
#Column	Type	(A1)	Type of arms (3)	[ucd=src.morph.type]
#Column	Segment	(A3)	Segment	[ucd=obs.field]
#Column	Pitchang	(F5.1)	Pitch angle	[ucd=src.morph.param]
#Column	ri	(F5.1)	Inner radius	[ucd=phys.angSize;src]
#Column	ro	(F5.1)	Outer radius	[ucd=phys.angSize;src]
#Column	Qual	(F4.1)	[1/2] Quality flag (4)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	Segment	Pitchang	ri	ro	Qual	Simbad	_RA	_DE
     937	NGC4133   	(R'L)SB(s)_ab           	M	sp2	-31.0	 15.2	 30.5	 2.0	Simbad	182.20808	+74.90423
     938	NGC4133   	(R'L)SB(s)_ab           	M	sp3	-10.1	 28.1	 39.4	 2.0	Simbad	182.20808	+74.90423
     939	NGC4133   	(R'L)SB(s)_ab           	M	sp4	-34.0	 10.0	 23.8	 2.0	Simbad	182.20808	+74.90423
     940	NGC4133   	(R'L)SB(s)_ab           	M	sp5	-10.9	 25.1	 37.9	 2.0	Simbad	182.20808	+74.90423
     941	NGC4133   	(R'L)SB(s)_ab           	M	sp6	-17.9	 16.4	 23.4	 2.0	Simbad	182.20808	+74.90423
     942	NGC4133   	(R'L)SB(s)_ab           	M	sp7	-10.8	 20.8	 30.8	 2.0	Simbad	182.20808	+74.90423
     943	NGC4133   	(R'L)SB(s)_ab           	M	sp8	 -6.9	 39.0	 45.6	 2.0	Simbad	182.20808	+74.90423
     944	NGC4136   	S_AB(rs)bc              	F	sp1	 32.1	 24.7	 55.4	 2.0	Simbad	182.32377	+29.92762
     945	NGC4136   	S_AB(rs)bc              	F	sp2	 16.7	 28.0	 50.1	 2.0	Simbad	182.32377	+29.92762
     946	NGC4136   	S_AB(rs)bc              	F	sp3	 15.6	 61.3	 92.4	 2.0	Simbad	182.32377	+29.92762
     947	NGC4136   	S_AB(rs)bc              	F	sp4	 11.4	 64.5	 87.1	 2.0	Simbad	182.32377	+29.92762
     948	NGC4145   	SAB(rs)d                	M	sp1	-24.0	 28.7	172.4	 2.0	Simbad	182.50635	+39.88386
     949	NGC4145   	SAB(rs)d                	M	sp2	-23.8	 38.4	125.8	 2.0	Simbad	182.50635	+39.88386
     950	NGC4145   	SAB(rs)d                	M	sp3	-15.7	103.6	153.7	 2.0	Simbad	182.50635	+39.88386
     951	NGC4152   	SAB(rs)c                	M	sp1	-42.5	  8.0	 51.8	 2.0	Simbad	182.65630	+16.03293
     952	NGC4152   	SAB(rs)c                	M	sp2	-39.1	 12.7	 58.4	 2.0	Simbad	182.65630	+16.03293
     953	NGC4152   	SAB(rs)c                	M	sp3	-29.9	  9.0	 30.4	 2.0	Simbad	182.65630	+16.03293
     954	NGC4152   	SAB(rs)c                	M	sp4	-24.5	 15.4	 33.8	 2.0	Simbad	182.65630	+16.03293
     955	NGC4152   	SAB(rs)c                	M	sp5	-10.2	 21.5	 31.0	 2.0	Simbad	182.65630	+16.03293
     956	NGC4162   	SA(rs)b_c               	M	sp1	-20.0	  9.0	 37.5	 2.0	Simbad	182.96870	+24.12360
     957	NGC4162   	SA(rs)b_c               	M	sp2	-26.7	 11.5	 38.8	 2.0	Simbad	182.96870	+24.12360
     958	NGC4162   	SA(rs)b_c               	M	sp3	-15.0	 20.2	 36.3	 2.0	Simbad	182.96870	+24.12360
     959	NGC4162   	SA(rs)b_c               	M	sp4	-35.4	 21.5	 46.9	 2.0	Simbad	182.96870	+24.12360
     960	NGC4162   	SA(rs)b_c               	M	sp5	-39.1	  8.2	 19.5	 2.0	Simbad	182.96870	+24.12360
     961	NGC4165   	SA(s)a_b                	G	sp1	 -9.0	 14.0	 16.0	 2.0	Simbad	183.04917	+13.24650
     962	NGC4165   	SA(s)a_b                	G	sp2	 26.0	 14.4	 29.2	 2.0	Simbad	183.04917	+13.24650
     963	NGC4165   	SA(s)a_b                	G	sp3	  6.7	 29.7	 33.2	 2.0	Simbad	183.04917	+13.24650
     964	NGC4165   	SA(s)a_b                	G	sp4	 -5.9	 15.2	 17.5	 2.0	Simbad	183.04917	+13.24650
     965	NGC4165   	SA(s)a_b                	G	sp5	 25.6	 15.4	 27.8	 2.0	Simbad	183.04917	+13.24650
     966	NGC4165   	SA(s)a_b                	G	sp6	 11.7	 28.3	 34.2	 2.0	Simbad	183.04917	+13.24650
     967	NGC4180   	SAB_a(s)a               	G	sp1	-11.7	 15.2	 17.7	 2.0	Simbad	183.26272	+07.03879
     968	NGC4180   	SAB_a(s)a               	G	sp2	 22.7	 15.1	 27.6	 2.0	Simbad	183.26272	+07.03879
     969	NGC4180   	SAB_a(s)a               	G	sp3	  9.1	 19.0	 23.2	 2.0	Simbad	183.26272	+07.03879
     970	NGC4180   	SAB_a(s)a               	G	sp4	 -3.8	 11.7	 12.5	 2.0	Simbad	183.26272	+07.03879
     971	NGC4180   	SAB_a(s)a               	G	sp5	 27.5	 12.6	 24.6	 2.0	Simbad	183.26272	+07.03879
     972	NGC4189   	SA_B(r_s)bc             	M	sp1	 26.4	 15.2	 57.9	 2.0	Simbad	183.44699	+13.42485
     973	NGC4189   	SA_B(r_s)bc             	M	sp2	 -6.1	 53.3	 59.1	 2.0	Simbad	183.44699	+13.42485
     974	NGC4189   	SA_B(r_s)bc             	M	sp3	 18.6	 20.2	 44.0	 2.0	Simbad	183.44699	+13.42485
     975	NGC4189   	SA_B(r_s)bc             	M	sp4	  4.8	 29.8	 34.6	 2.0	Simbad	183.44699	+13.42485
     976	NGC4189   	SA_B(r_s)bc             	M	sp5	 24.1	 35.6	 58.5	 2.0	Simbad	183.44699	+13.42485
     977	NGC4193   	(RL)SAB(r_s)_ab         	M	sp1	 10.9	 14.7	 49.8	 2.0	Simbad	183.47328	+13.17291
     978	NGC4193   	(RL)SAB(r_s)_ab         	M	sp2	 11.1	 15.1	 34.6	 2.0	Simbad	183.47328	+13.17291
     979	NGC4204   	SB(s)dm                 	F	sp1	 33.6	 57.8	 96.1	 2.0	Simbad	183.80983	+20.65908
     980	NGC4204   	SB(s)dm                 	F	sp2	 37.4	 51.0	 81.2	 2.0	Simbad	183.80983	+20.65908
     981	NGC4210   	SB(rs)_bc               	M	sp1	  6.4	 27.7	 37.3	 2.0	Simbad	183.81603	+65.98530
     982	NGC4210   	SB(rs)_bc               	M	sp2	  9.5	 20.8	 31.6	 2.0	Simbad	183.81603	+65.98530
     983	NGC4210   	SB(rs)_bc               	M	sp3	 22.3	 14.7	 28.9	 2.0	Simbad	183.81603	+65.98530
     984	NGC4210   	SB(rs)_bc               	M	sp4	  4.8	 29.6	 36.8	 2.0	Simbad	183.81603	+65.98530
     985	NGC4212   	SA(rs)b                 	M	sp1	-31.9	 15.3	 49.7	 2.0	Simbad	183.91392	+13.90151
     986	NGC4212   	SA(rs)b                 	M	sp2	-10.2	 51.1	 69.5	 2.0	Simbad	183.91392	+13.90151
     987	NGC4212   	SA(rs)b                 	M	sp3	-11.2	 24.0	 39.9	 2.0	Simbad	183.91392	+13.90151
     988	NGC4212   	SA(rs)b                 	M	sp4	-10.4	 25.3	 46.2	 2.0	Simbad	183.91392	+13.90151
     989	NGC4212   	SA(rs)b                 	M	sp5	-17.2	 49.2	 70.9	 2.0	Simbad	183.91392	+13.90151
     990	NGC4237   	(R')SA(s)b              	M	sp1	-11.4	 11.3	 15.4	 2.0	Simbad	184.29759	+15.32404
     991	NGC4237   	(R')SA(s)b              	M	sp2	-14.3	 14.4	 26.7	 2.0	Simbad	184.29759	+15.32404
     992	NGC4237   	(R')SA(s)b              	M	sp3	-23.9	  9.7	 16.4	 2.0	Simbad	184.29759	+15.32404
     993	NGC4237   	(R')SA(s)b              	M	sp4	-14.4	 14.4	 25.3	 2.0	Simbad	184.29759	+15.32404
     994	NGC4254   	SA(s)cpec               	M	sp1	  7.1	 24.0	 34.8	 1.0	Simbad	184.70677	+14.41649
     995	NGC4254   	SA(s)cpec               	M	sp2	 42.2	 42.8	171.0	 1.0	Simbad	184.70677	+14.41649
     996	NGC4254   	SA(s)cpec               	M	sp3	 27.1	 24.9	101.2	 1.0	Simbad	184.70677	+14.41649
     997	NGC4254   	SA(s)cpec               	M	sp4	  5.6	101.9	111.8	 1.0	Simbad	184.70677	+14.41649
     998	NGC4254   	SA(s)cpec               	M	sp5	 21.9	 28.3	164.3	 1.0	Simbad	184.70677	+14.41649
     999	NGC4260   	SB_x(r_s)a              	G	sp1	 -8.8	 43.2	 56.4	 1.0	Simbad	184.84270	+06.09880
    1000	NGC4260   	SB_x(r_s)a              	G	sp2	-17.9	 58.2	 94.9	 1.0	Simbad	184.84270	+06.09880
    1001	NGC4260   	SB_x(r_s)a              	G	sp3	 -9.5	 45.8	 55.6	 1.0	Simbad	184.84270	+06.09880
    1002	NGC4260   	SB_x(r_s)a              	G	sp4	-12.8	 53.3	 80.5	 1.0	Simbad	184.84270	+06.09880
    1003	NGC4273   	SAB_a(s)cpec            	M	sp1	 17.7	 11.2	 58.6	 2.0	Simbad	184.98360	+05.34337
    1004	NGC4273   	SAB_a(s)cpec            	M	sp2	 28.3	 15.5	 41.4	 2.0	Simbad	184.98360	+05.34337
    1005	NGC4273   	SAB_a(s)cpec            	M	sp4	-14.2	 35.8	 52.9	 2.0	Simbad	184.98360	+05.34337
    1006	NGC4276   	SB(s)dm                 	F	sp1	-28.6	 14.9	 42.6	 2.0	Simbad	185.03122	+07.69187
    1007	NGC4276   	SB(s)dm                 	F	sp2	-19.7	 16.7	 31.1	 2.0	Simbad	185.03122	+07.69187
    1008	NGC4294   	SB(s)d                  	F	sp1	 23.2	 24.2	 82.7	 2.0	Simbad	185.32411	+11.51111
    1009	NGC4294   	SB(s)d                  	F	sp2	 26.6	 18.3	 61.4	 2.0	Simbad	185.32411	+11.51111
    1010	NGC4294   	SB(s)d                  	F	sp3	 56.3	 17.2	 44.0	 2.0	Simbad	185.32411	+11.51111
    1011	NGC4294   	SB(s)d                  	F	sp4	 11.4	 45.9	 51.9	 2.0	Simbad	185.32411	+11.51111
    1012	NGC4303   	SAB(rsnl)b_c            	M	sp1	 37.4	 53.3	175.8	 2.0	Simbad	185.47886	+04.47377
    1013	NGC4303   	SAB(rsnl)b_c            	M	sp2	 12.8	 86.9	167.4	 2.0	Simbad	185.47886	+04.47377
    1014	NGC4303   	SAB(rsnl)b_c            	M	sp3	 16.5	 63.9	133.1	 2.0	Simbad	185.47886	+04.47377
    1015	NGC4303   	SAB(rsnl)b_c            	M	sp4	 39.7	 38.1	 90.4	 2.0	Simbad	185.47886	+04.47377
    1016	NGC4303   	SAB(rsnl)b_c            	M	sp5	  8.8	103.5	147.5	 2.0	Simbad	185.47886	+04.47377
    1017	NGC4314   	(R_1')SB(r_lblnr)a      	G	sp1	-44.4	 80.0	 99.8	 2.0	Simbad	185.63324	+29.89530
    1018	NGC4314   	(R_1')SB(r_lblnr)a      	G	sp2	 -3.0	103.9	112.4	 2.0	Simbad	185.63324	+29.89530
    1019	NGC4314   	(R_1')SB(r_lblnr)a      	G	sp3	-45.3	 83.6	103.3	 2.0	Simbad	185.63324	+29.89530
    1020	NGC4314   	(R_1')SB(r_lblnr)a      	G	sp4	 -0.2	108.0	108.8	 2.0	Simbad	185.63324	+29.89530
    1021	NGC4319   	(R')SAB(_rs)apec        	G	sp1	 34.1	 40.7	 69.1	 2.0	Simbad	185.43269	+75.32262
    1022	NGC4319   	(R')SAB(_rs)apec        	G	sp2	 10.1	 54.1	 78.3	 2.0	Simbad	185.43269	+75.32262
    1023	NGC4319   	(R')SAB(_rs)apec        	G	sp3	 -7.9	 60.9	 72.5	 2.0	Simbad	185.43269	+75.32262
    1024	NGC4319   	(R')SAB(_rs)apec        	G	sp4	 19.7	 60.8	 79.5	 2.0	Simbad	185.43269	+75.32262
    1025	NGC4321   	SAB(rsnrnb)bc           	G	sp2	-33.0	 68.1	282.7	 2.0	Simbad	185.72888	+15.82230
    1026	NGC4321   	SAB(rsnrnb)bc           	G	sp3	-26.5	 54.1	191.9	 2.0	Simbad	185.72888	+15.82230
    1027	NGC4321   	SAB(rsnrnb)bc           	G	sp4	-12.3	110.2	165.8	 2.0	Simbad	185.72888	+15.82230
    1028	NGC4321   	SAB(rsnrnb)bc           	G	sp5	-13.6	214.2	276.9	 2.0	Simbad	185.72888	+15.82230
    1029	NGC4390   	SAB(s)c                 	F	sp1	 -7.4	 12.8	 16.3	 2.0	Simbad	186.46111	+10.45903
    1030	NGC4390   	SAB(s)c                 	F	sp2	-19.3	 16.7	 27.7	 2.0	Simbad	186.46111	+10.45903
    1031	NGC4390   	SAB(s)c                 	F	sp3	  8.3	 10.0	 11.7	 2.0	Simbad	186.46111	+10.45903
    1032	NGC4390   	SAB(s)c                 	F	sp4	-44.9	 11.9	 25.1	 2.0	Simbad	186.46111	+10.45903
    1033	NGC4390   	SAB(s)c                 	F	sp5	 10.8	 21.3	 25.9	 2.0	Simbad	186.46111	+10.45903
    1034	NGC4390   	SAB(s)c                 	F	sp6	-16.7	 22.0	 32.3	 2.0	Simbad	186.46111	+10.45903
    1035	NGC4411A  	SB(rs)c_d               	M	sp1	-11.0	 28.7	 64.6	 2.0	Simbad	186.62441	+08.87224
    1036	NGC4411A  	SB(rs)c_d               	M	sp2	-20.4	 24.4	 48.2	 2.0	Simbad	186.62441	+08.87224
    1037	NGC4411A  	SB(rs)c_d               	M	sp3	 -2.9	 48.4	 53.4	 2.0	Simbad	186.62441	+08.87224
    1038	NGC4411B  	SA(s)c                  	M	sp1	  4.5	 14.8	 18.2	 2.0	Simbad	186.69678	+08.88457
    1039	NGC4411B  	SA(s)c                  	M	sp2	 15.2	 22.1	 42.2	 2.0	Simbad	186.69678	+08.88457
    1040	NGC4411B  	SA(s)c                  	M	sp3	 20.0	 16.2	 67.7	 2.0	Simbad	186.69678	+08.88457
    1041	NGC4411B  	SA(s)c                  	M	sp4	 21.3	 25.3	 39.8	 2.0	Simbad	186.69678	+08.88457
    1042	NGC4411B  	SA(s)c                  	M	sp5	  6.1	 41.2	 54.8	 2.0	Simbad	186.69678	+08.88457
    1043	NGC4411B  	SA(s)c                  	M	sp6	 17.7	 56.6	 86.6	 2.0	Simbad	186.69678	+08.88457
    1044	NGC4412   	SA_B(rs)_bc             	G	sp1	  7.0	 14.9	 23.8	 2.0	Simbad	186.65035	+03.96470
    1045	NGC4412   	SA_B(rs)_bc             	G	sp2	 11.8	 14.4	 19.4	 2.0	Simbad	186.65035	+03.96470
    1046	NGC4412   	SA_B(rs)_bc             	G	sp3	 33.1	 19.3	 37.3	 2.0	Simbad	186.65035	+03.96470
    1047	NGC4413   	(R'L)SB(_rs)bc          	G	sp1	 10.9	 31.3	 72.7	 2.0	Simbad	186.63430	+12.61067
    1048	NGC4413   	(R'L)SB(_rs)bc          	G	sp2	 11.7	 27.8	 63.9	 2.0	Simbad	186.63430	+12.61067
    1049	NGC4414   	SA(r_s)b_c/E3           	F	sp1	-30.5	 28.7	 63.6	 2.0	Simbad	186.61287	+31.22354
    1050	NGC4414   	SA(r_s)b_c/E3           	F	sp2	-34.2	 19.4	 57.3	 2.0	Simbad	186.61287	+31.22354
    1051	NGC4414   	SA(r_s)b_c/E3           	F	sp3	-28.1	 32.7	 87.4	 2.0	Simbad	186.61287	+31.22354
    1052	NGC4414   	SA(r_s)b_c/E3           	F	sp4	-44.0	 29.2	 54.4	 2.0	Simbad	186.61287	+31.22354
    1053	NGC4414   	SA(r_s)b_c/E3           	F	sp5	 -7.6	 57.9	 66.3	 2.0	Simbad	186.61287	+31.22354
    1054	NGC4428   	SA(s)bc                 	M	sp1	 15.9	  7.9	 12.4	 2.0	Simbad	186.86793	-08.16789
    1055	NGC4428   	SA(s)bc                 	M	sp2	 39.6	 14.5	 25.7	 2.0	Simbad	186.86793	-08.16789
    1056	NGC4428   	SA(s)bc                 	M	sp3	 15.5	 21.7	 41.2	 2.0	Simbad	186.86793	-08.16789
    1057	NGC4428   	SA(s)bc                 	M	sp4	 20.8	 12.8	 35.4	 2.0	Simbad	186.86793	-08.16789
    1058	NGC4428   	SA(s)bc                 	M	sp5	 23.8	 15.8	 41.6	 2.0	Simbad	186.86793	-08.16789
    1059	NGC4428   	SA(s)bc                 	M	sp6	 14.1	  8.2	 14.5	 2.0	Simbad	186.86793	-08.16789
    1060	NGC4430   	SA_B(rs)dm              	F	sp1	-17.9	 28.0	 73.1	 1.0	Simbad	186.86001	+06.26277
    1061	NGC4430   	SA_B(rs)dm              	F	sp2	 -7.5	 27.9	 38.2	 1.0	Simbad	186.86001	+06.26277
    1062	NGC4430   	SA_B(rs)dm              	F	sp3	  3.3	 70.4	 72.6	 1.0	Simbad	186.86001	+06.26277
    1063	NGC4480   	SA(s)c                  	M	sp1	-17.6	  6.8	 17.5	 2.0	Simbad	187.61159	+04.24647
    1064	NGC4480   	SA(s)c                  	M	sp2	-36.6	 16.1	 44.8	 2.0	Simbad	187.61159	+04.24647
    1065	NGC4480   	SA(s)c                  	M	sp3	-16.8	  6.8	 22.0	 2.0	Simbad	187.61159	+04.24647
    1066	NGC4480   	SA(s)c                  	M	sp4	-12.1	 18.2	 33.5	 2.0	Simbad	187.61159	+04.24647
    1067	NGC4480   	SA(s)c                  	M	sp5	 -8.9	 23.9	 42.5	 2.0	Simbad	187.61159	+04.24647
    1068	NGC4487   	SB(s)d                  	F	sp1	-36.4	 17.0	 41.0	 2.0	Simbad	187.76864	-08.05404
    1069	NGC4487   	SB(s)d                  	F	sp2	-24.4	 38.1	 94.3	 2.0	Simbad	187.76864	-08.05404
    1070	NGC4487   	SB(s)d                  	F	sp3	-46.6	 18.8	 52.4	 2.0	Simbad	187.76864	-08.05404
    1071	NGC4487   	SB(s)d                  	F	sp4	-25.3	 53.9	 83.2	 2.0	Simbad	187.76864	-08.05404
    1072	NGC4487   	SB(s)d                  	F	sp5	-27.1	 27.3	110.9	 2.0	Simbad	187.76864	-08.05404
    1073	NGC4501   	SA(r_s)a_b              	M	sp1	-13.1	 41.8	 71.9	 2.0	Simbad	187.99673	+14.42041
    1074	NGC4501   	SA(r_s)a_b              	M	sp2	-19.4	 63.2	183.4	 2.0	Simbad	187.99673	+14.42041
    1075	NGC4501   	SA(r_s)a_b              	M	sp3	-16.4	 46.9	 92.3	 2.0	Simbad	187.99673	+14.42041
    1076	NGC4501   	SA(r_s)a_b              	M	sp4	  7.1	 82.8	 89.9	 2.0	Simbad	187.99673	+14.42041
    1077	NGC4501   	SA(r_s)a_b              	M	sp5	-43.4	 84.0	151.9	 2.0	Simbad	187.99673	+14.42041
    1078	NGC4501   	SA(r_s)a_b              	M	sp6	-18.5	 45.2	119.6	 2.0	Simbad	187.99673	+14.42041
    1079	NGC4501   	SA(r_s)a_b              	M	sp7	 12.5	103.4	122.5	 2.0	Simbad	187.99673	+14.42041
    1080	NGC4501   	SA(r_s)a_b              	M	sp8	-23.0	 61.6	165.7	 2.0	Simbad	187.99673	+14.42041
    1081	NGC4504   	SAB(r_s)c               	M	sp1	  7.7	 32.9	 52.6	 2.0	Simbad	188.07260	-07.56359
    1082	NGC4504   	SAB(r_s)c               	M	sp2	 19.3	 53.9	 90.2	 2.0	Simbad	188.07260	-07.56359
    1083	NGC4504   	SAB(r_s)c               	M	sp3	 23.8	 27.0	 59.9	 2.0	Simbad	188.07260	-07.56359
    1084	NGC4504   	SAB(r_s)c               	M	sp4	 10.6	 58.8	 86.1	 2.0	Simbad	188.07260	-07.56359
    1085	NGC4519   	SA_B(r_s)c_d            	F	sp1	 38.1	 21.0	 49.5	 2.0	Simbad	188.37616	+08.65446
    1086	NGC4519   	SA_B(r_s)c_d            	F	sp2	  6.4	 55.3	 64.4	 2.0	Simbad	188.37616	+08.65446
    1087	NGC4519   	SA_B(r_s)c_d            	F	sp3	 20.2	 27.2	 51.5	 2.0	Simbad	188.37616	+08.65446
    1088	NGC4519   	SA_B(r_s)c_d            	F	sp4	 22.3	 34.3	 54.8	 2.0	Simbad	188.37616	+08.65446
    1089	NGC4527   	(R_2')SAB(rsnr)_bc      	G	sp1	-30.5	 49.9	 95.9	 1.0	Simbad	188.53540	+02.65381
    1090	NGC4527   	(R_2')SAB(rsnr)_bc      	G	sp2	-11.5	 95.5	150.2	 1.0	Simbad	188.53540	+02.65381
    1091	NGC4527   	(R_2')SAB(rsnr)_bc      	G	sp3	 10.3	131.0	147.7	 1.0	Simbad	188.53540	+02.65381
    1092	NGC4527   	(R_2')SAB(rsnr)_bc      	G	sp4	-15.4	 68.9	 90.9	 1.0	Simbad	188.53540	+02.65381
    1093	NGC4527   	(R_2')SAB(rsnr)_bc      	G	sp5	-12.4	 84.1	155.7	 1.0	Simbad	188.53540	+02.65381
    1094	NGC4535   	SAB(s)c                 	M	sp1	-11.4	 45.4	 69.0	 2.0	Simbad	188.58462	+08.19776
    1095	NGC4535   	SAB(s)c                 	M	sp2	-17.7	 41.1	137.9	 2.0	Simbad	188.58462	+08.19776
    1096	NGC4535   	SAB(s)c                 	M	sp3	-32.8	 64.9	166.2	 2.0	Simbad	188.58462	+08.19776
    1097	NGC4535   	SAB(s)c                 	M	sp4	 -5.3	139.6	148.6	 2.0	Simbad	188.58462	+08.19776
    1098	NGC4535   	SAB(s)c                 	M	sp5	-31.0	 73.1	129.5	 2.0	Simbad	188.58462	+08.19776
    1099	NGC4535   	SAB(s)c                 	M	sp6	 -8.4	129.8	145.4	 2.0	Simbad	188.58462	+08.19776
    1100	NGC4536   	SAB(rsnr)_bc            	M	sp1	 25.5	 67.5	174.8	 2.0	Simbad	188.61304	+02.18788
    1101	NGC4536   	SAB(rsnr)_bc            	M	sp2	 40.0	 52.5	186.4	 2.0	Simbad	188.61304	+02.18788
    1102	NGC4536   	SAB(rsnr)_bc            	M	sp3	 21.2	 82.7	236.8	 2.0	Simbad	188.61304	+02.18788
    1103	NGC4536   	SAB(rsnr)_bc            	M	sp4	-13.3	150.1	185.1	 2.0	Simbad	188.61304	+02.18788
    1104	NGC4545   	SAB(s)c                 	M	sp1	-37.8	  7.6	 30.2	 2.0	Simbad	188.64234	+63.52507
    1105	NGC4545   	SAB(s)c                 	M	sp2	-19.3	 11.1	 21.4	 2.0	Simbad	188.64234	+63.52507
    1106	NGC4545   	SAB(s)c                 	M	sp3	-17.3	 17.4	 46.2	 2.0	Simbad	188.64234	+63.52507
    1107	NGC4545   	SAB(s)c                 	M	sp4	-16.7	  8.5	 32.8	 2.0	Simbad	188.64234	+63.52507
    1108	NGC4548   	SB(rsbl)_ab             	G	sp1	 -2.9	 85.9	 90.5	 2.0	Simbad	188.86012	+14.49632
    1109	NGC4548   	SB(rsbl)_ab             	G	sp2	 12.1	 90.2	127.6	 2.0	Simbad	188.86012	+14.49632
    1110	NGC4548   	SB(rsbl)_ab             	G	sp3	 14.7	 74.2	116.9	 2.0	Simbad	188.86012	+14.49632
    1111	NGC4548   	SB(rsbl)_ab             	G	sp4	 -4.4	112.3	119.7	 2.0	Simbad	188.86012	+14.49632
    1112	NGC4548   	SB(rsbl)_ab             	G	sp5	  9.1	115.9	153.1	 2.0	Simbad	188.86012	+14.49632
    1113	NGC4559   	SA_B(s)cd               	M	sp1	-17.5	 43.3	206.0	 2.0	Simbad	188.99017	+27.95996
    1114	NGC4559   	SA_B(s)cd               	M	sp2	-19.1	 33.8	107.2	 2.0	Simbad	188.99017	+27.95996
    1115	NGC4559   	SA_B(s)cd               	M	sp3	-13.4	112.2	223.8	 2.0	Simbad	188.99017	+27.95996
    1116	NGC4559   	SA_B(s)cd               	M	sp4	-37.1	 47.2	138.2	 2.0	Simbad	188.99017	+27.95996
    1117	NGC4561   	SB(s)d                  	F	sp1	 27.3	 18.8	 34.6	 2.0	Simbad	189.03390	+19.32259
    1118	NGC4561   	SB(s)d                  	F	sp2	 17.0	 29.4	 41.6	 2.0	Simbad	189.03390	+19.32259
    1119	NGC4567   	SA(rs)bc                	M	sp1	 14.0	 27.3	 47.8	 2.0	Simbad	189.13626	+11.25787
    1120	NGC4567   	SA(rs)bc                	M	sp2	 25.9	 23.2	 37.0	 2.0	Simbad	189.13626	+11.25787
    1121	NGC4567   	SA(rs)bc                	M	sp3	  9.8	 38.0	 45.4	 2.0	Simbad	189.13626	+11.25787
    1122	NGC4568   	SA(snl)b_c              	M	sp1	 10.3	 16.0	 25.1	 2.0	Simbad	189.14288	+11.23863
    1123	NGC4568   	SA(snl)b_c              	M	sp2	 24.9	 24.9	 62.9	 2.0	Simbad	189.14288	+11.23863
    1124	NGC4568   	SA(snl)b_c              	M	sp3	 34.8	 10.6	 63.8	 2.0	Simbad	189.14288	+11.23863
    1125	NGC4568   	SA(snl)b_c              	M	sp4	 21.0	 29.6	 85.6	 2.0	Simbad	189.14288	+11.23863
    1126	NGC4569   	(R'L)SA_B_x(rsx_1r)a    	G	sp1	-15.5	115.6	235.9	 2.0	Simbad	189.20757	+13.16287
    1127	NGC4569   	(R'L)SA_B_x(rsx_1r)a    	G	sp2	 -9.5	144.5	204.6	 2.0	Simbad	189.20757	+13.16287
    1128	NGC4571   	SA(r_l)c                	F	sp1	 12.3	 21.6	 75.1	 2.0	Simbad	189.23488	+14.21730
    1129	NGC4571   	SA(r_l)c                	F	sp2	  7.9	 27.0	 38.7	 2.0	Simbad	189.23488	+14.21730
    1130	NGC4571   	SA(r_l)c                	F	sp3	 17.8	 47.0	 76.9	 2.0	Simbad	189.23488	+14.21730
    1131	NGC4602   	(R'_ext-plan)SAB(s)bcpec	M	sp1	 18.5	 20.4	 52.9	 2.0	Simbad	190.15353	-05.13301
