#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-29T01:02:52 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-29T01:02:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII%2F26D%2Fcatalog&-out=UGC%2C_RAJ2000%2C_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7026
#Name: VII/26D
#Title: Uppsala General Catalogue of Galaxies (UGC) (Nilson 1973)
#INFO	ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	creator=Nilson P.	    First author or institution
#INFO	cites=1973UGC...C......0N	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/26D	    Dataset landing page
#INFO	publication_date=2003-07-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_26D_catalog:
#Name: VII/26D/catalog
#Title: UGC catalogue
#Column	UGC	(I5)	[1/12921]+= UGC number	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
UGC	_RAJ2000	_DEJ2000
 6671	175.6022	+26.4893
 6672	175.6060	+33.6393
 6673	175.6485	+18.8393
 6674	175.6512	+24.8393
 6675	175.7421	+77.3893
 6676	175.6955	+52.7893
 6677	175.7020	+26.5559
 6678	175.7268	+26.2726
 6679	175.7350	+40.8393
 6680	175.7487	+19.6392
 6681	175.7506	+23.9393
 6682	175.8026	+59.1059
 6683	175.7986	+19.7392
 6684	175.8291	+31.4726
 6685	175.8475	+55.5059
 6686	175.8472	+16.4892
 6687	175.8479	+18.1892
 6688	175.8485	+19.7392
 6689	175.8494	+21.6559
 6690	175.8693	+52.7226
 6691	175.8794	+60.6892
 6692	175.8696	+10.1559
 6693	175.8748	+22.7225
 6694	176.0784	+83.4725
 6695	175.8941	 +8.9392
 6696	175.9049	+33.4059
 6697	175.9484	+19.9725
 6698	176.0032	+71.2225
 6699	175.9687	 +7.9225
 6700	175.9698	+10.7892
 6701	175.9734	+19.8892
 6702	175.9734	+20.0725
 6703	176.0025	+60.1059
 6704	175.9983	+19.9392
 6705	175.9984	+20.0225
 6706	176.0456	+55.0225
 6707	176.0491	+57.9559
 6708	176.0545	+33.5058
 6709	176.0793	+33.3391
 6710	176.0959	+55.6392
 6711	176.1216	+69.7392
 6712	176.0968	+16.5558
 6713	176.1142	+48.8392
 6714	176.1413	+67.9392
 6715	176.1196	+10.7724
 6716	176.1554	+35.9558
 6717	176.1940	 +9.1891
 6718	176.1979	+19.8057
 6719	176.1981	+20.1224
 6720	176.2152	 -1.5943
 6721	176.2228	+19.4557
 6722	176.2687	 +8.4724
 6723	176.2727	+19.6057
 6724	176.2729	+19.9724
 6725	176.2731	+20.4557
 6726	176.2889	+49.7224
 6727	176.3023	+61.7058
 6728	176.3738	+79.6891
 6729	176.3006	+26.7724
 6730	176.3438	 +9.1557
 6731	176.3475	+19.3890
 6732	176.3728	+58.9724
 6733	176.3940	+55.8724
 6734	176.3938	 +9.1223
 6735	176.4225	+19.7723
 6736	176.4417	 +3.0223
 6737	176.4443	+10.8223
 6738	176.4453	+13.7723
 6739	176.4475	+19.7557
 6740	176.4692	+10.4723
 6741	176.4715	+17.1890
 6742	176.4882	+50.2224
 6743	176.4979	+21.0390
 6744	176.5278	+33.1057
 6745	176.5359	+47.4890
 6746	176.5475	+20.4056
 6747	176.5952	+13.8223
 6748	176.6286	+35.7223
 6749	176.6797	+65.3723
 6750	176.6651	 -1.9944
 6751	176.6736	+23.9723
 6752	176.7128	+69.3890
 6753	176.6953	+14.5389
 6754	176.6974	+20.6889
 6755	176.7371	+50.7056
 6756	176.7697	+59.1056
 6757	176.7725	+61.3556
 6758	176.7699	+13.7056
 6759	176.7707	+16.2556
 6760	176.7719	+19.8389
 6761	176.7755	+29.5889
 6762	176.8207	+60.2889
 6763	176.8612	+50.4389
 6764	176.8850	+69.1223
 6765	176.8905	+55.9556
 6766	176.9140	+54.5056
 6767	176.9170	+57.6389
 6768	176.9315	+43.7389
 6769	176.9412	 +1.8222
 6770	176.9462	+18.5555
 6771	176.9920	 +4.4888
 6772	177.0002	+30.3722
 6773	177.0098	+49.8055
 6774	177.0138	+55.0389
 6775	177.0694	+13.2055
 6776	177.1306	+43.7222
 6777	177.1506	+32.6388
 6778	177.1583	+48.7055
 6779	177.1916	+59.4222
 6780	177.2152	 -2.0279
 6781	177.2328	+48.6555
 6782	177.2473	+23.8388
 6783	177.2498	+31.3054
 6784	177.2512	+35.0221
 6785	177.2660	+59.4388
 6786	177.2733	+27.0388
 6787	177.2877	+56.0555
 6788	177.3431	+74.3221
 6789	177.3497	+76.0055
 6790	177.3229	+26.1221
 6791	177.3231	+26.7388
 6792	177.3278	+39.7721
 6793	177.3404	 -1.0780
 6794	177.3450	+16.6387
 6795	177.3474	+24.9387
 6796	177.3654	 -1.0780
 6797	177.4067	+48.4221
 6798	177.4566	+77.8388
 6799	177.4734	+29.0054
 6800	177.4961	+21.3554
 6801	177.4975	+26.4720
 6802	177.5082	+51.8721
 6803	177.5220	+24.9387
 6804	177.5424	 +6.9887
 6805	177.5529	+42.0554
 6806	177.5722	+25.9720
 6807	177.5972	+26.0054
 6808	177.6001	+35.2554
 6809	177.6422	 +6.5720
 6810	177.6454	+20.0053
 6811	177.6565	+50.5554
 6812	177.6565	+50.6054
 6813	177.6595	+55.3387
 6814	177.6678	+64.3387
 6815	177.6821	+51.8387
 6816	177.6851	+56.4554
 6817	177.7010	+38.8720
 6818	177.7038	+45.8054
 6819	177.7090	+55.1387
 6820	177.7204	+20.5053
 6821	177.7454	+20.4053
 6822	177.7455	+20.8053
 6823	177.7835	+55.0720
 6824	177.8054	+50.1720
 6825	177.8064	+52.0053
 6826	177.8484	+32.5553
 6827	177.8493	+35.4386
 6828	177.8569	+53.4387
 6829	177.8705	+22.0386
 6830	177.8710	+23.8720
 6831	177.8940	+15.4719
 6832	177.9202	+21.0053
 6833	177.9248	+37.9886
 6834	177.9290	+48.6720
 6835	177.9442	+16.8553
 6836	177.9493	+36.5886
 6837	177.9695	+18.5386
 6838	177.9902	 -2.6448
 6839	177.9941	+16.8053
 6840	178.0301	+52.1053
 6841	178.0441	+16.8552
 6842	178.0733	+34.7886
 6843	178.0976	+32.4053
 6844	178.1202	+69.8886
 6845	178.1432	+13.4719
 6846	178.1453	+23.6052
 6847	178.1455	+24.3052
 6848	178.1482	+35.3719
 6849	178.1533	+50.0219
 6850	178.1653	 -2.4615
 6851	178.1696	+20.6386
 6852	178.1697	+21.0052
 6853	178.1716	+29.3386
 6854	178.1910	 +1.7385
 6855	178.1952	+23.4719
 6856	178.2007	+44.1053
 6857	178.2234	+36.9719
 6858	178.2343	+61.2219
 6859	178.2706	+26.2219
 6860	178.2834	+60.6553
 6861	178.2954	+25.4385
 6862	178.3177	+11.6552
 6863	178.3443	+20.7552
 6864	178.3925	+10.8718
 6865	178.3996	+43.4552
 6866	178.4192	+20.8885
 6867	178.4197	+23.3885
 6868	178.4209	+29.2719
 6869	178.4259	+47.8552
 6870	178.4277	+52.3219
 6871	178.4424	+10.4052
 6872	178.4467	+33.3552
 6873	178.4691	+20.7552
 6874	178.4765	+50.2052
 6875	178.4917	 +6.3385
 6876	178.4940	+20.5885
 6877	178.5657	 +0.1385
 6878	178.5961	+32.8552
 6879	178.6154	 -2.3115
 6880	178.6291	+58.3885
 6881	178.6686	+20.0885
 6882	178.6959	+33.5218
 6883	178.7195	+26.2218
 6884	178.7532	+58.4885
 6885	178.7610	+69.3218
 6886	178.7915	 +6.1718
 6887	178.7938	+22.7051
 6888	178.7996	+50.1552
 6889	178.8085	+67.4052
 6890	178.8158	 +0.4884
 6891	178.8180	+17.4885
 6892	178.8454	+33.1218
 6893	178.8466	+39.2218
 6894	178.8508	+54.6552
 6895	178.8672	+11.9718
 6896	178.9309	+80.2218
 6897	178.8919	 +9.7884
 6898	178.8941	+25.8885
 6899	178.8947	+29.9885
 6900	178.8950	+31.5218
 6901	178.8972	+43.0385
 6902	178.8979	+46.2218
 6903	178.9158	 +1.2551
 6904	178.9255	+55.3052
 6905	178.9446	+29.9385
 6906	178.9665	 +6.7551
 6907	179.0154	 -2.7116
 6908	179.0205	+37.1551
 6909	179.0249	+55.3885
 6910	179.0269	+60.5051
 6911	179.0424	+15.1218
 6912	179.0507	+58.2051
 6913	179.0676	+17.0218
 6914	179.0933	+23.8718
 6915	179.0944	+32.0218
 6916	179.0957	+39.7385
 6917	179.1228	+50.4385
 6918	179.1241	+55.1051
 6919	179.1491	+55.6218
 6920	179.1692	+32.0051
 6921	179.1720	+48.3218
 6922	179.1974	+50.8385
 6923	179.1980	+53.1718
 6924	179.2169	+12.7717
 6925	179.2191	+32.1384
 6926	179.2241	+57.5051
 6927	179.2687	+30.3884
 6928	179.3180	+25.2051
 6929	179.3193	+36.4051
 6930	179.3213	+49.2718
 6931	179.3235	+57.9384
 6932	179.3685	+31.0717
 6933	179.3686	+32.3218
 6934	179.3906	 -1.2450
 6935	179.3928	+25.2384
 6936	179.3935	+32.2717
 6937	179.3968	+53.3718
 6938	179.3972	+55.4384
 6939	179.3978	+57.5551
 6940	179.4216	+53.2551
 6941	179.4418	+14.3051
 6942	179.4427	+25.2717
 6943	179.4431	+29.0384
 6944	179.4434	+32.2884
 6945	179.4687	+36.3884
 6946	179.4717	+55.4384
 6947	179.4923	+22.1884
 6948	179.4924	+23.1217
 6949	179.4926	+25.1384
 6950	179.4928	+27.8717
 6951	179.5405	 -2.0950
 6952	179.5425	+25.1217
 6953	179.5427	+28.1884
 6954	179.5925	+27.5217
 6955	179.5935	+38.0551
 6956	179.5950	+50.9384
 6957	179.5963	+57.5884
 6958	179.6156	 -2.2617
 6959	179.6157	 +0.7217
 6960	179.6163	+10.0217
 6961	179.6416	+16.1717
 6962	179.6437	+42.7217
 6963	179.6439	+43.9384
 6964	179.6443	+47.2551
 6965	179.6672	+25.0384
 6966	179.6672	+25.3217
 6967	179.6673	+27.4384
 6968	179.6674	+28.2884
 6969	179.6700	+53.4218
 6970	179.6906	 -1.4450
 6971	179.7174	+30.4051
 6972	179.7184	+42.5551
 6973	179.7184	+42.7051
 6974	179.7418	+20.9050
 6975	179.7420	+25.2217
 6976	179.7668	+21.8217
 6977	179.7669	+24.9884
 6978	179.7906	 -2.5783
 6979	179.7907	 -0.4950
 6980	179.7919	+24.4717
 6981	179.7922	+30.7217
 6982	179.7927	+37.7717
 6983	179.7941	+52.7051
 6984	179.8406	 -1.6283
 6985	179.8435	+50.9717
 6986	179.8664	+17.7550
 6987	179.8919	+30.1551
 6988	179.9682	+55.7051
 6989	179.9913	+21.6384
 6990	180.0159	 +8.1883
 6991	180.0412	+19.2217
 6992	180.0672	+50.6717
 6993	180.0907	 -1.0783
 6994	180.1408	 +8.8550
 6995	180.1410	+20.0717
 6996	180.1450	+78.8551
 6997	180.1911	+31.8717
 6998	180.2157	 -0.0117
 6999	180.2163	+49.9051
 7000	180.2907	 -1.2783
 7001	180.2907	+14.1050
 7002	180.3407	+13.3884
 7003	180.3407	+14.4384
 7004	180.3657	 -0.6950
 7005	180.3652	+61.8884
 7006	180.3651	+69.3384
 7007	180.3905	+33.3384
 7008	180.4156	 +4.7550
 7009	180.4395	+62.3384
 7010	180.4654	+22.5384
 7011	180.4907	 -1.0450
 7012	180.5151	+29.8384
 7013	180.5403	+17.8217
 7014	180.5386	+62.1384
 7015	180.5906	 +4.3383
 7016	180.5903	+14.8384
 7017	180.5899	+29.8550
 7018	180.6157	 -0.1950
 7019	180.6129	+62.4217
 7020	180.6393	+41.0551
 7020	180.6622	+64.3717
 7021	180.6906	 +1.9883
 7022	180.6889	+45.1717
 7023	180.7151	+18.0050
 7024	180.7149	+22.1050
 7025	180.7135	+48.6384
 7026	180.7405	 +4.8383
 7027	180.7400	+18.7550
 7028	180.7900	+16.4717
 7029	180.7899	+19.7217
 7030	180.7884	+44.5217
 7031	180.8392	+29.4217
 7032	180.8649	+16.4884
 7033	180.8628	+47.3551
 7034	180.9156	 +2.0550
 7035	180.9155	 +2.6384
 7036	180.9405	 +3.5550
 7037	180.9654	 +4.2217
 7038	180.9649	+14.5384
 7039	180.9647	+16.5550
 7040	180.9642	+25.4384
 7041	180.9639	+29.7051
 7042	180.9906	 +1.9050
 7043	181.0149	+13.3550
 7044	181.0144	+20.2217
 7045	181.0136	+31.8884
 7046	181.0118	+49.1051
 7047	181.0112	+52.5884
 7048	181.0400	+10.8550
 7049	181.0394	+20.1717
 7050	181.0394	+20.2217
 7051	181.0394	+20.3551
 7052	181.0394	+20.4217
 7053	181.0658	 -1.5283
 7054	181.0645	+18.4384
 7055	181.0640	+24.1384
 7056	181.0587	+62.5051
 7057	181.0906	 +1.5717
 7058	181.0706	+79.4218
 7059	181.0706	+79.4218
 7060	181.1155	 +1.9050
 7061	181.1392	+20.1884
 7062	181.1323	+64.4384
 7063	181.1655	 +1.7884
 7064	181.1632	+31.1717
 7064	181.1583	+60.6718
 7065	181.1909	 -2.7116
 7066	181.1899	+10.5884
 7067	181.2159	 -2.3616
 7068	181.2384	+26.9884
 7069	181.2365	+43.1384
 7070	181.2335	+58.1051
 7071	181.2870	+38.2384
 7072	181.3130	+28.7717
 7073	181.3391	+17.8717
 7074	181.3391	+17.9217
 7075	181.3347	+50.3718
 7076	181.3638	+20.2384
 7077	181.3638	+20.3051
 7078	181.3603	+46.7718
 7079	181.3556	+63.1551
 7080	181.3882	+25.1051
 7081	181.3843	+50.5551
 7082	181.3841	+51.5218
 7083	181.4137	+20.5551
 7084	181.4122	+33.1051
 7085	181.4398	 +8.9884
 7085	181.4374	+31.0551
 7086	181.4161	+77.5051
 7087	181.4636	+20.4884
 7088	181.4524	+67.2385
 7089	181.4853	+43.1385
 7090	181.4845	+47.4718
 7091	181.5135	+20.6051
 7092	181.5113	+36.8551
 7093	181.5378	+25.5551
 7094	181.5351	+42.9551
 7095	181.5337	+49.5885
 7096	181.5826	+52.7218
 7097	181.6004	+80.9218
 7098	181.6354	+39.2218
 7099	181.6622	+28.1718
 7100	181.6885	+17.7051
 7101	181.6748	+67.1552
 7102	181.7633	+18.5218
 7103	181.7591	+43.0551
 7104	181.7885	+16.9051
 7105	181.8103	+36.6551
 7106	181.7983	+67.2218
 7107	181.8384	+17.2551
 7108	181.8379	+20.5885
 7109	181.8634	+16.8885
 7110	181.8492	+65.4052
 7111	181.9153	 +2.6884
 7112	181.9333	+43.1218
 7113	181.9628	+19.7551
 7114	182.0142	 +9.7551
 7115	182.0118	+25.2385
 7116	182.0402	 +2.8885
 7117	182.0391	+10.3718
 7118	182.0226	+65.1719
 7119	182.1335	+38.8219
 7120	182.1179	+68.7719
 7121	182.1169	+69.5552
 7122	182.1029	+76.8052
 7123	182.1631	+16.1385
 7124	182.1615	+24.9552
 7125	182.1590	+36.8052
 7126	182.1856	+29.3052
 7127	182.1569	+74.9219
 7128	182.1981	+62.3719
 7129	182.2323	+41.7385
 7130	182.2853	+29.1719
 7131	182.2849	+30.9052
 7132	182.2848	+31.5719
 7133	182.3373	+18.9885
 7134	182.3350	+29.9219
 7135	182.3312	+44.0719
 7136	182.3632	+13.9885
 7137	182.3616	+22.1052
 7138	182.3608	+26.2219
 7139	182.3811	+43.6719
 7140	182.3772	+53.1219
 7141	182.4113	+23.2886
 7142	182.4063	+42.5219
 7143	182.4358	+25.0386
 7144	182.4251	+56.5219
 7145	182.4574	+38.2219
 7146	182.4559	+42.9719
 7147	182.4484	+58.8386
 7148	182.4905	 +0.9385
 7149	182.4882	+13.0219
 7150	182.4880	+14.3719
 7151	182.4796	+46.4386
 7152	182.4728	+59.4386
 7153	182.4706	+62.2719
 7154	182.5067	+39.8886
 7155	182.5033	+49.2719
 7156	182.4665	+77.7553
 7157	182.5356	+25.3052
 7158	182.5329	+35.8719
 7159	182.5319	+39.0553
 7160	182.5103	+70.4220
 7161	182.5633	+12.3052
 7162	182.5608	+23.8886
 7163	182.5852	+26.4219
 7164	182.5841	+70.5220
 7165	182.6340	+30.3886
 7166	182.6314	+39.4053
 7167	182.6224	+58.3053
 7168	182.6090	+70.3886
 7169	182.6624	+16.0219
 7170	182.6618	+18.8219
 7171	182.6879	+13.3219
 7172	182.6867	+19.0386
 7173	182.7061	+39.4720
 7174	182.6685	+76.1387
 7175	182.7309	+39.7553
 7176	182.7265	+50.3220
 7177	182.7655	 +0.9719
 7178	182.7652	 +2.0219
 7179	182.7414	+63.9220
 7180	182.7378	+66.9220
 7181	182.7878	+13.5886
 7182	182.7862	+20.1720
 7183	182.7761	+50.5053
 7184	182.8403	 +1.4886
 7185	182.8400	 +2.9219
 7186	182.8367	+18.0220
 7187	182.8318	+35.8387
 7188	182.8306	+39.4053
 7189	182.7955	+74.8220
 7190	182.8837	+29.0887
 7191	182.8709	+57.7220
 7192	182.9629	+12.1386
 7193	182.9599	+24.1220
 7194	182.9869	+16.2220
 7195	182.9587	+67.9220
 7196	183.0120	+15.4053
 7197	182.9917	+61.3387
 7198	183.0364	+17.7553
 7199	183.0310	+36.1720
 7200	183.0627	+12.4720
 7201	183.0625	+13.2387
 7202	183.0582	+29.1720
 7203	183.0875	+13.2053
 7204	183.0831	+29.2054
 7205	183.0706	+56.1721
 7206	183.1081	+29.1387
 7207	183.1054	+37.0054
 7208	183.1046	+39.1054
 7209	183.1377	+12.1220
 7210	183.1369	+15.2720
 7211	183.1330	+29.1554
 7212	183.1561	+34.7054
 7213	183.1538	+40.5554
 7214	183.2153	 +1.3054
 7215	183.2130	+10.8554
 7216	183.2122	+13.9720
 7217	183.2339	+25.2887
 7218	183.2223	+52.2721
 7219	183.2639	 +7.0387
 7220	183.2873	+12.9221
 7221	183.3076	+28.8388
 7222	183.3018	+43.6888
 7223	183.3368	+14.7721
 7224	183.3348	+21.6388
 7225	183.3327	+28.5054
 7226	183.3102	+75.0555
 7227	183.3868	+14.4888
 7228	183.3749	+46.4721
 7229	183.3724	+50.7555
 7230	183.4113	+16.1221
 7231	183.4366	+14.8888
 7232	183.4294	+36.6388
 7233	183.4637	 +7.1888
 7234	183.4621	+13.1721
 7235	183.4620	+13.4221
 7236	183.4588	+24.2721
 7237	183.5106	+17.9055
 7238	183.4596	+74.5055
 7239	183.5385	 +7.7721
 7240	183.5365	+14.7221
 7241	183.5187	+54.5222
 7242	183.5301	+66.0889
 7243	183.5806	+32.4222
 7244	183.5636	+59.6055
 7245	183.6070	+28.4222
 7246	183.5919	+56.0055
 7247	183.6390	 +5.8055
 7248	183.6334	+24.3055
 7249	183.6620	+12.8055
 7250	183.6904	 +0.7388
 7251	183.6871	+12.1722
 7252	183.6790	+35.5222
 7253	183.7120	+59.8889
 7254	183.7616	+13.4555
 7255	183.7615	+14.0389
 7256	183.7547	+33.1889
 7257	183.7535	+35.9556
 7258	183.7317	+63.7889
 7259	183.7871	+12.0055
 7260	183.8117	+13.0222
 7261	183.8092	+20.6555
 7262	183.8366	+13.4722
 7263	183.8347	+19.2889
 7264	183.8023	+65.9723
 7265	183.7707	+76.2556
 7266	183.8579	+24.0889
 7267	183.8441	+51.3723
 7268	183.8877	 +9.5889
 7269	183.8860	+15.0056
 7270	183.8837	+21.8222
 7271	183.8742	+43.4223
 7272	183.8685	+51.9389
 7273	183.9131	 +8.1389
 7274	183.9114	+13.6056
 7275	183.9113	+13.9056
 7276	183.9079	+23.9722
 7277	183.9063	+28.1723
 7278	183.9028	+36.3389
 7279	183.9373	+10.6889
 7280	183.9655	 +0.3889
 7281	183.9637	 +6.3889
 7282	183.9466	+47.0723
 7283	183.9459	+48.1056
 7284	183.9865	+13.1556
 7285	183.9861	+14.4223
 7286	183.9814	+27.4389
 7287	184.0310	+28.1223
 7288	183.9996	+66.2223
 7289	184.0557	+28.7556
 7290	184.0455	+47.8723
 7291	184.1113	+13.3056
 7292	184.1382	 +7.4556
 7293	184.1348	+17.4723
 7294	184.1300	+29.8390
 7295	184.1284	+33.4223
 7296	184.1284	+33.5223
 7297	184.1207	+47.0057
 7298	184.1167	+52.2557
 7299	184.1533	+33.5557
 7300	184.1803	+28.7223
 7301	184.1711	+46.0724
 7302	184.2046	+30.2724
 7303	184.1951	+47.4224
 7304	184.1950	+47.4390
 7305	184.2360	+13.6223
 7306	184.1898	+69.4724
 7307	184.2623	+10.0057
 7308	184.2273	+63.4224
 7309	184.2894	 +3.6890
 7310	184.2882	 +7.1890
 7311	184.2881	 +7.6223
 7312	184.2864	+12.2890
 7313	184.2864	+12.4557
 7314	184.3126	 +8.9557
 7315	184.3103	+15.3224
 7316	184.3099	+16.5224
 7317	184.2986	+41.3057
 7318	184.2929	+49.4891
 7319	184.3633	 +6.6890
 7320	184.3461	+44.8058
 7321	184.3824	+22.5557
 7322	184.3753	+37.8058
 7323	184.3705	+45.6058
 7324	184.3698	+46.5558
 7325	184.3696	+46.8058
 7326	184.4113	+12.3891
 7327	184.4097	+16.7224
 7328	184.4043	+29.6058
 7329	184.3585	+70.8058
 7330	184.4618	+10.8391
 7331	184.4593	+17.4224
 7332	184.4905	 +0.4391
 7333	184.4883	 +6.6557
 7334	184.4881	 +7.1891
 7335	184.4686	+47.4058
 7336	184.5098	+15.9558
 7337	184.5410	 -1.0609
 7338	184.5297	+28.1891
 7339	184.5622	 +9.5058
 7340	184.5456	+44.1725
 7341	184.5809	+25.2225
 7342	184.5790	+29.2725
 7343	184.6136	 +5.5558
 7344	184.6037	+29.8058
 7345	184.6852	+14.4225
 7346	184.6839	+17.7058
 7347	184.7109	+12.4725
 7348	184.7388	 +4.7892
 7349	184.7383	 +6.1892
 7350	184.7357	+12.9058
 7351	184.6927	+65.8892
 7352	184.7623	 +8.8558
 7353	184.7422	+47.3059
 7354	184.7892	 +3.8559
 7355	184.7852	+13.9725
 7356	184.7673	+47.0892
 7357	184.8066	+22.4392
 7358	184.7902	+49.3559
 7359	184.8386	 +5.3725
 7360	184.8384	 +5.8225
 7361	184.8383	 +6.0892
 7362	184.8300	+25.9392
 7363	184.8538	+28.3059
 7364	184.8884	 +5.8392
 7365	184.8847	+14.8726
 7366	184.8838	+17.2226
 7367	184.8644	+49.8059
 7368	184.9135	 +5.5392
 7369	184.9028	+29.8893
 7370	184.9398	 +2.0892
 7371	184.9386	 +5.2892
 7372	184.9383	 +6.0226
 7373	184.9355	+12.8059
 7374	184.9283	+28.8726
 7375	184.9064	+56.7393
 7376	184.9635	 +5.4726
 7377	184.9528	+29.6226
 7378	184.9525	+30.1726
 7379	184.9356	+53.1060
 7380	184.9885	 +5.3393
 7381	184.9797	+25.7726
 7382	184.9788	+27.6226
 7383	185.0122	 +8.6059
 7384	185.0035	+27.9726
 7385	185.0375	 +7.6893
 7386	185.0278	+29.2727
 7387	185.0639	 +4.2060
 7388	185.0503	+33.6393
 7389	185.0884	 +5.3893
 7390	185.0776	+29.3060
 7391	185.0667	+45.9227
 7392	185.0648	+48.1394
 7393	185.0535	+58.0894
 7394	185.1150	 +1.4893
 7395	185.1016	+31.1727
 7396	185.1403	 +0.8060
 7397	185.0509	+75.3894
 7398	185.1773	+29.3560
 7399	185.1659	+46.3061
 7399	185.2081	+17.4894
 7400	185.1688	+63.0894
 7401	185.2143	+47.8394
 7402	185.2023	+58.0894
 7403	185.2641	 +3.7227
 7404	185.3137	 +4.5894
 7405	185.3076	+18.3894
 7406	185.2717	+61.0895
 7407	185.3357	+11.5061
 7408	185.3156	+45.8228
 7409	185.3628	 +6.6561
 7410	185.1988	+82.6895
 7411	185.3886	 +4.7728
 7412	185.3842	+14.6061
 7413	185.4133	 +5.3728
 7414	185.4106	+11.5061
 7415	185.4087	+15.7228
 7416	185.3942	+40.8562
 7417	185.4360	+10.6061
 7418	185.4342	+14.6061
 7419	185.4286	+25.8895
 7420	185.4637	 +4.4728
 7421	185.4603	+11.9561
 7422	185.4884	 +5.1061
 7423	185.4878	 +6.4395
 7424	185.4868	 +8.6728
 7425	185.4836	+15.6395
 7426	185.4761	+30.0562
 7427	185.4730	+35.0228
 7428	185.4998	+32.0895
 7429	185.4193	+75.3395
 7430	185.5366	 +8.9895
 7431	185.5366	 +9.0395
 7432	185.5349	+12.7395
 7433	185.5349	+12.7895
 7434	185.5282	+26.0562
 7435	185.5624	 +7.1395
 7436	185.5839	+14.7562
 7437	185.5765	+28.8395
 7438	185.5758	+30.0729
 7439	185.6136	 +4.5562
 7440	185.6013	+29.2062
 7441	185.6376	 +6.6729
 7442	185.6334	+15.5396
 7443	185.6258	+29.8896
 7444	185.6148	+45.0563
 7445	185.6602	+11.8062
 7446	185.6869	 +8.2062
 7447	185.6863	 +9.3396
 7448	185.7126	 +6.6729
 7449	185.6091	+76.1896
 7450	185.7332	+15.8229
 7451	185.7632	 +5.2563
 7452	185.7607	+10.5396
 7453	185.7067	+65.8397
 7454	185.7878	 +6.0729
 7455	185.7474	+58.4563
 7456	185.8103	+11.3730
 7457	185.8006	+29.3563
 7458	185.8371	 +7.4730
 7459	185.8258	+28.8897
 7460	185.8234	+57.4730
 7461	185.8877	 +6.0730
 7462	185.8811	+19.4397
 7463	185.8617	+46.9897
 7464	185.9142	 +2.9563
 7465	185.9123	 +6.9563
 7466	185.9123	 +7.0563
 7467	185.9075	+16.7230
 7468	185.9070	+17.5397
 7469	185.9372	 +7.1897
 7470	185.9346	+12.4730
 7471	185.9237	+31.7564
 7472	185.9872	 +7.1064
 7473	185.9824	+16.6897
 7474	186.0122	 +7.0397
 7475	186.0101	+11.2231
 7476	186.0096	+12.2064
 7477	186.0374	 +6.6064
 7478	186.0090	+48.7731
 7479	185.9955	+58.3898
 7480	185.9587	+71.2898
 7481	186.0617	 +7.9564
 7482	186.0614	 +8.5397
 7483	186.0485	+31.5064
 7484	186.0860	 +9.2898
 7485	186.0798	+21.1564
 7486	186.0627	+44.9398
 7487	186.1155	 +0.1731
 7488	186.1120	 +7.3064
 7489	186.1423	+39.3898
 7490	186.0863	+70.3398
 7491	186.0557	+75.5398
 7492	186.2369	 +7.4398
 7493	186.2347	+11.7065
 7494	186.2590	+12.8898
 7495	186.2516	+25.9565
 7496	186.2499	+28.5565
 7497	186.3131	 +4.9232
 7498	186.3127	 +5.7399
 7499	186.3095	+11.8399
 7500	186.3091	+12.7232
 7501	186.3080	+14.7565
 7502	186.3075	+15.6232
 7503	186.3355	+10.0065
 7504	186.3320	+16.4399
 7505	186.3259	+26.7066
 7506	186.2997	+54.5066
 7507	186.3570	+16.4732
 7508	186.3560	+18.1899
 7509	186.3498	+28.3899
 7510	186.3842	+12.2566
 7511	186.3277	+64.9400
 7512	186.4145	 +2.1732
 7513	186.4119	 +7.2232
 7514	186.3853	+45.6900
 7515	186.4403	 +0.5899
 7516	186.4383	 +4.5066
 7517	186.4339	+12.8066
 7518	186.4617	 +7.5566
 7519	186.4601	+10.4566
 7520	186.4589	+12.6566
 7521	186.4501	+27.5566
