#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	RAJ2000	(F15.11)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	logSFR	(F6.3)	log of the star formation rate (log_SFR)	[ucd=meta.id;meta.main]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VelST1.3Re	(F19.15)	? Stellar rotational velocity at 1.3Re from the centred and inclination-corrected rotation curve (Vel_ST_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1.3Re	(F19.16)	? Error in stellar rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering(err_Vel_ST_1.3Re)	[ucd=stat.error]
#Column	VelST2Re	(F19.15)	? Stellar rotational velocity at 2Re from the centred and inclination-corrected rotation curve (Vel_ST_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST2Re	(F19.16)	? Error in stellar rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_2Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST1.3Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST2Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_2Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VelG1.3Re	(F19.15)	? Ionised gas rotational velocity at 1.3Re, from the centred and inclination-corrected rotation curve (Vel_G_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1.3Re	(F19.16)	? Error in ionised gas rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1.3Re)	[ucd=stat.error]
#Column	VelG2Re	(F19.15)	? Ionised gas rotational velocity at 2Re, from the centred and inclination-corrected rotation curve (Vel_G_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG2Re	(F19.16)	? Error in ionised gas rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_2Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG1.3Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 1.3Re (Vsig_G_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG2Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 2Re (Vsig_G_2Re)	[ucd=phys.veloc;arith.diff]
#Column	Sample	(I1)	[1/4] Sample (Sample) (1)	[ucd=src.sample]
#Column	RmaxST	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the stellar rotation curve (Rmax_ST)	[ucd=phys.size.radius;stat.max]
#Column	RmaxG	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the gas rotation curve (Rmax_G)	[ucd=phys.size.radius;stat.max]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1.3Re	e_VelST1.3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1.3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1.3Re	e_VelG1.3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1.3Re	VsigG2Re	Sample	RmaxST	RmaxG	Simbad
    1729	 8328-12701	 1-286729	209.72982250100	+43.89855772400	11.096	 0.546	206.841726452585760	 14.2456501410989240	213.154693677979992	16.0768065339602373	                   	                   	 0.7969795175575868	 0.9222744315914702	                   	234.422358236727518	 7.0000000000000000	241.057378912567202	 7.0000000000000000	247.401726662301314	 7.0000000000000000	 1.6995256836441250e+00	 2.00241293536096832	 2.29801470709442190	4	 1.3	 2.0	Simbad
    1730	 10220-6104	 1-202008	121.71814425100	+32.25032919270	10.747	 0.061	154.550355735254243	 22.2453785822790699	166.933761162347480	25.1980535240651236	                   	                   	 0.7124259520541977	 0.7981789997893123	                   	186.118726234529618	 7.7501209533341182	189.936596911783795	 7.7501209533341182	203.482139980945448	12.4914566080701803	 1.9921487431670000e+00	 2.15784584663505807	 2.19216106093862040	4	 1.3	 2.0	Simbad
    1731	  9196-3703	  1-24661	262.38908157000	+54.30986000710	11.198	 0.351	213.736974949515343	 33.3796056206855241	                   	                   	                   	                   	 0.5297326379016623	                   	                   	274.410272456457733	14.3532393184720846	254.257184550857517	19.5727227394464194	                   	                   	 9.5071433596346488e-01	 1.26362144125531750	                    	3	 1.0	 1.3	Simbad
    1732	  9494-9101	 1-384872	127.36033643200	+22.74340731220	11.334	-1.327	 65.256620557461247	 32.0920377945391522	 83.538387834360137	38.0722092957797429	                   	                   	 0.0943405879999084	 0.1196222784138142	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1733	 8563-12702	  1-91877	240.92880933700	+50.60754640860	 9.796	-0.411	 83.781761149601834	 36.5389501808960517	 91.732120037226906	38.3175636454963566	                   	                   	 0.6408416570972292	 0.6278787645542719	                   	 89.021011613907703	 9.9114227363090848	102.594281470898949	 9.9114227363090848	117.456406076505004	 9.9114227363090848	 2.0156538586489199e+00	 2.29976287603010077	 2.57540062616826626	4	 1.3	 2.0	Simbad
    1734	  8443-3703	 1-422430	207.42202521400	+26.71704561680	11.368	-0.404	234.194305122603225	 15.0429797814192945	248.477342824872977	16.6186611025343218	                   	                   	 0.4586905164118059	 0.5375860465993814	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1735	  9183-3704	 1-122141	122.52740283500	+38.01708892620	11.094	-0.053	180.841674789727932	 40.2415854829230355	191.679586662826182	44.5589348804432461	                   	                   	 0.3660959882691703	 0.4148338615818805	                   	271.844370659516812	 9.6793104848218761	280.313593715964032	 9.6793104848218761	                   	                   	 2.7797876974814768e+00	 3.02774989982932263	                    	3	 1.3	 1.3	Simbad
    1736	 8979-12705	 1-569155	244.32970400100	+41.43676652370	11.054	-0.072	205.265054945191196	 17.2304800156303770	213.991098351707137	20.3609944114158239	                   	                   	 0.7616995877754171	 0.8796264661659055	                   	222.718674636777109	 8.7924740891500583	228.857907220220312	 8.7924740891500583	227.765076903664351	11.5719634873351005	 2.8133447280725359e+00	 3.26645215537445610	 3.59134672022252932	3	 1.3	 2.0	Simbad
    1737	 8086-12704	  1-38802	 56.13164531780	 +0.00664665181	11.418	 0.783	275.018839491816550	 87.4149610929659815	                   	                   	                   	                   	 0.6290018764956125	                   	                   	334.209067758910294	 7.0000000000000000	333.892161837669391	 7.0000000000000000	314.572588065025229	 8.2405443832903043	 1.9474385367771712e+00	 2.09645204272126584	 2.51559669827396615	4	 1.0	 2.0	Simbad
    1738	 11978-6101	 1-294376	251.23503267800	+21.77525688340	10.619	-0.027	                   	                    	                   	                   	                   	                   	                   	                   	                   	154.493760538390404	 9.8679963691310775	162.852466752888688	 9.8679963691310775	167.573909294608825	 9.8679963691310775	 2.5400975035656650e+00	 3.33829144701251979	 3.90837006238343321	2	    	 2.0	Simbad
    1739	 8719-12703	  1-44789	120.89036411300	+47.89240633020	10.928	-0.809	205.376322539656826	 14.3852873701509480	215.484378030923551	16.4949122950713090	412.677238167628332	65.4812606814179645	 0.8256929931774212	 0.9466078312150246	 1.1553203055911907	204.345685795281042	25.9025132279294183	233.405872859344043	25.3501084974911599	305.642332851279207	27.2625566184046804	 7.8915148953637781e-01	 0.95754093111745453	 0.89874321539095470	4	 2.0	 2.0	Simbad
    1740	11742-12701	 1-122388	123.06150489700	+39.78246556540	10.943	 0.630	206.830015706607924	 14.1044337127989827	216.430930362463016	15.1685631547281954	                   	                   	 0.9096693887687228	 1.0739727845025957	                   	219.769829130506366	10.6403296189987451	235.870806569134345	10.6403296189987451	245.063835974492207	10.6403296189987451	 2.5032659607673255e+00	 2.89722916337466918	 3.22795027745714957	4	 1.3	 2.0	Simbad
    1741	 10516-3703	  1-78766	151.87209570800	 +3.67364870273	10.473	-1.022	100.540430977895539	 20.1031035440293948	 90.253178614373780	25.9779507433776899	                   	                   	 0.2883752962567167	 0.3017140320923095	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1742	 8933-12701	 1-456759	194.14433407900	+26.45517333550	10.428	 0.109	137.799222103205949	 11.7583747474561697	142.431834401037804	14.6614680998680491	                   	                   	 0.8595079867774582	 0.9000967549960609	                   	131.970173439414850	12.1273230055305561	148.314572721298305	12.1273230055305561	148.424874700924761	12.5126100449270226	 1.3942529247524951e+00	 1.57189211039367782	 1.67871599858654696	4	 1.3	 2.0	Simbad
    1743	 11022-6104	  1-83151	221.25839636800	 +4.77407110239	10.872	 0.254	209.531660445640796	 13.6433877554649499	225.757428873069188	19.3474443599075130	                   	                   	 0.8709523849605334	 0.9758043578596668	                   	238.116978607074373	 7.0000000000000000	251.041891655157087	 7.0000000000000000	                   	                   	 1.9510840647231407e+00	 2.37974033270332486	                    	4	 1.3	 1.3	Simbad
    1744	  8626-3704	  1-24418	262.86580639000	+56.73951372700	10.894	-0.788	194.096688091605387	 15.3566822955190663	215.091975155095270	15.4112795058100698	                   	                   	 0.5261095488660193	 0.6137991039792652	                   	149.529779998732977	10.2400944645315839	165.025374586083558	10.2400944645315839	                   	                   	 6.0695130883448201e-01	 0.90581597794638824	                    	3	 1.3	 1.3	Simbad
    1745	 12071-3702	 1-106664	347.26197069500	 +0.26695741814	10.169	 0.653	 30.676151447023393	 14.5180551802082292	 30.593998272278085	17.7487920363717180	                   	                   	 0.2013213140400129	 0.2259400875452418	                   	104.076431840484929	 7.6254347736455799	 92.300808485222902	 7.8373187961710569	                   	                   	 1.0480185041896628e+00	 1.04468422530904381	                    	3	 1.3	 1.3	Simbad
    1746	10001-12701	  1-48157	133.37109061200	+57.59842514460	 9.807	-0.169	                   	                    	                   	                   	                   	                   	                   	                   	                   	 94.370842635578043	 7.3865510770070477	102.415982095838899	 7.3865510770070477	                   	                   	 1.8069269921775930e+00	 2.05992649813058426	                    	2	    	 1.3	Simbad
    1747	 8444-12704	 1-421775	201.76283422600	+32.64930847160	10.030	-1.014	102.174690466966041	 21.9061714240132090	                   	                   	                   	                   	 0.6855781425929702	                   	                   	113.976140129640754	 8.9672635754466103	129.233172895866062	 8.9672635754466103	139.412353254856470	10.9198101631974982	 1.3970789877615910e+00	 1.60998235755756913	 1.95857539160198857	4	 1.0	 2.0	Simbad
    1748	  8453-3701	 1-167380	153.23192086200	+46.41770990170	10.886	-0.702	200.653392280794151	  8.5812545926224804	218.162335917324071	 8.8866340550322089	                   	                   	 0.6648144518208370	 0.7579721336074280	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1749	  8326-3702	 1-321069	215.34654703800	+47.91841715680	11.494	-1.785	164.355343610754687	 37.5705540998577519	180.573217871094073	38.9876196457008604	                   	                   	 0.2860296369105324	 0.3336978586094429	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1750	11948-12702	 1-249663	251.16487974000	+32.21189882780	 9.861	-0.388	                   	                    	                   	                   	                   	                   	                   	                   	                   	118.601789259724839	 7.0000000000000000	121.644821136719116	 7.0000000000000000	133.187991237588562	 7.0000000000000000	 1.9871207657477716e+00	 2.07524790095636824	 2.31516477219379579	2	    	 2.0	Simbad
    1751	  8565-3701	 1-134259	240.53249418700	+46.95199136240	10.336	 0.163	132.004638877223272	  7.9475400416437489	145.901417510408521	 8.3912684629498262	                   	                   	 0.9081890250936998	 1.0266741754659612	                   	140.723362744706719	 7.7170351782745961	150.877027089841988	 7.7170351782745961	                   	                   	 1.8569094722088788e+00	 2.15958143060495056	                    	4	 1.3	 1.3	Simbad
    1752	  8657-6104	  1-32056	 10.41746806080	 +0.20878519485	 8.818	-0.854	                   	                    	                   	                   	                   	                   	                   	                   	                   	 47.731737028986259	 7.4631749351717271	 55.977429807132779	 7.4631749351717271	                   	                   	 2.2539275239527798e+00	 2.58313636959689497	                    	2	    	 1.3	Simbad
    1753	 9497-12701	 1-229567	117.66790097100	+21.23222120350	10.869	 0.534	198.986731939018853	 11.6180390192164342	217.880807315880901	15.0347450038205430	                   	                   	 1.0605702405888522	 1.1955679729564741	                   	229.865271510154656	 7.7783661421544572	239.843092137684948	 7.7783661421544572	237.583606073205999	10.1072759289524985	 2.9044194824247533e+00	 3.15674108400619868	 3.28597644410794176	4	 1.3	 2.0	Simbad
    1754	 11754-1901	  1-76466	131.24677868600	 +2.47635064423	10.518	-0.405	126.531668428972267	 42.9009273864379850	                   	                   	                   	                   	 0.6569191420422991	                   	                   	149.577963829243913	10.4490676358756023	                   	                   	                   	                   	 2.2946442881492568e+00	                    	                    	4	 1.0	 1.0	Simbad
    1755	  8939-3702	 1-298668	124.18959773000	+24.78024188120	10.710	 0.371	171.606220380372292	  9.5079074019581409	173.466953431993772	11.3983215095653598	                   	                   	 0.6936179129979164	 0.7613805676697785	                   	206.208220284202838	12.0917961600115191	215.473958826991918	12.0917961600115191	                   	                   	 1.5637254757440036e+00	 1.76215424418512145	                    	4	 1.3	 1.3	Simbad
    1756	 11748-3704	 1-605740	139.06522773200	+30.82402528530	10.460	-1.939	 95.946425882984173	  7.9178270115204743	114.854941117239861	 9.1253992225600822	                   	                   	 0.4333498517518608	 0.4717960787076704	                   	128.731723674599493	23.2793942515579175	161.129514934686256	25.0565421615704764	                   	                   	 5.8700100442429948e-01	 0.62822096824150475	                    	3	 1.3	 1.3	Simbad
    1757	  8592-3701	 1-246203	220.85312337400	+52.61452708500	11.013	-2.006	217.064838541128097	 14.7717491348332359	202.327044445225340	19.8138037824934088	                   	                   	 0.4338411879187427	 0.4632690424302340	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1758	 9183-12703	  1-72242	120.75257035900	+39.86913754420	10.194	-0.418	                   	                    	                   	                   	                   	                   	                   	                   	                   	134.064507599730121	 9.1094589101774055	139.175580831323970	 9.1094589101774055	                   	                   	 1.7917863088073755e+00	 2.12946482527113634	                    	2	    	 1.3	Simbad
    1759	  9029-3702	 1-135091	247.11485537800	+41.16100297080	10.944	-0.683	259.786011304465546	  7.1381182145065427	260.277022769046653	 9.8842719817516187	                   	                   	 0.6707331356964240	 0.7607387350330210	                   	287.110107507384100	16.3841178385413571	                   	                   	                   	                   	 1.7893053881674561e+00	                    	                    	3	 1.3	 1.0	Simbad
    1760	 10513-6104	  1-54457	142.14923409500	 +1.57855330659	11.279	-0.554	190.206988414781733	 29.3549330600929288	215.964443341644994	37.0702220459738783	                   	                   	 0.4946323564748501	 0.5473883558377997	                   	260.187307157843065	 8.7736773749381136	283.624301364909797	 8.7736773749381136	                   	                   	 1.7575806762200838e+00	 1.86290780048616678	                    	3	 1.3	 1.3	Simbad
    1761	 9032-12703	 1-268862	240.25758356100	+32.16777846870	11.389	-0.976	224.567731760071922	 42.6621154923579695	256.098807742140139	49.1701686604082013	                   	                   	 0.5022578557448073	 0.5930543525485720	                   	315.038892180155358	12.3617640785786325	334.978117524790946	15.4457605940821754	                   	                   	 1.5059245808253567e+00	 1.64494634208076729	                    	3	 1.3	 1.3	Simbad
    1762	  9511-3701	 1-213435	129.12854652600	 +4.03766396821	10.883	-0.614	130.371787088852955	 12.3355574129014620	181.030582531768289	17.2713909537724994	                   	                   	 0.3246858470580589	 0.3720519502145303	                   	250.477522103009022	18.5790093350852246	                   	                   	                   	                   	 1.1907078709250487e+00	                    	                    	3	 1.3	 1.0	Simbad
    1763	 9182-12704	  1-72289	120.03912000000	+40.42405000000	11.092	-0.230	215.682669139978117	  8.8933004932091819	224.708457118765324	11.5978689315182777	                   	                   	 0.8040020133458048	 0.9180717739094554	                   	201.139939123960517	11.5935791462086275	235.939580147522804	11.5935791462086275	254.750341813672577	12.2139216632107370	 9.7652136131427991e-01	 1.17534422609864242	 1.44913421459765868	4	 1.3	 2.0	Simbad
    1764	 12514-3701	  1-67037	199.50977980000	 +1.11410019542	11.476	-0.425	169.085636141022633	 47.7242675406433747	173.598325989953906	54.0735227651533208	                   	                   	 0.2905147834288569	 0.3191962686864053	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1765	  8657-3702	  1-31759	  8.96123734092	 +0.86930681536	 9.416	-0.559	                   	                    	                   	                   	                   	                   	                   	                   	                   	 92.810737582865301	 7.6313274360673642	106.862647417236332	 7.6313274360673642	                   	                   	 2.0419336444794021e+00	 2.20399372218726786	                    	2	    	 1.3	Simbad
    1766	 8725-12701	  1-73005	125.40230330400	+45.58547617110	10.828	 0.073	159.379920109584788	 12.9473511807777761	                   	                   	                   	                   	 0.8454047334353685	                   	                   	177.046441356611183	 8.3982142591553881	185.374845097964567	 8.3982142591553881	185.866903518755805	 8.3982142591553881	 2.1743758593781739e+00	 2.52051221647396462	 2.92867924730564599	4	 1.0	 2.0	Simbad
    1767	12094-12702	  1-40793	 17.53795982720	+14.88713721010	10.823	 0.806	170.695412479674872	 15.4072353365476129	179.333042311279399	17.4478082119405009	168.842924409820739	34.4155501251574094	 0.7375323053781324	 0.8487736283484973	 0.9321769264362544	204.094324534724166	 9.3318303281560553	202.075381938183170	 9.3318303281560553	204.095898234652623	 9.3318303281560553	 1.2912454304647341e+00	 1.50191182847876870	 1.72788429831654122	4	 2.0	 2.0	Simbad
    1768	 8942-12701	 1-218322	122.89620452100	+27.30597646290	11.242	-0.891	158.484364475372217	 29.8545065871212607	173.442043067728491	34.3123692321365752	                   	                   	 0.3131385642088366	 0.3591403111227608	                   	318.578292913337009	11.8024439193314663	331.328460912100809	12.9670271498399128	                   	                   	 1.2780937888003163e+00	 1.52686713433329091	                    	3	 1.3	 1.3	Simbad
    1769	  8626-3702	  1-24371	261.72122440100	+56.84880064590	10.549	-0.077	156.935788119537023	 11.6834810590075087	166.572772417257170	12.1535880610979632	                   	                   	 0.7759149530232727	 0.8825674076576896	                   	188.645490836427939	 8.3717140690002712	189.183825621919368	 8.3717140690002712	                   	                   	 1.8102899770506364e+00	 1.96291160023064304	                    	3	 1.3	 1.3	Simbad
    1770	12674-12705	 1-210694	247.29236288500	+38.86377006920	 9.857	-0.796	                   	                    	                   	                   	                   	                   	                   	                   	                   	 96.529599285119474	 9.6032800606503681	107.915143540170533	 9.6032800606503681	110.345566806055956	12.2303233891206080	 1.7339085625661363e+00	 1.98213080212085835	 2.39344752341043421	2	    	 2.0	Simbad
    1771	  9887-3701	 1-264482	237.24051307200	+28.73976485940	10.416	 0.382	125.869856125242919	 11.4819058209726457	139.852747565655591	12.3789841665428071	                   	                   	 0.6526506269755197	 0.7348843444361430	                   	134.221834081847589	 9.9478939794830925	148.037599301398416	 9.9478939794830925	                   	                   	 1.1176470861999770e+00	 1.53605222833263499	                    	3	 1.3	 1.3	Simbad
    1772	  8324-3701	 1-259952	198.03568866200	+45.42683623220	10.915	-2.119	 88.433426061093229	 14.5467758655591606	 68.745634211066260	20.5978910073466253	                   	                   	 0.2523869584285634	 0.2564104611058501	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1773	 8315-12703	 1-322802	236.26740280000	+39.85983110640	11.384	 0.433	306.495133578488549	 15.1061237960142485	318.799427171292052	17.5948432052756196	                   	                   	 0.8134604685304395	 0.9050481663693432	                   	329.343602898754682	 9.5388971568201040	329.907878546821053	 9.5388971568201040	337.315062071809791	 9.5388971568201040	 3.5868076082891456e+00	 4.10629905452421262	 5.02893844702632276	4	 1.3	 2.0	Simbad
    1774	10843-12702	    1-896	149.06120236500	 +0.10314432417	 9.520	-0.477	                   	                    	                   	                   	                   	                   	                   	                   	                   	 76.567917009016469	 8.7553556401542920	 81.077080067445834	 8.7553556401542920	 98.827094433067515	 8.7553556401542920	 1.1259032935676365e+00	 1.24202747836078653	 1.59146698001651421	2	    	 2.0	Simbad
    1775	  9486-3702	  1-72169	121.95533098400	+40.09985430150	 9.472	-0.527	                   	                    	                   	                   	                   	                   	                   	                   	                   	 81.099157039212088	 8.4081443872082993	 86.051567873037612	 8.4081443872082993	                   	                   	 1.9879165331137745e+00	 2.18838090946187647	                    	2	    	 1.3	Simbad
    1776	  8710-3702	 1-378674	117.68150887600	+50.50411688440	10.382	-0.183	143.827639697600318	  9.6398537161314053	149.100123094723642	11.8161293520302468	                   	                   	 0.7284938816430817	 0.8093379861050484	                   	164.196935533350370	 8.0182815091233781	167.668100874768641	 8.0182815091233781	                   	                   	 2.1041867910272636e+00	 2.26802437713390281	                    	3	 1.3	 1.3	Simbad
    1777	 12673-6103	 1-135573	247.71068216200	+40.59481884190	 9.878	-0.600	                   	                    	                   	                   	                   	                   	                   	                   	                   	 90.739275107167728	 9.2814106591746217	 94.497764609618571	10.6489270812588543	                   	                   	 5.9035764913353628e-01	 0.63541885369982865	                    	2	    	 1.3	Simbad
    1778	  9488-3702	 1-384124	126.21641075900	+20.99121646280	10.290	-0.997	122.573019609981969	  5.5424174414439982	130.780771954618928	 6.6545971675103974	                   	                   	 0.8127355234426642	 0.8973567963397661	                   	127.447734770253220	11.4056571692149316	125.676807433660287	12.9492128965585316	                   	                   	 8.9342051830915070e-01	 0.93734814639432040	                    	4	 1.3	 1.3	Simbad
    1779	 9182-12703	  1-43868	118.77452696000	+40.04129635140	11.226	 0.310	154.848945426006878	 13.8237781022939394	195.638841227035698	16.7743505309905849	                   	                   	 0.6313710006704983	 0.7512219279348832	                   	182.362720671937836	13.4283668048741305	196.262678150859074	13.4283668048741305	214.127847427918766	15.1727638102217117	 1.6112507560989628e+00	 2.35724533429537297	 2.99797230289691408	4	 1.3	 2.0	Simbad
    1780	  8592-3703	 1-631680	224.30896613100	+53.15202915120	10.178	 0.047	                   	                    	                   	                   	                   	                   	                   	                   	                   	103.969928603334168	 8.8566028806785670	113.111142546318604	 8.8566028806785670	                   	                   	 1.3700611167248391e+00	 1.73450515482354084	                    	2	    	 1.3	Simbad
    1781	  8312-3704	 1-210754	247.16348469300	+39.51854615110	10.465	-1.136	 69.162530172205976	 20.8720722082901631	 80.164763871652269	23.3788753654117443	                   	                   	 0.1487421943549968	 0.1937721905436247	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    1782	12067-12703	  1-26934	334.36015319600	 +0.82462982570	10.755	 0.788	168.439638684582491	 17.7282658673256321	192.524865982916168	21.8862844712132159	172.778938766484913	31.7344468063282648	 0.6921171841074079	 0.7984028524680979	 0.9055206188927548	223.617484179720464	11.4096714893712754	247.502136578301020	11.4096714893712754	219.627272239829097	13.3807749437791426	 1.8446319847940817e+00	 2.11775795664852451	 2.33731211155812479	4	 2.0	 2.0	Simbad
    1783	  9508-3703	 1-298845	126.31038687700	+25.01610483950	 9.669	-0.141	                   	                    	                   	                   	                   	                   	                   	                   	                   	 92.254049313306055	 7.5316798511796295	103.314231427665590	 7.5316798511796295	                   	                   	 2.4523751656696051e+00	 3.02229745474153511	                    	2	    	 1.3	Simbad
    1784	 11826-6103	 1-404102	188.85981386900	+37.26355508540	10.567	-0.083	138.537344915688323	 10.5807831300507811	155.480329706056636	12.1484325330065381	                   	                   	 0.9153671327818680	 1.0438862765943149	                   	137.412844070671753	 7.0000000000000000	161.613449674764098	 7.0000000000000000	                   	                   	 1.3409546226225375e+00	 1.68067055858714509	                    	4	 1.3	 1.3	Simbad
    1785	11963-12701	 1-335786	233.86195743400	 +8.38813448746	10.509	-0.772	133.629307955163796	 20.6678260750712504	151.327800517695664	23.9138542657752424	                   	                   	 0.7118471260929827	 0.7688989207243844	                   	147.370445686615625	 9.8604588067849122	137.822381782774926	14.6231748266234050	                   	                   	 1.2346854152644786e+00	 1.20807380640162543	                    	4	 1.3	 1.3	Simbad
    1786	  8593-3704	 1-208258	225.62104073700	+52.73391379360	11.750	-1.138	261.243884093952943	 86.8789352782967512	                   	                   	                   	                   	 0.3337389265172760	                   	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.0	    	Simbad
    1787	  8996-3703	 1-188330	172.30201255200	+53.73396594090	10.332	 0.340	162.900123263760463	  6.2461907248897477	177.477013249797494	 7.7878020045459930	                   	                   	 0.9906965941743312	 1.0717626907567028	                   	178.061028660979758	 8.8566028806785670	189.313548293489077	 8.8566028806785670	                   	                   	 2.2966648854713947e+00	 2.60668039027892107	                    	4	 1.3	 1.3	Simbad
    1788	  8655-3704	 1-204551	357.54330799000	 -1.01686396913	 9.695	-0.432	                   	                    	                   	                   	                   	                   	                   	                   	                   	 73.467329423572181	12.7293606908942323	 94.168529740435247	12.7293606908942323	                   	                   	 1.4202842248988288e+00	 1.66159613542207429	                    	2	    	 1.3	Simbad
