#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:38 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:38	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/374/394&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740394
#Name: J/A+A/374/394
#Title: Gas and stars kinematics in disc galaxies (Vega Beltran+ 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/394	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/374/394	    IVOID of underlying data collection
#INFO	creator=Vega Beltran J.C.	    First author or institution
#INFO	cites=bibcode:2001A&A...374..394V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/394	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740394	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_394_galaxies:
#Name: J/A+A/374/394/galaxies
#Title: Summary of galaxies studied
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a7)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	Simbad	(A6)	ask the SIMBAD data-base about this object	[ucd=meta.ref]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	ONames	(a31)	Other name(s)	[ucd=meta.id]
recno	Name	Simbad	NED	RAJ2000	DEJ2000	ONames
 	 	 	 	"h:m:s"	"d:m:s"	
--------	-------	------	---	----------	---------	-------------------------------
       1	NGC0224	Simbad	NED	00 42 44.3	+41 16 09	M 31
       2	NGC0470	Simbad	NED	01 19 45.0	+03 24 35	UGC 858
       3	NGC0949	Simbad	NED	02 30 48.9	+37 08 12	UGC 1983 = EQ 0227+369
       4	NGC0980	Simbad	NED	02 35 18.6	+40 55 35	UGC 2063 = MCG+07-06-038
       5	NGC1160	Simbad	NED	03 01 13.5	+44 57 18	UGC 2475 = IRAS 02579+4445
       6	NGC2541	Simbad	NED	08 14 40.4	+49 03 42	UGC 4284 = IRAS F08109+4912
       7	NGC2683	Simbad	NED	08 52 41.7	+33 25 10	UGC 4641 = 87GB 084932.5+333654
       8	NGC2841	Simbad	NED	09 22 02.0	+50 58 40	UGC 4966 = 2E 0918.5+5111
       9	NGC3031	Simbad	NED	09 55 33.2	+69 03 55	M 81
      10	NGC3200	Simbad	NED	10 18 36.5	-17 58 57	UGCA 210 = ESO 567- 45
      11	NGC3368	Simbad	NED	10 46 45.8	+11 49 10	M 96 = NGC 3368
      12	NGC3705	Simbad	NED	11 30 07.6	+09 16 36	UGC 6498 = IRAS F11275+0933
      13	NGC3810	Simbad	NED	11 40 58.9	+11 28 17	UGC 6644 = 87GB 113827.0+114446
      14	NGC4419	Simbad	NED	12 26 56.6	+15 02 49	UGC 7551 = EQ 1224+153
      15	NGC5064	Simbad	NED	13 19 00.3	-47 54 40	ESO 220- 2 = AGC 29455
      16	NGC5854	Simbad	NED	15 07 47.7	+02 34 06	UGC 9726 = MCG+01-39-001
      17	NGC7331	Simbad	NED	22 37 04.3	+34 24 59	UGC 12113 = 2E 4630

#Table	J_A_A_374_394_table5:
#Name: J/A+A/374/394/table5
#Title: Stellar kinematics for the sample galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a7)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	PA	(I3)	Position angle of the slit (G1)	[ucd=pos.posAng]
#Column	Rad	(F5.1)	[-89/59] Radius (G1)	[ucd=pos.angDistance]
#Column	Vel	(I4)	Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_Vel	(I2)	Velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	Velocity dispersion error	[ucd=stat.error]
#Column	h3	(F5.2)	? h3 Gauss-Hermite coefficient	[ucd=stat.fit.param]
#Column	e_h3	(F5.2)	? h3 Gauss-Hermite coefficient error	[ucd=stat.error]
#Column	h4	(F5.2)	? h4 Gauss-Hermite coefficient	[ucd=stat.fit.param]
#Column	e_h4	(F5.2)	? h4 Gauss-Hermite coefficient error	[ucd=stat.error]
recno	Name	PA	Rad	Vel	e_Vel	sigma	e_sigma	h3	e_h3	h4	e_h4
       1	NGC0470	155	-48.0	2560	12	 56	   	[OIII]
       2	NGC0470	155	-46.5	2538	12	 44	   	[OIII]
       3	NGC0470	155	-45.0	2558	12	 56	   	[OIII]
       4	NGC0470	155	-42.7	2567	12	 37	   	[OIII]
       5	NGC0470	155	-39.7	2531	12	  0	   	[OIII]
       6	NGC0470	155	-36.7	2547	12	  0	   	[OIII]
       7	NGC0470	155	-33.7	2545	12	  0	   	[OIII]
       8	NGC0470	155	-30.7	2555	12	  0	   	[OIII]
       9	NGC0470	155	-24.7	2544	12	  0	   	[OIII]
      10	NGC0470	155	-18.7	2533	12	109	   	[OIII]
      11	NGC0470	155	-13.3	2521	12	 75	   	[OIII]
      12	NGC0470	155	-11.5	2522	12	 57	   	[OIII]
      13	NGC0470	155	 -9.7	2488	12	 48	   	[OIII]
      14	NGC0470	155	 -8.2	2502	12	 28	   	[OIII]
      15	NGC0470	155	 -7.0	2496	12	 38	   	[OIII]
      16	NGC0470	155	 -5.8	2512	12	 55	   	[OIII]
      17	NGC0470	155	 -4.6	2496	12	 56	   	[OIII]
      18	NGC0470	155	 -3.7	2471	12	 56	   	[OIII]
      19	NGC0470	155	 -3.1	2472	12	 70	   	[OIII]
      20	NGC0470	155	 -2.5	2472	12	 69	   	[OIII]
      21	NGC0470	155	 -0.9	2432	12	 85	   	[OIII]
      22	NGC0470	155	 -0.6	2421	12	 87	   	[OIII]
      23	NGC0470	155	 -0.2	2408	12	 92	   	[OIII]
      24	NGC0470	155	  0.0	2380	12	 78	   	[OIII]
      25	NGC0470	155	  0.4	2351	12	 80	   	[OIII]
      26	NGC0470	155	  0.6	2348	12	 66	   	[OIII]
      27	NGC0470	155	  1.0	2317	12	 67	   	[OIII]
      28	NGC0470	155	  1.2	2306	12	 55	   	[OIII]
      29	NGC0470	155	  1.5	2308	12	 64	   	[OIII]
      30	NGC0470	155	  1.8	2282	12	 53	   	[OIII]
      31	NGC0470	155	  2.3	2316	12	 83	   	[OIII]
      32	NGC0470	155	  2.9	2277	12	 49	   	[OIII]
      33	NGC0470	155	  3.7	2285	12	 49	   	[OIII]
      34	NGC0470	155	  4.6	2324	12	 52	   	[OIII]
      35	NGC0470	155	  5.4	2294	12	 46	   	[OIII]
      36	NGC0470	155	  6.7	2292	12	 60	   	[OIII]
      37	NGC0470	155	  8.1	2311	12	 39	   	[OIII]
      38	NGC0470	155	 10.1	2322	12	 56	   	[OIII]
      39	NGC0470	155	 14.9	2289	12	 61	   	[OIII]
      40	NGC0470	155	 17.3	2258	12	 51	   	[OIII]
      41	NGC0470	155	 29.0	2262	12	 75	   	[OIII]
      42	NGC0470	155	 35.3	2243	12	 46	   	[OIII]
      43	NGC0470	155	 39.0	2201	12	 14	   	[OIII]
      44	NGC0470	155	 40.5	2218	12	 20	   	[OIII]
      45	NGC0470	155	 42.0	2220	12	  0	   	[OIII]
      46	NGC0470	155	 43.5	2224	12	 73	   	[OIII]
      47	NGC0470	155	 45.0	2209	12	  0	   	[OIII]
      48	NGC0470	155	 46.5	2209	12	  0	   	[OIII]
      49	NGC0470	155	 48.0	2218	12	  0	   	[OIII]
      50	NGC0470	155	 50.3	2200	12	 25	   	[OIII]
      51	NGC0949	145	 25.6	 548	 0	 13	   	[OIII]
      52	NGC0949	145	 23.9	 544	 1	 21	   	[OIII]
      53	NGC0949	145	 22.0	 546	 1	 28	   	[OIII]
      54	NGC0949	145	 20.2	 545	 6	 30	   	[OIII]
      55	NGC0949	145	 18.5	 525	 1	 23	   	[OIII]
      56	NGC0949	145	 16.6	 547	 9	 22	   	[OIII]
      57	NGC0949	145	 14.9	 557	 1	 14	   	[OIII]
      58	NGC0949	145	 13.1	 558	 9	 22	   	[OIII]
      59	NGC0949	145	 11.2	 562	 3	 23	   	[OIII]
      60	NGC0949	145	  9.4	 554	 3	 24	   	[OIII]
      61	NGC0949	145	  7.6	 565	 8	 40	   	[OIII]
      62	NGC0949	145	  5.2	 584	 3	 41	   	[OIII]
      63	NGC0949	145	  2.8	 619	 7	 44	   	[OIII]
      64	NGC0949	145	  1.0	 613	 1	 44	   	[OIII]
      65	NGC0949	145	  0.2	 610	 0	 24	   	[OIII]
      66	NGC0949	145	 -0.4	 611	 6	  8	   	[OIII]
      67	NGC0949	145	 -1.4	 619	 2	 34	   	[OIII]
      68	NGC0949	145	 -2.5	 637	 2	 56	   	[OIII]
      69	NGC0949	145	 -3.8	 642	 0	 40	   	[OIII]
      70	NGC0949	145	 -4.9	 644	 0	 38	   	[OIII]
      71	NGC0949	145	 -6.2	 650	 7	 25	   	[OIII]
      72	NGC0949	145	 -7.3	 646	 4	 27	   	[OIII]
      73	NGC0949	145	 -8.6	 660	 5	 25	   	[OIII]
      74	NGC0949	145	 -9.8	 663	 4	 32	   	[OIII]
      75	NGC0949	145	-10.9	 661	 0	 25	   	[OIII]
      76	NGC0949	145	-12.1	 662	 0	 16	   	[OIII]
      77	NGC0949	145	-13.4	 662	 3	  8	   	[OIII]
      78	NGC0949	145	-14.6	 666	 2	 25	   	[OIII]
      79	NGC0949	145	-15.8	 668	 2	 27	   	[OIII]
      80	NGC0949	145	-17.0	 678	 2	 24	   	[OIII]
      81	NGC0949	145	-18.1	 667	 1	 22	   	[OIII]
      82	NGC0949	145	-19.4	 670	 1	 26	   	[OIII]
      83	NGC0949	145	-21.2	 671	 0	 18	   	[OIII]
      84	NGC0949	145	-23.0	 673	 1	 17	   	[OIII]
      85	NGC0949	145	-24.8	 685	 3	 31	   	[OIII]
      86	NGC0949	145	-26.5	 697	 3	 27	   	[OIII]
      87	NGC0949	145	-28.4	 673	 9	 27	   	[OIII]
      88	NGC0949	145	-30.1	 675	 4	  8	   	[OIII]
      89	NGC0949	145	-32.0	 689	 6	  6	   	[OIII]
      90	NGC0949	145	-33.8	 691	 1	 12	   	[OIII]
      91	NGC0949	145	-35.5	 697	 0	 25	   	[OIII]
      92	NGC0949	145	-37.3	 695	 3	  9	   	[OIII]
      93	NGC0949	145	-39.6	 686	 1	 19	   	[OIII]
      94	NGC0949	145	-41.5	 682	 2	 25	   	[OIII]
      95	NGC0980	110	 37.0	5482	12	 81	   	[OIII]
      96	NGC0980	110	 16.0	5543	12	103	   	[OIII]
      97	NGC0980	110	 12.8	5543	12	 81	   	[OIII]
      98	NGC0980	110	 10.5	5567	12	 87	   	[OIII]
      99	NGC0980	110	  9.0	5560	12	100	   	[OIII]
     100	NGC0980	110	  7.5	5577	12	109	   	[OIII]
     101	NGC0980	110	  6.0	5578	12	170	   	[OIII]
     102	NGC0980	110	  4.5	5583	12	102	   	[OIII]
     103	NGC0980	110	  3.5	5576	12	119	   	[OIII]
     104	NGC0980	110	  2.8	5583	12	130	   	[OIII]
     105	NGC0980	110	  2.2	5621	12	139	   	[OIII]
     106	NGC0980	110	  1.6	5674	12	132	   	[OIII]
     107	NGC0980	110	  1.0	5679	12	175	   	[OIII]
     108	NGC0980	110	  0.4	5726	12	205	   	[OIII]
     109	NGC0980	110	 -0.2	5755	12	216	   	[OIII]
     110	NGC0980	110	 -0.8	5851	12	140	   	[OIII]
     111	NGC0980	110	 -1.4	5891	12	171	   	[OIII]
     112	NGC0980	110	 -2.0	5914	12	156	   	[OIII]
     113	NGC0980	110	 -2.5	5947	12	168	   	[OIII]
     114	NGC0980	110	 -3.2	5930	12	101	   	[OIII]
     115	NGC0980	110	 -4.2	5932	12	182	   	[OIII]
     116	NGC0980	110	 -6.4	5937	12	179	   	[OIII]
     117	NGC0980	110	 -9.4	5921	12	108	   	[OIII]
     118	NGC0980	110	-12.4	5979	12	106	   	[OIII]
     119	NGC0980	110	-15.4	5984	12	 70	   	[OIII]
     120	NGC0980	110	-21.5	6000	12	 22	   	[OIII]
     121	NGC1160	 50	-45.1	2366	 0	  9	  9	[OIII]
     122	NGC1160	 50	-41.8	2361	 2	 33	  6	[OIII]
     123	NGC1160	 50	-37.7	2386	 5	 11	 11	[OIII]
     124	NGC1160	 50	-34.8	2384	13	 24	  4	[OIII]
     125	NGC1160	 50	-32.8	2371	 2	  0	  0	[OIII]
     126	NGC1160	 50	-31.0	2372	 0	 24	  2	[OIII]
     127	NGC1160	 50	-29.2	2367	 4	 32	  1	[OIII]
     128	NGC1160	 50	-27.7	2364	 1	 23	 23	[OIII]
     129	NGC1160	 50	-26.0	2359	 5	 25	  0	[OIII]
     130	NGC1160	 50	-24.1	2358	 1	 20	  0	[OIII]
     131	NGC1160	 50	-22.4	2379	 7	 29	  1	[OIII]
     132	NGC1160	 50	-20.2	2386	 4	 29	  1	[OIII]
     133	NGC1160	 50	-17.2	2390	 4	 54	 18	[OIII]
     134	NGC1160	 50	-14.2	2416	12	 32	  0	[OIII]
     135	NGC1160	 50	-11.2	2418	 3	 38	  0	[OIII]
     136	NGC1160	 50	 -8.2	2432	 1	 62	 25	[OIII]
     137	NGC1160	 50	 -5.2	2445	 3	 24	 18	[OIII]
     138	NGC1160	 50	 -2.8	2463	16	 31	 31	[OIII]
     139	NGC1160	 50	 -1.6	2481	13	 79	 28	[OIII]
     140	NGC1160	 50	 -0.1	2511	 6	109	 25	[OIII]
     141	NGC1160	 50	  1.6	2545	 7	 41	 26	[OIII]
     142	NGC1160	 50	  3.8	2539	 9	 81	  9	[OIII]
     143	NGC1160	 50	  8.2	2576	13	 42	  7	[OIII]
     144	NGC1160	 50	 11.2	2581	11	 16	 16	[OIII]
     145	NGC1160	 50	 13.6	2604	 1	 28	 12	[OIII]
     146	NGC1160	 50	 15.4	2615	 2	 28	  5	[OIII]
     147	NGC1160	 50	 17.2	2626	 2	 43	  5	[OIII]
     148	NGC1160	 50	 19.0	2637	 0	 35	  3	[OIII]
     149	NGC1160	 50	 20.9	2636	 2	 38	  2	[OIII]
     150	NGC1160	 50	 23.2	2642	 1	 25	  3	[OIII]
     151	NGC1160	 50	 26.2	2638	 3	 16	 16	[OIII]
     152	NGC1160	 50	 32.2	2657	 3	 36	  4	[OIII]
     153	NGC1160	 50	 35.2	2639	 1	 23	 11	[OIII]
     154	NGC1160	 50	 37.8	2636	19	 11	 11	[OIII]
     155	NGC2541	165	-27.5	 521	14	 24	 10	[OIII]
     156	NGC2541	165	-24.5	 514	 3	  8	  2	[OIII]
     157	NGC2541	165	-21.5	 495	 1	 49	  0	[OIII]
     158	NGC2541	165	-18.5	 495	 5	  0	  0	[OIII]
     159	NGC2541	165	-15.4	 513	12	 10	 10	[OIII]
     160	NGC2541	165	-12.8	 530	 4	  8	  8	[OIII]
     161	NGC2541	165	-10.4	 516	 5	 13	 13	[OIII]
     162	NGC2541	165	 -7.9	 530	 7	 29	  1	[OIII]
     163	NGC2541	165	 -5.6	 549	 2	 30	 10	[OIII]
     164	NGC2541	165	 -3.5	 535	 8	  0	  0	[OIII]
     165	NGC2541	165	 -2.0	 550	 3	  9	  9	[OIII]
     166	NGC2541	165	 -0.8	 546	 4	  0	  0	[OIII]
     167	NGC2541	165	  0.2	 568	16	 16	 16	[OIII]
     168	NGC2541	165	  0.8	 567	 6	  0	  0	[OIII]
     169	NGC2541	165	  1.4	 564	 1	  0	  0	[OIII]
     170	NGC2541	165	  2.5	 565	 8	  3	  3	[OIII]
     171	NGC2541	165	  7.2	 583	15	  0	  0	[OIII]
     172	NGC2541	165	 12.4	 594	 8	 28	  6	[OIII]
     173	NGC2541	165	 14.2	 591	18	 16	 11	[OIII]
     174	NGC2541	165	 16.4	 598	 4	 26	  5	[OIII]
     175	NGC2541	165	 18.7	 589	 1	 11	 11	[OIII]
     176	NGC2541	165	 20.7	 595	 6	  6	  6	[OIII]
     177	NGC2541	165	 23.5	 617	 5	 14	 14	[OIII]
     178	NGC2541	165	 27.3	 604	15	 41	 33	[OIII]
     179	NGC2541	165	 35.7	 598	 8	  5	  5	[OIII]
     180	NGC2541	165	 41.5	 624	 8	 34	  5	[OIII]
     181	NGC2541	165	 43.8	 608	12	 54	  5	[OIII]
     182	NGC2683	 44	-50.8	 281	11	 61	 61	[OIII]
     183	NGC2683	 44	-44.8	 281	 6	 85	 12	[OIII]
     184	NGC2683	 44	-40.0	 303	12	101	 27	[OIII]
     185	NGC2683	 44	-35.2	 311	16	 88	  7	[OIII]
     186	NGC2683	 44	-30.5	 314	14	125	  5	[OIII]
     187	NGC2683	 44	-23.2	 296	52	157	 40	[OIII]
     188	NGC2683	 44	-18.5	 362	16	121	 21	[OIII]
     189	NGC2683	 44	-13.6	 352	24	144	 22	[OIII]
     190	NGC2683	 44	 -8.9	 352	21	125	 30	[OIII]
     191	NGC2683	 44	 -4.9	 388	20	140	  4	[OIII]
     192	NGC2683	 44	 -2.1	 381	24	121	  2	[OIII]
     193	NGC2683	 44	 -0.8	 366	 4	111	  1	[OIII]
     194	NGC2683	 44	 -0.2	 401	 8	 97	  4	[OIII]
     195	NGC2683	 44	  0.4	 429	10	 97	  5	[OIII]
     196	NGC2683	 44	  1.0	 453	17	 85	  3	[OIII]
     197	NGC2683	 44	  1.6	 461	 2	 94	  5	[OIII]
     198	NGC2683	 44	  3.2	 494	31	 82	 13	[OIII]
     199	NGC2683	 44	  5.6	 522	12	102	 11	[OIII]
     200	NGC2683	 44	  9.3	 553	41	 85	 16	[OIII]
     201	NGC2683	 44	 13.3	 559	 5	 76	 18	[OIII]
     202	NGC2683	 44	 24.6	 534	 5	111	  1	[OIII]
     203	NGC2841	147	 48.8	 404	12	168	   	[OIII]
     204	NGC2841	147	 45.8	 412	12	115	   	[OIII]
     205	NGC2841	147	 42.8	 418	12	 84	   	[OIII]
     206	NGC2841	147	 39.8	 413	12	102	   	[OIII]
     207	NGC2841	147	 36.8	 409	12	 41	   	[OIII]
     208	NGC2841	147	 33.8	 409	12	 54	   	[OIII]
     209	NGC2841	147	 30.8	 438	12	 78	   	[OIII]
     210	NGC2841	147	 27.8	 479	12	 89	   	[OIII]
     211	NGC2841	147	 24.8	 524	12	112	   	[OIII]
     212	NGC2841	147	 21.8	 580	12	 88	   	[OIII]
     213	NGC2841	147	 18.8	 486	12	105	   	[OIII]
     214	NGC2841	147	 15.8	 550	12	 97	   	[OIII]
     215	NGC2841	147	 12.8	 585	12	112	   	[OIII]
     216	NGC2841	147	 10.5	 655	12	 82	   	[OIII]
     217	NGC2841	147	  9.0	 700	12	  5	   	[OIII]
     218	NGC2841	147	  7.5	 704	12	 79	   	[OIII]
     219	NGC2841	147	  6.0	 670	12	110	   	[OIII]
     220	NGC2841	147	  4.8	 617	12	 87	   	[OIII]
     221	NGC2841	147	  3.9	 612	12	 90	   	[OIII]
     222	NGC2841	147	  3.0	 611	12	104	   	[OIII]
     223	NGC2841	147	  2.1	 607	12	102	   	[OIII]
     224	NGC2841	147	  1.2	 648	12	130	   	[OIII]
     225	NGC2841	147	  0.3	 618	12	146	   	[OIII]
     226	NGC2841	147	 -0.6	 599	12	130	   	[OIII]
     227	NGC2841	147	 -1.5	 603	12	139	   	[OIII]
     228	NGC2841	147	 -2.4	 653	12	118	   	[OIII]
     229	NGC2841	147	 -3.3	 730	12	107	   	[OIII]
     230	NGC2841	147	 -4.2	 767	12	131	   	[OIII]
     231	NGC2841	147	 -5.1	 795	12	 99	   	[OIII]
     232	NGC2841	147	 -6.0	 739	12	108	   	[OIII]
     233	NGC2841	147	 -7.5	 703	12	117	   	[OIII]
     234	NGC2841	147	 -9.0	 686	12	 68	   	[OIII]
     235	NGC2841	147	-17.2	 748	12	110	   	[OIII]
     236	NGC2841	147	-20.2	 801	12	 99	   	[OIII]
     237	NGC2841	147	-23.2	 785	12	 93	   	[OIII]
     238	NGC2841	147	-26.2	 724	12	114	   	[OIII]
     239	NGC2841	147	-29.2	 753	12	 84	   	[OIII]
     240	NGC2841	147	-35.2	 753	12	 84	   	[OIII]
     241	NGC2841	147	-38.2	 837	12	 70	   	[OIII]
     242	NGC2841	147	-41.2	 798	12	114	   	[OIII]
     243	NGC2841	147	-44.2	 858	12	  0	   	[OIII]
     244	NGC2841	147	-53.2	 858	12	 34	   	[OIII]
     245	NGC2841	147	-59.2	 845	12	 40	   	[OIII]
     246	NGC2841	147	-67.5	 788	12	 80	   	[OIII]
     247	NGC2841	147	-71.2	 829	12	 61	   	[OIII]
     248	NGC2841	147	-74.2	 855	12	 71	   	[OIII]
     249	NGC2841	147	-77.2	 881	12	 54	   	[OIII]
     250	NGC2841	147	-80.2	 838	12	 29	   	[OIII]
     251	NGC3031	157	-39.2	 -88	12	 47	   	[OIII]
     252	NGC3031	157	-36.2	 -83	12	 60	   	[OIII]
     253	NGC3031	157	-30.9	-146	12	155	   	[OIII]
     254	NGC3031	157	-29.4	-140	12	 65	   	[OIII]
     255	NGC3031	157	-27.9	-131	12	 80	   	[OIII]
     256	NGC3031	157	-26.4	 -78	12	 88	   	[OIII]
     257	NGC3031	157	-24.9	 -73	12	 59	   	[OIII]
     258	NGC3031	157	-23.4	 -60	12	 72	   	[OIII]
     259	NGC3031	157	-21.9	 -42	12	 80	   	[OIII]
     260	NGC3031	157	-20.4	 -91	12	 70	   	[OIII]
     261	NGC3031	157	-18.9	 -49	12	 46	   	[OIII]
     262	NGC3031	157	-17.4	 -34	12	 69	   	[OIII]
     263	NGC3031	157	-15.9	 -18	12	 49	   	[OIII]
     264	NGC3031	157	-14.4	 -34	12	 57	   	[OIII]
     265	NGC3031	157	-12.9	 -45	12	 71	   	[OIII]
     266	NGC3031	157	-11.4	 -61	12	 48	   	[OIII]
     267	NGC3031	157	 -9.9	 -73	12	 34	   	[OIII]
     268	NGC3031	157	 -8.4	 -96	12	 83	   	[OIII]
     269	NGC3031	157	 -6.9	 -78	12	102	   	[OIII]
     270	NGC3031	157	 -5.8	 -99	12	 74	   	[OIII]
     271	NGC3031	157	 -5.2	 -72	12	 78	   	[OIII]
     272	NGC3031	157	 -4.7	 -59	12	 65	   	[OIII]
     273	NGC3031	157	 -4.2	 -57	12	 62	   	[OIII]
     274	NGC3031	157	 -3.9	 -49	12	 84	   	[OIII]
     275	NGC3031	157	 -3.6	 -41	12	104	   	[OIII]
     276	NGC3031	157	 -3.3	 -46	12	101	   	[OIII]
     277	NGC3031	157	 -3.0	 -39	12	117	   	[OIII]
     278	NGC3031	157	 -2.7	 -42	12	114	   	[OIII]
     279	NGC3031	157	 -2.4	 -48	12	130	   	[OIII]
     280	NGC3031	157	 -2.1	 -53	12	144	   	[OIII]
     281	NGC3031	157	 -1.8	 -49	12	148	   	[OIII]
     282	NGC3031	157	 -1.5	 -58	12	152	   	[OIII]
     283	NGC3031	157	 -1.2	 -62	12	171	   	[OIII]
     284	NGC3031	157	 -0.9	 -61	12	226	   	[OIII]
     285	NGC3031	157	 -0.6	 -74	12	220	   	[OIII]
     286	NGC3031	157	 -0.3	 -79	12	247	   	[OIII]
     287	NGC3031	157	  0.0	 -53	12	252	   	[OIII]
     288	NGC3031	157	  0.3	 -43	12	255	   	[OIII]
     289	NGC3031	157	  0.6	 -59	12	258	   	[OIII]
     290	NGC3031	157	  0.9	 -47	12	232	   	[OIII]
     291	NGC3031	157	  1.2	 -34	12	209	   	[OIII]
     292	NGC3031	157	  1.5	 -21	12	181	   	[OIII]
     293	NGC3031	157	  1.8	   2	12	113	   	[OIII]
     294	NGC3031	157	  2.1	  10	12	 93	   	[OIII]
     295	NGC3031	157	  2.4	  25	12	 84	   	[OIII]
     296	NGC3031	157	  2.7	  33	12	 97	   	[OIII]
     297	NGC3031	157	  3.0	  49	12	120	   	[OIII]
     298	NGC3031	157	  3.3	  37	12	115	   	[OIII]
     299	NGC3031	157	  3.6	  30	12	115	   	[OIII]
     300	NGC3031	157	  4.1	  24	12	103	   	[OIII]
     301	NGC3031	157	  4.7	   7	12	 81	   	[OIII]
     302	NGC3031	157	  5.2	 -15	12	 79	   	[OIII]
     303	NGC3031	157	  5.8	 -11	12	 86	   	[OIII]
     304	NGC3031	157	  6.4	  26	12	 92	   	[OIII]
     305	NGC3031	157	  7.1	  37	12	 84	   	[OIII]
     306	NGC3031	157	  7.8	  33	12	106	   	[OIII]
     307	NGC3031	157	  8.7	  48	12	117	   	[OIII]
     308	NGC3031	157	  9.6	  55	12	103	   	[OIII]
     309	NGC3031	157	 11.2	 124	12	142	   	[OIII]
     310	NGC3031	157	 13.6	 121	12	164	   	[OIII]
     311	NGC3031	157	 18.5	 109	12	115	   	[OIII]
     312	NGC3031	157	 20.1	 114	12	 79	   	[OIII]
     313	NGC3031	157	 21.6	 149	12	122	   	[OIII]
     314	NGC3031	157	 23.1	 131	12	126	   	[OIII]
     315	NGC3031	157	 24.6	 149	12	120	   	[OIII]
     316	NGC3200	169	-80.4	3271	43	 41	   	Halpha+NII
     317	NGC3200	169	-63.8	3261	20	 22	   	Halpha+NII
     318	NGC3200	169	-60.5	3255	17	 47	   	Halpha+NII
     319	NGC3200	169	-57.3	3269	19	 38	   	Halpha+NII
     320	NGC3200	169	-54.1	3282	34	 40	   	Halpha+NII
     321	NGC3200	169	-47.6	3300	29	  0	   	Halpha+NII
     322	NGC3200	169	-45.2	3259	39	  0	   	Halpha+NII
     323	NGC3200	169	-43.5	3309	40	  0	   	Halpha+NII
     324	NGC3200	169	-40.3	3278	19	 17	   	Halpha+NII
     325	NGC3200	169	-38.7	3284	18	 40	   	Halpha+NII
     326	NGC3200	169	-37.0	3288	18	  0	   	Halpha+NII
     327	NGC3200	169	-35.8	3295	18	 47	   	Halpha+NII
     328	NGC3200	169	-35.0	3292	13	 43	   	Halpha+NII
     329	NGC3200	169	-34.2	3280	10	 39	   	Halpha+NII
     330	NGC3200	169	-33.4	3294	12	 25	   	Halpha+NII
     331	NGC3200	169	-32.6	3281	14	 31	   	Halpha+NII
     332	NGC3200	169	-31.8	3278	12	  0	   	Halpha+NII
     333	NGC3200	169	-31.0	3275	15	 32	   	Halpha+NII
     334	NGC3200	169	-30.2	3301	14	 39	   	Halpha+NII
     335	NGC3200	169	-29.4	3300	21	 54	   	Halpha+NII
     336	NGC3200	169	-28.1	3291	13	 40	   	Halpha+NII
     337	NGC3200	169	-26.9	3278	12	 46	   	Halpha+NII
     338	NGC3200	169	-25.3	3319	22	 23	   	Halpha+NII
     339	NGC3200	169	-23.7	3312	24	 25	   	Halpha+NII
     340	NGC3200	169	-17.6	3335	31	  0	   	Halpha+NII
     341	NGC3200	169	-14.0	3354	36	  0	   	Halpha+NII
     342	NGC3200	169	 -5.1	3342	27	 35	   	Halpha+NII
     343	NGC3200	169	 -3.8	3359	16	 50	   	Halpha+NII
     344	NGC3200	169	 -2.2	3420	15	 75	   	Halpha+NII
     345	NGC3200	169	 -1.0	3502	14	 97	   	Halpha+NII
     346	NGC3200	169	 -0.2	3555	14	 76	   	Halpha+NII
