#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/342/671&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33420671
#Name: J/A+A/342/671
#Title: Early-type spiral galaxies kinematics (Corsini+ 1999)
#INFO	ivoid=ivo://cds.vizier/j/a+a/342/671	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/342/671	    IVOID of underlying data collection
#INFO	creator=Funes J.G.S.J.	    First author or institution
#INFO	cites=bibcode:1999A&A...342..671F	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=1999	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/342/671	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33420671	    Dataset identifier that can be used for citation
#INFO	publication_date=1999-02-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_342_671_halpha:
#Name: J/A+A/342/671/halpha
#Title: H{alpha} kinematics
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a8)	Galaxy name (1)	[ucd=meta.id;meta.main]
#Column	r	(F6.1)	Galactocentric distance	[ucd=pos.angDistance]
#Column	HRV	(I4)	Heliocentric radial velocity measured along the major axis	[ucd=phys.veloc;pos.heliocentric]
#Column	e_HRV	(I2)	Heliocentric radial velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion measured along the major axis	[ucd=phys.veloc.dispersion]
#Column	n	(I2)	Number of rebinned rows	[ucd=meta.number]
#Column	S/N	(F5.1)	? Signal-to-noise ratio	[ucd=stat.snr]
recno	Galaxy	r	HRV	e_HRV	sigma	n	S/N
      74	IC 724  	 -41.2	5733	10	 35	 1	  7.6
      75	IC 724  	 -38.7	5750	17	 64	 1	  4.2
      76	IC 724  	 -32.7	5771	25	 69	 2	  2.6
      77	IC 724  	 -22.9	5741	17	 49	 2	  4.2
      78	IC 724  	 -12.0	5734	19	 80	 1	  3.5
      79	IC 724  	  -9.6	5671	14	 66	 1	  5.2
      80	IC 724  	  -7.1	5741	17	123	 1	  4.1
      81	IC 724  	  -4.7	5815	 9	148	 1	  8.3
      82	IC 724  	  -2.3	5914	 6	171	 1	 12.8
      83	IC 724  	   0.2	6012	 6	185	 1	 13.0
      84	IC 724  	   2.6	6078	 9	180	 1	  8.4
      85	IC 724  	   5.0	6149	 6	118	 1	 13.6
      86	IC 724  	   7.4	6224	 7	106	 1	 10.6
      87	IC 724  	   9.9	6247	 9	 60	 1	  8.1
      88	IC 724  	  12.3	6257	14	 47	 1	  5.2
      89	IC 724  	  14.7	6194	16	 43	 1	  4.3
      90	IC 724  	  31.7	6161	24	 26	 1	  2.8
      91	IC 724  	  34.2	6213	25	  3	 1	  2.7
      92	IC 724  	  36.6	6172	21	 25	 1	  3.2
      93	IC 724  	  39.0	6186	16	 38	 1	  4.5
      94	IC 724  	  41.5	6193	 7	 37	 1	 10.3
      95	IC 724  	  43.9	6198	 5	 36	 1	 14.9
      96	IC 724  	  46.3	6192	 6	 33	 1	 13.0
      97	IC 724  	  48.8	6189	 9	 40	 1	  8.7
      98	IC 724  	  51.2	6196	22	 18	 1	  3.1
      99	NGC 4845	 -78.1	1228	16	  0	 4	  4.2
     100	NGC 4845	 -68.4	1244	14	  0	 4	  4.9
     101	NGC 4845	 -61.1	1257	 8	 22	 4	  8.8
     102	NGC 4845	 -51.4	1234	13	 39	 4	  5.3
     103	NGC 4845	 -41.7	1272	14	 28	 4	  5.1
     104	NGC 4845	 -32.0	1250	13	 21	 4	  5.6
     105	NGC 4845	 -22.2	1264	17	  6	 4	  4.2
     106	NGC 4845	 -16.2	1268	13	  0	 1	  5.5
     107	NGC 4845	 -13.7	1284	26	 43	 1	  2.5
     108	NGC 4845	 -11.3	1266	12	 50	 1	  6.0
     109	NGC 4845	  -8.9	1260	 7	 35	 1	 11.6
     110	NGC 4845	  -6.4	1238	 3	 45	 1	 28.3
     111	NGC 4845	  -4.0	1207	 2	 59	 1	 51.8
     112	NGC 4845	  -1.6	1138	 2	 72	 1	 72.0
     113	NGC 4845	   0.9	1064	 2	 73	 1	 86.2
     114	NGC 4845	   3.3	 987	 2	 56	 1	 98.3
     115	NGC 4845	   5.7	 966	 2	 39	 1	 51.3
     116	NGC 4845	   8.1	 937	 4	 36	 1	 21.7
     117	NGC 4845	  10.6	 937	 6	 24	 1	 12.6
     118	NGC 4845	  13.0	 928	11	 77	 1	  6.6
     119	NGC 4845	  15.4	 950	12	 55	 1	  6.1
     120	NGC 4845	  17.9	 920	17	 61	 1	  4.2
     121	NGC 4845	  23.9	 970	28	 72	 4	  2.3
     122	NGC 4845	  33.7	 969	11	  7	 4	  6.6
     123	NGC 4845	  43.4	 988	18	  0	 4	  3.7
     124	NGC 4845	  53.1	 959	 7	  6	 4	 11.8
     125	NGC 4845	  67.7	 955	19	 18	 8	  3.6
     126	NGC 4698	 -52.2	1202	15	 13	 2	  4.6
     127	NGC 4698	 -47.3	1167	16	 16	 2	  4.5
     128	NGC 4698	 -36.3	1196	13	 24	 1	  5.6
     129	NGC 4698	 -31.5	1180	18	 49	 1	  3.8
     130	NGC 4698	 -29.1	1185	14	 18	 1	  5.2
     131	NGC 4698	 -26.6	1161	10	 50	 1	  7.0
     132	NGC 4698	 -24.2	1181	12	 57	 1	  6.1
     133	NGC 4698	 -21.8	1106	15	 51	 1	  4.7
     134	NGC 4698	 -19.3	1164	 4	 24	 1	 17.9
     135	NGC 4698	 -16.9	1145	 7	 30	 1	 10.7
     136	NGC 4698	 -14.5	1102	 7	 53	 1	 11.3
     137	NGC 4698	 -12.1	1134	 5	 58	 1	 14.3
     138	NGC 4698	  -9.6	1134	 7	 46	 1	 11.7
     139	NGC 4698	  -7.2	1072	 5	 86	 1	 14.5
     140	NGC 4698	  -4.8	1028	 3	 55	 1	 29.1
     141	NGC 4698	  -2.3	1023	 2	 64	 1	 60.2
     142	NGC 4698	   0.1	1012	 2	 72	 1	 85.2
     143	NGC 4698	   2.5	 987	 2	 43	 1	 35.3
     144	NGC 4698	   5.0	 981	 5	 55	 1	 15.7
     145	NGC 4698	   7.4	 953	 7	 63	 1	 11.7
     146	NGC 4698	   9.8	 938	11	 46	 1	  6.7
     147	NGC 4698	  12.3	 916	12	 44	 1	  6.2
     148	NGC 4698	  14.7	 871	10	 58	 1	  7.1
     149	NGC 4698	  17.1	 861	10	 32	 1	  7.4
     150	NGC 4698	  19.5	 883	 8	 39	 1	 10.1
     151	NGC 4698	  23.2	 864	12	 30	 2	  5.8
     152	NGC 4698	  29.3	 868	11	 30	 1	  6.6
     153	NGC 4698	  31.7	 882	14	 30	 1	  5.2
     154	NGC 4698	  41.4	 821	22	 67	 1	  3.1
     155	NGC 4698	  43.8	 849	16	 13	 1	  4.3
     156	NGC 4698	  48.7	 833	29	 12	 1	  2.2
     157	NGC 4698	  52.3	 855	18	  8	 2	  3.8
     158	NGC 4698	  58.4	 873	22	 51	 3	  3.0
     159	NGC 4698	  65.7	 835	20	 42	 3	  3.3
     160	NGC 4698	  73.0	 825	14	 41	 3	  5.2

#Table	J_A_A_342_671_sii6730:
#Name: J/A+A/342/671/sii6730
#Title: [SII] ({lambda}6730.8{AA} kinematics
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a8)	Galaxy name (1)	[ucd=meta.id;meta.main]
#Column	r	(F6.1)	Galactocentric distance	[ucd=pos.angDistance]
#Column	HRV	(I4)	Heliocentric radial velocity measured along the major axis	[ucd=phys.veloc;pos.heliocentric]
#Column	e_HRV	(I2)	Heliocentric radial velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion measured along the major axis	[ucd=phys.veloc.dispersion]
#Column	n	(I2)	Number of rebinned rows	[ucd=meta.number]
#Column	S/N	(F5.1)	? Signal-to-noise ratio	[ucd=stat.snr]
recno	Galaxy	r	HRV	e_HRV	sigma	n	S/N
 	 	arcsec	km/s	km/s	km/s	 	
--------	--------	------	----	--	---	--	-----
       1	NGC 2179	 -39.3	2735	16	 24	 3	  4.4
       2	NGC 2179	 -29.6	2653	21	 30	 1	  3.2
       3	NGC 2179	 -23.5	2717	12	  1	 4	  5.8
       4	NGC 2179	 -17.4	2687	 9	 21	 1	  8.4
       5	NGC 2179	 -15.0	2709	11	 49	 1	  6.5
       6	NGC 2179	 -12.6	2706	10	 48	 1	  7.5
       7	NGC 2179	 -10.1	2711	 3	 44	 1	 24.7
       8	NGC 2179	  -7.7	2712	 4	 50	 1	 18.0
       9	NGC 2179	  -5.3	2709	 2	 44	 1	 45.3
      10	NGC 2179	  -2.8	2758	 2	113	 1	 54.6
      11	NGC 2179	  -0.2	2845	 2	188	 1	114.6
      12	NGC 2179	   2.0	2970	 2	137	 1	 81.2
      13	NGC 2179	   4.5	3049	 2	 53	 1	 53.2
      14	NGC 2179	   6.9	3063	 3	 26	 1	 27.3
      15	NGC 2179	   9.3	3062	 7	 45	 1	 10.8
      16	NGC 2179	  11.7	3062	11	 52	 1	  6.8
      17	NGC 2179	  16.6	3065	 9	 22	 1	  8.2
      18	NGC 2179	  20.3	3071	15	 27	 2	  4.6
      19	NGC 2179	  23.9	3021	21	 36	 1	  3.2
      20	NGC 2179	  26.3	3064	14	 23	 1	  5.1
      21	NGC 2179	  30.0	3074	12	 45	 2	  6.2
      22	NGC 2775	 -61.1	1553	28	  3	 2	  2.4
      23	NGC 2775	 -57.5	1526	19	  0	 1	  3.5
      24	NGC 2775	 -55.0	1534	21	  9	 1	  3.2
      25	NGC 2775	 -52.6	1479	26	 71	 1	  2.5
      26	NGC 2775	 -50.2	1566	18	  0	 1	  3.9
      27	NGC 2775	 -47.7	1546	11	  0	 1	  6.4
      28	NGC 2775	 -45.3	1545	16	 22	 1	  4.5
      29	NGC 2775	 -42.9	1545	12	  0	 1	  6.1
      30	NGC 2775	 -40.4	1559	16	 39	 1	  4.3
      31	NGC 2775	 -38.0	1553	23	 19	 1	  2.9
      32	NGC 2775	 -35.6	1519	19	 43	 1	  3.6
      33	NGC 2775	 -30.7	1535	32	 38	 1	  2.0
      34	NGC 2775	 -28.3	1532	15	  0	 1	  4.5
      35	NGC 2775	 -25.9	1544	15	 30	 1	  4.7
      36	NGC 2775	  27.6	1183	27	 32	 1	  2.4
      37	NGC 2775	  30.0	1190	23	  0	 1	  2.9
      38	NGC 2775	  32.5	1192	10	  0	 1	  7.6
      39	NGC 2775	  34.9	1146	16	 42	 1	  4.3
      40	NGC 2775	  37.3	1181	14	 47	 1	  4.9
      41	NGC 2775	  39.8	1158	10	  0	 1	  7.7
      42	NGC 2775	  42.2	1162	19	  6	 1	  3.6
      43	NGC 2775	  44.6	1160	15	 41	 1	  4.5
      44	NGC 2775	  47.0	1154	18	 11	 1	  3.8
      45	NGC 2775	  49.5	1141	22	 56	 1	  3.1
      46	NGC 2775	  53.1	1168	19	 15	 2	  3.6
      47	NGC 2775	  59.2	1161	11	  0	 3	  6.3
      48	NGC 3281	 -22.6	3215	15	 20	 1	  4.7
      49	NGC 3281	 -20.2	3181	13	 49	 1	  5.6
      50	NGC 3281	 -17.8	3230	12	 55	 1	  6.1
      51	NGC 3281	 -15.3	3218	12	 36	 1	  6.1
      52	NGC 3281	 -12.9	3220	 8	 71	 1	  9.1
      53	NGC 3281	 -10.5	3257	 8	 56	 1	  9.9
      54	NGC 3281	  -8.0	3252	 6	106	 1	 13.3
      55	NGC 3281	  -5.6	3263	 3	122	 1	 25.3
      56	NGC 3281	  -3.2	3359	 2	149	 1	 88.1
      57	NGC 3281	  -0.8	3406	 2	141	 1	238.8
      58	NGC 3281	   1.7	3446	 2	132	 1	225.8
      59	NGC 3281	   4.1	3486	 2	113	 1	 64.2
      60	NGC 3281	   6.5	3528	 4	 99	 1	 23.4
      61	NGC 3281	   9.0	3546	 5	 84	 1	 14.4
      62	NGC 4698	 -52.2	1173	26	 51	 2	  2.6
      63	NGC 4698	 -47.3	1171	22	 38	 2	  3.1
      64	NGC 4698	 -36.3	1207	17	 48	 1	  3.9
      65	NGC 4698	 -29.1	1194	14	 18	 1	  5.2
      66	NGC 4698	 -26.6	1171	10	 42	 1	  7.3
      67	NGC 4698	 -24.2	1171	13	 46	 1	  5.4
      68	NGC 4698	 -21.8	1152	10	 62	 1	  7.0
      69	NGC 4698	 -19.3	1143	 6	 41	 1	 12.7
      70	NGC 4698	 -16.9	1115	20	 47	 1	  3.4
      71	NGC 4698	 -14.5	1116	 7	 19	 1	 11.0
      72	NGC 4698	 -12.1	1089	 8	 58	 1	  9.3
      73	NGC 4698	  -9.6	1118	 7	 66	 1	 11.1
      74	NGC 4698	  -7.2	1080	 5	 89	 1	 16.6
      75	NGC 4698	  -4.8	1033	 3	 92	 1	 23.9
      76	NGC 4698	  -2.3	1018	 2	100	 1	 55.3
      77	NGC 4698	   0.1	1024	 2	 86	 1	102.9
      78	NGC 4698	   2.5	 999	 2	 75	 1	 43.3
      79	NGC 4698	   5.0	 991	 4	 79	 1	 18.6
      80	NGC 4698	   7.4	 963	 5	 38	 1	 14.9
      81	NGC 4698	   9.8	 972	10	 52	 1	  7.6
      82	NGC 4698	  12.3	 884	13	 60	 1	  5.7
      83	NGC 4698	  14.7	 899	 7	 12	 1	 10.4
      84	NGC 4698	  17.1	 871	10	 59	 1	  7.1
      85	NGC 4698	  19.5	 865	 7	 27	 1	 10.4
      86	NGC 4698	  23.2	 876	16	 35	 2	  4.4
      87	NGC 4698	  29.3	 877	20	 36	 1	  3.4
      88	NGC 4698	  31.7	 864	16	 34	 1	  4.4
      89	NGC 4698	  34.1	 848	21	 36	 1	  3.2
      90	NGC 4698	  36.5	 213	25	 69	 1	  2.7
      91	NGC 4698	  39.0	 867	32	 59	 1	  2.0
      92	NGC 4698	  41.4	 859	34	 71	 1	  1.9
      93	NGC 4698	  58.4	 819	19	 56	 3	  3.6
      94	NGC 4698	  65.7	 877	33	 55	 3	  2.0
      95	NGC 4698	  73.0	 843	17	 16	 3	  4.2
      96	NGC 4698	  80.3	 816	19	 29	 3	  3.7
      97	NGC 4698	  87.6	 808	19	 22	 3	  3.6
      98	NGC 4845	 -78.1	1270	16	  0	 4	  4.5
      99	NGC 4845	 -68.4	1257	19	  0	 4	  3.6
     100	NGC 4845	 -61.1	1250	 8	 31	 4	  8.9
     101	NGC 4845	 -51.4	1257	 9	 15	 4	  8.6
     102	NGC 4845	 -41.7	1264	11	  0	 4	  6.4
     103	NGC 4845	 -32.0	1254	20	 57	 4	  3.3
     104	NGC 4845	 -22.2	1269	12	 52	 4	  5.7
     105	NGC 4845	 -16.2	1270	22	 53	 1	  3.1
     106	NGC 4845	 -13.7	1265	10	 29	 1	  7.6
     107	NGC 4845	 -11.3	1238	17	 43	 1	  4.2
     108	NGC 4845	  -8.9	1260	10	 38	 1	  7.1
     109	NGC 4845	  -6.4	1227	 4	 52	 1	 19.4
     110	NGC 4845	  -4.0	1204	 2	 79	 1	 35.2
     111	NGC 4845	  -1.6	1144	 2	 72	 1	 63.1
     112	NGC 4845	   0.9	1077	 2	 83	 1	 71.2
     113	NGC 4845	   3.3	 994	 2	 55	 1	 75.8
     114	NGC 4845	   5.7	 962	 2	 46	 1	 44.7
     115	NGC 4845	   8.1	 947	 5	 52	 1	 15.8
     116	NGC 4845	  10.6	 907	 7	 38	 1	 11.3
     117	NGC 4845	  13.0	 922	 7	  0	 1	 10.3
     118	NGC 4845	  15.4	 933	12	 61	 1	  5.9
     119	NGC 4845	  23.9	 979	19	 55	 4	  3.6
     120	NGC 4845	  43.4	 988	13	  0	 4	  5.3
     121	NGC 4845	  53.1	 976	 7	 39	 4	 10.8
     122	NGC 4845	  67.7	 947	30	 28	 8	  2.2

#Table	J_A_A_342_671_gaskin:
#Name: J/A+A/342/671/gaskin
#Title: Ionized gas kinematics
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a8)	Galaxy name (1)	[ucd=meta.id;meta.main]
#Column	r	(F6.1)	Galactocentric distance	[ucd=pos.angDistance]
#Column	HRV	(I4)	Heliocentric radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_HRV	(I3)	Heliocentric radial velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I2)	Velocity dispersion error	[ucd=stat.error]
recno	Galaxy	r	HRV	e_HRV	sigma	e_sigma
 	 	arcsec	km/s	km/s	km/s	km/s
--------	--------	------	----	---	---	--
       1	NGC 2179	 -53.9	2703	 19	 45	 0
       2	NGC 2179	 -46.6	2684	 21	 17	 0
       3	NGC 2179	 -39.3	2738	  4	 29	 4
       4	NGC 2179	 -35.6	2733	 18	 39	 0
       5	NGC 2179	 -34.4	2698	 12	 54	 0
       6	NGC 2179	 -32.0	2712	 18	 28	16
       7	NGC 2179	 -29.6	2684	  9	 20	 7
       8	NGC 2179	 -27.1	2699	  9	 15	 6
       9	NGC 2179	 -24.7	2706	  6	 21	14
      10	NGC 2179	 -23.5	2717	 12	  1	 0
      11	NGC 2179	 -22.3	2700	  7	 36	19
      12	NGC 2179	 -19.8	2704	  2	 24	13
      13	NGC 2179	 -17.4	2698	  3	 28	 4
      14	NGC 2179	 -15.0	2697	  5	 40	 7
      15	NGC 2179	 -12.6	2708	  5	 39	 9
      16	NGC 2179	 -10.1	2706	  4	 51	 7
      17	NGC 2179	  -7.7	2705	  4	 33	 7
      18	NGC 2179	  -5.3	2708	  4	 32	 8
      19	NGC 2179	  -2.8	2744	  9	 94	15
      20	NGC 2179	  -0.4	2831	  6	159	12
      21	NGC 2179	   2.0	2973	  9	126	19
      22	NGC 2179	   4.5	3048	  3	 46	 9
      23	NGC 2179	   6.9	3061	  1	 22	 5
      24	NGC 2179	   9.3	3060	  2	 31	14
      25	NGC 2179	  11.7	3061	  1	 33	11
      26	NGC 2179	  14.2	3070	  4	 35	 9
      27	NGC 2179	  16.6	3071	  7	 21	 5
      28	NGC 2179	  19.0	3071	  3	 26	14
      29	NGC 2179	  20.3	3071	 15	 27	 0
      30	NGC 2179	  21.5	3056	 10	 21	10
      31	NGC 2179	  23.9	3054	 10	 37	19
      32	NGC 2179	  26.3	3065	  1	 27	10
      33	NGC 2179	  28.8	3070	  1	 17	 1
      34	NGC 2179	  30.0	3081	  4	 22	22
      35	NGC 2179	  31.2	3072	  4	 25	 6
      36	NGC 2179	  33.6	3054	 11	 20	 5
      37	NGC 2179	  36.1	3072	  7	 38	14
      38	NGC 2179	  40.9	3068	 14	  6	 6
      39	NGC 2179	  45.8	3078	 16	 26	 0
      40	NGC 2179	  48.2	3052	 22	 31	 0
      41	NGC 2775	 -76.9	1529	 10	  0	 0
      42	NGC 2775	 -72.0	1517	 12	 15	 0
      43	NGC 2775	 -69.6	1531	 21	 55	 0
      44	NGC 2775	 -67.2	1528	  6	  0	 0
      45	NGC 2775	 -64.7	1537	  0	 27	27
      46	NGC 2775	 -62.3	1545	  6	 32	19
      47	NGC 2775	 -61.1	1542	  7	  1	 1
      48	NGC 2775	 -59.9	1546	  2	 22	13
      49	NGC 2775	 -57.5	1539	  3	 25	 7
      50	NGC 2775	 -55.0	1538	  3	 13	 7
      51	NGC 2775	 -52.6	1548	  6	 25	13
      52	NGC 2775	 -50.2	1554	  2	 12	 5
      53	NGC 2775	 -47.7	1550	  2	  0	 0
      54	NGC 2775	 -45.3	1544	  2	 19	 7
      55	NGC 2775	 -42.9	1539	  3	  7	 5
      56	NGC 2775	 -40.4	1541	  3	 25	 8
      57	NGC 2775	 -38.0	1552	  4	 26	 7
      58	NGC 2775	 -35.6	1541	  4	 25	10
      59	NGC 2775	 -33.2	1534	  1	 14	 9
      60	NGC 2775	 -30.7	1531	  3	 20	 7
      61	NGC 2775	 -28.3	1527	  3	 12	 7
      62	NGC 2775	 -25.9	1518	  6	 20	 9
      63	NGC 2775	 -23.4	1515	  4	 29	14
      64	NGC 2775	 -21.0	1469	  1	 25	 7
      65	NGC 2775	 -18.6	1446	 10	 52	 0
      66	NGC 2775	 -16.1	1438	 13	 84	 0
      67	NGC 2775	 -13.7	1527	  9	 39	 0
      68	NGC 2775	 -13.7	1402	  8	 45	 0
      69	NGC 2775	 -11.3	1501	  1	 46	 6
      70	NGC 2775	  -8.9	1465	  4	 75	 0
      71	NGC 2775	  -6.4	1484	  3	 69	 0
      72	NGC 2775	  -4.0	1490	  3	 45	 0
      73	NGC 2775	  -4.0	1473	  3	117	 0
      74	NGC 2775	  -1.6	1404	  2	152	 0
      75	NGC 2775	   0.9	1297	  2	 69	 0
      76	NGC 2775	   3.3	1283	  2	 60	 0
      77	NGC 2775	   5.7	1266	  5	 48	 8
      78	NGC 2775	   8.2	1261	  6	 50	 7
      79	NGC 2775	  10.6	1248	 31	 42	12
      80	NGC 2775	  15.4	1251	 13	104	 0
      81	NGC 2775	  17.9	1234	 16	 41	 0
      82	NGC 2775	  20.3	1225	  8	 44	 0
      83	NGC 2775	  22.7	1194	 10	 58	 0
      84	NGC 2775	  25.2	1178	  5	 21	21
      85	NGC 2775	  27.6	1160	 18	 25	11
      86	NGC 2775	  30.0	1146	  6	 16	11
      87	NGC 2775	  32.5	1160	  6	 31	 8
      88	NGC 2775	  34.9	1165	  4	 36	10
      89	NGC 2775	  37.3	1166	  2	 28	 8
      90	NGC 2775	  39.8	1158	  2	 13	 6
      91	NGC 2775	  42.2	1151	  3	 10	 5
      92	NGC 2775	  44.6	1154	  5	 27	 7
      93	NGC 2775	  47.0	1155	  3	  9	 4
      94	NGC 2775	  49.5	1150	  2	 26	 9
      95	NGC 2775	  51.9	1157	 11	 62	 0
      96	NGC 2775	  53.1	1154	  9	  4	 4
      97	NGC 2775	  54.3	1145	  4	 29	 9
      98	NGC 2775	  56.8	1153	  9	 34	 0
      99	NGC 2775	  58.0	1151	  1	 13	13
     100	NGC 2775	  59.2	1157	  3	 13	13
     101	NGC 2775	  61.6	1163	 15	 25	 0
     102	NGC 2775	  62.8	1135	  9	  0	 0
     103	NGC 2775	  66.5	1159	 12	 64	 0
     104	NGC 2775	  75.0	1148	 21	 65	 0
     105	NGC 3281	 -49.3	3205	 16	 32	32
     106	NGC 3281	 -45.7	3197	  7	 39	 9
     107	NGC 3281	 -40.8	3191	  9	 57	 2
     108	NGC 3281	 -37.2	3194	 14	 19	14
     109	NGC 3281	 -34.8	3182	 29	 42	27
     110	NGC 3281	 -32.3	3175	  9	 52	21
     111	NGC 3281	 -29.9	3175	  5	 31	16
     112	NGC 3281	 -27.5	3179	  6	 32	 9
     113	NGC 3281	 -25.0	3183	  5	 35	22
     114	NGC 3281	 -22.6	3183	  8	 23	 2
     115	NGC 3281	 -21.4	3206	 14	 55	 0
     116	NGC 3281	 -20.2	3189	 13	 47	26
     117	NGC 3281	 -17.8	3212	  7	 57	12
     118	NGC 3281	 -15.3	3218	  6	 39	 9
     119	NGC 3281	 -12.9	3223	  4	 61	10
     120	NGC 3281	 -10.5	3234	 10	 79	 6
     121	NGC 3281	  -8.0	3248	  3	 86	 7
     122	NGC 3281	  -5.6	3276	 13	120	 3
     123	NGC 3281	  -3.2	3341	  6	158	 6
     124	NGC 3281	  -0.8	3399	  4	150	 4
     125	NGC 3281	   1.7	3444	  2	139	 3
     126	NGC 3281	   4.1	3482	  2	119	 4
     127	NGC 3281	   6.5	3520	  5	109	 3
     128	NGC 3281	   9.0	3542	  1	 78	 7
     129	NGC 3281	  11.4	3553	  4	 52	 9
     130	NGC 3281	  13.8	3549	  7	 74	10
     131	NGC 3281	  16.3	3546	  7	 57	22
     132	NGC 3281	  17.5	3561	 15	 34	 0
     133	NGC 3281	  18.7	3548	 21	 61	 6
     134	NGC 3281	  21.1	3571	  6	 41	10
     135	NGC 3281	  23.5	3573	  9	 47	 7
     136	NGC 3281	  26.0	3568	  4	 47	 7
     137	NGC 3281	  28.4	3578	 10	 56	23
     138	NGC 3281	  30.8	3577	  9	 47	38
     139	NGC 3281	  33.3	3595	 25	 89	16
     140	NGC 3281	  35.7	3605	 26	 89	18
     141	NGC 3281	  38.1	3612	  5	 51	43
     142	NGC 3281	  40.6	3620	 12	 81	 0
     143	NGC 3281	  43.0	3648	 15	 67	23
     144	NGC 3281	  45.4	3651	 22	 99	 0
     145	NGC 3281	  50.3	3662	 23	 68	 0
     146	IC 724  	 -55.7	5746	 24	 65	 0
     147	IC 724  	 -54.5	5703	 21	 50	 4
     148	IC 724  	 -53.3	5726	 12	 49	 0
     149	IC 724  	 -50.9	5719	  5	 29	 3
     150	IC 724  	 -48.5	5723	  8	 34	 6
     151	IC 724  	 -46.0	5733	  4	 42	 5
     152	IC 724  	 -43.6	5748	  5	 40	 8
     153	IC 724  	 -41.2	5749	  5	 39	 2
     154	IC 724  	 -38.7	5761	  3	 58	 5
     155	IC 724  	 -36.3	5741	 16	 59	 3
     156	IC 724  	 -32.7	5760	  8	 41	28
     157	IC 724  	 -27.8	5777	 27	 95	 0
     158	IC 724  	 -22.9	5749	  8	 49	 1
     159	IC 724  	 -18.1	5772	 20	 93	 0
     160	IC 724  	 -14.4	5692	 15	 83	 0
     161	IC 724  	 -12.0	5696	 23	 72	18
     162	IC 724  	  -9.6	5680	 14	 77	 6
     163	IC 724  	  -7.1	5720	 16	110	19
     164	IC 724  	  -4.7	5823	 13	148	24
     165	IC 724  	  -2.3	5900	 10	158	20
     166	IC 724  	   0.2	5982	 30	179	17
     167	IC 724  	   2.6	6069	 39	161	21
     168	IC 724  	   5.0	6198	 37	115	27
     169	IC 724  	   7.4	6260	 19	 88	28
     170	IC 724  	   9.9	6266	  7	 60	 4
     171	IC 724  	  12.3	6256	  7	 56	 5
     172	IC 724  	  14.7	6231	 16	 62	10
     173	IC 724  	  18.4	6186	 16	 70	 0
     174	IC 724  	  19.6	6240	 20	 50	 0
     175	IC 724  	  24.5	6195	  5	 30	25
     176	IC 724  	  26.9	6190	 13	 19	 0
     177	IC 724  	  29.3	6165	 18	  8	 3
     178	IC 724  	  31.7	6178	  9	 30	 9
     179	IC 724  	  34.2	6209	  4	  3	 0
     180	IC 724  	  36.6	6183	  5	 23	 4
     181	IC 724  	  39.0	6190	  2	 37	 1
     182	IC 724  	  41.5	6191	  1	 34	 2
     183	IC 724  	  43.9	6193	  1	 34	 1
     184	IC 724  	  46.3	6192	  1	 36	 2
     185	IC 724  	  48.8	6196	  3	 36	 2
     186	IC 724  	  51.2	6198	 10	 17	 3
     187	IC 724  	  53.6	6205	  7	 31	12
     188	IC 724  	  56.0	6186	 23	 35	 0
     189	NGC 4698	-100.7	1197	 30	 55	 0
     190	NGC 4698	 -97.1	1248	 13	 59	 0
     191	NGC 4698	 -95.9	1221	 39	  0	 0
     192	NGC 4698	 -89.8	1206	 21	 51	 0
     193	NGC 4698	 -84.9	1233	  8	 55	 0
     194	NGC 4698	 -77.7	1237	 25	  0	 0
     195	NGC 4698	 -72.8	1232	 16	 14	 0
     196	NGC 4698	 -71.6	1205	 14	  2	 0
     197	NGC 4698	 -66.7	1220	  3	 39	15
