galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
GASS42140	15	9.650000000000e+01	6.000000000000e+00
GASS42140	16	1.009000000000e+02	5.600000000000e+00
GASS42140	17	9.990000000000e+01	5.800000000000e+00
GASS42140	18	1.103000000000e+02	5.200000000000e+00
GASS42140	19	1.131000000000e+02	5.400000000000e+00
GASS42140	20	1.233000000000e+02	4.600000000000e+00
GASS42140	21	1.367000000000e+02	4.400000000000e+00
GASS42140	22	1.217000000000e+02	4.100000000000e+00
GASS42140	23	1.170000000000e+02	4.000000000000e+00
GASS42140	24	1.347000000000e+02	3.500000000000e+00
GASS42140	25	1.480000000000e+02	3.400000000000e+00
GASS42140	26	1.493000000000e+02	3.300000000000e+00
GASS42140	27	1.425000000000e+02	3.000000000000e+00
GASS42140	28	1.624000000000e+02	2.800000000000e+00
GASS42140	29	1.969000000000e+02	3.000000000000e+00
GASS42140	30	1.682000000000e+02	3.000000000000e+00
GASS42140	31	1.805000000000e+02	3.200000000000e+00
GASS42140	32	1.851000000000e+02	3.200000000000e+00
GASS42140	33	1.751000000000e+02	3.300000000000e+00
GASS42140	34	1.793000000000e+02	3.900000000000e+00
GASS42140	35	2.027000000000e+02	4.000000000000e+00
GASS42140	36	1.694000000000e+02	4.500000000000e+00
GASS42140	37	1.649000000000e+02	4.800000000000e+00
GASS42140	38	1.861000000000e+02	4.700000000000e+00
GASS42140	39	1.939000000000e+02	5.200000000000e+00
GASS42140	40	1.675000000000e+02	5.100000000000e+00
GASS42140	41	1.966000000000e+02	6.200000000000e+00
GASS42140	42	1.878000000000e+02	6.500000000000e+00
GASS42140	43	2.027000000000e+02	6.300000000000e+00
GASS42140	44	1.807000000000e+02	6.600000000000e+00
GASS42140	45	2.347000000000e+02	6.200000000000e+00
GASS42140	46	1.980000000000e+02	6.200000000000e+00
GASS42140	47	2.036000000000e+02	7.300000000000e+00
GASS42140	48	2.129000000000e+02	7.000000000000e+00
GASS42140	49	2.162000000000e+02	8.000000000000e+00
GASS42140	50	1.982000000000e+02	7.800000000000e+00
GASS42140	51	1.908000000000e+02	8.000000000000e+00
GASS42140	52	1.991000000000e+02	8.500000000000e+00
GASS42140	53	2.209000000000e+02	9.000000000000e+00
GASS42140	54	2.178000000000e+02	7.700000000000e+00
GASS42140	55	2.220000000000e+02	7.800000000000e+00
GASS42140	56	2.044000000000e+02	7.900000000000e+00
GASS42140	57	2.409000000000e+02	8.000000000000e+00
GASS42140	58	2.305000000000e+02	1.010000000000e+01
GASS42140	59	2.059000000000e+02	1.030000000000e+01
GASS42141	0	1.634000000000e+01	3.500000000000e+00
GASS42141	2	4.784000000000e+01	8.000000000000e+00
GASS42141	3	2.236000000000e+01	9.100000000000e+00
GASS42141	4	6.404000000000e+01	7.400000000000e+00
GASS42141	5	5.126000000000e+01	8.300000000000e+00
GASS42141	6	3.974000000000e+01	7.400000000000e+00
GASS42141	7	4.096000000000e+01	6.900000000000e+00
GASS42141	8	5.296000000000e+01	7.900000000000e+00
GASS42141	9	2.024000000000e+01	7.100000000000e+00
GASS42141	10	5.626000000000e+01	6.800000000000e+00
GASS42141	11	5.306000000000e+01	6.100000000000e+00
GASS42141	12	5.514000000000e+01	5.200000000000e+00
GASS42141	13	5.266000000000e+01	4.600000000000e+00
GASS42141	14	6.436000000000e+01	4.500000000000e+00
GASS42141	15	8.374000000000e+01	4.500000000000e+00
GASS42141	16	1.134600000000e+02	4.200000000000e+00
GASS42141	17	7.394000000000e+01	4.500000000000e+00
GASS42141	18	8.016000000000e+01	4.800000000000e+00
GASS42141	19	1.098600000000e+02	5.900000000000e+00
GASS42141	20	6.194000000000e+01	7.600000000000e+00
GASS42141	21	5.016000000000e+01	8.800000000000e+00
GASS42141	22	1.073400000000e+02	8.200000000000e+00
GASS42141	23	1.185600000000e+02	6.400000000000e+00
GASS42141	24	1.420400000000e+02	7.800000000000e+00
GASS42141	25	1.103600000000e+02	9.600000000000e+00
GASS42141	26	1.445400000000e+02	7.700000000000e+00
GASS42141	27	1.128600000000e+02	6.800000000000e+00
GASS42141	28	1.845400000000e+02	7.900000000000e+00
GASS42141	29	2.140600000000e+02	7.600000000000e+00
GASS42141	30	1.767400000000e+02	7.200000000000e+00
GASS42141	31	1.761600000000e+02	3.200000000000e+00
GASS42141	32	1.598400000000e+02	3.000000000000e+00
GASS42141	33	2.118600000000e+02	6.100000000000e+00
GASS42402	2	1.933000000000e+01	7.300000000000e+00
GASS42402	3	2.127000000000e+01	9.500000000000e+00
GASS42402	4	1.383000000000e+01	9.500000000000e+00
GASS42402	5	3.527000000000e+01	9.200000000000e+00
GASS42402	6	2.933000000000e+01	9.500000000000e+00
GASS42402	7	2.317000000000e+01	8.100000000000e+00
GASS42402	8	4.323000000000e+01	7.300000000000e+00
GASS42402	9	4.057000000000e+01	7.500000000000e+00
GASS42402	10	4.783000000000e+01	9.900000000000e+00
GASS42402	11	6.697000000000e+01	9.400000000000e+00
GASS42402	12	7.913000000000e+01	1.010000000000e+01
GASS42402	13	7.257000000000e+01	1.140000000000e+01
GASS42402	14	6.133000000000e+01	9.500000000000e+00
GASS42402	15	7.227000000000e+01	9.000000000000e+00
GASS42402	16	1.043300000000e+02	9.800000000000e+00
GASS42402	17	5.837000000000e+01	9.000000000000e+00
GASS42402	18	1.155300000000e+02	9.400000000000e+00
GASS42402	19	1.007700000000e+02	7.400000000000e+00
GASS42402	20	9.773000000000e+01	6.600000000000e+00
GASS42402	21	1.138700000000e+02	7.600000000000e+00
GASS42402	22	1.140300000000e+02	6.700000000000e+00
GASS42402	23	1.239700000000e+02	6.600000000000e+00
GASS42402	24	1.065300000000e+02	6.300000000000e+00
GASS42402	25	1.485700000000e+02	5.700000000000e+00
GASS42402	26	1.363300000000e+02	5.100000000000e+00
GASS42402	27	1.377700000000e+02	5.800000000000e+00
GASS42402	28	1.199300000000e+02	5.900000000000e+00
GASS42402	29	1.422300000000e+02	6.100000000000e+00
GASS42402	30	1.624700000000e+02	6.200000000000e+00
GASS42402	31	1.651300000000e+02	7.800000000000e+00
GASS42402	32	1.553300000000e+02	7.300000000000e+00
GASS42402	33	1.623700000000e+02	8.600000000000e+00
GASS42402	34	1.518300000000e+02	1.030000000000e+01
GASS42402	35	1.854700000000e+02	8.900000000000e+00
GASS42402	36	1.874300000000e+02	9.800000000000e+00
GASS42402	37	1.553700000000e+02	1.300000000000e+01
GASS42402	38	2.053300000000e+02	1.140000000000e+01
GASS42402	39	1.985700000000e+02	1.120000000000e+01
GASS42402	40	1.937300000000e+02	6.700000000000e+00
GASS42402	41	1.952300000000e+02	7.700000000000e+00
GASS42402	42	2.023700000000e+02	8.900000000000e+00
GASS42402	43	1.983300000000e+02	9.700000000000e+00
GASS42402	44	1.853700000000e+02	8.500000000000e+00
GASS42402	45	1.998300000000e+02	8.600000000000e+00
GASS42402	46	2.114700000000e+02	7.800000000000e+00
GASS42402	47	2.164300000000e+02	1.010000000000e+01
GASS42402	48	2.591300000000e+02	6.900000000000e+00
GASS51351	1	5.959000000000e+01	3.900000000000e+00
GASS51351	2	9.731000000000e+01	6.300000000000e+00
GASS51351	3	1.405900000000e+02	5.400000000000e+00
GASS51351	4	1.515100000000e+02	4.100000000000e+00
GASS51351	5	1.755900000000e+02	5.200000000000e+00
GASS51351	6	1.956100000000e+02	6.800000000000e+00
GASS51351	7	1.974900000000e+02	7.400000000000e+00
GASS51351	8	2.187100000000e+02	5.300000000000e+00
GASS51351	9	2.143900000000e+02	4.700000000000e+00
GASS51351	10	2.270100000000e+02	4.300000000000e+00
GASS51351	11	2.216900000000e+02	3.900000000000e+00
GASS51351	12	2.366100000000e+02	3.800000000000e+00
GASS51351	13	2.318900000000e+02	3.600000000000e+00
GASS51351	14	2.395100000000e+02	2.800000000000e+00
GASS51351	15	2.355900000000e+02	2.000000000000e+00
GASS51351	16	2.373100000000e+02	1.600000000000e+00
GASS51351	17	2.411900000000e+02	1.400000000000e+00
GASS51351	18	2.384100000000e+02	1.500000000000e+00
GASS51351	19	2.466900000000e+02	1.500000000000e+00
GASS51351	20	2.558100000000e+02	1.700000000000e+00
GASS51351	21	2.481900000000e+02	2.000000000000e+00
GASS51351	22	2.591100000000e+02	1.800000000000e+00
GASS51351	23	2.506900000000e+02	1.800000000000e+00
GASS51351	24	2.568100000000e+02	1.700000000000e+00
GASS51351	25	2.549900000000e+02	2.000000000000e+00
GASS51351	26	2.489100000000e+02	2.600000000000e+00
GASS51351	27	2.585900000000e+02	3.300000000000e+00
GASS51351	28	2.429100000000e+02	3.800000000000e+00
GASS51351	29	2.627900000000e+02	3.600000000000e+00
GASS51351	30	2.437100000000e+02	2.700000000000e+00
GASS51351	31	2.651900000000e+02	2.100000000000e+00
GASS51351	32	2.415100000000e+02	1.800000000000e+00
GASS51351	33	2.741900000000e+02	1.700000000000e+00
GASS51351	34	2.313100000000e+02	1.700000000000e+00
GASS51351	35	2.755900000000e+02	1.700000000000e+00
GASS51351	36	2.286100000000e+02	1.600000000000e+00
GASS51351	37	2.647900000000e+02	1.500000000000e+00
GASS51351	38	2.268100000000e+02	1.500000000000e+00
GASS51351	39	2.631900000000e+02	1.300000000000e+00
GASS51351	40	2.197100000000e+02	1.300000000000e+00
GASS51351	41	2.478900000000e+02	1.400000000000e+00
GASS51351	42	2.410100000000e+02	1.600000000000e+00
GASS51351	43	2.491900000000e+02	2.000000000000e+00
GASS51351	44	2.540900000000e+02	2.400000000000e+00
GASS51351	45	2.713100000000e+02	2.800000000000e+00
GASS51351	46	2.607900000000e+02	3.200000000000e+00
GASS51351	47	2.793100000000e+02	3.200000000000e+00
GASS51351	48	2.531900000000e+02	3.600000000000e+00
GASS51351	49	2.791100000000e+02	3.500000000000e+00
GASS51351	50	2.476900000000e+02	3.200000000000e+00
GASS51351	51	2.771100000000e+02	2.900000000000e+00
GASS51351	52	2.757900000000e+02	3.000000000000e+00
GASS51351	53	2.485100000000e+02	2.800000000000e+00
GASS51351	54	2.447900000000e+02	4.400000000000e+00
GASS51351	55	2.757900000000e+02	1.210000000000e+01
GASS51351	56	2.438100000000e+02	8.500000000000e+00
GASS51351	57	2.786900000000e+02	3.900000000000e+00
GASS51351	58	1.975100000000e+02	5.700000000000e+00
GASS51899	1	3.895000000000e+01	5.200000000000e+00
GASS51899	2	5.925000000000e+01	5.300000000000e+00
GASS51899	3	7.695000000000e+01	4.800000000000e+00
GASS51899	4	8.745000000000e+01	4.600000000000e+00
GASS51899	5	9.125000000000e+01	4.800000000000e+00
GASS51899	6	1.033500000000e+02	5.200000000000e+00
GASS51899	7	1.089500000000e+02	5.900000000000e+00
GASS51899	8	1.107500000000e+02	7.800000000000e+00
GASS51899	9	1.088500000000e+02	1.040000000000e+01
GASS51899	10	1.067500000000e+02	1.290000000000e+01
GASS51899	11	1.137500000000e+02	8.000000000000e+00
GASS51899	12	1.178500000000e+02	5.600000000000e+00
GASS51899	13	1.228500000000e+02	4.900000000000e+00
GASS51899	14	1.285500000000e+02	4.600000000000e+00
GASS51899	15	1.307500000000e+02	4.800000000000e+00
GASS51899	16	1.311500000000e+02	4.700000000000e+00
GASS51899	17	1.306500000000e+02	4.800000000000e+00
GASS51899	18	1.328500000000e+02	4.900000000000e+00
GASS51899	19	1.325500000000e+02	5.200000000000e+00
GASS51899	20	1.107500000000e+02	1.250000000000e+01
GASS52297	0	1.175000000000e+01	1.130000000000e+01
GASS52297	1	1.725000000000e+01	9.200000000000e+00
GASS52297	2	2.515000000000e+01	8.700000000000e+00
GASS52297	3	3.025000000000e+01	8.000000000000e+00
GASS52297	4	3.275000000000e+01	9.400000000000e+00
GASS52297	5	4.355000000000e+01	7.500000000000e+00
GASS52297	6	4.095000000000e+01	6.500000000000e+00
GASS52297	7	4.515000000000e+01	5.800000000000e+00
GASS52297	8	5.085000000000e+01	4.600000000000e+00
GASS52297	9	4.715000000000e+01	4.200000000000e+00
GASS52297	10	4.235000000000e+01	3.600000000000e+00
GASS52297	11	5.075000000000e+01	3.100000000000e+00
GASS52297	12	5.575000000000e+01	2.600000000000e+00
GASS52297	13	7.455000000000e+01	2.400000000000e+00
GASS52297	14	6.545000000000e+01	2.000000000000e+00
GASS52297	15	5.905000000000e+01	1.900000000000e+00
GASS52297	16	6.225000000000e+01	1.900000000000e+00
GASS52297	17	8.665000000000e+01	1.900000000000e+00
GASS52297	18	8.405000000000e+01	2.100000000000e+00
GASS52297	19	6.155000000000e+01	2.300000000000e+00
GASS52297	20	6.045000000000e+01	2.700000000000e+00
GASS52297	21	9.405000000000e+01	3.000000000000e+00
GASS52297	22	6.995000000000e+01	3.400000000000e+00
GASS52297	23	8.085000000000e+01	4.200000000000e+00
GASS52297	24	8.185000000000e+01	5.300000000000e+00
GASS52297	25	8.505000000000e+01	6.000000000000e+00
GASS52297	26	8.325000000000e+01	7.200000000000e+00
GASS52297	27	8.165000000000e+01	8.100000000000e+00
GASS52297	28	5.245000000000e+01	1.020000000000e+01
GASS52297	29	1.165500000000e+02	8.600000000000e+00
GASS52297	30	3.375000000000e+01	1.090000000000e+01
GASS57017	1	1.479000000000e+01	6.600000000000e+00
GASS57017	2	2.721000000000e+01	6.700000000000e+00
GASS57017	3	2.949000000000e+01	6.500000000000e+00
GASS57017	4	5.131000000000e+01	5.400000000000e+00
GASS57017	5	3.719000000000e+01	7.200000000000e+00
GASS57017	6	6.371000000000e+01	7.400000000000e+00
GASS57017	7	7.279000000000e+01	9.200000000000e+00
GASS57017	8	6.791000000000e+01	9.600000000000e+00
GASS57017	9	8.259000000000e+01	1.000000000000e+01
GASS57017	10	1.013900000000e+02	9.700000000000e+00
GASS57017	11	9.481000000000e+01	8.700000000000e+00
GASS57017	12	1.092900000000e+02	8.200000000000e+00
GASS57017	13	1.077100000000e+02	8.200000000000e+00
GASS57017	14	1.177900000000e+02	5.700000000000e+00
GASS57017	15	1.464900000000e+02	5.500000000000e+00
GASS57017	16	1.315100000000e+02	5.100000000000e+00
GASS57017	17	1.780100000000e+02	5.600000000000e+00
GASS57017	18	1.362900000000e+02	7.500000000000e+00
GASS7031	1	1.350000000000e+01	1.000000000000e+01
GASS7031	2	1.740000000000e+01	9.400000000000e+00
GASS7031	3	2.260000000000e+01	8.300000000000e+00
GASS7031	4	3.340000000000e+01	7.700000000000e+00
GASS7031	5	4.950000000000e+01	9.900000000000e+00
GASS7031	6	3.890000000000e+01	9.100000000000e+00
GASS7031	7	5.570000000000e+01	9.100000000000e+00
GASS7031	8	5.380000000000e+01	8.000000000000e+00
GASS7031	9	5.310000000000e+01	7.700000000000e+00
GASS7031	10	6.180000000000e+01	8.200000000000e+00
GASS7031	11	7.900000000000e+01	7.000000000000e+00
GASS7031	12	6.000000000000e+01	6.600000000000e+00
GASS7031	13	7.500000000000e+01	6.200000000000e+00
GASS7031	14	9.150000000000e+01	5.500000000000e+00
GASS7031	15	1.047000000000e+02	5.100000000000e+00
GASS7031	16	8.430000000000e+01	4.900000000000e+00
GASS7031	17	1.066000000000e+02	4.600000000000e+00
GASS7031	18	1.001000000000e+02	3.800000000000e+00
GASS7031	19	9.800000000000e+01	3.400000000000e+00
GASS7031	20	8.010000000000e+01	3.400000000000e+00
GASS7031	21	9.690000000000e+01	3.400000000000e+00
GASS7031	22	1.258000000000e+02	3.200000000000e+00
GASS7031	23	1.324000000000e+02	3.400000000000e+00
GASS7031	24	1.079000000000e+02	3.700000000000e+00
GASS7031	25	1.120000000000e+02	3.900000000000e+00
GASS7031	26	1.490000000000e+02	4.600000000000e+00
GASS7031	27	1.213000000000e+02	4.800000000000e+00
GASS7031	28	1.311000000000e+02	5.300000000000e+00
GASS7031	29	1.132000000000e+02	6.200000000000e+00
GASS7031	30	1.397000000000e+02	7.200000000000e+00
GASS7031	31	9.730000000000e+01	7.400000000000e+00
GASS7031	32	1.204000000000e+02	6.800000000000e+00
GASS7031	33	1.183000000000e+02	8.100000000000e+00
GASS7031	34	1.441000000000e+02	9.400000000000e+00
GASS7031	35	1.186000000000e+02	1.090000000000e+01
GASS7031	36	1.299000000000e+02	9.800000000000e+00
GASS7031	37	1.263000000000e+02	8.600000000000e+00
GASS7031	38	1.712000000000e+02	1.050000000000e+01
GASS7031	39	1.289000000000e+02	1.060000000000e+01
GASS7031	40	1.634000000000e+02	1.340000000000e+01
GASS7031	41	1.202000000000e+02	1.120000000000e+01
GASS7031	42	1.294000000000e+02	1.230000000000e+01
GASS8096	1	1.516000000000e+01	1.500000000000e+00
GASS8096	2	2.354000000000e+01	1.800000000000e+00
GASS8096	3	3.216000000000e+01	2.300000000000e+00
GASS8096	4	6.164000000000e+01	2.800000000000e+00
GASS8096	5	6.426000000000e+01	2.900000000000e+00
GASS8096	6	7.424000000000e+01	3.200000000000e+00
GASS8096	7	7.246000000000e+01	4.100000000000e+00
GASS8096	8	9.674000000000e+01	7.300000000000e+00
GASS8096	9	9.866000000000e+01	9.600000000000e+00
GASS8096	10	9.604000000000e+01	8.600000000000e+00
GASS8096	11	9.216000000000e+01	1.050000000000e+01
GASS8096	12	1.035400000000e+02	9.100000000000e+00
GASS8096	13	1.054600000000e+02	1.050000000000e+01
GASS8096	14	1.221400000000e+02	9.700000000000e+00
GASS8096	15	1.095600000000e+02	1.160000000000e+01
GASS8096	16	1.261400000000e+02	1.050000000000e+01
GASS8096	17	1.204600000000e+02	1.360000000000e+01
GASS8096	18	1.337400000000e+02	1.340000000000e+01
GASS8096	19	1.112600000000e+02	1.200000000000e+01
GASS8096	20	1.382400000000e+02	1.610000000000e+01
GASS8096	21	1.305400000000e+02	1.330000000000e+01
GASS8096	22	1.270600000000e+02	8.300000000000e+00
GASS8096	23	1.275400000000e+02	9.700000000000e+00
GASS8096	24	1.327600000000e+02	1.010000000000e+01
GASS8096	25	1.355400000000e+02	9.100000000000e+00
GASS8096	26	1.466600000000e+02	9.200000000000e+00
GASS8096	27	1.367400000000e+02	8.900000000000e+00
GASS8096	28	1.652600000000e+02	9.800000000000e+00
GASS8096	29	1.611400000000e+02	1.110000000000e+01
GASS8096	30	1.666600000000e+02	7.800000000000e+00
GASS8096	31	1.643400000000e+02	7.300000000000e+00
GASS8096	32	1.801400000000e+02	6.400000000000e+00
GASS8096	33	1.966400000000e+02	5.000000000000e+00
GASS8096	34	1.862400000000e+02	4.900000000000e+00
GASS9891	1	4.409000000000e+01	1.820000000000e+01
GASS9891	2	8.159000000000e+01	1.310000000000e+01
GASS9891	3	1.288900000000e+02	1.460000000000e+01
GASS9891	4	1.919900000000e+02	1.620000000000e+01
GASS9891	5	2.845100000000e+02	1.760000000000e+01
GASS9891	6	2.916100000000e+02	1.720000000000e+01
GASS9891	7	2.997100000000e+02	1.300000000000e+01
GASS9891	8	3.134100000000e+02	1.240000000000e+01
GASS9891	9	3.076900000000e+02	1.120000000000e+01
GASS9891	10	3.348100000000e+02	1.270000000000e+01
GASS9891	11	2.927900000000e+02	1.620000000000e+01
GASS9891	12	3.197900000000e+02	1.500000000000e+01
GASS9891	13	2.737100000000e+02	8.600000000000e+00
GASS9891	14	3.320900000000e+02	1.440000000000e+01
GASS9891	15	3.022100000000e+02	1.930000000000e+01
Haro36	0	1.289000000000e+01	7.190000000000e+00
Haro36	1	1.941000000000e+01	7.300000000000e+00
Haro36	2	2.565000000000e+01	7.370000000000e+00
Haro36	3	3.170000000000e+01	6.740000000000e+00
Haro36	4	3.393000000000e+01	4.880000000000e+00
Haro36	5	3.663000000000e+01	6.580000000000e+00
Haro36	6	3.951000000000e+01	8.530000000000e+00
Haro36	7	4.143000000000e+01	8.820000000000e+00
Haro36	8	4.981000000000e+01	8.510000000000e+00
Haro36	9	5.822000000000e+01	6.590000000000e+00
IC4202	0	3.510000000000e+01	3.960000000000e+00
IC4202	1	7.790000000000e+01	3.950000000000e+00
IC4202	2	1.150000000000e+02	6.700000000000e+00
IC4202	3	1.560000000000e+02	3.160000000000e+00
IC4202	4	1.920000000000e+02	3.140000000000e+00
IC4202	5	2.040000000000e+02	2.900000000000e+00
IC4202	6	2.090000000000e+02	3.360000000000e+00
IC4202	7	2.200000000000e+02	3.250000000000e+00
IC4202	8	2.310000000000e+02	3.490000000000e+00
IC4202	9	2.350000000000e+02	4.650000000000e+00
IC4202	10	2.450000000000e+02	6.000000000000e+00
IC4202	11	2.460000000000e+02	5.570000000000e+00
IC4202	12	2.390000000000e+02	6.950000000000e+00
IC4202	13	2.400000000000e+02	7.160000000000e+00
IC4202	14	2.400000000000e+02	4.850000000000e+00
IC4202	15	2.460000000000e+02	7.680000000000e+00
IC4202	16	2.410000000000e+02	6.210000000000e+00
IC4202	17	2.500000000000e+02	5.620000000000e+00
IC4202	18	2.420000000000e+02	5.100000000000e+00
IC4202	19	2.440000000000e+02	7.410000000000e+00
IC4202	20	2.480000000000e+02	5.080000000000e+00
IC4202	21	2.490000000000e+02	5.220000000000e+00
IC4202	22	2.460000000000e+02	6.350000000000e+00
IC4202	23	2.410000000000e+02	1.620000000000e+01
IC4202	24	2.470000000000e+02	1.460000000000e+01
IC4202	25	2.340000000000e+02	2.090000000000e+01
IC4202	26	2.490000000000e+02	1.000000000000e+01
IC4202	27	2.360000000000e+02	1.610000000000e+01
IC4202	28	2.450000000000e+02	2.210000000000e+01
IC4202	29	2.430000000000e+02	4.200000000000e+00
IC4202	30	2.380000000000e+02	7.760000000000e+00
IC4202	31	2.470000000000e+02	6.140000000000e+00
LSBD631-7	1	8.180000000000e+00	1.360000000000e+00
LSBD631-7	2	1.773000000000e+01	1.820000000000e+00
LSBD631-7	3	2.591000000000e+01	2.270000000000e+00
LSBD631-7	4	3.091000000000e+01	1.820000000000e+00
LSBD631-7	5	3.455000000000e+01	2.270000000000e+00
LSBD631-7	6	3.909000000000e+01	1.820000000000e+00
LSBD631-7	7	4.273000000000e+01	1.820000000000e+00
LSBD631-7	8	4.591000000000e+01	1.360000000000e+00
LSBD631-7	9	4.864000000000e+01	2.270000000000e+00
LSBD631-7	10	5.182000000000e+01	1.820000000000e+00
LSBD631-7	11	5.500000000000e+01	1.820000000000e+00
LSBD631-7	12	5.682000000000e+01	2.730000000000e+00
LSBD631-7	13	5.841000000000e+01	3.180000000000e+00
LSBD631-7	14	5.864000000000e+01	4.090000000000e+00
LSBD631-7	15	5.773000000000e+01	4.090000000000e+00
LSBD631-7	16	5.773000000000e+01	3.630000000000e+00
LSBF571-8	0	1.240000000000e+01	7.000000000000e+00
LSBF571-8	1	3.750000000000e+01	4.000000000000e+00
LSBF571-8	2	5.650000000000e+01	4.000000000000e+00
LSBF571-8	3	6.910000000000e+01	4.000000000000e+00
LSBF571-8	4	8.550000000000e+01	7.500000000000e+00
LSBF571-8	5	8.710000000000e+01	8.400000000000e+00
LSBF571-8	6	1.050000000000e+02	4.000000000000e+00
LSBF571-8	7	1.116000000000e+02	6.700000000000e+00
LSBF571-8	8	1.160000000000e+02	4.000000000000e+00
LSBF571-8	9	1.242000000000e+02	4.000000000000e+00
LSBF571-8	10	1.346000000000e+02	4.000000000000e+00
LSBF571-8	11	1.401000000000e+02	4.000000000000e+00
LSBF571-8	12	1.439000000000e+02	5.000000000000e+00
LSBF574-1	0	3.400000000000e+01	5.000000000000e+00
LSBF574-1	1	5.418000000000e+01	5.000000000000e+00
LSBF574-1	2	6.726000000000e+01	5.000000000000e+00
LSBF574-1	3	7.761000000000e+01	5.000000000000e+00
LSBF574-1	4	8.402000000000e+01	5.000000000000e+00
LSBF574-1	5	8.868000000000e+01	5.000000000000e+00
LSBF574-1	6	9.123000000000e+01	5.000000000000e+00
LSBF574-1	7	9.329000000000e+01	4.000000000000e+00
LSBF574-1	8	9.497000000000e+01	4.000000000000e+00
LSBF574-1	9	9.619000000000e+01	4.000000000000e+00
LSBF574-1	10	9.779000000000e+01	4.000000000000e+00
LSBF574-1	11	9.909000000000e+01	4.000000000000e+00
LSBF574-1	12	1.002000000000e+02	5.000000000000e+00
LSBF574-1	13	1.026000000000e+02	6.000000000000e+00
LSBF583-1	1	1.000000000000e+01	7.000000000000e+00
LSBF583-1	2	1.740000000000e+01	9.600000000000e+00
LSBF583-1	3	2.350000000000e+01	1.120000000000e+01
LSBF583-1	4	3.100000000000e+01	5.200000000000e+00
LSBF583-1	5	4.090000000000e+01	5.900000000000e+00
LSBF583-1	6	4.480000000000e+01	4.500000000000e+00
LSBF583-1	7	5.170000000000e+01	1.270000000000e+01
LSBF583-1	8	5.570000000000e+01	4.500000000000e+00
LSBF583-1	9	6.200000000000e+01	4.500000000000e+00
LSBF583-1	10	6.660000000000e+01	6.900000000000e+00
LSBF583-1	11	7.230000000000e+01	1.550000000000e+01
LSBF583-1	12	7.340000000000e+01	6.000000000000e+00
LSBF583-1	13	7.710000000000e+01	1.210000000000e+01
LSBF583-1	14	8.030000000000e+01	1.350000000000e+01
LSBF583-4	0	1.070000000000e+01	4.900000000000e+00
LSBF583-4	1	2.470000000000e+01	4.900000000000e+00
LSBF583-4	2	3.890000000000e+01	4.900000000000e+00
LSBF583-4	3	5.500000000000e+01	4.900000000000e+00
LSBF583-4	4	5.720000000000e+01	4.900000000000e+00
LSBF583-4	5	5.980000000000e+01	4.900000000000e+00
LSBF583-4	6	6.440000000000e+01	4.900000000000e+00
LSBF583-4	7	6.720000000000e+01	4.900000000000e+00
LSBF583-4	8	6.990000000000e+01	4.900000000000e+00
LSBF730-V1	0	4.220000000000e+01	5.300000000000e+00
LSBF730-V1	1	8.980000000000e+01	6.600000000000e+00
LSBF730-V1	2	1.100000000000e+02	7.700000000000e+00
LSBF730-V1	3	1.280000000000e+02	1.040000000000e+01
LSBF730-V1	4	1.304000000000e+02	5.200000000000e+00
LSBF730-V1	5	1.325000000000e+02	9.300000000000e+00
LSBF730-V1	6	1.417000000000e+02	1.020000000000e+01
LSBF730-V1	7	1.453000000000e+02	7.100000000000e+00
M81dwB	2	1.223600000000e+01	3.120000000000e+00
M81dwB	3	1.889600000000e+01	2.540000000000e+00
M81dwB	4	2.273400000000e+01	2.220000000000e+00
M81dwB	5	2.650700000000e+01	2.280000000000e+00
M81dwB	6	2.989000000000e+01	2.410000000000e+00
M81dwB	7	3.183600000000e+01	2.590000000000e+00
M81dwB	8	3.338200000000e+01	1.850000000000e+00
M81dwB	9	3.410500000000e+01	2.150000000000e+00
M81dwB	10	3.608000000000e+01	2.840000000000e+00
M81dwB	11	3.775000000000e+01	4.560000000000e+00
M81dwB	12	3.817100000000e+01	6.770000000000e+00
M81dwB	13	3.800800000000e+01	8.650000000000e+00
M81dwB	14	3.401700000000e+01	7.320000000000e+00
M81dwB	15	3.507600000000e+01	6.970000000000e+00
M81dwB	16	3.584800000000e+01	4.820000000000e+00
M81dwB	17	3.537900000000e+01	5.550000000000e+00
M81dwB	18	3.953200000000e+01	7.950000000000e+00
M81dwB	19	3.158500000000e+01	0.000000000000e+00
NGC100	1	2.002000000000e+01	4.090000000000e+00
NGC100	2	3.303000000000e+01	4.000000000000e+00
NGC100	3	4.270000000000e+01	4.000000000000e+00
NGC100	4	4.992000000000e+01	4.000000000000e+00
NGC100	5	5.555000000000e+01	4.000000000000e+00
NGC100	6	6.185000000000e+01	4.000000000000e+00
NGC100	7	6.794000000000e+01	4.000000000000e+00
NGC100	8	7.306000000000e+01	4.000000000000e+00
NGC100	9	7.613000000000e+01	3.000000000000e+00
NGC100	10	7.775000000000e+01	5.340000000000e+00
NGC100	11	7.899000000000e+01	4.000000000000e+00
NGC100	12	7.854000000000e+01	5.600000000000e+00
NGC100	13	7.978000000000e+01	7.150000000000e+00
NGC100	14	8.338000000000e+01	5.120000000000e+00
NGC100	15	8.461000000000e+01	4.000000000000e+00
NGC100	16	8.606000000000e+01	5.530000000000e+00
NGC100	17	8.751000000000e+01	1.015000000000e+01
NGC100	18	8.901000000000e+01	7.770000000000e+00
