#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:14:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:14:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F566%2FA1%2Fgroups&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35660001
#Name: J/A+A/566/A1
#Title: Flux- and volume-limited groups for SDSS galaxies (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014A&A...566A...1T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/566/A1	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35660001	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_566_A1_groups:
#Name: J/A+A/566/A1/groups
#Title: Flux limited groups
#Column	GroupID	(I6)	[1/82458] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I3)	[2/849] Richness	[ucd=meta.number]
#Column	RAJ2000	(F9.5)	Right ascension of group centre (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination of group centre (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zcmb	(F8.5)	CMB-corrected redshift of group	[ucd=src.redshift]
#Column	Dist.c	(F7.3)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	sig.v	(F7.1)	rms radial velocity deviation {sigma}_V_	[ucd=phys.veloc.dispersion]
#Column	sig.sky	(F7.4)	rms deviation of the projected distance in the sky from group center {sigma}_sky_ (G1)	[ucd=phys.angSize]
#Column	Rvir	(F7.4)	Virial radius (projected harmonic mean) (G1)	[ucd=phys.size.radius]
#Column	Rmax	(F8.4)	Maximum radius of the group (G1)	[ucd=phys.size.radius]
#Column	MNFW	(E9.2)	Mass (NFW profile) (G1)	[ucd=phys.mass]
#Column	MHer	(E9.2)	Mass (Hernquist profile) (G1)	[ucd=phys.mass]
#Column	Lrgroup	(E9.2)	Observed luminosity (G1)	[ucd=phys.luminosity]
GroupID	Ngal	RAJ2000	DEJ2000	zcmb	Dist.c	sig.v	sig.sky	Rvir	Rmax	MNFW	MHer	Lrgroup
 49740	  2	175.62551	+36.90037	 0.10797	316.415	   19.5	 0.0118	 0.0332	  0.0166	 1.42e-02	 1.42e-02	 2.75e+00
 49741	  2	145.35165	+38.90754	 0.09318	273.959	    2.1	 0.0261	 0.0738	  0.0369	 3.52e-04	 3.52e-04	 1.88e+00
 49742	  2	202.88412	+10.13350	 0.06728	198.918	    2.4	 0.1112	 0.3145	  0.1573	 2.12e-03	 2.12e-03	 1.12e+00
 49743	  3	195.91807	+14.01434	 0.13752	400.441	  261.2	 0.1857	 0.4490	  0.2870	 2.44e+01	 4.05e+01	 6.25e+00
 49744	  4	231.80414	+06.05512	 0.09925	291.433	  287.3	 0.1947	 0.3858	  0.3870	 3.09e+01	 5.13e+01	 4.95e+00
 49745	  2	153.78542	+39.35857	 0.14818	430.451	    1.0	 0.1084	 0.3067	  0.1533	 3.23e-04	 3.23e-04	 6.69e+00
 49746	  3	175.02534	-03.35495	 0.04986	147.947	   43.0	 0.0447	 0.0602	  0.0878	 1.65e-01	 2.64e-01	 9.34e-01
 49747	  4	212.65813	+52.50821	 0.08331	245.459	  268.4	 0.1746	 0.2872	  0.3912	 2.42e+01	 4.02e+01	 3.08e+00
 49748	  2	200.57824	+60.58170	 0.07801	230.092	   69.7	 0.1051	 0.2973	  0.1488	 1.63e+00	 1.63e+00	 1.43e+00
 49749	  2	252.91346	+27.34106	 0.14950	434.176	  211.3	 0.1204	 0.3407	  0.1705	 1.72e+01	 1.72e+01	 5.30e+00
 49750	  2	247.76401	+39.43623	 0.06256	185.134	  125.2	 0.0270	 0.0763	  0.0382	 1.35e+00	 1.35e+00	 9.07e-01
 49751	  2	118.90984	+41.44566	 0.12438	363.225	  180.1	 0.0335	 0.0946	  0.0474	 3.47e+00	 3.47e+00	 4.75e+00
 49752	  2	185.48336	+07.95532	 0.13618	396.648	  256.5	 0.0325	 0.0920	  0.0461	 6.84e+00	 6.84e+00	 4.89e+00
 49753	  2	209.70252	+29.58160	 0.07734	228.163	  135.9	 0.0612	 0.1731	  0.0866	 3.61e+00	 3.61e+00	 1.37e+00
 49754	  2	215.01269	+56.91770	 0.12352	360.766	   27.7	 0.0895	 0.2531	  0.1266	 2.19e-01	 2.19e-01	 3.38e+00
 49755	  2	209.96234	-01.49574	 0.14817	430.439	   12.8	 0.1228	 0.3474	  0.1738	 6.40e-02	 6.40e-02	 5.18e+00
 49756	  2	151.87153	+29.50127	 0.11748	343.579	  218.9	 0.0353	 0.0997	  0.0499	 5.40e+00	 5.40e+00	 3.36e+00
 49757	  2	235.05306	+07.48019	 0.18085	521.526	  378.1	 0.0128	 0.0363	  0.0181	 5.85e+00	 5.85e+00	 7.95e+00
 49758	  2	130.84573	+27.71029	 0.09686	284.544	    7.4	 0.1318	 0.3727	  0.1864	 2.31e-02	 2.31e-02	 2.42e+00
 49759	  2	155.21140	+01.46027	 0.11098	325.047	  208.5	 0.1693	 0.4788	  0.2396	 2.35e+01	 2.35e+01	 2.99e+00
 49760	  3	208.16965	+12.96568	 0.14675	426.446	  262.0	 0.1199	 0.2456	  0.2157	 1.59e+01	 2.63e+01	 7.27e+00
 49761	  2	125.38922	+31.90973	 0.07070	208.871	    1.4	 0.0880	 0.2490	  0.1245	 5.35e-04	 5.35e-04	 1.28e+00
 49762	  4	215.95626	+17.39632	 0.07034	207.811	  277.7	 0.2047	 0.4248	  0.3624	 3.03e+01	 5.04e+01	 2.03e+00
 49763	  2	188.69833	+24.57441	 0.02226	 66.419	   74.7	 0.0854	 0.2417	  0.1211	 1.52e+00	 1.52e+00	 9.99e-02
 49764	  2	120.96607	+31.73753	 0.14388	418.375	    1.2	 0.1271	 0.3594	  0.1797	 6.24e-04	 6.24e-04	 4.80e+00
 49765	  2	219.95752	+61.31192	 0.13675	398.269	   12.7	 0.0614	 0.1735	  0.0868	 3.15e-02	 3.15e-02	 4.11e+00
 49766	  2	142.13820	+49.87821	 0.07615	224.698	   36.9	 0.0748	 0.2117	  0.1060	 3.25e-01	 3.25e-01	 1.22e+00
 49767	  2	127.98324	+15.88213	 0.14319	416.434	   33.8	 0.0833	 0.2356	  0.1179	 3.04e-01	 3.04e-01	 4.83e+00
 49768	  3	170.74838	+04.52706	 0.10091	296.178	   55.7	 0.0903	 0.1888	  0.1613	 5.55e-01	 8.93e-01	 3.62e+00
 49769	  2	144.89195	+39.58578	 0.04554	135.250	   59.9	 0.0769	 0.2174	  0.1089	 8.82e-01	 8.82e-01	 4.81e-01
 49770	  2	204.90023	-02.95504	 0.11484	336.068	   79.1	 0.1623	 0.4591	  0.2297	 3.25e+00	 3.25e+00	 3.97e+00
 49771	  5	158.66728	+41.31411	 0.16627	481.067	  270.4	 0.2081	 0.3034	  0.4143	 2.92e+01	 4.86e+01	 1.42e+01
 49772	  4	175.15115	+55.29557	 0.06452	190.867	   70.9	 0.0578	 0.0702	  0.1032	 5.77e-01	 9.30e-01	 1.48e+00
 49773	  2	126.93553	+19.61964	 0.10105	296.590	   41.7	 0.0842	 0.2381	  0.1192	 4.68e-01	 4.68e-01	 2.29e+00
 49774	  2	179.97112	+25.08770	 0.01238	 37.023	   33.4	 0.0907	 0.2566	  0.1288	 3.23e-01	 3.23e-01	 3.99e-02
 49775	  2	172.49878	+30.74520	 0.08308	244.788	  211.2	 0.0047	 0.0133	  0.0067	 6.69e-01	 6.69e-01	 1.45e+00
 49776	  2	142.12799	+31.06616	 0.07601	224.309	   44.0	 0.1358	 0.3841	  0.1922	 8.42e-01	 8.42e-01	 1.59e+00
 49777	  2	123.82132	+29.08035	 0.05493	162.808	  143.4	 0.1289	 0.3645	  0.1825	 8.46e+00	 8.46e+00	 8.00e-01
 49778	  2	197.78317	+27.19081	 0.03516	104.642	    3.4	 0.0955	 0.2701	  0.1351	 3.59e-03	 3.59e-03	 2.94e-01
 49779	  4	259.93815	+26.43375	 0.10504	308.049	  121.1	 0.1985	 0.3745	  0.3836	 5.68e+00	 9.30e+00	 4.80e+00
 49780	  7	153.93147	+35.19192	 0.10260	301.034	  338.4	 0.3419	 0.3808	  0.8542	 7.45e+01	 1.25e+02	 6.80e+00
 49781	  5	116.38190	+36.85079	 0.12197	356.358	  100.5	 0.1225	 0.2152	  0.2498	 2.43e+00	 3.96e+00	 7.80e+00
 49782	  2	220.03328	+44.84192	 0.12006	350.940	   35.7	 0.1820	 0.5149	  0.2576	 7.42e-01	 7.42e-01	 4.04e+00
 49783	  2	220.63579	+46.01346	 0.08657	254.897	  102.3	 0.0480	 0.1357	  0.0679	 1.60e+00	 1.60e+00	 1.82e+00
 49784	  2	200.76575	+06.22467	 0.11813	345.433	   54.9	 0.0650	 0.1839	  0.0920	 6.25e-01	 6.25e-01	 3.48e+00
 49785	  2	234.82951	+18.09571	 0.09277	272.786	   22.1	 0.1302	 0.3684	  0.1843	 2.02e-01	 2.02e-01	 1.89e+00
 49786	  2	145.36621	+30.68453	 0.11381	333.113	  129.1	 0.1682	 0.4757	  0.2380	 8.95e+00	 8.95e+00	 3.73e+00
 49787	  2	202.80984	+13.97702	 0.16678	482.483	   20.0	 0.1196	 0.3382	  0.1691	 1.53e-01	 1.53e-01	 8.51e+00
 49788	  2	125.18799	+34.51834	 0.05408	160.335	   90.3	 0.0758	 0.2144	  0.1073	 1.97e+00	 1.97e+00	 6.68e-01
 49789	  2	177.10012	+46.25959	 0.14420	419.263	  251.4	 0.1915	 0.5417	  0.2711	 3.87e+01	 3.87e+01	 4.59e+00
 49790	  2	170.13472	+50.32452	 0.12477	364.316	   84.7	 0.1667	 0.4715	  0.2360	 3.82e+00	 3.82e+00	 3.83e+00
 49791	  2	213.98060	+17.46081	 0.15587	452.014	  169.4	 0.1810	 0.5119	  0.2561	 1.66e+01	 1.66e+01	 5.70e+00
 49792	  2	179.79963	+56.89646	 0.15335	444.962	  160.4	 0.1944	 0.5498	  0.2751	 1.60e+01	 1.60e+01	 5.68e+00
 49793	  2	195.77991	+57.27904	 0.10997	322.146	  142.6	 0.0437	 0.1236	  0.0618	 2.84e+00	 2.84e+00	 2.70e+00
 49794	  2	254.71156	+26.77346	 0.12295	359.157	  128.9	 0.1829	 0.5172	  0.2588	 9.71e+00	 9.71e+00	 3.34e+00
 49795	  2	130.70228	+06.21723	 0.07918	233.508	   97.7	 0.0401	 0.1136	  0.0568	 1.22e+00	 1.22e+00	 1.60e+00
 49796	  3	168.24458	+12.77228	 0.11434	334.627	  280.9	 0.1475	 0.3037	  0.2724	 2.24e+01	 3.72e+01	 4.51e+00
 49797	  3	145.14140	+04.59068	 0.11801	345.093	  178.4	 0.0878	 0.2132	  0.1316	 5.45e+00	 8.93e+00	 4.54e+00
 49798	  2	179.89141	+33.60275	 0.08091	238.499	   23.3	 0.1440	 0.4073	  0.2038	 2.50e-01	 2.50e-01	 1.37e+00
 49799	  3	210.45848	+32.20868	 0.08186	241.252	   33.7	 0.2091	 0.4340	  0.3791	 4.71e-01	 7.58e-01	 2.61e+00
 49800	  2	179.18635	+05.60478	 0.07786	229.672	  127.8	 0.1145	 0.3239	  0.1621	 5.98e+00	 5.98e+00	 1.75e+00
 49801	  2	159.28213	+41.08208	 0.15142	439.549	   82.5	 0.0307	 0.0868	  0.0434	 6.67e-01	 6.67e-01	 5.27e+00
 49802	  4	195.73547	+13.91616	 0.14111	410.571	  274.9	 0.1610	 0.0496	  0.3303	 2.34e+01	 3.89e+01	 8.46e+00
 49803	  8	135.00047	+07.78689	 0.14852	431.401	  261.8	 0.3739	 0.3263	  0.9499	 4.90e+01	 8.19e+01	 1.67e+01
 49804	  2	183.24534	+09.71378	 0.06950	205.376	   81.1	 0.0299	 0.0845	  0.0423	 6.29e-01	 6.29e-01	 1.17e+00
 49805	  5	164.48492	+12.46502	 0.12118	354.127	  133.1	 0.3017	 0.4196	  0.5883	 1.04e+01	 1.71e+01	 8.00e+00
 49806	  2	190.88018	+11.06237	 0.12372	361.339	   43.6	 0.1825	 0.5161	  0.2583	 1.11e+00	 1.11e+00	 3.46e+00
 49807	  2	166.28587	+19.62467	 0.10892	319.159	  139.8	 0.1695	 0.4793	  0.2399	 1.06e+01	 1.06e+01	 2.70e+00
 49808	  3	163.12119	+06.84532	 0.12562	366.755	  183.6	 0.0763	 0.1528	  0.1407	 5.02e+00	 8.22e+00	 6.05e+00
 49809	  3	188.69786	+22.84492	 0.09955	292.296	  243.9	 0.1861	 0.3916	  0.3308	 2.13e+01	 3.54e+01	 3.36e+00
 49810	  2	237.16731	+02.70968	 0.09263	272.367	   12.5	 0.0936	 0.2647	  0.1324	 4.67e-02	 4.67e-02	 2.32e+00
 49811	  2	127.24741	+36.96432	 0.08215	242.098	   59.8	 0.0409	 0.1157	  0.0579	 4.68e-01	 4.68e-01	 1.62e+00
 49812	  2	157.08382	+26.43492	 0.10243	300.551	   18.5	 0.0281	 0.0794	  0.0397	 3.06e-02	 3.06e-02	 3.02e+00
 49813	  2	236.35737	+11.06363	 0.12895	376.175	  163.0	 0.0772	 0.2184	  0.1093	 6.55e+00	 6.55e+00	 4.42e+00
 49814	  2	168.41003	-00.79446	 0.07115	210.168	  165.1	 0.0540	 0.1529	  0.0765	 4.71e+00	 4.71e+00	 1.47e+00
 49815	  2	124.98639	+19.93105	 0.10448	306.442	   36.5	 0.1409	 0.3986	  0.1995	 6.01e-01	 6.01e-01	 2.39e+00
 49816	  2	191.46000	+16.97883	 0.10859	318.195	  103.4	 0.1570	 0.4442	  0.2223	 5.36e+00	 5.36e+00	 3.08e+00
 49817	  2	180.21181	+39.11596	 0.12051	352.216	   73.7	 0.1381	 0.3907	  0.1955	 2.40e+00	 2.40e+00	 3.13e+00
 49818	  2	180.29850	+14.03809	 0.18970	545.963	   53.1	 0.1618	 0.4577	  0.2290	 1.46e+00	 1.46e+00	 8.74e+00
 49819	  2	133.21183	+30.64942	 0.11815	345.503	   26.4	 0.0327	 0.0926	  0.0463	 7.29e-02	 7.29e-02	 3.39e+00
 49820	  3	134.82244	+62.02397	 0.09180	269.991	  231.3	 0.1794	 0.3018	  0.3462	 1.85e+01	 3.07e+01	 2.43e+00
 49821	  5	182.75275	+54.91983	 0.10677	312.990	  205.5	 0.1857	 0.1567	  0.4370	 1.52e+01	 2.51e+01	 6.44e+00
 49822	  2	201.06469	+01.95793	 0.11173	327.188	   46.1	 0.0174	 0.0493	  0.0247	 1.18e-01	 1.18e-01	 2.80e+00
 49823	  2	161.31534	+52.29900	 0.13731	399.831	   35.7	 0.0773	 0.2186	  0.1094	 3.15e-01	 3.15e-01	 4.72e+00
 49824	  3	142.26955	+42.92974	 0.11336	331.833	   15.5	 0.1758	 0.3753	  0.3126	 8.41e-02	 1.34e-01	 4.28e+00
 49825	  2	188.81572	+12.48675	 0.04973	147.580	   69.7	 0.0025	 0.0071	  0.0036	 3.90e-02	 3.90e-02	 6.00e-01
 49826	  2	115.99222	+30.37998	 0.10417	305.552	   62.2	 0.0355	 0.1004	  0.0503	 4.39e-01	 4.39e-01	 2.45e+00
 49827	  2	185.87118	+21.90821	 0.12636	368.842	  116.6	 0.0932	 0.2638	  0.1320	 4.05e+00	 4.05e+00	 3.79e+00
 49828	  3	221.74202	+07.84758	 0.10508	308.155	  100.6	 0.1693	 0.3781	  0.2986	 3.36e+00	 5.48e+00	 3.52e+00
 49829	  2	135.10143	+07.29710	 0.06009	177.933	   92.7	 0.0228	 0.0646	  0.0323	 6.27e-01	 6.27e-01	 7.53e-01
 49830	  2	250.69326	+31.89179	 0.13637	397.189	   99.8	 0.0974	 0.2756	  0.1379	 3.10e+00	 3.10e+00	 4.49e+00
 49831	  2	219.22017	+15.92824	 0.10325	302.895	    6.1	 0.0877	 0.2480	  0.1240	 1.06e-02	 1.06e-02	 3.19e+00
 49832	  2	177.37647	+23.41903	 0.13215	385.250	   78.0	 0.1702	 0.4815	  0.2409	 3.31e+00	 3.31e+00	 3.87e+00
 49833	  3	145.16541	+39.26570	 0.07960	234.716	  108.5	 0.0890	 0.1434	  0.1724	 2.06e+00	 3.35e+00	 2.02e+00
 49834	  3	243.14032	+05.77396	 0.14172	412.286	   37.3	 0.2037	 0.4201	  0.3671	 5.63e-01	 9.06e-01	 7.60e+00
 49835	  4	241.11764	+17.33837	 0.10811	316.835	   98.1	 0.2427	 0.4643	  0.4528	 4.57e+00	 7.46e+00	 4.71e+00
 49836	  2	206.42971	+11.66909	 0.09664	283.908	  275.0	 0.1458	 0.4123	  0.2064	 3.52e+01	 3.52e+01	 2.03e+00
 49837	  2	180.88235	+38.39884	 0.05091	151.020	    5.1	 0.0431	 0.1220	  0.0610	 3.64e-03	 3.64e-03	 5.54e-01
 49838	  2	182.12080	+28.73195	 0.06981	206.265	  219.6	 0.0126	 0.0356	  0.0178	 1.94e+00	 1.94e+00	 1.08e+00
 49839	  2	112.52880	+40.26138	 0.12106	353.770	  266.3	 0.1567	 0.4433	  0.2218	 3.55e+01	 3.55e+01	 3.19e+00
 49840	  2	145.34361	+33.55513	 0.14113	410.606	   99.2	 0.0236	 0.0668	  0.0334	 7.42e-01	 7.42e-01	 4.94e+00
 49841	  2	171.01432	-01.17007	 0.07846	231.395	   88.2	 0.0612	 0.1730	  0.0866	 1.52e+00	 1.52e+00	 1.45e+00
 49842	  2	188.46478	+15.31375	 0.11411	333.963	   34.9	 0.1338	 0.3785	  0.1894	 5.20e-01	 5.20e-01	 3.03e+00
 49843	  9	254.76170	+32.69702	 0.09460	278.062	  113.2	 0.3092	 0.4510	  0.6976	 7.70e+00	 1.27e+01	 7.93e+00
 49844	  2	195.57926	+50.00261	 0.12510	365.254	   26.2	 0.1450	 0.4100	  0.2051	 3.17e-01	 3.17e-01	 4.25e+00
 49845	  3	125.28370	+50.48083	 0.16237	470.191	   22.9	 0.1673	 0.3632	  0.3001	 1.76e-01	 2.81e-01	 9.54e+00
 49846	  2	193.11455	+28.98788	 0.05779	171.193	  125.9	 0.0252	 0.0712	  0.0356	 1.27e+00	 1.27e+00	 7.68e-01
 49847	  4	220.65707	+33.78515	 0.08637	254.322	   44.1	 0.2136	 0.4248	  0.4241	 8.21e-01	 1.32e+00	 3.18e+00
 49848	  5	152.69849	+21.99091	 0.11305	330.955	  257.6	 0.2371	 0.1979	  0.4665	 3.02e+01	 5.03e+01	 5.70e+00
 49849	  2	177.17529	+24.16470	 0.12424	362.834	   19.2	 0.0376	 0.1063	  0.0532	 4.40e-02	 4.40e-02	 3.77e+00
 49850	  2	188.54454	+53.17782	 0.11957	349.542	   67.8	 0.1458	 0.4125	  0.2064	 2.14e+00	 2.14e+00	 4.39e+00
 49851	  3	184.34398	-03.60539	 0.11160	326.820	  153.3	 0.2123	 0.4860	  0.3599	 9.69e+00	 1.59e+01	 3.62e+00
 49852	  2	155.76528	+37.41290	 0.04948	146.847	  251.8	 0.1167	 0.3300	  0.1652	 2.36e+01	 2.36e+01	 5.06e-01
 49853	  2	232.10298	+16.99604	 0.16092	466.131	  146.3	 0.0770	 0.2178	  0.1090	 5.27e+00	 5.27e+00	 6.02e+00
 49854	  2	125.70657	+10.56033	 0.06452	190.864	   58.4	 0.1306	 0.3695	  0.1849	 1.42e+00	 1.42e+00	 1.05e+00
 49855	  2	201.70407	+58.20967	 0.11134	326.078	   36.8	 0.0921	 0.2605	  0.1304	 3.99e-01	 3.99e-01	 3.44e+00
 49856	  5	111.97791	+41.84204	 0.13483	392.839	  109.7	 0.2585	 0.4486	  0.5406	 6.07e+00	 9.94e+00	 9.28e+00
 49857	  2	133.00322	+27.32493	 0.19318	555.538	  412.9	 0.0723	 0.2044	  0.1022	 3.94e+01	 3.94e+01	 9.12e+00
 49858	  2	173.14668	+07.24218	 0.11962	349.693	  139.2	 0.0624	 0.1764	  0.0883	 3.86e+00	 3.86e+00	 3.43e+00
 49859	  2	189.55383	+34.47841	 0.08674	255.386	   61.5	 0.0920	 0.2603	  0.1303	 1.11e+00	 1.11e+00	 1.89e+00
 49860	  2	252.79923	+41.68792	 0.10979	321.623	   59.5	 0.1375	 0.3889	  0.1946	 1.55e+00	 1.55e+00	 2.80e+00
 49861	  2	200.96679	+03.64245	 0.14250	414.475	  103.8	 0.0612	 0.1731	  0.0866	 2.11e+00	 2.11e+00	 4.97e+00
 49862	  2	221.59651	+11.39587	 0.09086	267.264	  137.3	 0.1225	 0.3466	  0.1735	 7.38e+00	 7.38e+00	 2.42e+00
 49863	  2	216.80645	+64.61720	 0.11337	331.851	   91.7	 0.1787	 0.5053	  0.2529	 4.80e+00	 4.80e+00	 3.42e+00
 49864	  4	151.56721	+63.20187	 0.11749	343.603	  247.6	 0.1134	 0.1773	  0.2045	 1.35e+01	 2.22e+01	 6.62e+00
 49865	  2	227.95140	+15.24027	 0.12190	356.173	  219.0	 0.0562	 0.1589	  0.0795	 8.61e+00	 8.61e+00	 4.42e+00
 49866	  2	123.65959	+17.23806	 0.10142	297.651	    5.7	 0.0360	 0.1019	  0.0509	 3.79e-03	 3.79e-03	 2.38e+00
 49867	  2	217.15843	+25.95664	 0.10802	316.569	  143.9	 0.0160	 0.0454	  0.0227	 1.06e+00	 1.06e+00	 2.53e+00
 49868	  2	177.80813	+11.49340	 0.08562	252.147	  140.3	 0.1204	 0.3406	  0.1705	 7.58e+00	 7.58e+00	 2.04e+00
 49869	  2	161.25147	+45.94330	 0.14009	407.678	  285.1	 0.1756	 0.4967	  0.2485	 4.56e+01	 4.56e+01	 5.05e+00
 49870	  3	161.19985	-00.25273	 0.15066	437.417	  245.6	 0.0396	 0.0680	  0.0762	 4.67e+00	 7.63e+00	 9.05e+00
 49871	  2	181.04043	-01.73907	 0.09662	283.866	  146.6	 0.1009	 0.2855	  0.1429	 6.93e+00	 6.93e+00	 2.56e+00
 49872	  2	233.77442	+09.76619	 0.15863	459.733	   84.0	 0.0800	 0.2262	  0.1132	 1.80e+00	 1.80e+00	 5.85e+00
 49873	  3	245.85258	+28.92633	 0.14441	419.854	  117.0	 0.1897	 0.4067	  0.3285	 5.07e+00	 8.29e+00	 6.61e+00
 49874	  2	118.94615	+28.85079	 0.06543	193.524	   77.7	 0.0784	 0.2218	  0.1110	 1.51e+00	 1.51e+00	 9.40e-01
 49875	  6	244.55188	+08.91482	 0.14799	429.927	  304.7	 0.2974	 0.5321	  0.5553	 5.27e+01	 8.82e+01	 1.48e+01
 49876	  2	177.59066	+20.45728	 0.13249	386.216	  129.5	 0.0739	 0.2090	  0.1046	 3.96e+00	 3.96e+00	 3.96e+00
 49877	  3	239.73882	+42.33015	 0.12665	369.660	  287.4	 0.0560	 0.1263	  0.0926	 8.99e+00	 1.48e+01	 5.17e+00
 49878	  2	216.69640	+26.33806	 0.07896	232.845	   10.8	 0.1107	 0.3132	  0.1566	 4.13e-02	 4.13e-02	 1.44e+00
 49879	  2	205.49511	+22.71521	 0.10435	306.059	  220.5	 0.0476	 0.1346	  0.0674	 7.39e+00	 7.39e+00	 2.41e+00
 49880	  2	186.35189	+37.61889	 0.18696	538.420	  292.3	 0.0168	 0.0475	  0.0238	 4.58e+00	 4.58e+00	 8.42e+00
 49881	  2	254.00742	+36.48735	 0.16408	474.967	  139.4	 0.0205	 0.0580	  0.0290	 1.27e+00	 1.27e+00	 6.52e+00
 49882	  3	208.15872	+17.80739	 0.06581	194.615	   32.5	 0.1374	 0.2887	  0.2520	 2.89e-01	 4.64e-01	 1.42e+00
 49883	  2	180.79449	-03.53950	 0.11062	324.019	  125.5	 0.0274	 0.0774	  0.0388	 1.38e+00	 1.38e+00	 2.66e+00
 49884	 14	231.80975	-00.89242	 0.12423	362.793	  421.2	 0.3898	 0.5600	  0.7747	 1.31e+02	 2.21e+02	 2.16e+01
 49885	  2	243.11262	+19.34394	 0.15054	437.095	  269.9	 0.1028	 0.2909	  0.1455	 2.39e+01	 2.39e+01	 5.88e+00
 49886	  3	136.81324	+08.89449	 0.13986	407.035	  140.9	 0.1230	 0.2871	  0.2073	 4.77e+00	 7.79e+00	 6.64e+00
 49887	  2	168.22556	+11.42744	 0.06519	192.821	   12.4	 0.0853	 0.2413	  0.1207	 4.17e-02	 4.17e-02	 9.41e-01
 49888	  4	217.16469	-01.63267	 0.13234	385.793	  107.7	 0.2507	 0.4199	  0.4928	 5.68e+00	 9.30e+00	 6.88e+00
 49889	  3	156.23983	+36.43528	 0.07485	220.917	   29.9	 0.1121	 0.1496	  0.2204	 2.00e-01	 3.20e-01	 1.62e+00
 49890	  3	200.33164	+23.70450	 0.06503	192.343	    6.8	 0.1924	 0.4271	  0.3336	 1.79e-02	 2.84e-02	 1.55e+00
 49891	  2	236.15962	+13.69334	 0.08095	238.637	   73.0	 0.0851	 0.2407	  0.1205	 1.45e+00	 1.45e+00	 1.48e+00
 49892	  3	223.18246	+11.33956	 0.08819	259.553	  168.8	 0.1281	 0.2840	  0.2275	 7.10e+00	 1.17e+01	 2.31e+00
 49893	  4	209.61912	+31.23252	 0.11318	331.324	  163.3	 0.1994	 0.4016	  0.3642	 1.03e+01	 1.70e+01	 5.06e+00
 49894	  2	207.20413	+36.48232	 0.10545	309.225	   10.8	 0.0336	 0.0951	  0.0476	 1.26e-02	 1.26e-02	 2.75e+00
 49895	  3	195.33777	+29.36303	 0.08855	260.603	  115.6	 0.0576	 0.1341	  0.0979	 1.52e+00	 2.46e+00	 2.49e+00
 49896	  2	139.07121	+17.05991	 0.12473	364.212	   85.8	 0.0171	 0.0484	  0.0242	 4.02e-01	 4.02e-01	 3.85e+00
 49897	  2	120.50206	+25.25296	 0.06831	201.914	   10.4	 0.1236	 0.3497	  0.1749	 4.30e-02	 4.30e-02	 1.18e+00
 49898	  3	218.90870	-00.92546	 0.10669	312.760	  102.5	 0.2153	 0.5024	  0.3511	 4.43e+00	 7.23e+00	 4.44e+00
 49899	  2	235.63257	+03.96828	 0.11068	324.168	   25.0	 0.1710	 0.4837	  0.2420	 3.41e-01	 3.41e-01	 3.17e+00
 49900	  2	123.90113	+37.07303	 0.14919	433.284	   73.7	 0.1665	 0.4709	  0.2356	 2.89e+00	 2.89e+00	 5.23e+00
 49901	  3	140.91974	+38.94977	 0.05771	170.964	  144.0	 0.1268	 0.1282	  0.2515	 5.13e+00	 8.40e+00	 9.33e-01
 49902	  2	233.10272	+03.37221	 0.08574	252.487	  327.7	 0.1079	 0.3053	  0.1528	 3.70e+01	 3.70e+01	 1.67e+00
 49903	  3	243.69020	+00.32048	 0.09306	273.619	  125.8	 0.1801	 0.2292	  0.3546	 5.56e+00	 9.10e+00	 3.15e+00
 49904	  3	179.92545	-00.04701	 0.10989	321.911	  136.9	 0.0251	 0.0534	  0.0446	 9.29e-01	 1.50e+00	 4.42e+00
 49905	  2	198.48433	+03.97753	 0.07794	229.889	  138.6	 0.0960	 0.2715	  0.1359	 5.89e+00	 5.89e+00	 1.65e+00
