#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:30 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:30	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F602%2FA100%2Ftable2&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36020100
#Name: J/A+A/602/A100
#Title: Merging groups and clusters from the SDSS data (Tempel+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2017A&A...602A.100T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/602/A100	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36020100	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_602_A100_table2:
#Name: J/A+A/602/A100/table2
#Title: Catalog of galaxy groups
#Column	GroupID	(I6)	[1/88662] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I5)	[2/254] Richness	[ucd=src.class.richness]
#Column	RAJ2000	(F13.9)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist.c	(F10.6)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	Rmax	(F10.6)	Maximum radius of the group (G1)	[ucd=phys.size.radius;stat.max]
#Column	M200	(E11.4)	Estimated mass of the NFW profile group	[ucd=phys.mass]
#Column	R200	(E11.4)	Radius, where mean density is 200 the Universe average density	[ucd=phys.size.radius]
GroupID	Ngal	RAJ2000	DEJ2000	Dist.c	Rmax	M200	R200
 33188	    3	177.760665185	+37.542095505	736.511530	  0.228264	 3.5191e+00	 3.0246e-01
 33189	    6	221.342963838	+03.844823248	268.629745	  0.625704	 2.8600e+01	 6.3190e-01
 33190	    5	221.342410925	+03.906579055	285.601952	  0.481791	 1.6078e+01	 5.2085e-01
 33191	    2	208.888518961	+04.166808698	346.379713	  0.323457	 2.2268e+01	 5.7785e-01
 33192	    2	209.857454401	+08.551662912	469.949454	  0.052582	 1.9630e-01	 1.1820e-01
 33193	    2	147.176738172	+06.866858975	697.453933	  0.040513	 7.2852e-01	 1.7954e-01
 33194	    2	208.134512686	+34.028571696	341.136305	  0.071410	 1.0057e-01	 9.5556e-02
 33195	    2	172.140890896	-01.214865881	496.502407	  0.076524	 1.4157e+00	 2.2787e-01
 33196	    3	152.593348237	+13.734100289	354.091844	  0.151122	 8.3644e+00	 4.1668e-01
 33197	    2	205.166889775	+03.225649077	665.850675	  0.273172	 2.7826e-04	 1.3062e-02
 33198	    3	181.365930746	+19.060480233	520.028883	  0.248494	 1.6801e+01	 5.1878e-01
 33199	    4	184.420844182	+27.069903551	469.681021	  0.857153	 6.2780e+01	 8.0835e-01
 33200	    5	207.280399392	+39.254330634	568.346846	  0.522302	 4.8904e+01	 7.3774e-01
 33201	    2	167.168589732	+23.617631764	414.664876	  0.178033	 3.2946e+00	 3.0398e-01
 33202	    2	114.357468042	+26.964495323	404.844463	  0.081937	 2.1159e+00	 2.6247e-01
 33203	    3	226.839032681	+09.973558644	159.007709	  0.392902	 6.9703e+00	 3.9797e-01
 33204	    4	220.620009461	+07.894304935	366.829870	  0.435050	 1.4448e+01	 4.9946e-01
 33205	    4	219.761073721	+21.303539801	528.935110	  0.560062	 2.2456e+01	 5.7103e-01
 33206	    7	148.105881353	+00.981254730	211.619850	  0.438334	 1.9747e+01	 5.6092e-01
 33207	    2	132.088679828	+10.724825870	520.589844	  0.245113	 3.5803e+00	 3.0985e-01
 33208	    4	245.273233702	+27.218684695	415.929884	  0.493334	 1.4558e+01	 4.9878e-01
 33209	    2	164.799243023	+45.332729131	648.558134	  0.108365	 3.1155e+00	 2.9265e-01
 33210	    4	194.486211203	+04.841337898	595.152685	  0.274500	 2.0448e+00	 2.5548e-01
 33211	    2	117.671573379	+40.067490669	569.137813	  0.070170	 9.9997e+00	 4.3460e-01
 33212	    2	191.801670968	+33.110894270	567.172317	  0.179923	 9.4483e+00	 4.2653e-01
 33213	    5	201.249453982	+60.795454956	309.134848	  0.561132	 3.0141e+01	 6.4106e-01
 33214	    2	187.390249047	+62.393825878	663.376900	  0.064898	 1.2718e-02	 4.6711e-02
 33215	    2	215.012689694	+56.917701062	530.240316	  0.186120	 2.0029e-01	 1.1841e-01
 33216	    2	181.241380997	+03.423805155	326.406945	  0.304330	 1.6946e-01	 1.1384e-01
 33217	    2	184.594257238	+31.423300562	580.922693	  0.176838	 2.3407e-01	 1.2420e-01
 33218	    2	247.975104566	+21.644189736	410.943569	  0.236022	 1.3963e+01	 4.9209e-01
 33219	    2	183.082276055	+26.848907763	443.430377	  0.095621	 5.5591e+00	 3.6106e-01
 33220	    2	218.751696174	+06.878935334	378.984264	  0.212359	 1.1264e-01	 9.8940e-02
 33221	    2	138.066072038	+15.834536533	548.285944	  0.337282	 5.9677e+01	 7.8968e-01
 33222	    3	216.829882504	+23.555144273	581.978674	  0.467504	 1.0278e+02	 9.4391e-01
 33223	    3	209.371443382	+06.018370823	237.932110	  0.281284	 4.1561e-01	 1.5456e-01
 33224	    2	201.705064625	+41.550992760	720.622235	  0.232381	 6.9012e+01	 8.1677e-01
 33225	    2	187.334374008	+07.438761961	657.036071	  0.203059	 1.4056e+01	 4.8322e-01
 33226	    7	238.058249392	+27.585873705	320.129948	  0.506274	 4.2878e+01	 7.2037e-01
 33227	    3	210.600767521	+27.940415498	454.471481	  0.680689	 5.0211e+00	 3.4870e-01
 33228	    5	244.015429346	+50.873376059	210.460594	  0.661401	 4.8265e+01	 7.5564e-01
 33229	    2	128.502673408	+57.725777681	580.224726	  0.055364	 2.5241e-01	 1.2737e-01
 33230	    6	191.484493347	+00.706266622	389.400385	  0.543768	 2.8157e+01	 6.2275e-01
 33231	    3	214.520132143	+18.498651868	659.846688	  0.343629	 1.0107e+02	 9.3244e-01
 33232	    3	217.861261894	+46.389932232	574.875411	  0.316039	 8.4351e+01	 8.8426e-01
 33233	    2	206.160254568	+00.537191585	339.064806	  0.135991	 4.0561e-01	 1.5213e-01
 33234	    2	162.486461738	+01.181242545	176.428451	  0.105939	 9.8329e-01	 2.0690e-01
 33235	    4	162.688811351	+30.296893757	503.605362	  0.299377	 2.6143e+01	 6.0196e-01
 33236	    2	180.233693403	+35.956103946	683.478074	  0.207007	 6.1868e+01	 7.9011e-01
 33237	    2	209.632211201	+54.063551508	327.379449	  0.168524	 7.8085e-01	 1.8942e-01
 33238	    3	123.717050898	+20.658529755	339.835792	  0.173969	 9.2861e-01	 2.0049e-01
 33239	    2	156.613788743	+41.999332940	659.109869	  0.169972	 7.2435e+00	 3.8734e-01
 33240	    2	158.453849158	+45.838849752	427.162476	  0.357953	 4.2568e-05	 7.1259e-03
 33241	   10	173.568387026	+47.261500928	445.654045	  0.504155	 1.6436e+01	 5.1812e-01
 33242	    2	238.489917608	+11.184948407	542.584189	  0.277883	 2.3224e-02	 5.7681e-02
 33243	    2	258.885244478	+32.758896763	732.979786	  0.320652	 4.3562e-01	 1.5078e-01
 33244	    2	231.621766759	+29.151233777	557.516585	  0.104329	 1.0043e+01	 4.3564e-01
 33245	    5	151.465776154	+55.979839653	618.641123	  0.570728	 4.8725e+01	 7.3372e-01
 33246	    2	120.670697301	+20.210739448	505.899909	  0.064209	 1.8802e+00	 2.5029e-01
 33247	    3	205.538760649	+01.882649341	130.841069	  0.076860	 1.9546e+00	 2.6102e-01
 33248	    2	215.347712968	+55.346995560	551.259005	  0.315507	 6.3865e+01	 8.0754e-01
 33249	    8	180.110246569	+34.751204676	273.570778	  0.236587	 7.2879e+00	 4.0047e-01
 33250	    2	182.569023808	+10.849557440	496.489644	  0.350382	 2.7195e-02	 6.1029e-02
 33251	    4	144.113091142	+49.182486044	226.815950	  0.688330	 2.5945e+01	 6.1365e-01
 33252	    2	155.072079741	+41.655222743	692.796809	  0.218315	 1.6808e+00	 2.3733e-01
 33253	    2	188.573415997	+06.874754047	328.707480	  0.210620	 2.5444e+00	 2.8079e-01
 33254	    2	222.205198384	+50.769947195	752.013766	  0.227508	 1.5859e+01	 4.9891e-01
 33255	    2	132.865577086	+63.746334613	591.522176	  0.265954	 1.4987e+02	 1.0695e+00
 33256	    2	130.473343146	+25.461392765	259.137262	  0.066252	 1.4456e+00	 2.3381e-01
 33257	    2	231.390249221	+49.843959058	410.328775	  0.106656	 4.7491e-01	 1.5944e-01
 33258	    2	167.799617697	+54.016780343	609.165497	  0.206479	 6.3277e+00	 3.7186e-01
 33259	    2	167.474832514	+04.234471168	614.324220	  0.101348	 2.4953e-02	 5.8723e-02
 33260	    2	214.419715087	+23.154093915	565.275610	  0.165227	 3.6705e+00	 3.1127e-01
 33261	    3	215.478239412	+02.909755536	468.837065	  0.286392	 4.3319e+00	 3.3157e-01
 33262	    2	181.506103750	+55.992746778	456.923470	  0.274796	 1.0736e+00	 2.0847e-01
 33263	    3	205.289431821	+25.766970796	585.695234	  0.156494	 2.1969e-03	 2.6187e-02
 33264	    3	138.080318034	+52.154913188	560.478123	  0.365417	 3.6803e+00	 3.1167e-01
 33265	    3	200.042390987	+61.325397501	566.267674	  0.391063	 1.1541e+01	 4.5597e-01
 33266	    2	229.955403625	+25.606002778	516.021463	  0.308601	 6.7714e-03	 3.8333e-02
 33267	    2	120.011189754	+28.567752277	602.596731	  0.322908	 9.4976e+00	 4.2600e-01
 33268	    3	156.824774178	+31.182357035	584.443609	  0.464437	 2.7055e+01	 6.0481e-01
 33269	    2	197.063660028	-03.045000433	596.181629	  0.278889	 6.6151e+00	 3.7782e-01
 33270	    2	208.141112513	-00.999637997	605.100237	  0.275156	 1.2248e+01	 4.6359e-01
 33271	    4	221.397664673	+55.415834617	454.516165	  0.549054	 4.7872e+00	 3.4320e-01
 33272	    7	221.601233403	+23.872389373	209.723335	  0.440011	 1.1387e+01	 4.6694e-01
 33273	    2	158.836766313	+02.690792546	656.604690	  0.404271	 7.9148e+00	 3.9904e-01
 33274	    2	258.496779155	+29.192782749	457.740418	  0.073672	 9.9751e-02	 9.4417e-02
 33275	    2	238.468076467	+10.062567159	782.740594	  0.301327	 6.3561e+00	 3.6684e-01
 33276	    5	182.456698373	+29.406190296	396.704165	  0.591116	 5.0805e+01	 7.5771e-01
 33277	    2	125.132495017	+27.347487269	423.824601	  0.209114	 1.3176e+01	 4.8215e-01
 33278	    2	149.462736068	+43.330022253	659.503084	  0.054467	 1.3075e+00	 2.1890e-01
 33279	    3	126.774440962	+42.406391124	499.710213	  0.509165	 7.6069e+00	 3.9902e-01
 33280	    6	219.929137808	+06.673444666	428.955427	  0.625253	 3.6859e+01	 6.7909e-01
 33281	    4	230.052292481	+30.315020958	287.645690	  0.311579	 6.4736e+00	 3.8454e-01
 33282	    4	156.270008951	+24.118037727	580.705714	  0.812360	 1.3857e+00	 2.2468e-01
 33283	    2	205.897593512	+29.465672567	281.832740	  0.280132	 2.6097e+01	 6.1229e-01
 33284	    2	156.770675371	+52.974825292	581.975992	  0.040632	 6.3267e-01	 1.7299e-01
 33285	    3	158.035803963	+39.482979192	503.367656	  0.165269	 5.3145e+01	 7.6257e-01
 33286	    4	160.540805256	+16.082511624	384.159587	  0.364292	 2.2948e+01	 5.8195e-01
 33287	    2	241.382049955	+39.873886117	566.537391	  0.338952	 8.5222e+00	 4.1213e-01
 33288	    2	128.826940676	+16.487490630	516.787038	  0.324626	 5.6556e+00	 3.6097e-01
 33289	    3	134.050463479	+46.006230886	408.631483	  0.342281	 6.7913e-02	 8.3389e-02
 33290	    2	228.059327316	+02.808369314	396.691534	  0.357847	 1.0320e+02	 9.5962e-01
 33291	    2	133.405030483	+61.557416671	714.482602	  0.100377	 1.2490e+00	 2.1456e-01
 33292	    2	210.114525163	+06.240045640	525.997057	  0.036840	 1.0992e+00	 2.0893e-01
 33293	    2	172.037084477	+33.323919705	651.525767	  0.388292	 4.2088e+00	 3.2343e-01
 33294	    2	243.275606145	+05.808219953	668.714146	  0.156820	 6.1670e+00	 3.6681e-01
 33295	    2	182.337890929	+67.630066123	259.416944	  0.061822	 7.3152e+00	 4.0140e-01
 33296	    2	227.820076865	+11.444678255	611.933110	  0.150576	 3.9646e-01	 1.4766e-01
 33297	    6	233.663367753	+21.281343711	221.852135	  0.244390	 4.1564e+00	 3.3341e-01
 33298	    2	233.514626698	+21.351438072	221.131116	  0.231791	 2.7050e+00	 2.8894e-01
 33299	    3	215.958940203	-01.627120080	549.198550	  0.233263	 1.6027e+01	 5.0945e-01
 33300	    2	163.035369381	+08.798168041	217.957068	  0.122288	 6.4710e+00	 3.8653e-01
 33301	    2	118.742966591	+28.608140106	317.089121	  0.329858	 7.0614e+01	 8.5090e-01
 33302	    2	156.123149744	+20.872899283	580.160240	  0.096397	 5.3711e-01	 1.6383e-01
 33303	    2	186.483925077	+12.610991017	 41.593218	  0.046226	 2.7379e-02	 6.3325e-02
 33304	    2	248.136858909	+35.931365402	701.303314	  0.421582	 1.0788e+02	 9.4952e-01
 33305	    5	183.729905742	+49.505670445	561.623141	  0.342923	 7.4860e+00	 3.9487e-01
 33306	    2	251.882304116	+25.698343124	490.433716	  0.203300	 6.1033e-02	 7.9942e-02
 33307	    6	156.952255053	+11.312276034	283.671871	  0.173407	 2.3373e+01	 5.9012e-01
 33308	    2	186.062977041	-02.942986816	472.625390	  0.064784	 2.2126e-01	 1.2299e-01
 33309	    9	121.931922735	+52.900117817	450.507550	  0.668254	 7.2310e+01	 8.4865e-01
 33310	    3	121.665673576	+53.103763776	446.164151	  0.561501	 3.5101e+01	 6.6720e-01
 33311	    2	145.562600553	+19.208036552	765.234876	  0.406351	 1.1188e+01	 4.4361e-01
 33312	    2	235.192781376	+21.118987296	617.732205	  0.317514	 8.9508e+00	 4.1712e-01
 33313	    7	157.276048253	+38.035059116	467.148452	  0.746721	 1.6388e+02	 1.1132e+00
 33314	    2	153.463767740	+40.362079187	643.134809	  0.348788	 3.7680e+00	 3.1194e-01
 33315	    2	197.198509195	+20.974153068	368.963528	  0.106799	 2.2561e-01	 1.2482e-01
 33316	    9	167.903063610	+26.254479714	175.174589	  0.321664	 6.9778e+00	 3.9764e-01
 33317	    4	185.363136852	+50.317192184	371.109418	  0.270071	 4.2617e+01	 7.1605e-01
 33318	    2	246.327461427	+25.239102197	556.771760	  0.375779	 2.2917e+00	 2.6623e-01
 33319	    3	245.082379993	+25.775283161	572.581674	  0.497973	 9.5658e+00	 4.2810e-01
 33320	    2	240.016377817	+45.996380297	418.563329	  0.069601	 2.2093e-01	 1.2346e-01
 33321	    2	125.477815646	+31.850165330	778.586266	  0.019560	 1.1444e+00	 2.0722e-01
 33322	    2	169.156610749	+54.377284740	601.206743	  0.399522	 3.9987e+01	 6.8796e-01
 33323	    2	118.687009245	+22.218345353	532.375207	  0.362857	 1.2108e+02	 1.0010e+00
 33324	    2	211.570993524	+61.134901130	765.277209	  0.374220	 7.1867e+00	 3.8276e-01
 33325	    9	243.764548053	+52.579480530	270.926882	  0.442854	 6.6034e+01	 8.3505e-01
 33326	    4	222.657551739	+15.032027132	305.575702	  0.524558	 9.7096e+00	 4.3957e-01
 33327	    3	221.296452271	+13.433404076	500.191692	  0.229238	 4.4867e+00	 3.3462e-01
 33328	    2	113.039159113	+39.562292825	600.972183	  0.055822	 1.7188e-01	 1.1186e-01
 33329	    2	206.291578147	+30.155138706	336.911964	  0.165722	 6.4632e+00	 3.8288e-01
 33330	    2	237.737393720	+20.730199574	581.174696	  0.152286	 5.6835e-04	 1.6693e-02
 33331	    8	189.580559876	+21.281115228	463.544085	  0.684815	 8.1198e+01	 8.8116e-01
 33332	    4	189.538189565	+21.163345262	456.570450	  0.876727	 1.9189e+01	 5.4509e-01
 33333	    3	225.110133376	+26.244650055	296.643453	  0.351229	 7.0731e+00	 3.9579e-01
 33334	    2	169.097334279	+31.930903148	515.085466	  0.174372	 2.1966e+00	 2.6341e-01
 33335	    3	248.671367922	+25.001536730	476.886098	  0.511680	 5.1835e+00	 3.5178e-01
 33336	    2	154.573559767	+43.404088804	503.798626	  0.028606	 1.5753e+00	 2.3599e-01
 33337	    2	164.055164751	+07.834257897	473.933756	  0.076089	 3.0149e+00	 2.9372e-01
 33338	    3	172.805659447	+55.133566583	584.793590	  0.119754	 2.4352e+01	 5.8394e-01
 33339	    2	244.326245729	+33.072448510	267.520499	  0.048152	 6.6344e-01	 1.8023e-01
 33340	    4	162.571529995	+36.301601934	106.045860	  0.331276	 2.1787e+01	 5.8412e-01
 33341	    2	231.879719927	+03.201530991	391.325760	  0.335900	 3.6238e-01	 1.4592e-01
 33342	    2	197.570156531	+02.615473605	517.309107	  0.075094	 1.9185e-01	 1.1685e-01
 33343	    2	212.726831983	+17.138845381	534.482837	  0.078374	 3.5774e-02	 6.6660e-02
 33344	    4	175.693807292	+33.001139915	355.078728	  0.602963	 2.4224e+01	 5.9390e-01
 33345	    3	199.490742170	+22.767762501	272.897126	  0.107599	 3.5685e+01	 6.8006e-01
 33346	    4	150.322409641	+62.099740200	578.391439	  0.644502	 8.6667e+01	 8.9202e-01
 33347	    2	200.960178072	+35.031913849	621.462226	  0.368883	 3.3494e+00	 3.0049e-01
 33348	    2	167.625378352	+25.752837259	687.906737	  0.304455	 1.0558e+00	 2.0334e-01
 33349	    2	150.744949869	+56.726097905	549.139992	  0.085606	 1.1816e+00	 2.1362e-01
 33350	    5	226.381627130	+42.478128787	499.433423	  0.514679	 4.6223e+01	 7.2815e-01
 33351	    3	148.088492803	+12.633026491	236.847138	  0.359999	 1.5101e+00	 2.3764e-01
 33352	    2	237.334719935	+08.263768334	582.833737	  0.362926	 1.7912e+00	 2.4471e-01
 33353	    3	171.606285441	+29.932973806	365.973302	  0.270106	 8.7624e+00	 4.2280e-01
 33354	    3	212.991223718	+11.714331482	420.156084	  0.286402	 4.7916e-01	 1.5979e-01
 33355	    2	174.295574724	+27.223338740	455.713570	  0.113146	 3.5282e-01	 1.4388e-01
 33356	    2	219.695581636	+00.677005138	637.627981	  0.078501	 3.2532e+01	 6.4025e-01
 33357	   17	222.871317000	+46.718985075	320.386540	  0.766079	 1.2073e+02	 1.0172e+00
 33358	    3	182.699304109	+62.006741279	572.202593	  0.393204	 5.7804e+01	 7.7977e-01
 33359	    8	214.819062394	+08.949960378	274.998032	  0.554636	 2.8017e+01	 6.2728e-01
 33360	    2	137.175933234	+13.950606388	501.125003	  0.246858	 1.5931e+00	 2.3693e-01
 33361	    2	139.684093883	+11.661905721	433.476354	  0.101242	 2.3188e+00	 2.6999e-01
 33362	    3	115.826277539	+28.085890066	458.079519	  0.443241	 1.6805e-01	 1.1234e-01
 33363	    2	187.675888997	+40.295220210	569.514539	  0.233853	 2.9032e+00	 2.8777e-01
 33364	    2	201.748291901	+58.119576577	233.421759	  0.090054	 6.2387e-01	 1.7703e-01
 33365	    2	201.920404340	+58.027973387	234.291134	  0.018399	 2.1181e-01	 1.2349e-01
 33366	    2	130.592249624	+51.589332180	720.103148	  0.342899	 1.8116e+00	 2.4275e-01
 33367	    2	213.553833280	+61.009046985	757.285245	  0.426574	 7.3321e+00	 3.8560e-01
 33368	    3	229.991291945	+09.197711012	673.564751	  0.687051	 7.5221e+00	 3.9176e-01
 33369	    2	206.142119229	+59.787573483	410.820164	  0.316360	 1.2259e+00	 2.1871e-01
 33370	    2	242.896741430	+30.592025254	620.369173	  0.283161	 9.9510e-01	 2.0053e-01
 33371	    7	223.822743227	+23.566521730	502.934707	  0.613600	 4.2067e+01	 7.0543e-01
 33372	    7	148.100024193	+36.281597378	263.539545	  0.316261	 9.5726e+00	 4.3891e-01
 33373	    2	119.666685811	+26.903783248	530.096305	  0.334061	 1.1581e+00	 2.1253e-01
 33374	    4	128.180242914	+20.122505662	233.584979	  0.562208	 4.2923e+01	 7.2541e-01
 33375	    2	172.173190981	+59.532715607	766.759158	  0.269169	 3.7636e+00	 3.0848e-01
 33376	    7	174.908353883	-01.036665412	342.085251	  0.427771	 4.7638e+01	 7.4483e-01
 33377	    2	146.307727332	+20.288695746	607.928705	  0.095582	 4.1020e-01	 1.4940e-01
 33378	    2	112.703349907	+40.551538693	708.318720	  0.386708	 1.8292e-02	 5.2523e-02
 33379	    2	238.143753835	+43.120755301	511.351317	  0.233468	 2.9101e-01	 1.3432e-01
 33380	    7	188.880184604	+05.821244651	184.318168	  0.390096	 1.4401e+01	 5.0592e-01
 33381	    4	240.793297689	+02.926439832	384.255919	  0.566322	 1.3233e+02	 1.0436e+00
 33382	    2	246.677303901	+33.955254979	691.529665	  0.257189	 3.3591e+00	 2.9897e-01
 33383	    2	129.195238444	+04.815738260	561.095219	  0.304475	 5.3541e-04	 1.6391e-02
 33384	    5	183.213430101	+52.962805774	140.578039	  0.203453	 1.5155e+01	 5.1626e-01
 33385	    4	182.368348444	+14.489387100	587.229961	  0.564517	 3.8078e+01	 6.7763e-01
 33386	    2	246.325166081	+08.230956704	226.345257	  0.063806	 3.0852e+00	 3.0177e-01
 33387	    5	200.710281619	+37.149295196	204.635250	  0.518495	 2.5535e+01	 6.1142e-01
 33388	    2	225.527717919	+20.522266930	326.722534	  0.258941	 1.8766e+00	 2.5374e-01
 33389	    2	126.817335963	+31.892255385	223.149666	  0.054414	 1.0541e+00	 2.1102e-01
 33390	    2	208.586678891	+28.559521149	704.763766	  0.101832	 4.8385e+00	 3.3726e-01
 33391	    2	179.562380079	+09.750548215	534.934833	  0.286465	 1.4684e+00	 2.2994e-01
 33392	    2	215.257697313	+56.421395025	347.702630	  0.291625	 1.1588e+01	 4.6474e-01
 33393	    3	130.146959851	+60.760675439	560.011358	  0.345490	 1.5471e+01	 5.0304e-01
 33394	    2	174.925308346	+34.829278637	555.297206	  0.038913	 3.4108e+00	 3.0400e-01
 33395	    6	112.120353874	+41.242148779	440.594247	  0.371688	 9.2413e+00	 4.2781e-01
 33396	    2	230.437037181	+15.598581396	644.990937	  0.127363	 1.7955e+00	 2.4361e-01
 33397	   12	210.698383186	+05.702484447	278.961755	  0.519067	 1.7734e+01	 5.3842e-01
 33398	    3	180.922730257	+03.650128850	 88.794943	  0.164777	 1.4614e+00	 2.3763e-01
 33399	    2	221.817095595	+00.924876468	589.988198	  0.020341	 9.7836e-02	 9.2789e-02
 33400	    3	233.830818231	+07.248046649	340.183323	  0.398328	 1.0603e+00	 2.0955e-01
 33401	    2	160.501519846	+18.381091449	477.069917	  0.316929	 4.4536e-01	 1.5523e-01
 33402	    2	160.620659503	+18.415156244	475.242868	  0.082696	 1.3710e+00	 2.2584e-01
 33403	    2	197.392250396	+07.597618177	395.370507	  0.357768	 6.9125e+01	 8.3970e-01
 33404	    2	227.167532252	+27.697571952	684.125865	  0.182017	 3.0731e+01	 6.2570e-01
 33405	    3	224.847853003	+29.688880684	449.256068	  0.380397	 7.6923e-01	 1.8666e-01
 33406	    3	139.068024990	+49.382402100	474.203468	  0.513086	 4.9307e+00	 3.4604e-01
 33407	    2	121.128277734	+19.950847122	620.026152	  0.122160	 7.0297e+01	 8.2897e-01
 33408	    7	145.449931018	+00.108857004	532.185208	  0.581645	 3.8176e+01	 6.8133e-01
 33409	    2	250.086296955	+25.423415525	387.221139	  0.295137	 3.7165e+01	 6.8324e-01
 33410	    9	142.530082538	+17.271229633	323.364834	  0.394043	 1.8221e+01	 5.4145e-01
 33411	    3	157.237430617	+05.847142563	591.278220	  0.327188	 3.3574e-01	 1.3994e-01
 33412	    5	173.887918248	+31.010596702	575.072244	  0.502726	 4.0715e+01	 6.9363e-01
 33413	    3	179.078826902	+17.948851739	523.018392	  0.337141	 9.4284e+00	 4.2780e-01
 33414	    3	125.042499174	+49.810855333	594.241820	  0.320087	 1.1543e+02	 9.8014e-01
 33415	    8	241.361850667	+30.540539023	247.425072	  0.701012	 1.7916e+02	 1.1667e+00
 33416	    2	165.026154188	+16.201831710	390.473432	  0.126136	 3.0059e-01	 1.3711e-01
 33417	    4	239.249023814	+33.934199549	557.946627	  0.609401	 2.8822e+01	 6.1907e-01
 33418	    3	234.691705362	-02.082194864	501.815326	  0.411007	 4.9003e+00	 3.4455e-01
 33419	    3	153.515925725	+16.813969212	539.352312	  0.161173	 4.1327e+00	 3.2453e-01
 33420	    5	185.425852528	+61.998963630	250.315666	  0.410983	 6.6729e+01	 8.3928e-01
 33421	    4	226.946935690	+02.636552290	444.050981	  0.415640	 1.7345e+01	 5.2757e-01
 33422	   10	162.936549552	+50.971380084	114.053196	  0.262042	 2.4433e+01	 6.0652e-01
 33423	    7	163.611316014	+50.817646093	112.315257	  0.459172	 1.2845e+01	 4.8958e-01
 33424	    2	228.749630822	+02.375958260	536.160409	  0.303526	 3.1013e+00	 2.9498e-01
 33425	    4	178.792964748	+10.832762783	218.975049	  0.205638	 1.0569e+01	 4.5517e-01
 33426	    2	154.500310384	+10.429446282	549.202244	  0.298467	 5.7405e+00	 3.6180e-01
 33427	    2	209.893666917	+01.371809781	719.020964	  0.291302	 3.6345e+01	 6.5968e-01
 33428	    2	170.830593321	+19.563870656	654.697248	  0.089796	 2.6301e+00	 2.7644e-01
 33429	    4	197.662380224	+13.781530335	378.251874	  0.149721	 2.3400e+00	 2.7201e-01
 33430	    2	197.803159525	+13.756699221	379.551697	  0.119393	 5.0202e+00	 3.5078e-01
 33431	    2	158.824307116	+18.231895381	600.543537	  0.308860	 2.6723e+01	 6.0150e-01
 33432	    3	246.266221741	+34.146570220	496.909748	  0.462965	 2.2234e+00	 2.6487e-01
 33433	   16	237.794427369	+20.255329666	162.591087	  0.499949	 2.0206e+01	 5.6729e-01
 33434	    5	238.110294330	+20.176666637	164.843862	  0.241869	 2.4769e+01	 6.0703e-01
 33435	    2	179.962506236	+29.997004708	698.695945	  0.281047	 1.4785e+02	 1.0549e+00
 33436	   10	169.107781131	+11.981223386	211.590086	  0.505393	 2.7574e+01	 6.2696e-01
 33437	    3	209.229193965	+28.518970830	352.880976	  0.243691	 1.1084e+01	 4.5772e-01
 33438	    4	141.958436819	+57.481483175	590.183903	  0.762812	 1.1517e+01	 4.5475e-01
 33439	    2	124.381249515	+34.384547599	727.151525	  0.139041	 4.7993e-01	 1.5581e-01
 33440	    2	222.372669474	+21.734495192	502.214900	  0.204017	 1.4153e-01	 1.0571e-01
 33441	    2	195.537574166	+49.850553006	528.169831	  0.224177	 6.7042e+00	 3.8167e-01
 33442	    2	132.113875951	+19.227844947	664.159148	  0.157917	 4.3368e+00	 3.2632e-01
 33443	   13	156.272132557	+08.663024179	322.812796	  0.467218	 1.6458e+01	 5.2341e-01
 33444	    4	156.371876096	+08.560580572	330.296930	  0.558921	 4.9204e+00	 3.4979e-01
 33445	    3	234.992738078	-00.955542282	244.943253	  0.424325	 7.1329e+01	 8.5849e-01
 33446	    2	188.251126400	+41.382349305	560.272058	  0.164493	 3.4522e+00	 3.0510e-01
 33447	    4	244.517367949	+27.944569314	538.557449	  0.496808	 9.7553e+00	 4.3213e-01
